timestamp_ms,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5009.33,262144,64,51025,3362338852,14,14,584095,123,0,585,430732,1,10692,17,16,125280612,1172,1,16,7892,1268,2,85,585,7682938,1188,1036020939,585,130,2,1,2,2,283,1,1032102300,986299052,16045909,76053013,76069397,2,1,3346332572,73389,73389,2,2,2,76053013,3,3,426030,860535,1060659,8372,7876,1032102300,422360,6622148,1894
10013.91,262144,64,109872,7240159938,14,14,584095,133,0,585,864925,1,27285,17,16,126837126,1172,1,16,16536,2718,2,85,585,18503914,2171,2173355564,585,130,2,1,2,2,283,1,2165088668,2119773655,38684889,164190053,164206437,2,1,7224362332,73389,73389,2,2,2,164190053,3,3,460329,1767664,1327832,18962,16520,2165088668,845963,17174940,1894
15018.68,262144,64,168201,11083514538,14,14,584095,143,0,585,1326216,1,43702,17,16,128152320,1172,1,16,25109,3973,2,85,585,29170616,5454,3301340988,585,130,2,1,2,2,283,1,3288768924,3243284334,66472218,251553171,251553171,2,1,11068339524,73389,73389,2,2,2,251553171,3,3,496123,2704649,1607065,29419,25093,3288768924,1296797,27562715,1894
20023.66,262144,64,225714,14873126310,14,14,584095,152,0,585,1745054,1,59913,17,16,129745032,1172,1,16,33556,4794,2,85,585,40069955,7158,4412696493,585,130,2,1,2,2,283,1,4395803036,4351086310,99545728,337665072,337681456,2,1,14857263168,73389,73389,2,2,2,337665072,3,3,520593,3556269,1849181,39673,33540,4395803036,1705381,38220243,1894
25044.87,262144,64,281341,18538678678,14,14,1696594,161,0,585,2193524,1,75633,17,16,131072292,1172,1,16,41730,8506,2,85,585,49455718,284400,5488405119,585,130,2,1,2,2,283,1,5467316636,5422627767,124007696,420979627,420996011,2,1,18523103588,73389,73389,2,2,2,420979627,3,3,540052,4581264,2079666,49899,41715,5467316636,2143625,47375179,1894
30068.68,262144,64,291470,19205943698,40,40,2247020,163,1,585,2493135,1,78509,43,11084,131337744,1172,1,42,43242,38153,2,11442,585,53155826,2858749,5684044938,585,130,2,1,2,2,283,1,5662089628,5617667643,175752824,436164104,436164104,2,1,19191220576,73389,73389,2,2,2,436164104,3,3,544157,6218703,2368493,59612,43201,5662089628,2433523,50787588,1894
35090.67,262144,64,301320,19854924174,40,40,2757617,165,1,585,2765130,1,81303,43,11084,131603196,1172,1,42,44689,64250,2,11442,585,58090495,5823694,5874686110,585,130,2,1,2,2,283,1,5851881884,5807445255,224267949,450898021,450914405,2,1,19839512924,73389,73389,2,2,2,450898021,3,3,554826,7951066,2725724,68656,44648,5851881884,2696474,55366397,1894
40113.77,262144,64,310948,20489621110,40,40,3280140,166,1,585,3045490,1,83984,43,11084,131868648,1172,1,42,46107,94915,2,11442,585,62489291,8538563,6061117915,585,130,2,1,2,2,283,1,6037479836,5992950636,255496953,465334867,465334867,2,1,20474734148,73389,73389,2,2,2,465334867,3,3,560460,9572397,3034336,77609,46065,6037479836,2967881,59456787,1894
45133.47,262144,64,320913,21146138226,40,40,3800999,168,1,585,3342517,1,86811,43,11084,132134100,1172,1,42,47568,133295,2,11442,585,68188854,11480013,6253732641,585,130,2,1,2,2,283,1,6229238172,6184823614,315231030,480249008,480265392,2,1,21130956352,73389,73389,2,2,2,480249008,3,3,570844,11196291,3419347,86730,47527,6229238172,3255787,64770536,1894
50150.87,262144,64,330161,21755400578,40,40,4249754,170,1,585,3610336,1,89444,43,11084,132399552,1172,1,42,48926,166759,2,11442,585,71898875,14242826,6432401404,585,130,2,1,2,2,283,1,6407102876,6362985614,326806358,494100348,494100348,2,1,21740415312,73389,73389,2,2,2,494100348,3,3,574267,12845537,3678946,95282,48884,6407102876,3515054,68219596,1894
