timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5008.13,0,262144,64,19811,1305621560,0,3942583,133,2,2,8349,166,0,576,127015,0,4,7757,5,0,103801188,1154,1,4,341,24497104,5,97988416,4,3694,170,2,19,576,5653484,135,444330055,576,97,0,3,1,2,2,805,3,442366182,414236015,10058029,24894983,24894983,3,1,1294539148,73389,73389,2,2,2,24894987,4,3,26171,288850,100902,3895,3690,442366182,123120,5552930,991
10024.38,62,262144,64,41641,2744718640,0,10560442,398,10,10,8349,313,11,576,536249,0,4,16364,13,13,111016656,1154,1,4,341,51697978,5,206727420,12,7483,26119,2,126,576,22634475,2392785,901421868,576,97,0,3,1,2,2,805,3,897185375,867039998,37201967,52533842,52615762,3,1,2731759816,73389,73389,2,2,2,52533846,4,3,62995,2165712,666227,22662,7471,897185375,513587,21966582,991
15028.07,105,262144,64,61976,4083341738,10,24993420,659,11,11,8349,447,25,576,893834,0,4,24326,14,13,112886886,1154,1,4,341,77027693,5,308045964,13,10987,49662,2,1822,576,37649458,4425756,1326740039,576,97,0,3,1,2,2,805,3,1320410377,1288856357,69823581,78322197,78322197,3,1,4072754276,73389,73389,2,2,2,78322201,4,3,94951,3868482,1108669,35220,10974,1320410377,858614,36538753,991
20031.92,105,262144,64,76893,5065961706,10,25520715,953,11,11,8349,544,25,576,982597,0,4,30213,14,13,112886886,1154,1,4,341,95649696,5,382598784,13,13550,49845,2,1822,576,41914721,4425847,1638446280,576,97,0,3,1,2,2,805,3,1630755075,1598328013,74949399,97211173,97211173,3,1,5054981028,73389,73389,2,2,2,97211177,4,3,94951,4080290,1143220,38099,13537,1630755075,944498,40769406,991
25035.95,105,262144,64,91725,6043047312,10,25996400,1159,13,13,8349,639,25,576,1073851,0,4,36055,14,13,112886886,1154,1,4,341,114166905,5,456667620,13,16106,50289,2,1822,576,46235614,4425992,1948967737,576,97,0,3,1,2,2,805,3,1939920125,1906059666,80092136,115993653,115993653,3,1,6031669988,73389,73389,2,2,2,115993657,4,3,98276,4299269,1190230,41117,16091,1939920125,1032734,45043454,991
30047.19,166,262144,64,111432,7342746012,12,32349177,1559,20,20,8349,770,35,576,1556220,0,4,43847,14,13,116615280,1154,1,4,341,138730307,5,554921228,13,19560,92586,2,1822,576,65313157,7880526,2365545847,576,97,0,3,1,2,2,805,3,2354307819,2315540484,110256546,140923119,140988655,3,1,7328002220,73389,73389,2,2,2,140923123,4,3,131707,6911902,1821813,59004,19539,2354307819,1497218,63487179,991
35051.32,243,262144,64,130425,8595302094,19,44135653,1947,20,20,8349,892,46,576,2014468,0,4,51293,14,13,117218580,1154,1,4,341,162379167,5,649516668,13,22898,118050,2,1822,576,83001267,10962360,2771046418,576,97,0,3,1,2,2,805,3,2757708943,2710905733,144135904,164986392,164986392,3,1,8578440448,73389,73389,2,2,2,164970012,4,3,151025,9349946,2345697,76796,22876,2757708943,1937672,80650588,991
40073.69,325,262144,64,147507,9719192136,19,48596303,2316,26,26,8349,1003,54,576,2402314,0,4,58012,14,13,117218580,1154,1,4,341,183608567,5,734434268,13,25872,159773,2,1822,576,99487279,13689974,3131829445,576,97,0,3,1,2,2,805,3,3116648694,3065565129,168925113,186542086,186558470,3,1,9700188504,73389,73389,2,2,2,186542090,4,3,188969,11400686,2889986,91204,25844,3116648694,2311110,96591765,991
45094.80,420,262144,64,167359,11027536870,20,56642267,2732,27,27,8349,1125,65,576,2959887,0,4,65814,14,13,117218580,1154,1,4,341,208380332,5,833456844,13,29385,207699,2,1822,576,122968142,17943757,3558491986,576,97,0,3,1,2,2,805,3,3541046088,3478274661,206278527,211633677,211650061,3,1,11004951236,73389,73389,2,2,2,211633681,4,3,212162,14481808,3609447,111841,29356,3541046088,2848046,119351123,991
50099.62,426,262144,64,180084,11866152012,26,63891609,3067,27,27,8349,1209,65,576,3058274,0,4,70833,14,13,117218580,1154,1,4,341,224275443,5,897101772,13,31597,210143,2,1822,576,128154046,18207934,3825218040,576,97,0,3,1,2,2,805,3,3806568139,3742378308,219357716,227772300,227772300,3,1,11844159632,73389,73389,2,2,2,227772304,4,3,215159,14841325,3686400,115392,31568,3806568139,2942882,124460454,991
55105.00,426,262144,64,194165,12794611316,26,64610772,3428,27,27,8349,1300,65,576,3131295,0,4,76388,14,13,117218580,1154,1,4,341,241877956,5,967511824,13,34026,210317,2,1822,576,132243823,18208011,4118588504,576,97,0,3,1,2,2,805,3,4098649603,4034721652,224457956,245624766,245624766,3,1,12772487864,73389,73389,2,2,2,245624770,4,3,217664,15028262,3728886,118135,33997,4098649603,3013160,128507852,991
60109.15,470,262144,64,210645,13879434798,34,75620872,3800,35,35,8349,1409,74,576,3388875,0,4,82864,14,13,117218580,1154,1,4,341,262372963,5,1049491852,13,36919,223825,2,1822,576,143393730,19667407,4467322793,576,97,0,3,1,2,2,805,3,4445701000,4376677792,248869768,266451372,266451372,3,1,13855471376,73389,73389,2,2,2,266451376,4,3,252726,16266713,4136915,127953,36882,4445701000,3260922,139247783,991
65113.78,470,262144,64,223073,14698308230,34,76738423,4131,35,35,8349,1490,74,576,3462403,0,4,87764,14,13,117218580,1154,1,4,341,277899455,5,1111597820,13,39055,223931,2,1822,576,147099949,19667523,4726216065,576,97,0,3,1,2,2,805,3,4703454572,4634467883,253971356,282198938,282198938,3,1,14674344808,73389,73389,2,2,2,282198942,4,3,260016,16441509,4170968,130410,39018,4703454572,3331993,142920133,991
70133.22,510,262144,64,238285,15702457330,35,84131338,4505,43,43,8349,1587,83,576,3814428,0,4,93699,14,13,117218580,1154,1,4,341,296720553,5,1186817652,13,41821,259592,2,1822,576,161498879,22164148,5059771450,576,97,0,3,1,2,2,805,3,5035323272,4951962363,279183824,301394448,301410832,3,1,15671659360,73389,73389,2,2,2,301378068,4,3,294347,18386316,4709054,144206,41776,5035323272,3670222,156779832,991
75161.21,620,262144,64,256441,16899496150,37,94326556,4931,44,44,8349,1707,96,576,4364678,0,4,100820,14,13,117218580,1154,1,4,341,319231291,5,1276739980,13,45175,302941,2,1822,576,183274083,26375445,5466130106,576,97,0,3,1,2,2,805,3,5439527723,5330622164,316993418,324290583,324306967,3,1,16862258380,73389,73389,2,2,2,324274203,4,3,320794,21491947,5441735,166508,45130,5439527723,4198170,177823590,991
80184.03,723,262144,64,275011,18123727204,37,102706968,5345,44,44,8349,1824,109,576,4933816,0,4,108045,14,13,117218580,1154,1,4,341,342081085,5,1368130444,13,48695,384992,2,1822,576,205067927,30543667,5892278470,576,97,0,3,1,2,2,805,3,5863439982,5719111883,352703117,347614861,347647629,3,1,18075972804,73389,73389,2,2,2,347614865,4,3,346221,24657232,6135070,189229,48650,5863571054,4744772,198918507,991
85188.92,787,262144,64,290933,19172910680,43,115041167,5710,44,44,8349,1925,120,576,5345601,0,4,114292,14,13,117508164,1154,1,4,341,361833564,5,1447334256,13,51717,409222,2,1822,576,221040922,33480656,6259172800,576,97,0,3,1,2,2,805,3,6228464870,6051985576,385221352,367662783,367662783,3,1,19118464748,73389,73389,2,2,2,367662787,4,3,355294,26884814,6558289,207388,51671,6228464870,5138213,214468213,991
90206.31,814,262144,64,305442,20128840224,43,118833937,6056,52,52,8349,2019,121,576,5593520,0,4,119986,14,13,117508164,1154,1,4,341,379801553,5,1519141600,13,54636,420673,2,1822,576,230796411,35098513,6613217747,576,97,0,3,1,2,2,805,3,6580854620,6357499726,401160738,385734718,385751102,3,1,20058205368,73389,73389,2,2,2,385734722,4,3,387577,28160291,6950590,216851,54582,6580854620,5376669,223831671,991
95226.76,871,262144,64,322192,21232625356,51,131532750,6395,59,59,8349,2128,125,576,6001198,0,4,126512,14,13,117508164,1154,1,4,341,400377594,5,1601510376,13,58068,458659,2,1822,576,245499394,37724396,7023192289,576,97,0,3,1,2,2,805,3,6988799696,6709922735,432190675,406636767,406636767,3,1,21145111916,73389,73389,2,2,2,406636771,4,3,425347,30368568,7469415,232018,58007,6988799696,5769180,238015891,991
100249.78,971,262144,64,343675,22646875214,51,139651333,6823,59,59,8349,2265,145,648,6767368,2,4,134846,14,13,129806940,1298,1,4,341,426785913,5,1707079200,13,62422,517343,2,1822,648,271244756,42995051,7548701297,646,401,2,3,1,2,2,805,3,7511579061,7161260252,473163983,433386375,433451911,3,1,22536091532,73389,73389,2,2,2,433386379,4,3,447698,34510572,8261878,262397,62361,7511579061,6504971,262970004,2624
105253.96,1057,262144,64,364031,23988250092,59,154089451,7245,60,60,8349,2398,167,648,7405819,2,4,142766,14,13,130120656,1298,1,4,341,451836992,5,1807347968,13,66572,585483,2,1822,648,292305059,46893643,8051283529,646,401,2,3,1,2,2,805,3,8011618809,7589410647,514462294,458846606,458846606,3,1,23860023544,73389,73389,2,2,2,458846610,4,3,465280,37697969,8952783,289619,66510,8011618809,7116200,283337510,2624
110258.01,1057,262144,64,377244,24859558696,59,155062523,7565,60,60,8349,2482,167,648,7496170,2,4,147890,14,13,130120656,1298,1,4,341,468047305,5,1872189220,13,69317,585615,2,1822,648,296124434,46893834,8382226751,646,401,2,3,1,2,2,805,3,8341133831,7867865682,519595481,475304717,475304717,3,1,24715845316,73389,73389,2,2,2,475304721,4,3,466004,37917778,8988845,292788,69255,8341133831,7203382,287120896,2624
115262.76,1057,262144,64,394248,25980062368,59,157891812,7709,61,61,8349,2592,167,648,7631342,2,4,154523,14,13,130434372,1298,1,4,341,489040856,5,1956163424,13,72797,586196,2,1822,648,301662044,46894029,8804669630,646,401,2,3,1,2,2,805,3,8761731385,8225724815,528463354,496530128,496530128,3,1,25819566688,73389,73389,2,2,2,496530132,4,3,478797,38236905,9077942,297232,72734,8761731385,7334110,292569665,2624
120267.14,1057,262144,64,410912,27078802638,62,162946315,7778,64,64,8349,2696,167,648,7754607,2,4,160971,14,13,130434372,1298,1,4,341,509473844,5,2037895376,13,76206,586453,2,1822,648,306868825,46895672,9217374718,646,401,2,3,1,2,2,805,3,9172635277,8576854516,539187146,517296787,517296787,3,1,26899432956,73389,73389,2,2,2,517296791,4,3,487577,38534910,9153455,301298,76140,9172635277,7453309,297701216,2624
125271.48,1057,262144,64,427086,28144851100,64,166363732,7823,65,65,8349,2802,167,648,7869282,2,4,167247,14,13,130434372,1298,1,4,341,529328258,5,2117256908,13,79567,586816,2,1822,648,311617818,46895730,9624249780,646,401,2,3,1,2,2,805,3,9577757655,8917974937,547786334,537449046,537449046,3,1,27947350424,73389,73389,2,2,2,537449050,4,3,492682,38815058,9204751,305133,79500,9577757655,7564149,302399417,2624
130275.89,1065,262144,64,442962,29191031986,64,169327057,7933,66,66,8349,2902,167,648,7986614,2,4,173412,14,13,130434372,1298,1,4,341,548828607,5,2195249760,13,82824,587163,2,1822,648,316941166,46895951,10019607306,646,401,2,3,1,2,2,805,3,9971373524,9252355678,556527413,557251208,557251208,3,1,28977062848,73389,73389,2,2,2,557251212,4,3,496191,39102629,9267222,309227,82756,9971373524,7677387,307660408,2624
135280.65,1065,262144,64,457824,30170445652,66,174121955,8114,67,67,8349,2995,169,648,8101114,2,4,179193,14,13,130434372,1298,1,4,341,567123029,5,2268492116,13,85866,587506,2,1822,648,321808650,46897801,10389037351,646,401,2,3,1,2,2,805,3,10339188508,9565193564,566620965,575802153,575802153,3,1,29941711988,73389,73389,2,2,2,575802157,4,3,501678,39376027,9325176,312984,85797,10339188508,7788130,312470233,2624
140285.18,1065,262144,64,470140,30982051448,67,175901347,8398,68,68,8349,3075,169,648,8184871,2,4,183963,14,13,130434372,1298,1,4,341,582164677,5,2328658708,13,88401,587803,2,1822,648,325842063,46898000,10695796891,646,401,2,3,1,2,2,805,3,10644602786,9824538780,572754594,591164695,591181079,3,1,30740564172,73389,73389,2,2,2,591164699,4,3,506196,39586123,9371217,315891,88331,10644602786,7868980,316457943,2624
