timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5007.78,9,262144,64,27137,1788549674,0,1599805,191,2,2,5534,216,0,576,177801,0,2,10652,5,0,104102838,1154,1,4,218,33685541,4,134742164,4,4964,134,2,20,576,7938811,167,597117886,576,96,0,3,1,2,2,536,3,594485685,566217180,10182826,34198048,34198048,3,1,1778298528,73389,73389,2,2,2,34198052,2,3,28504,403835,126022,5684,4960,594485685,172117,7813426,1134
10029.62,70,262144,64,54282,3576308442,0,5831948,524,13,13,5534,408,6,576,554550,0,2,21322,16,41,109773858,1154,1,4,218,67458438,4,269704432,15,9698,22622,2,2050,576,23902425,1772163,1166759338,576,96,0,3,1,2,2,536,3,1161401685,1129555588,33373796,68535804,68552188,3,1,3563861840,73389,73389,2,2,2,68535808,2,3,70683,2072163,621535,19041,9683,1161401685,535509,23280512,1134
15046.55,230,262144,64,92209,6076287052,1,18094099,1167,15,15,5534,641,28,576,1679994,0,2,36226,18,41,116301564,1154,1,4,218,114681575,4,458726300,17,16212,99776,2,7428,576,70579184,9472212,1959580402,576,96,0,3,1,2,2,536,3,1949964732,1916580887,103311985,116597258,116613642,3,1,6061353512,73389,73389,2,2,2,116564494,2,3,117270,7707417,1991508,66050,16195,1949964732,1613944,68585829,1134
20074.88,381,262144,64,127668,8412411264,10,38295578,1697,24,24,5534,877,55,576,2614510,0,2,50202,19,41,116603214,1154,1,4,218,158938364,4,635688668,18,22332,160401,2,7444,576,109156286,15391901,2699207391,576,96,0,3,1,2,2,536,3,2685666210,2652259032,170953084,161519905,161552673,3,1,8398183124,73389,73389,2,2,2,161503525,2,3,167279,12362414,3167642,106585,22306,2685666210,2507925,105982880,1134
25080.33,385,262144,64,151581,9988345614,22,53352724,1937,24,24,5534,1027,55,576,2779339,0,2,59645,19,41,116603214,1154,1,4,218,188917548,4,755670192,18,26443,161335,2,7444,576,117469826,15611772,3198804439,576,96,0,3,1,2,2,536,3,3183014742,3148137420,195160067,191859965,191859965,3,1,9976718212,73389,73389,2,2,2,191859969,2,3,172460,12809105,3277141,113241,26417,3183014742,2666098,114187784,1134
30085.89,385,262144,64,177281,11682044360,22,55179648,2126,24,24,5534,1194,55,576,2928846,0,2,69780,19,41,116603214,1154,1,4,218,220982583,4,883930332,18,30859,161588,2,7444,576,125273007,15612037,3734568856,576,96,0,3,1,2,2,536,3,3716409454,3681577251,205369184,224415739,224415739,3,1,11668766492,73389,73389,2,2,2,224399359,2,3,172885,13171203,3351987,118402,30833,3716409454,2810444,121916318,1134
35091.59,387,262144,64,198081,13052420694,27,63647884,2261,29,29,5534,1330,55,576,3042198,0,2,77960,19,41,116904864,1154,1,4,218,246823627,4,987294508,18,34507,161783,2,7444,576,131603850,15612324,4175194199,576,96,0,3,1,2,2,536,3,4155078658,4113728442,220614621,250719746,250719746,3,1,13037426824,73389,73389,2,2,2,250719750,2,3,188055,13452463,3424290,122465,34476,4155078658,2919733,128175108,1134
40104.60,416,262144,64,218984,14429607566,27,69034729,2428,38,38,5534,1465,61,576,3292783,0,2,86216,19,41,116904864,1154,1,4,218,272932620,4,1091665592,18,38196,170755,2,7444,576,142674968,16837952,4620823164,576,96,0,3,1,2,2,536,3,4598627034,4548293627,239161303,277130249,277146633,3,1,14410772980,73389,73389,2,2,2,277130253,2,3,218163,14571404,3790149,131798,38156,4598627034,3160985,138880746,1134
45108.79,488,262144,64,242489,15979406528,36,84856712,2742,38,38,5534,1613,71,576,3827664,0,2,95433,19,41,116904864,1154,1,4,218,302226936,4,1208843052,18,42322,204492,2,7444,576,163887457,20395800,5121931339,576,96,0,3,1,2,2,536,3,5097156843,5036865989,281306008,306900743,306900743,3,1,15958838668,73389,73389,2,2,2,306900747,2,3,232162,17238597,4403707,151637,42282,5097156843,3676027,159480381,1134
50112.92,488,262144,64,257803,16988695852,37,86203630,2974,38,38,5534,1714,71,576,3918760,0,2,101445,19,41,116904864,1154,1,4,218,321225238,4,1284900952,18,45099,204704,2,7444,576,168325119,20395884,5456527974,576,96,0,3,1,2,2,536,3,5430289631,5355988218,287437665,326219577,326219577,3,1,16963418036,73389,73389,2,2,2,326219581,2,3,234038,17460009,4441414,154744,45059,5430289631,3764016,163880484,1134
55118.01,488,262144,64,272664,17967066636,37,86563480,3187,38,38,5534,1810,71,576,4014571,0,2,107272,19,41,116904864,1154,1,4,218,339618945,4,1358475780,18,47873,204876,2,7444,576,172732932,20396040,5792762476,576,96,0,3,1,2,2,536,3,5765063470,5665839180,292569744,344908071,344908071,3,1,17935219724,73389,73389,2,2,2,344908075,2,3,234813,17691192,4483029,158023,47833,5765063470,3856548,168247000,1134
60135.26,524,262144,64,289831,19097480452,39,91560721,3537,46,46,5534,1920,75,576,4373089,0,2,114015,19,41,117194448,1154,1,4,218,360882461,4,1443400804,18,51097,237585,2,7444,576,186897606,22509199,6183033677,576,96,0,3,1,2,2,536,3,6153399546,6024799793,314798900,366457288,366457288,3,1,19054075072,73389,73389,2,2,2,366424524,2,3,270448,19435636,4974154,173870,51049,6153399546,4199219,181920449,1134
65139.39,626,262144,64,310736,20475956732,40,98439520,3938,47,47,5534,2054,84,576,4964421,0,2,122205,19,41,117194448,1154,1,4,218,386839197,4,1547356788,18,54956,313404,2,7444,576,209610808,26699821,6651150270,576,96,0,3,1,2,2,536,3,6619033949,6461068730,350207870,392818195,392818195,3,1,20426546172,73389,73389,2,2,2,392818199,2,3,298215,22683578,5620924,198497,54907,6619033949,4765924,203985625,1134
70156.21,661,262144,64,326228,21496959728,47,109436952,4315,55,55,5534,2157,86,576,5267568,0,2,128239,19,41,117194448,1154,1,4,218,405900637,4,1623409228,18,58025,356096,2,7444,576,221465358,28547673,7020093440,576,96,0,3,1,2,2,536,3,6986190067,6786140998,375747303,412184466,412200850,3,1,21432740296,73389,73389,2,2,2,412168086,2,3,329316,24237052,6059905,209784,57968,6986190067,5057784,215401701,1134
75172.54,746,262144,64,347303,22886673656,49,117550686,4711,56,56,5534,2295,103,576,5879863,0,2,136498,19,41,117508164,1154,1,4,218,432015389,4,1727996948,18,61950,417831,2,7444,576,244882157,33156668,7495398251,576,96,0,3,1,2,2,536,3,7458973341,7226323135,413582165,438701021,438733789,3,1,22812453124,73389,73389,2,2,2,438701025,2,3,353019,27761519,6758355,232942,61892,7458973341,5646921,238120382,1134
80176.18,772,262144,64,362593,23893762684,55,126117584,5059,56,56,5534,2386,105,576,6109164,0,2,142474,19,41,117508164,1154,1,4,218,450977029,4,1803843596,18,64612,443682,2,7444,576,254651129,34453253,7818447100,576,96,0,3,1,2,2,536,3,7780471928,7544185675,433914968,458048749,458048749,3,1,23818534980,73389,73389,2,2,2,458048753,2,3,375345,28825739,7020177,243326,64554,7780471928,5865838,247627278,1134
85180.61,772,262144,64,376259,24793769684,55,126784768,5408,56,56,5534,2475,105,576,6185100,0,2,147832,19,41,117508164,1154,1,4,218,467931481,4,1871725924,18,67039,443814,2,7444,576,258785549,34453353,8110396746,576,96,0,3,1,2,2,536,3,8071133598,7827989190,439011949,475311835,475328219,3,1,24716215452,73389,73389,2,2,2,475311839,2,3,381198,29014489,7059988,246040,66981,8071133598,5939060,251721810,1134
90184.69,809,262144,64,391650,25808129412,56,130150590,5796,64,64,5534,2576,115,576,6440947,0,2,153864,19,41,117508164,1154,1,4,218,486953321,4,1947748496,18,69922,455155,2,7444,576,269963440,35863872,8458392822,576,96,0,3,1,2,2,536,3,8417478914,8149477598,455737757,494696205,494696205,3,1,25724202692,73389,73389,2,2,2,494696209,2,3,411928,30193140,7443564,255674,69856,8417478914,6185273,262514243,1134
95188.24,809,262144,64,404808,26675194038,63,138072742,6123,64,64,5534,2660,115,576,6530725,0,2,159004,19,41,117508164,1154,1,4,218,503188375,4,2012753500,18,72445,455295,2,7444,576,273883550,35865124,8764887220,576,96,0,3,1,2,2,536,3,8722653499,8424876513,467913802,511211660,511211660,3,1,26583006352,73389,73389,2,2,2,511211664,2,3,412583,30398238,7471908,258353,72379,8722653499,6272372,266406023,1134
100211.66,838,262144,64,418392,27570490716,63,141444202,6463,70,70,5534,2749,129,576,6793722,0,2,164281,19,41,117508164,1154,1,4,218,519948788,4,2079601192,18,75120,476020,2,7444,576,284016271,37400319,9087955789,576,96,0,3,1,2,2,536,3,9044189499,8710024757,483524717,528224668,528224668,3,1,27467682768,73389,73389,2,2,2,528224672,2,3,457104,31770967,7977373,268091,75048,9044189499,6525631,276033097,1134
105231.10,913,262144,64,436180,28741119748,63,149586278,6884,70,70,5534,2868,140,576,7393396,0,2,171264,19,41,117508164,1154,1,4,218,542013009,4,2167922672,18,78699,519742,2,7444,576,305835226,41624433,9520871854,576,96,0,3,1,2,2,536,3,9474848926,9083443396,519362280,550417179,550449947,3,1,28621693340,73389,73389,2,2,2,550417183,2,3,479741,35032868,8684492,291268,78627,9474848926,7102128,297141217,1134
110253.87,1003,262144,64,454828,29971753672,63,157396858,7286,70,70,5534,2985,148,576,7987661,0,2,178524,19,41,117508164,1154,1,4,218,564954094,4,2259816376,18,82425,576247,2,7444,576,327605029,46219056,9972422006,576,96,0,3,1,2,2,536,3,9924053211,9475532330,555313198,573767748,573784132,3,1,29835070960,73389,73389,2,2,2,573751368,2,3,498933,38434033,9325869,315423,82353,9924053211,7672238,318268152,1134
115258.45,1059,262144,64,472702,31150087406,64,165974910,7678,71,71,5534,3111,158,612,8549703,2,2,185541,19,41,123184664,1226,1,4,218,587270803,4,2349083212,18,86021,617257,2,7444,612,348072779,50297695,10408509239,610,239,2,3,1,2,2,536,3,10357887614,9851437061,589831420,596083325,596083325,3,1,30996332932,73389,73389,2,2,2,596083329,2,3,516926,41530894,9948101,338452,85948,10357887614,8211251,338112068,1850
