timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5007.21,2,262144,64,80268,5289981216,1,3241322,219,8,8,1471,572,0,576,543243,0,1,31586,11,110992524,1154,1,4,257,99925680,4,399509008,10,14170,2005,2,47,576,26798204,708,1711733763,576,103,0,3,1,2,2,663,3,1704158463,1669001522,32102006,101500734,101500734,3,1,5278038200,73389,73389,2,2,2,101500738,7,3,39697,1289278,324717,18147,14160,1704158463,525096,26475540,1220
10012.12,20,262144,64,137527,9061679914,5,9688047,433,9,9,1471,935,7,576,1055182,0,1,54114,12,116928996,1154,1,4,257,171292910,4,685171640,11,24147,5084,2,53,576,48652305,3298,2920916417,576,103,0,3,1,2,2,663,3,2907915949,2857734044,62214258,173950155,173950155,3,1,9045408092,73389,73389,2,2,2,173950159,7,3,49865,2419696,520532,32692,24136,2907915949,1022490,48135028,1220
15017.02,46,262144,64,179371,11818085518,5,11476610,649,9,9,1471,1205,8,576,1452853,0,1,70571,12,117508164,1154,1,4,257,223461501,4,893846004,11,31424,7505,2,53,576,66012741,6193,3801102065,576,103,0,3,1,2,2,663,3,3784093087,3726582488,82753843,226896200,226896200,3,1,11798602432,73389,73389,2,2,2,226896204,7,3,55952,3300479,708589,44339,31413,3784093087,1408514,65308142,1220
20023.77,70,262144,64,223028,14695965596,5,13820572,821,11,11,1471,1487,11,576,1912233,0,1,87763,12,117508164,1154,1,4,257,277943235,4,1111643652,11,39029,11986,2,53,576,85360328,22243,4721886043,576,103,0,3,1,2,2,663,3,4700662588,4633287109,106048282,282196335,282196335,3,1,14674209452,73389,73389,2,2,2,282196339,7,3,66314,4312747,926745,57047,39016,4700662588,1855186,84438623,1220
25029.48,115,262144,64,265300,17481096304,7,19034643,982,12,12,1471,1759,14,576,2411238,0,1,104375,12,117508164,1154,1,4,257,330565282,4,1322196476,11,46451,16506,2,53,576,105384614,43321,5621070046,576,103,0,3,1,2,2,663,3,5595711839,5511934240,132983083,335623549,335623549,3,1,17452424580,73389,73389,2,2,2,335623553,7,3,73031,5392574,1160869,70352,46437,5595711839,2340886,104229410,1220
30034.42,152,262144,64,299855,19757300276,8,23172108,1192,12,12,1471,1982,17,594,2846323,2,1,117958,12,120392263,1190,1,4,257,373551585,4,1494206340,11,52572,21021,2,53,594,122252286,68465,6363307189,592,128,2,3,1,2,2,663,3,6334521341,6230099952,155457983,379280754,379280754,3,1,19721747272,73389,73389,2,2,2,379264374,7,3,81100,6326159,1364613,81574,52558,6334521341,2764749,120893617,1306
35039.78,186,262144,64,332137,21885725522,8,26471252,1383,12,12,1471,2194,20,648,3244523,2,1,130672,12,129180300,1298,1,4,257,413739026,4,1654891708,11,58420,25661,2,53,648,138127450,86184,7070251723,646,193,2,3,1,2,2,663,3,7038208991,6902955012,175986334,420003694,420020078,3,1,21840192120,73389,73389,2,2,2,420003698,7,3,84426,7188128,1545651,92106,58406,7038208991,3152417,136589129,1558
40046.41,202,262144,64,365137,24059453912,8,30381953,1513,12,12,1471,2409,21,648,3594936,2,1,143608,12,129494016,1298,1,4,257,454646867,4,1818458156,11,64458,27765,2,53,648,152697079,91225,7800570988,646,193,2,3,1,2,2,663,3,7765216898,7590943617,195686590,461625409,461625409,3,1,24004521300,73389,73389,2,2,2,461625413,7,3,93032,7957039,1701938,101909,64444,7765216898,3493027,151003380,1558
45051.03,204,262144,64,396332,26114841558,11,38114163,1651,14,14,1471,2605,21,648,3830383,2,1,155730,12,129494016,1298,1,4,257,492930252,4,1971721008,11,70390,28414,2,53,648,163267206,91602,8519182317,646,193,2,3,1,2,2,663,3,8480669168,8243158741,214857328,500822292,500838676,3,1,26041907248,73389,73389,2,2,2,500805912,7,3,105432,8509503,1823407,109438,70374,8480669168,3720945,161452852,1558
50055.50,204,262144,64,423813,27926985358,16,46085753,1820,18,18,1471,2781,21,648,4036634,2,1,166379,12,129494016,1298,1,4,257,526639959,4,2106495072,11,75983,28971,2,53,648,172251004,93611,9200741497,646,193,2,3,1,2,2,663,3,9159292209,8822354830,232590414,535114326,535114326,3,1,27825944984,73389,73389,2,2,2,535114330,7,3,120557,8997813,1932506,116272,75963,9159292209,3920362,170327984,1558
55059.59,204,262144,64,442066,29129307296,16,50083439,1952,18,18,1471,2900,21,648,4153959,2,1,173448,12,129494016,1298,1,4,257,549064612,4,2196129128,11,79725,29146,2,53,648,177973317,93810,9658011192,646,193,2,3,1,2,2,663,3,9614599651,9206711765,242756464,557865608,557865608,3,1,29009011648,73389,73389,2,2,2,557865612,7,3,123333,9283356,1997675,120627,79705,9614599651,4033332,175985477,1558
60063.96,204,262144,64,461751,30427033300,22,59457873,2129,24,24,1471,3028,21,648,4290929,2,1,181146,12,129494016,1298,1,4,257,573277255,4,2293109020,11,83757,29357,2,53,648,184350076,94827,10147521848,646,193,2,3,1,2,2,663,3,10101978342,9621431149,259039484,582408335,582424719,3,1,30285233452,73389,73389,2,2,2,582408339,7,3,136672,9614942,2090528,125321,83731,10101978342,4165608,182269700,1558
