timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5051.81,94,262144,64,16766,1105412876,2,9857682,402,9,9,2781,158,3,576,593380,16,6563,11,0,102835908,1154,1,4,11766,20746625,16,82727872,10,3211,45983,2,13510,576,20369335,3880631,382121322,576,2195,3,1,2,2,13045,3,380048191,350975886,35566051,21057253,21073637,3,1,1094977188,73389,73389,2,2,2,21057257,17,3,108209,3069138,1094853,19180,3200,380048191,574200,19273841,11576
10067.19,163,262144,64,32969,2172613790,4,18415419,762,11,11,2781,254,17,576,1120787,16,12941,12,0,106286784,1154,1,4,11766,40949653,16,163605124,11,6000,92514,2,13531,576,40663260,7762413,722410868,576,2195,3,1,2,2,13045,3,718468161,687199109,69666736,41582470,41582470,3,1,2162288472,73389,73389,2,2,2,41582474,17,3,137083,5778888,1763980,37346,5987,718468161,1083441,38896415,11576
15071.89,183,262144,64,43449,2863847226,10,27341350,1018,11,11,2781,337,19,576,1303302,16,17041,12,0,110027244,1154,1,4,11766,53866634,16,215466536,11,7827,111215,2,13531,576,48130864,8717158,940372416,576,2195,3,1,2,2,13045,3,935329324,904846456,87633770,54864244,54864244,3,1,2852940720,73389,73389,2,2,2,54864248,17,3,162813,6567850,2012893,43726,7814,935329324,1259576,46114474,11576
20076.61,184,262144,64,53036,3495000500,10,28926971,1305,11,11,2781,388,19,576,1362020,16,20810,12,0,112283586,1154,1,4,11766,65784954,16,263139816,11,9452,111452,2,13531,576,51413887,8717250,1139570586,576,2195,3,1,2,2,13045,3,1133626109,1103499387,92732372,67001741,67001741,3,1,3484090564,73389,73389,2,2,2,67001745,17,3,173974,6713673,2052076,45921,9439,1133626109,1316099,49358527,11576
25081.75,184,262144,64,63719,4199187830,10,29813939,1621,11,11,2781,457,19,576,1432906,16,25011,12,0,115058766,1154,1,4,11766,79157584,16,316565740,11,11289,111727,2,13531,576,55341122,8717468,1362377947,576,2195,3,1,2,2,13045,3,1355409125,1325091251,97828186,80547818,80547818,3,1,4188486568,73389,73389,2,2,2,80547822,17,3,179628,6890224,2084104,48586,11276,1355409125,1384320,53254263,11576
30087.25,184,262144,64,77459,5104370276,10,30107509,1843,11,11,2781,550,19,576,1522689,16,30453,12,0,115058766,1154,1,4,11766,96344267,16,385377068,11,13654,111976,2,13531,576,59827883,8717575,1648267431,576,2195,3,1,2,2,13045,3,1640010016,1610233114,102953724,97948009,97948009,3,1,5093296500,73389,73389,2,2,2,97948013,17,3,199693,7110836,2164286,51852,13641,1640010016,1470837,57660887,11576
35092.98,186,262144,64,91942,6058813072,10,31685782,1981,13,13,2781,639,19,576,1619908,16,36148,12,0,115348350,1154,1,4,11766,114469742,16,457878968,11,16135,112451,2,13531,576,64728462,8719630,1949838073,576,2195,3,1,2,2,13045,3,1940217968,1910654426,109811080,116294154,116294154,3,1,6047296040,73389,73389,2,2,2,116294158,17,3,217393,7349795,2241439,55227,16120,1940217968,1564681,62484557,11576
40098.18,186,262144,64,104349,6876358512,13,36185367,2276,14,14,2781,717,19,576,1693572,16,41015,12,0,115348350,1154,1,4,11766,129927623,16,519710492,11,18250,112740,2,13531,576,68928822,8719760,2206683404,576,2195,3,1,2,2,13045,3,2195895977,2168244443,118808014,132008952,132008952,3,1,6864465536,73389,73389,2,2,2,132008956,17,3,227894,7537433,2286961,58080,18234,2195895977,1635492,66639212,11576
45102.80,186,262144,64,114943,7574085706,14,38439243,2588,15,15,2781,787,19,576,1752186,16,45182,12,0,115348350,1154,1,4,11766,143085793,16,572343172,11,20080,112889,2,13531,576,72532380,8719936,2428074004,576,2195,3,1,2,2,13045,3,2416279327,2387846461,124906268,145436467,145436467,3,1,7562696316,73389,73389,2,2,2,145436471,17,3,230018,7691002,2313841,60541,20063,2416279327,1691645,70216114,11576
50121.67,260,262144,64,132593,8736394730,16,48092674,2977,22,22,2781,905,31,576,2282716,16,52180,12,0,115975782,1154,1,4,11766,165225262,16,660836408,11,23109,177686,2,13531,576,91349640,12784531,2793842056,576,2195,3,1,2,2,13045,3,2780026350,2753557085,158804665,167794533,167810917,3,1,8725315748,73389,73389,2,2,2,167794537,17,3,276595,10643317,3039178,78901,23086,2780026350,2203815,88307424,11576
