timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5011.53,9,262144,64,18408,1212721338,0,2012811,207,2,2,5612,185,0,576,182635,1,7235,5,0,102534258,1154,1,4,230,22774368,4,91097472,4,3542,871,2,20,576,7512681,293,420133374,576,287,3,1,2,2,613,3,418167743,385034058,10173908,23115604,23115604,3,1,1202011440,73389,73389,2,2,2,23115608,6,3,83456,398376,212608,5200,3538,418167743,177435,7300434,1630
10018.16,14,262144,64,36772,2423102062,0,3814447,404,2,2,5612,296,0,576,356710,1,14462,5,0,107215866,1154,1,4,230,45695883,4,182718960,4,6680,2263,2,20,576,15326523,1447,802889220,576,287,3,1,2,2,613,3,799139222,765952448,20402283,46398922,46398922,3,1,2412743976,73389,73389,2,2,2,46398926,6,3,92758,778421,305611,10321,6676,799139222,346389,15021723,1630
15024.69,26,262144,64,54240,3574521210,0,5244015,575,2,2,5612,404,1,576,549179,1,21340,5,0,111016656,1154,1,4,230,67508392,4,269968916,4,9609,3415,2,20,576,23477921,3698,1159120589,576,287,3,1,2,2,613,3,1153681967,1128618907,30659192,68537519,68537519,3,1,3563951020,73389,73389,2,2,2,68537523,6,3,98861,1189002,394133,15684,9605,1153681967,533495,23084861,1630
20032.09,33,262144,64,74087,4881500588,0,6055628,691,2,2,5612,526,3,576,763248,1,29143,5,0,113876298,1154,1,4,230,92254737,4,368954380,4,13032,4900,2,20,576,32233257,4880,1576512730,576,287,3,1,2,2,613,3,1569138421,1539983813,40954008,93668355,93668355,3,1,4870754492,73389,73389,2,2,2,93668359,6,3,104535,1648508,501923,21769,13028,1569138421,741479,31732656,1630
25040.13,43,262144,64,94236,6209780088,1,8637016,803,3,3,5612,653,4,576,986572,1,37080,6,0,116928996,1154,1,4,230,117377390,4,469445072,5,16493,6707,2,29,576,41182521,10097,1997532827,576,287,3,1,2,2,613,3,1988204605,1958272116,53234130,119197996,119197996,3,1,6198295824,73389,73389,2,2,2,119198000,6,3,111107,2128260,610848,28430,16488,1988204605,958142,40573695,1630
30046.96,50,262144,64,113123,7454146556,1,10392693,985,3,3,5612,767,4,576,1174116,1,44509,6,0,117218580,1154,1,4,230,140928178,4,563712712,5,19764,7898,2,29,576,49036329,11774,2395821097,576,287,3,1,2,2,613,3,2384643176,2350243410,63496377,143114257,143130641,3,1,7441941396,73389,73389,2,2,2,143114261,6,3,112282,2538802,695710,33832,19759,2384643176,1140284,48343769,1630
35051.90,54,262144,64,130216,8580639790,3,14287318,1159,4,4,5612,902,4,576,1306651,1,51236,7,0,117218580,1154,1,4,230,162204448,4,648753356,6,22786,8409,2,45,576,54896120,13426,2757416200,576,287,3,1,2,2,613,3,2744576259,2705205818,73734012,164763493,164763493,3,1,8567701668,73389,73389,2,2,2,164763497,6,3,116061,2843855,766177,38050,22780,2744576259,1268601,54133180,1630
40056.56,54,262144,64,146218,9634993750,3,17865960,1247,5,5,5612,983,4,576,1412565,1,57543,7,0,117508164,1154,1,4,230,182216957,4,728803180,6,25521,8862,2,45,576,60184050,13614,3094064377,576,287,3,1,2,2,613,3,3079719918,3037265219,83007365,185024407,185024407,3,1,9621269196,73389,73389,2,2,2,185024411,6,3,121483,3096081,815970,41546,25514,3079719918,1371019,59371497,1630
45060.70,54,262144,64,163754,10790241914,3,21609466,1377,6,6,5612,1116,4,576,1532017,1,64442,7,0,117508164,1154,1,4,230,204035563,4,816077560,6,28624,9195,2,45,576,65976891,14369,3465982425,576,287,3,1,2,2,613,3,3449934008,3401455797,92999484,207208282,207208282,3,1,10774830696,73389,73389,2,2,2,207208286,6,3,128400,3381873,877150,45424,28616,3449934008,1486593,65103408,1630
50086.93,109,262144,64,182058,11997040392,7,30220807,1786,15,15,5612,1226,15,576,1923074,1,71636,14,4,117508164,1154,1,4,230,226809768,4,907174288,13,31797,23510,2,155,576,81178141,2229976,3851536342,576,287,3,1,2,2,613,3,3833539515,3781971643,120101336,230374753,230374753,3,1,11977783252,73389,73389,2,2,2,230341989,6,3,164332,5131882,1388309,58437,31780,3833539515,1864637,79793881,1630
