timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5034.53,123,262144,64,26299,1732677292,4,11718807,482,13,13,1865,215,16,576,892301,13,10296,16,1,104730270,1154,1,4,6662,32542931,20,129978068,15,4852,50433,2,15297,576,30555241,5464616,582956786,576,2135,3,1,2,2,7844,3,579804536,548649474,50083450,33090413,33123181,3,1,1720701508,73389,73389,2,2,2,33090417,16,3,85330,4155431,1371205,29737,4837,579804536,862564,29182887,10937
10039.52,892,262144,64,45802,3019018714,13,26194240,899,14,14,1865,344,26,576,1365521,13,17979,16,1,111354504,1154,1,4,6662,56849994,20,227399976,15,8215,96581,2,15297,576,48972054,8355203,989238883,576,2135,3,1,2,2,7844,3,983960678,953550739,87280709,57839655,57856039,3,1,3007662092,73389,73389,2,2,2,57839659,16,3,107722,6392983,1933241,46597,8199,983960678,1318924,47037583,10937
15043.89,892,262144,64,58828,3877094740,13,27310152,1236,14,14,1865,433,26,576,1437115,13,23115,16,1,114129684,1154,1,4,6662,73120154,20,292480616,15,10444,96645,2,15297,576,52686646,8355272,1258203779,576,2135,3,1,2,2,7844,3,1251732706,1223628193,92389021,74357269,74357269,3,1,3866578020,73389,73389,2,2,2,74357273,16,3,107786,6569082,1961850,49134,10428,1251732706,1387981,50723716,10937
20063.60,920,262144,64,74512,4910559988,13,30166267,1582,20,20,1865,530,28,576,1706070,13,29299,16,1,114998436,1154,1,4,6662,92695971,20,370783884,15,13132,109375,2,15297,576,63449588,9962227,1585343281,576,2135,3,1,2,2,7844,3,1577266385,1548904108,108292046,94233159,94249543,3,1,4900124300,73389,73389,2,2,2,94233163,16,3,131939,7799875,2303168,58209,13111,1577266385,1647861,61145755,10937
25068.67,926,262144,64,86270,5685186452,21,39998369,1876,22,22,1865,603,28,576,1804158,13,33897,16,1,116277432,1154,1,4,6662,107245313,20,428981252,15,15166,116321,2,15297,576,67943216,10198129,1831893068,576,2135,3,1,2,2,7844,3,1822695816,1792929322,123297462,109122724,109122724,3,1,5674381680,73389,73389,2,2,2,109122728,16,3,136941,8125010,2374780,61617,15142,1822695816,1742541,65567685,10937
30074.13,926,262144,64,98829,6512017668,21,41002666,2174,22,22,1865,681,28,576,1876523,13,38843,16,1,116277432,1154,1,4,6662,122953947,20,491815788,15,17313,116529,2,15297,576,71756772,10198255,2092971544,576,2135,3,1,2,2,7844,3,2082616054,2053268982,128396514,125022064,125022064,3,1,6501147360,73389,73389,2,2,2,125022068,16,3,137900,8301899,2404339,64349,17289,2082616054,1812174,69351744,10937
35079.39,926,262144,64,118489,7808334526,21,42965057,2332,23,23,1865,814,28,576,1994593,13,46617,16,1,116880732,1154,1,4,6662,147576540,20,590176972,15,20697,116933,2,15297,576,78014710,10198504,2501636676,576,2135,3,1,2,2,7844,3,2489435684,2461324268,137087955,149961881,149961881,3,1,7798017844,73389,73389,2,2,2,149961885,16,3,152688,8592101,2483416,68617,20672,2489435684,1925976,75530865,10937
40084.03,927,262144,64,143058,9426620994,24,47600568,2440,26,26,1865,968,28,576,2164234,13,56298,16,1,116880732,1154,1,4,6662,178253348,20,713013392,15,24909,117674,2,15297,576,86890406,10199886,3012440251,576,2135,3,1,2,2,7844,3,2997914871,2970873689,151259669,181076307,181076307,3,1,9415967996,73389,73389,2,2,2,181076311,16,3,163224,9001233,2576236,74666,24881,2997914871,2089568,84314269,10937
45089.05,927,262144,64,165974,10937879582,24,48907031,2607,26,26,1865,1119,28,576,2318788,13,65344,16,1,116880732,1154,1,4,6662,206909733,20,827638932,15,28878,118105,2,15297,576,95194550,10200576,3492640162,576,2135,3,1,2,2,7844,3,3475919717,3446451408,161476923,210142289,210158673,3,1,10927399060,73389,73389,2,2,2,210142293,16,3,168911,9376586,2654566,80291,28850,3475919717,2238497,92540392,10937
50093.62,927,262144,64,189865,12510489844,24,50744774,2819,26,26,1865,1277,28,576,2475356,13,74750,16,1,116880732,1154,1,4,6662,236747970,20,946927552,15,32987,118569,2,15297,576,102967606,10200789,3989676520,576,2135,3,1,2,2,7844,3,3970698056,3941714417,171682858,240388807,240388807,3,1,12500217996,73389,73389,2,2,2,240388811,16,3,170879,9753179,2720938,85673,32959,3970698056,2389683,100247433,10937
