timestamp_ms,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5008.40,262144,64,51762,3410904336,16,16,762253,123,0,585,424772,2,10881,19,16,125280612,1172,1,18,8003,1239,2,89,585,7948618,1852,1050330231,585,112,2,1,2,2,389,1,1046389148,1000448090,15311627,77156774,77173158,2,1,3394898056,73389,73389,2,2,2,77156774,4,3,386542,836905,1013926,8658,7985,1046389148,416114,6934720,1730
10012.84,262144,64,111258,7331258286,16,16,1179959,133,0,585,858351,2,27691,19,16,126837126,1172,1,18,16744,2171,2,89,585,18443654,2493,2200384613,585,112,2,1,2,2,389,1,2192089500,2146401818,43049335,166276854,166276854,2,1,7315460680,73389,73389,2,2,2,166260470,4,3,422084,1708204,1265576,18748,16726,2192089500,839603,17178539,1730
15017.33,262144,64,170018,11203389806,16,16,2923429,143,0,585,1266132,2,44286,19,16,128417772,1172,1,18,25375,2722,2,89,585,28195416,3589,3336000389,585,112,2,1,2,2,389,1,3323371932,3278302124,64295726,254274630,254291014,2,1,11188083720,73389,73389,2,2,2,254274630,4,3,448121,2516743,1474205,28141,25357,3323371932,1237991,26721860,1730
20031.70,262144,64,188440,12417330298,16,16,4322384,146,0,585,1518078,2,49473,19,16,128948676,1172,1,18,28084,45222,2,89,585,33101436,2722623,3692514850,585,112,2,1,2,2,389,1,3678445980,3633123867,95347748,281868655,281868655,2,1,12401499924,73389,73389,2,2,2,281852271,4,3,457057,4297575,1688330,35347,28066,3678445980,1482731,31413005,1730
25049.83,262144,64,198942,13109305698,16,16,4828814,148,0,585,1826330,2,52449,19,16,129214128,1172,1,18,29626,63214,2,89,585,36742221,5191561,3895513517,585,112,2,1,2,2,389,1,3880559004,3835449513,116930551,297591645,297608029,2,1,13094032380,73389,73389,2,2,2,297591645,4,3,466268,5836631,2016216,44315,29608,3880559004,1782015,34724164,1730
30066.13,262144,64,209275,13789940062,16,16,5257347,149,0,585,2111018,2,55320,19,16,129214128,1172,1,18,31143,107976,2,89,585,42486922,8365244,4095226528,585,112,2,1,2,2,389,1,4079395228,4034405299,178322574,313062842,313062842,2,1,13774044152,73389,73389,2,2,2,313046458,4,3,477104,7392897,2361637,54634,31125,4079395228,2056384,40124306,1730
35077.34,262144,64,219479,14462120282,16,16,5709137,151,1,585,2387854,2,58212,19,16,129479580,1172,1,18,32640,135569,2,89,585,46864086,11120107,4292306400,585,112,2,1,2,2,389,1,4275610012,4230967821,222310378,328321047,328337431,2,1,14446126068,73389,73389,2,2,2,328321047,4,3,487266,8970678,2729294,63393,32622,4275610012,2324461,44135432,1730
40089.77,262144,64,229943,15151870766,16,16,6162294,153,1,585,2688669,2,61178,19,16,130010484,1172,1,18,34178,158039,2,89,585,52625101,14013916,4494912751,585,112,2,1,2,2,389,1,4477329820,4432536871,337693662,344017302,344017302,2,1,15136761288,73389,73389,2,2,2,344017302,4,3,501999,10487201,3137047,76565,34161,4477329820,2612104,49488233,1730
45108.72,262144,64,240126,15823012578,30,30,6704488,155,1,585,2980917,2,64062,33,5506,130275936,1172,1,32,35690,186584,2,5774,585,58143735,16808486,4691993296,585,112,2,1,2,2,389,1,4673544604,4628756944,367862966,359265156,359265156,2,1,15806945968,73389,73389,2,2,2,359248772,4,3,510394,12050790,3498975,86080,35658,4673544604,2894837,54645318,1730
50112.80,262144,64,266766,17578182438,30,30,7596655,159,1,585,3325328,2,71493,33,5506,130806840,1172,1,32,39604,216809,2,5774,585,66064953,19244847,5207057474,585,112,2,1,2,2,389,1,5186560412,5141820705,461410875,399141975,399158359,2,1,17562246900,73389,73389,2,2,2,399141975,4,3,544100,13390115,3882322,97830,39572,5186560412,3227498,62183266,1730
