timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5018.17,14,262144,64,13051,859461040,1,3577467,209,3,3,7665,111,0,576,186824,0,3,5086,6,0,100664028,1154,1,4,361,16102570,6,64410280,5,2503,1692,2,49,576,6951344,16631,303354451,576,641,0,3,1,2,2,938,3,301927556,273725808,11151266,16331357,16331357,3,1,849230596,73389,73389,2,2,2,16331361,11,3,36966,400359,220739,5202,2498,301927556,181622,6731001,2849
10025.85,32,262144,64,26886,1771448574,1,5168742,397,3,3,7665,209,1,576,388938,0,3,10535,6,0,104706138,1154,1,4,361,33334486,6,133273404,5,4939,3818,2,49,576,14951931,70460,596596205,576,641,0,3,1,2,2,938,3,593752075,560959896,21435856,33841918,33841918,3,1,1759779768,73389,73389,2,2,2,33841922,11,3,41033,839766,330256,10881,4934,593752075,378057,14623120,2849
15035.81,62,262144,64,40601,2675330468,1,6624221,563,3,3,7665,304,4,576,597684,0,3,15950,6,0,107565780,1154,1,4,361,50471094,6,201819768,5,7281,6373,2,49,576,23054454,123461,878947352,576,641,0,3,1,2,2,938,3,874728518,845427891,31716479,51239950,51239950,3,1,2664477432,73389,73389,2,2,2,51239954,11,3,50656,1287337,456988,16441,7276,874728518,581243,22599586,2849
20045.97,94,262144,64,52496,3459586928,1,7774801,709,3,3,7665,395,7,576,816287,0,3,20656,6,0,110087574,1154,1,4,361,65333080,6,261267740,5,9310,9190,2,49,576,31428388,257135,1122509988,576,641,0,3,1,2,2,938,3,1117063755,1092330100,41995159,66329997,66329997,3,1,3449159876,73389,73389,2,2,2,66330001,11,3,57674,1756383,601855,22287,9305,1117063755,794000,30828921,2849
25060.96,119,262144,64,63924,4212610644,1,8341716,796,3,3,7665,448,9,576,1049166,0,3,25130,6,0,112271520,1154,1,4,361,79560312,6,318176724,5,11307,11498,2,49,576,40228426,584213,1367638156,576,641,0,3,1,2,2,938,3,1360958679,1329410007,52299579,80785386,80801770,3,1,4200840104,73389,73389,2,2,2,80785390,11,3,59377,2280832,765546,28103,11302,1360958679,1021063,39466997,2849
30072.61,153,262144,64,76732,5056978990,2,10024445,894,4,4,7665,533,10,576,1274788,0,3,30184,7,0,114455466,1154,1,4,361,95544119,6,382111968,6,13457,14488,2,60,576,48921940,867117,1628481335,576,641,0,3,1,2,2,938,3,1620511347,1595108839,63587745,97036538,97036538,3,1,5045048040,73389,73389,2,2,2,97020158,11,3,63789,2806586,908024,34083,13451,1620511347,1240705,48019729,2849
35082.39,185,262144,64,88906,5857975546,2,10627359,987,4,4,7665,625,11,576,1509737,0,3,34990,7,0,116048178,1154,1,4,361,110721765,6,442887060,6,15630,17877,2,60,576,57692129,1162714,1888448452,576,641,0,3,1,2,2,938,3,1879169404,1847295371,73897189,112448676,112448676,3,1,5846479216,73389,73389,2,2,2,112432296,11,3,67052,3345665,1066853,40127,15624,1879169404,1469610,56631996,2849
40094.07,218,262144,64,100674,6633583152,2,11436649,1101,4,4,7665,714,15,576,1723812,0,3,39635,7,0,116928996,1154,1,4,361,125425359,6,501572220,6,17657,21128,2,60,576,66260402,1495996,2131407453,576,641,0,3,1,2,2,938,3,2120891847,2091538301,84199122,127360658,127360658,3,1,6622754248,73389,73389,2,2,2,127360662,11,3,77794,3861320,1285198,45825,17651,2120891847,1677987,64981871,2849
45103.89,236,262144,64,112455,7410030660,2,12769720,1265,4,4,7665,759,15,576,1936781,0,3,44249,7,0,116928996,1154,1,4,361,140127972,6,560511888,6,19637,24462,2,60,576,74367746,1755530,2378652076,576,641,0,3,1,2,2,938,3,2366938797,2336229936,94471987,142289024,142289024,3,1,7399029280,73389,73389,2,2,2,142289028,11,3,89492,4348244,1478323,51207,19631,2366938797,1885574,72894775,2849
50117.25,266,262144,64,123783,8156259456,2,14171701,1427,4,4,7665,847,17,576,2141965,0,3,48721,7,0,116928996,1154,1,4,361,154267955,6,617071820,6,21606,27517,2,60,576,82469352,1949476,2614784611,576,641,0,3,1,2,2,938,3,2601871411,2571201504,104739934,156631884,156631884,3,1,8144858000,73389,73389,2,2,2,156631888,11,3,95430,4815551,1626963,56738,21600,2601871411,2085227,80846819,2849
55132.20,293,262144,64,135245,8912742128,3,16135997,1526,5,5,7665,932,22,576,2368272,0,3,53253,7,0,116928996,1154,1,4,361,168600929,6,674339204,6,23601,29916,2,60,576,91229082,2234436,2853784992,576,641,0,3,1,2,2,938,3,2839640694,2809345988,116363943,171185133,171185133,3,1,8901626948,73389,73389,2,2,2,171185137,11,3,100765,5337932,1802177,63419,23594,2839640694,2304853,89430919,2849
60144.76,314,262144,64,146808,9673961640,3,16958966,1644,5,5,7665,981,24,576,2592231,0,3,57789,7,0,117218580,1154,1,4,361,183043437,6,732109308,6,25529,32386,2,60,576,99859072,2462349,3093203411,576,641,0,3,1,2,2,938,3,3077868535,3048917235,126642936,185816872,185816872,3,1,9662477376,73389,73389,2,2,2,185816876,11,3,105081,5829051,1958901,69170,25522,3077868535,2523061,97904354,2849
