timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5050.18,94,262144,64,17178,1131725946,7,15286662,430,14,14,2851,156,16,576,631417,0,6,6715,17,3,103089294,1154,1,4,724,21195504,14,84717264,16,3301,44505,2,33673,576,21837158,4104554,394447852,576,2236,0,3,1,2,2,1725,3,392326740,359503915,42729939,21530674,21561283,3,1,1119595080,73389,73389,2,2,2,21530678,20,3,93477,3117365,1175988,20772,3286,392326740,610645,20658055,13415
10080.17,180,262144,64,34408,2269104040,7,24135151,830,14,14,2851,268,28,576,1208309,0,6,13502,17,3,110666742,1154,1,4,724,42693580,14,170580664,16,6274,98240,2,33673,576,43826243,8032410,754676018,576,2236,0,3,1,2,2,1725,3,750562354,717745457,78986918,43385981,43402365,3,1,2256071044,73389,73389,2,2,2,43385985,20,3,110325,5922182,1828858,40561,6259,750562354,1167748,41992338,13415
15111.02,271,262144,64,53690,3537161216,7,30323324,1242,15,15,2851,393,43,576,1835369,0,6,21041,17,3,113502252,1154,1,4,724,66601890,14,266278308,16,9562,160376,2,33673,576,67417294,12416018,1153101869,576,2236,0,3,1,2,2,1725,3,1146780470,1116733250,114705658,67800683,67833451,3,1,3525635548,73389,73389,2,2,2,67800687,20,3,142151,9070531,2595489,66778,9546,1146780470,1768591,64817601,13415
20155.32,377,262144,64,73686,4855160322,10,48769711,1783,34,34,2851,521,57,576,2480275,0,6,28917,28,9173,115046700,1154,1,4,724,91572275,14,366095252,27,13013,356986,2,45812,576,92635118,30373811,1569772527,576,2236,0,3,1,2,2,1725,3,1561171090,1531562924,180733511,93160451,93193219,3,1,4844343484,73389,73389,2,2,2,93160455,20,3,213052,16470127,3603172,89723,12977,1561171090,2390552,89025803,13415
25167.98,497,262144,64,96681,6370015608,16,91298816,2410,36,36,2851,670,72,576,3215479,0,6,37914,32,9195,116615280,1154,1,4,724,120055750,14,480158276,31,16958,754103,2,47321,576,121592396,53298860,2048292958,576,2236,0,3,1,2,2,1725,3,2037077952,2008673548,282348199,122278188,122294572,3,1,6357613840,73389,73389,2,2,2,122261808,20,3,313182,25813392,4847897,116169,16921,2037077952,3099310,116737861,13415
30199.36,583,262144,64,116981,7709192522,23,126987657,3016,39,39,2851,800,85,576,3872558,0,6,45999,32,9195,117508164,1154,1,4,724,145656477,14,582440688,31,20451,1133576,2,47321,576,147718333,73636553,2471951162,576,2236,0,3,1,2,2,1725,3,2458412483,2430190022,371045140,148014344,148047112,3,1,7696745920,73389,73389,2,2,2,148014348,20,3,380914,33963549,5803203,140196,20410,2458412483,3732362,141906564,13415
35221.44,687,262144,64,139387,9185724622,37,153956328,3488,46,46,2851,947,110,576,4575060,0,6,54848,32,9195,117508164,1154,1,4,724,173676484,14,694511940,31,24302,1265273,2,47321,576,175169813,82133136,2937830723,576,2236,0,3,1,2,2,1725,3,2921722958,2894876370,438315019,176449986,176449986,3,1,9174547336,73389,73389,2,2,2,176433606,20,3,423418,38434993,6719181,166034,24254,2921722958,4409026,168440856,13415
40226.38,741,262144,64,158081,10416501494,45,167335613,3862,46,46,2851,1065,112,576,4985194,0,6,62196,32,9195,117508164,1154,1,4,724,197011824,14,788047296,31,27513,1299601,2,47321,576,192142792,84678254,3328481721,576,2236,0,3,1,2,2,1725,3,3310358367,3282544252,472445133,200102388,200118772,3,1,10405324208,73389,73389,2,2,2,200102392,20,3,442529,40335187,7219217,179977,27465,3310358367,4805217,184913852,13415
45248.36,779,262144,64,174967,11528475562,45,169884110,4233,53,53,2851,1176,118,576,5298219,0,6,68863,32,9195,117508164,1154,1,4,724,218107256,14,872364344,31,30421,1324050,2,47321,576,204831144,86755443,3679738190,576,2236,0,3,1,2,2,1725,3,3659850908,3632557387,490654518,221487765,221520533,3,1,11517363812,73389,73389,2,2,2,221487769,20,3,477830,41922979,7652342,191638,30366,3659850908,5106581,197168924,13415
50264.04,891,262144,64,197717,13028239808,46,178236069,4734,54,54,2851,1325,128,576,6019607,0,6,77810,32,9195,117508164,1154,1,4,724,246428165,14,985518952,31,34350,1373166,2,47321,576,231937374,91569513,4155440678,576,2236,0,3,1,2,2,1725,3,4132944697,4104771192,532722719,250336881,250336881,3,1,13017517844,73389,73389,2,2,2,250336885,20,3,501580,45423998,8456470,218516,34294,4132944697,5801091,223467604,13415
55268.32,963,262144,64,216854,14289279860,47,187221858,5146,54,54,2851,1449,135,576,6580200,0,6,85378,32,9195,117508164,1154,1,4,724,270377323,14,1081509292,31,37629,1438976,2,47321,576,252753311,95181920,4554568665,576,2236,0,3,1,2,2,1725,3,4529941841,4501691153,567600957,274595047,274595047,3,1,14278942476,73389,73389,2,2,2,274595051,20,3,531048,48183583,9147486,240698,37573,4529941841,6339502,243591114,13415
