timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5042.51,122,262144,64,20056,1321026316,5,13930290,456,13,13,5915,179,10,576,724613,18,7858,15,840,103764990,1154,1,4,12248,24815704,25,99262816,14,3784,46232,2,25112,576,25241772,4498894,451415959,576,2256,3,1,2,2,13826,3,448972533,418852087,45396267,25202405,25218789,3,1,1310525092,73389,73389,2,2,2,25202409,16,3,93954,3338746,1205575,25384,3770,448972533,699229,24034348,11368
10069.20,234,262144,64,43983,2897588586,5,21344568,922,14,14,5915,330,23,576,1508941,18,17270,15,840,110690874,1154,1,4,12248,54641708,25,218372688,14,7908,85662,2,25112,576,54869912,9501165,951988140,576,2256,3,1,2,2,13826,3,946783855,915499372,89632178,55520048,55520048,3,1,2887042528,73389,73389,2,2,2,55520052,16,3,120267,6981368,2122796,52035,7892,946783855,1456906,52746452,11368
15090.38,350,262144,64,72323,4765834754,6,32537391,1437,19,19,5915,515,35,576,2375228,18,28420,17,840,116313630,1154,1,4,12248,89959410,25,359773000,16,12779,142041,2,25554,576,88344669,14820108,1542419580,576,2256,3,1,2,2,13826,3,1534028335,1503430473,141837346,91440131,91456515,3,1,4754886844,73389,73389,2,2,2,91440135,16,3,159745,10999903,3168460,81134,12758,1534028335,2294094,85176452,11368
20104.13,507,262144,64,104576,6891826418,9,46117392,2014,22,22,5915,723,61,576,3426602,18,41130,17,840,117508164,1154,1,4,12248,130187943,25,520751772,16,18309,203723,2,25554,576,128277064,21527014,2213494028,576,2256,3,1,2,2,13826,3,2201444760,2172942097,204954915,132274970,132340506,3,1,6877446504,73389,73389,2,2,2,132258590,16,3,198220,15960618,4407047,123729,18285,2201444760,3302873,123865231,11368
25107.71,646,262144,64,131872,8689155340,12,57287494,2526,23,23,5915,902,85,576,4270840,18,51841,17,840,117508164,1154,1,4,12248,164188852,25,656755408,16,23001,271719,2,25554,576,160392730,26681962,2781340356,576,2256,3,1,2,2,13826,3,2766218061,2738659555,255891303,166893413,166893413,3,1,8678457508,73389,73389,2,2,2,166893417,16,3,226108,19760134,5388678,154318,22976,2766218061,4116522,154998459,11368
30125.71,666,262144,64,151011,9950350596,21,71516632,2661,31,31,5915,1023,85,576,4497362,18,59411,17,840,117508164,1154,1,4,12248,188187306,25,752684488,16,26294,277693,2,25554,576,170477324,27548213,3180890454,576,2256,3,1,2,2,13826,3,3163879874,3135836194,281793942,191118811,191135195,3,1,9936474268,73389,73389,2,2,2,191086047,16,3,262851,20580115,5698735,166599,26261,3163879874,4330763,164773649,11368
35145.99,786,262144,64,181453,11956377568,21,79547081,3217,31,31,5915,1220,99,576,5406991,18,71404,17,840,117508164,1154,1,4,12248,226089217,25,904356868,16,31526,350532,2,25554,576,205653224,33200082,3815194266,576,2256,3,1,2,2,13826,3,3794687001,3767318696,332823648,229725870,229725870,3,1,11944893304,73389,73389,2,2,2,229709490,16,3,276152,24866841,6683580,197725,31493,3794687001,5209266,198963994,11368
40159.92,917,262144,64,211140,13913226510,21,87062751,3736,31,31,5915,1409,113,576,6331436,18,83135,17,840,117508164,1154,1,4,12248,263311115,25,1053179968,16,36642,453841,2,25554,576,240958872,39167723,4435685651,576,2256,3,1,2,2,13826,3,4411749166,4383266126,384415742,267364114,267364114,3,1,13902933960,73389,73389,2,2,2,267364118,16,3,290929,29292048,7592306,236660,36609,4411749166,6094776,233363304,11368
45174.68,1066,262144,64,241266,15897615024,21,97488042,4325,32,32,5915,1605,138,576,7284661,18,94991,17,840,117508164,1154,1,4,12248,300872113,25,1203488452,16,41827,515222,2,25554,576,277201469,45423279,5065068689,576,2256,3,1,2,2,13826,3,5037671802,5008049586,439881756,305527090,305543474,3,1,15886556744,73389,73389,2,2,2,305510710,16,3,312681,33877376,8601885,270405,41793,5037671802,7014256,268596803,11368
50196.19,1215,262144,64,269897,17783375654,23,108975600,4867,34,34,5915,1791,158,576,8196272,18,106275,17,840,117508164,1154,1,4,12248,336630651,25,1346458196,16,46751,582855,2,25554,576,312420513,51272644,5661407215,576,2256,3,1,2,2,13826,3,5630742685,5601742725,495099735,341744688,341793840,3,1,17770723808,73389,73389,2,2,2,341744692,16,3,336867,38237423,9634353,303989,46716,5630742685,7892283,302784857,11368
55222.47,1334,262144,64,296959,19567435624,26,120359519,5393,35,35,5915,1967,171,576,9052785,18,116950,17,840,117508164,1154,1,4,12248,370433919,25,1481735676,16,51439,630183,2,25554,576,344952901,56801602,6230247958,576,2256,3,1,2,2,13826,3,6196479273,6163793849,546667304,376034563,376083715,3,1,19553797308,73389,73389,2,2,2,376034567,16,3,361463,42341833,10589987,334874,51403,6196479273,8717911,334362680,11368
60244.00,1459,262144,64,325147,21425418670,28,133001474,5947,38,38,5915,2149,189,576,9947217,18,128072,17,840,117508164,1154,1,4,12248,405630266,25,1622521064,16,56335,699311,2,25554,576,379064096,62585926,6823354103,576,2256,3,1,2,2,13826,3,6786341603,6749147813,601858685,411776581,411776581,3,1,21411530276,73389,73389,2,2,2,411760201,16,3,390724,46655697,11602635,367335,56295,6786341603,9579882,367459111,11368
65256.33,1582,262144,64,352581,23233710054,28,142539960,6484,38,38,5915,2327,203,576,10816405,18,138848,17,840,117508164,1154,1,4,12248,439763336,25,1758924132,16,61168,755902,2,25554,576,412829812,68205237,7408770268,576,2256,3,1,2,2,13826,3,7368577910,7319625642,653017135,446425189,446457957,3,1,23214109860,73389,73389,2,2,2,446425193,16,3,422821,50982546,12620931,398668,61128,7368577910,10417737,400204520,11368
70280.71,1695,262144,64,377414,24870842474,29,152348837,7005,38,38,5915,2486,224,576,11618417,18,148574,17,840,117508164,1154,1,4,12248,470668827,25,1882481480,16,65484,811720,2,25554,576,442807604,73135212,7934461392,576,2256,3,1,2,2,13826,3,7891393864,7836173049,699929179,477881076,477881076,3,1,24849815984,73389,73389,2,2,2,477881080,16,3,461607,54662834,13625151,429047,65444,7891393864,11189370,429179288,11368
75291.83,1808,262144,64,400691,26403408822,29,162291878,7491,38,38,5915,2640,239,603,12379767,18,157797,17,840,121828269,1208,1,4,12248,499733844,25,1998870768,16,69641,888513,2,25554,603,471798740,78313246,8437625834,603,2346,3,1,2,2,13826,3,8391818581,8319902737,746200141,507272382,507288766,3,1,26378163896,73389,73389,2,2,2,507272386,16,3,487736,58538261,14489813,456506,69602,8391818581,11923261,457304418,11865
80295.75,1906,262144,64,423100,27879570428,30,171540892,7931,38,38,5915,2781,256,603,13094302,18,166579,17,840,122141985,1208,1,4,12248,527541296,25,2110100616,16,73660,948672,2,25554,603,498221134,83051042,8924465511,603,2346,3,1,2,2,13826,3,8876044940,8786556459,788352697,535542469,535542469,3,1,27848208420,73389,73389,2,2,2,535542473,16,3,509012,62092705,15294295,488025,73620,8876044940,12606277,482922224,11865
85315.57,1964,262144,64,441711,29106814240,38,183573437,8315,47,47,5915,2906,267,612,13557514,18,173866,17,840,123641183,1226,1,4,12248,550433343,25,2201733372,16,77242,993565,2,25554,612,514234533,85789304,9356595956,612,2383,3,1,2,2,13826,3,9306008555,9176270980,820525285,558872780,558905548,3,1,29060532624,73389,73389,2,2,2,558856400,16,3,554834,64341125,15912609,504893,77193,9306008555,13052621,498319786,12048
90335.86,2067,262144,64,464398,30600084782,39,194403498,8792,47,47,5915,3049,287,612,14406289,18,182639,17,840,123641183,1226,1,4,12248,578156160,25,2312495352,16,81845,1054732,2,25554,612,542064975,91483004,9915238368,612,2383,3,1,2,2,13826,3,9861744150,9653454767,867278520,587149344,587182112,3,1,30531765920,73389,73389,2,2,2,587149348,16,3,591157,68588026,16878838,534975,81796,9861744150,13871314,525184042,12048
