timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5008.28,0,262144,64,8103,533608266,0,2043988,245,1,1,19223,83,0,576,64279,1,3054,4,99710814,1154,1,4,214,9683292,3,38733168,3,1688,49,2,11,576,2791908,98,203609763,576,133,3,1,2,2,534,3,202702662,171378503,5060967,10034312,10050696,3,1,521784256,73389,73389,2,2,2,10034316,3,3,49849,145250,97011,1912,1685,202702662,62367,2695094,1166
10013.27,0,262144,64,17923,1181539678,0,3409239,552,1,1,19223,147,0,576,127549,1,6941,4,104078706,1154,1,4,214,22011129,3,88044516,3,3368,459,2,11,576,6271272,195,406516618,576,133,3,1,2,2,534,3,404676282,374934284,10157072,22521462,22521462,3,1,1171116056,73389,73389,2,2,2,22521466,3,3,51358,298825,125824,4166,3365,404676282,123383,6145846,1166
15018.32,0,262144,64,28590,1884376782,0,4119336,878,1,1,19223,219,0,576,203378,1,11120,4,107843298,1154,1,4,214,35184037,3,140671484,3,5228,884,2,11,576,10387788,367,631000599,576,133,3,1,2,2,534,3,628123360,596238948,15273924,36036930,36036930,3,1,1873920392,73389,73389,2,2,2,36036934,3,3,51398,479820,152304,6670,5225,628123360,196708,10236301,1166
20023.95,0,262144,64,41417,2729700728,0,4323398,1069,1,1,19223,325,0,576,292368,1,16248,4,112247388,1154,1,4,214,51441906,3,205767624,3,7485,1256,2,11,576,14967329,495,899186524,576,133,3,1,2,2,534,3,895070169,862455058,20396689,52290241,52290241,3,1,2719092564,73389,73389,2,2,2,52290245,3,3,51898,693270,192310,9604,7482,895070169,282764,14776075,1166
25027.98,1,262144,64,54611,3598798868,1,7683976,1210,4,4,19223,404,0,576,384279,1,21468,7,116036112,1154,1,4,214,67921208,3,271684832,6,9726,1569,2,47,576,19838838,1368,1172219390,576,133,3,1,2,2,534,3,1166863480,1136075670,28980605,69004463,69004463,3,1,3588232108,73389,73389,2,2,2,69004467,3,3,58152,912584,251326,12857,9720,1166863480,371422,19588912,1166
30032.75,1,262144,64,66167,4360211192,3,10555943,1559,4,4,19223,468,0,576,454377,1,25971,7,116928996,1154,1,4,214,82167611,3,328670444,6,11695,1830,2,47,576,23814337,1493,1413567571,576,133,3,1,2,2,534,3,1407121170,1376061948,36102430,83631884,83631884,3,1,4348858000,73389,73389,2,2,2,83631888,3,3,59988,1085931,287342,15404,11689,1407121170,438973,23528687,1166
35044.18,12,262144,64,79058,5209741508,4,14470477,1875,11,11,19223,551,1,576,645075,1,31087,11,116928996,1154,1,4,214,98393683,3,393510140,10,13922,13637,2,2230,576,31907690,1099101,1681993714,576,133,3,1,2,2,534,3,1674240589,1643279065,49773315,99975307,99975307,3,1,5198715996,73389,73389,2,2,2,99975311,3,3,78544,1954441,520841,22111,13909,1674240589,622964,31388372,1166
40068.25,88,262144,64,95126,6268457042,5,23665113,2237,12,12,19223,660,10,576,1145049,1,37427,11,116928996,1154,1,4,214,118480256,3,473921024,10,16665,58631,2,2230,576,51055685,4936428,2013563101,576,133,3,1,2,2,534,3,2003960655,1976700297,83262194,120334525,120334525,3,1,6256543364,73389,73389,2,2,2,120318145,3,3,97050,4728671,1120555,40917,16651,2003960655,1104132,49935678,1166
45090.10,774,262144,64,111202,7327612402,6,32200100,2589,12,12,19223,765,25,576,1647902,1,43747,11,117508164,1154,1,4,214,138470503,3,553882012,10,19443,91010,2,2230,576,69264909,8618782,2350681938,576,133,3,1,2,2,534,3,2339224035,2310136157,115063865,140693743,140710127,3,1,7316074668,73389,73389,2,2,2,140693747,3,3,116757,7373527,1730772,58715,19429,2339224035,1589187,67534500,1166
50112.23,846,262144,64,127526,8403382670,6,39199430,2959,12,12,19223,871,35,576,2170215,1,50158,11,117508164,1154,1,4,214,158793947,3,635175788,10,22234,143367,2,2230,576,88135961,12276202,2689832110,576,133,3,1,2,2,534,3,2676517378,2648788863,145815100,161386674,161403058,3,1,8392107080,73389,73389,2,2,2,161386678,3,3,139092,10001898,2358756,79838,22221,2676517378,2090377,85775656,1166
55132.94,915,262144,64,144061,9492076084,6,46069922,3331,12,12,19223,981,45,576,2707224,1,56677,11,117508164,1154,1,4,214,179450180,3,717736044,10,25061,176672,2,2230,576,107049260,15883431,3032314235,576,133,3,1,2,2,534,3,3017124635,2991531167,176664287,182323650,182340034,3,1,9479977864,73389,73389,2,2,2,182307270,3,3,154613,12630682,2911127,109620,25048,3017124635,2597604,104137435,1166
60161.66,985,262144,64,161461,10639907536,6,53444015,3713,21,21,19223,1092,67,576,3265682,1,63531,19,117508164,1154,1,4,214,201102134,3,804344048,18,28065,239694,2,5447,576,127264626,22073311,3395719644,576,133,3,1,2,2,534,3,3378542079,3352634470,212226686,204414810,204463962,3,1,10629570152,73389,73389,2,2,2,204414814,3,3,194294,16383831,3681273,128780,28044,3378542079,3136902,123581263,1166
65175.58,1063,262144,64,178501,11761986214,17,74995032,4121,24,24,19223,1202,82,576,3820372,1,70255,19,117508164,1154,1,4,214,222437405,3,889685008,18,31011,336046,2,5447,576,147289181,29957996,3752846713,576,133,3,1,2,2,534,3,3733690731,3706006606,263704883,225988603,225988603,3,1,11750555420,73389,73389,2,2,2,225972223,3,3,225788,20365675,4328010,151449,30985,3733690731,3668923,142959913,1166
70203.46,1132,262144,64,195174,12860930196,18,82618640,4502,24,24,19223,1311,93,576,4350686,1,76809,19,117508164,1154,1,4,214,243233726,3,972934904,18,33876,377715,2,5447,576,166316400,33651436,4100446487,576,133,3,1,2,2,534,3,4079381700,4051990690,295594997,247113551,247129935,3,1,12849904684,73389,73389,2,2,2,247113555,3,3,252132,22988114,4972515,172341,33850,4079381700,4178345,161341210,1166
75227.25,1190,262144,64,211443,13932770202,19,90275898,4868,26,26,19223,1407,99,576,4878961,1,83218,19,117508164,1154,1,4,214,263593113,3,1054307960,18,36660,400831,2,5447,576,185378427,37409592,4439864173,576,133,3,1,2,2,534,3,4416943330,4389579083,327512365,267718529,267751297,3,1,13921363540,73389,73389,2,2,2,267718533,3,3,278870,25609034,5597221,196642,36632,4416943330,4682319,179778540,1166
80243.23,1275,262144,64,228123,15032546982,20,99795073,5222,26,26,19223,1520,112,576,5433562,1,89843,19,117508164,1154,1,4,214,284513983,3,1137991412,18,39536,460751,2,5447,576,205652669,41380521,4787908421,576,133,3,1,2,2,534,3,4763071779,4735768794,362691090,288874086,288874086,3,1,15020600536,73389,73389,2,2,2,288857706,3,3,305655,28537970,6272129,216178,39508,4763071779,5217384,199375329,1166
85256.84,1369,262144,64,244733,16126722698,21,106956879,5573,28,28,19223,1628,122,576,5990957,1,96393,19,117508164,1154,1,4,214,305274805,3,1221034664,18,42400,514313,2,5447,576,226258618,45502071,5135446549,576,133,3,1,2,2,534,3,5108691877,5080448252,396147760,309896856,309913240,3,1,16114636544,73389,73389,2,2,2,309896860,3,3,322714,31447682,6916738,235867,42370,5108691877,5755090,219335204,1166
90274.89,1430,262144,64,260002,17131783906,27,117623251,5913,34,34,19223,1727,134,576,6374774,1,102406,19,117508164,1154,1,4,214,324319960,3,1297215144,18,45003,565448,2,5447,576,241338119,48023836,5451998051,576,133,3,1,2,2,534,3,5423574368,5396633846,425458686,329240710,329257094,3,1,17120516952,73389,73389,2,2,2,329240714,3,3,361287,33330941,7476217,248692,44967,5423574368,6126082,233856259,1166
95279.50,1475,262144,64,274731,18101829720,33,129497027,6259,34,34,19223,1821,141,576,6718540,1,108182,19,117508164,1154,1,4,214,342588871,3,1370291012,18,47570,589377,2,5447,576,254445237,50138745,5763381718,576,133,3,1,2,2,534,3,5733349706,5702371445,453476852,347886085,347886085,3,1,18090076452,73389,73389,2,2,2,347886089,3,3,373374,34992238,7820008,260061,47534,5733349706,6458479,246618624,1166
100283.96,1475,262144,64,284990,18777300704,33,131386463,6527,34,34,19223,1889,141,576,6778450,1,112234,19,117508164,1154,1,4,214,355359923,3,1421439692,18,49359,589475,2,5447,576,257412190,50138848,5980612101,576,133,3,1,2,2,534,3,5949614376,5915339354,458564754,360857007,360857007,3,1,18764564396,73389,73389,2,2,2,360857011,3,3,376040,35140617,7847286,262126,49323,5949614376,6516324,249558075,1166
105303.34,1490,262144,64,296006,19503902756,33,133843228,6803,39,39,19223,1962,143,576,6950758,1,116564,19,117508164,1154,1,4,214,369049049,3,1476196196,18,51396,608606,2,5447,576,264047376,51094846,6226819337,576,133,3,1,2,2,534,3,6194643060,6145646858,469085906,374718254,374734638,3,1,19485349240,73389,73389,2,2,2,374718258,3,3,408457,35941405,8143501,267837,51355,6194643060,6682921,255897158,1166
110307.74,1541,262144,64,306273,20181189090,38,144096589,7076,39,39,19223,2029,155,576,7188850,1,120580,19,117508164,1154,1,4,214,381767684,3,1527070736,18,53220,630505,2,5447,576,273126899,52716931,6448386764,576,133,3,1,2,2,534,3,6415082285,6359163935,490718017,387737884,387737884,3,1,20162370000,73389,73389,2,2,2,387737888,3,3,433131,37107704,8468522,275808,53179,6415082285,6913042,264651598,1166
115311.98,1541,262144,64,313972,20688887914,38,146575938,7291,39,39,19223,2079,155,576,7233476,1,123620,19,117508164,1154,1,4,214,391375018,3,1565500072,18,54569,630604,2,5447,576,275526091,52717076,6611881255,576,133,3,1,2,2,534,3,6577843337,6519349965,495771627,397481158,397481158,3,1,20669020248,73389,73389,2,2,2,397481162,3,3,441741,37218638,8501974,277468,54528,6577843337,6956008,267017279,1166
120316.90,1541,262144,64,320886,21144684604,38,149230776,7493,39,39,19223,2124,155,594,7276332,1,126324,19,120448066,1190,1,4,214,399924816,3,1599699264,18,55853,630715,2,5447,594,277770761,52717177,6767486989,594,137,3,1,2,2,534,3,6732750955,6663755210,500835919,406185122,406185122,3,1,21121626376,73389,73389,2,2,2,406185126,3,3,448871,37323940,8531511,279088,55812,6732750955,6997244,269232688,1199
125321.77,1541,262144,64,328685,21657718362,39,152667573,7709,40,40,19223,2174,155,594,7327979,1,129349,19,120448066,1190,1,4,214,409476736,3,1637906944,18,57348,631042,2,5447,594,280238462,52717294,6950241204,594,137,3,1,2,2,534,3,6914699358,6826785293,506938477,415955575,415955575,3,1,21629689932,73389,73389,2,2,2,415955579,3,3,458836,37449827,8565867,280979,57306,6914699358,7047000,271666182,1199
130326.62,1541,262144,64,336553,22176854750,39,155083097,7921,40,40,19223,2225,155,594,7381427,1,132431,19,120761782,1190,1,4,214,419193817,3,1676775268,18,58931,631166,2,5447,594,282682143,52717513,7143785805,594,137,3,1,2,2,534,3,7107396230,6992537344,512004237,425778610,425778610,3,1,22140487752,73389,73389,2,2,2,425778614,3,3,461473,37581360,8596968,282871,58889,7107396230,7098556,274078708,1199
135331.73,1541,262144,64,345287,22752154080,39,156886776,8194,40,40,19223,2280,155,594,7443721,1,135817,19,120761782,1190,1,4,214,429900262,3,1719601048,18,60712,631315,2,5447,594,285727307,52717722,7362509898,594,137,3,1,2,2,534,3,7325155079,7176597675,517101159,436654539,436654539,3,1,22706036060,73389,73389,2,2,2,436654543,3,3,461602,37737465,8622440,285123,60670,7325155079,7158598,277098731,1199
140336.66,1541,262144,64,354829,23381009798,39,158490977,8480,40,40,19223,2342,155,594,7514816,1,139518,19,120761782,1190,1,4,214,441587411,3,1766285236,18,62673,631507,2,5447,594,288958371,52717932,7603036026,594,137,3,1,2,2,534,3,7564624493,7377584253,522204442,448558342,448558342,3,1,23325033816,73389,73389,2,2,2,448558346,3,3,463533,37909899,8652734,287545,62631,7564624493,7227271,280299591,1199
145341.46,1541,262144,64,363796,23971892732,40,161484803,8731,41,41,19223,2400,155,594,7578243,1,143012,19,120761782,1190,1,4,214,452666053,3,1810664212,18,64509,631727,2,5447,594,291812022,52718200,7828110469,594,137,3,1,2,2,534,3,7788717911,7566621841,528293412,459727024,459727024,3,1,23905805280,73389,73389,2,2,2,459727028,3,3,466955,38064648,8694943,289881,64466,7788717911,7288362,283111211,1199
150346.35,1541,262144,64,373473,24609547546,40,163526324,8977,41,41,19223,2460,155,594,7641886,1,146757,19,120761782,1190,1,4,214,464534605,3,1858138420,18,66480,631884,2,5447,594,294618037,52718282,8069411631,594,137,3,1,2,2,534,3,8028976330,7770487766,533389206,471766217,471766217,3,1,24531843316,73389,73389,2,2,2,471766221,3,3,467219,38225059,8725118,292119,66437,8028976330,7349767,285887340,1199
155352.37,1541,262144,64,382703,25217919834,40,165569614,9226,42,42,19223,2521,156,594,7702479,1,150346,19,120761782,1190,1,4,214,475875780,3,1903503120,18,68370,632073,2,5447,594,297433712,52718418,8300844241,594,137,3,1,2,2,534,3,8259403832,7964944140,538489686,483284996,483284996,3,1,25130819824,73389,73389,2,2,2,483285000,3,3,472729,38379883,8760442,294225,68326,8259403832,7408254,288667833,1199
160357.03,1543,262144,64,392555,25867405428,41,168145636,9506,43,43,19223,2583,156,594,7774749,1,154175,19,120761782,1190,1,4,214,487998791,3,1951995164,18,70380,632406,2,5447,594,300705634,52719061,8547660445,594,137,3,1,2,2,534,3,8505137864,8172479018,544617455,495579856,495579856,3,1,25770152544,73389,73389,2,2,2,495579860,3,3,478375,38557942,8804146,296641,70335,8505137864,7478108,291896151,1199
165362.08,1553,262144,64,402102,26496021724,47,177055422,9748,48,48,19223,2645,159,594,7892741,1,157879,19,120761782,1190,1,4,214,499773640,3,1999094560,18,72350,643103,2,5447,594,305167605,53167343,8787635898,594,137,3,1,2,2,534,3,8744028428,8373679045,558794632,507443143,507443143,3,1,26387043468,73389,73389,2,2,2,507443147,3,3,510746,39053539,9012476,300596,72300,8744028428,7592145,296149970,1199
170383.12,1607,262144,64,415640,27389015640,47,183240522,10086,53,53,19223,2731,170,594,8367213,1,163159,19,120761782,1190,1,4,214,516381602,3,2065397360,18,75094,689173,2,5447,594,319757212,56431192,9120491352,594,137,3,1,2,2,534,3,9075178975,8658783134,583788225,524337145,524353529,3,1,27265531572,73389,73389,2,2,2,524337149,3,3,553739,41565555,9659854,316213,75039,9075178975,8051000,310091544,1199
175387.62,1645,262144,64,425893,28065336206,52,193391974,10354,53,53,19223,2797,176,594,8655716,1,167160,19,120761782,1190,1,4,214,528991552,3,2115966208,18,77180,710671,2,5447,594,329026234,58246483,9373801341,594,137,3,1,2,2,534,3,9327216217,8874739294,605946053,537160167,537160167,3,1,27932328716,73389,73389,2,2,2,537160171,3,3,563853,42956524,9921890,325672,77125,9327216217,8330044,319098223,1199
180392.71,1645,262144,64,434873,28657046976,52,195390978,10603,53,53,19223,2854,176,594,8718345,1,170643,19,120761782,1190,1,4,214,540027382,3,2160109528,18,79027,710835,2,5447,594,331890137,58246580,9597147865,594,137,3,1,2,2,534,3,9549578805,9063771393,611054537,548369809,548369809,3,1,28515230100,73389,73389,2,2,2,548369813,3,3,566873,43115215,9952702,327949,78972,9549578805,8390396,321931339,1199
185397.74,1645,262144,64,443479,29224512734,52,197395312,10853,53,53,19223,2908,176,594,8778153,1,173981,19,120761782,1190,1,4,214,550604427,3,2202417708,18,80818,711075,2,5447,594,334726253,58246748,9812631206,594,137,3,1,2,2,534,3,9764103069,9245064952,616129406,559081898,559081898,3,1,29072258728,73389,73389,2,2,2,559081902,3,3,571211,43268029,9989343,330283,80763,9764103069,8447870,324731113,1199
190403.39,1645,262144,64,453099,29858166544,52,198871734,11146,53,53,19223,2970,176,594,8856366,1,177718,19,120761782,1190,1,4,214,562432395,3,2249664916,18,82804,711497,2,5447,594,338067003,58247075,10052623141,594,137,3,1,2,2,534,3,10003023474,9447602417,621245566,571077972,571077972,3,1,29696054576,73389,73389,2,2,2,571077976,3,3,575078,43459221,10017124,332888,82749,10003023474,8523478,328044106,1199
