timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5043.50,150,262144,64,23185,1528899838,10,18770045,472,18,18,6381,198,15,576,814294,0,9,9080,21,106274718,1154,1,4,6654,28705506,17,114692800,20,4336,57031,2,24393,576,27852937,4858544,518381824,576,2292,0,3,1,2,2,7532,3,515563625,484667364,53458914,29180670,29197054,3,1,1517394872,73389,73389,2,2,2,29180674,15,3,95719,3692801,1344650,36191,4316,515563625,778103,26505046,11655
10063.92,250,262144,64,48243,3179269608,11,26143289,960,19,19,6381,355,35,576,1621680,0,9,18897,21,111644088,1154,1,4,6654,59836976,17,239283320,20,8648,127230,2,24393,576,57266445,10254457,1041519488,576,2292,0,3,1,2,2,7532,3,1035819537,1004134606,97797806,60917688,60917688,3,1,3166867840,73389,73389,2,2,2,60901308,15,3,125424,7573867,2288360,64059,8627,1035819537,1557621,54974234,11655
15084.38,294,262144,64,66244,4365872830,19,38203571,1364,27,27,6381,476,42,576,1986450,0,9,26004,21,112862754,1154,1,4,6654,82200324,17,328736744,20,11744,165860,2,24393,576,71176330,12322885,1415582036,576,2292,0,3,1,2,2,7532,3,1407998741,1377572979,126780809,83750446,83766830,3,1,4355023224,73389,73389,2,2,2,83750450,15,3,165431,9207238,2835368,76320,11715,1407998741,1910130,68334710,11655
20118.90,436,262144,64,91028,5997694502,19,47196982,1834,28,28,6381,637,56,576,2783450,0,9,35800,21,113188536,1154,1,4,6654,113299148,17,453132044,20,16029,225338,2,24393,576,99522132,17753195,1935293168,576,2292,0,3,1,2,2,7532,3,1924874397,1891694858,171757665,115098566,115114950,3,1,5985125464,73389,73389,2,2,2,115098570,15,3,201926,13145703,3833620,104592,16000,1924874397,2678858,95684835,11655
25138.15,536,262144,64,114314,7532199932,22,59804151,2265,30,30,6381,783,85,576,3534912,0,9,44902,21,114419268,1154,1,4,6654,142171774,17,568557968,20,20047,278430,2,24393,576,126087599,22792768,2424707690,576,2292,0,3,1,2,2,7532,3,2411621911,2375366845,217865750,144597009,144597009,3,1,7518192532,73389,73389,2,2,2,144580629,15,3,227328,16821488,4672244,133237,20015,2411621911,3401675,121410229,11655
30158.37,631,262144,64,138349,9117698254,23,69820733,2701,32,32,6381,938,102,576,4316874,0,9,54407,21,116615280,1154,1,4,6654,172235722,17,688813396,20,24253,318653,2,24393,576,154364830,28030461,2934580900,576,2292,0,3,1,2,2,7532,3,2918721510,2875052036,262708584,175024578,175057346,3,1,9101278088,73389,73389,2,2,2,175024582,15,3,259318,20622650,5596061,160988,24219,2918721510,4155886,148762636,11655
35182.42,737,262144,64,162137,10683872024,24,78986388,3141,33,33,6381,1094,118,576,5075159,0,9,63791,21,117218580,1154,1,4,6654,201950809,17,807738616,20,28376,379654,2,24393,576,182660844,33103246,3435170665,576,2292,0,3,1,2,2,7532,3,3416587961,3368330241,308005920,205096905,205178825,3,1,10665039092,73389,73389,2,2,2,205096909,15,3,291318,24356882,6519088,189877,28342,3416587961,4885282,176135210,11655
40204.46,854,262144,64,186500,12289007990,25,86370462,3621,33,33,6381,1255,134,576,5843404,0,9,73376,21,117218580,1154,1,4,6654,232358770,17,929370288,20,32637,419497,2,24393,576,211021646,38271772,3951121458,576,2292,0,3,1,2,2,7532,3,3929719272,3874544174,350942453,235955220,235971604,3,1,12269671472,73389,73389,2,2,2,235955224,15,3,309342,28100611,7330299,219621,32603,3929719272,5623783,203682923,11655
45222.96,972,262144,64,210824,13891588052,25,94725471,4088,34,34,6381,1404,149,576,6598305,0,9,82927,21,117508164,1154,1,4,6654,262640761,17,1050433612,20,36811,492907,2,24393,576,239316139,43458006,4459881498,576,2292,0,3,1,2,2,7532,3,4435722003,4379349056,394899552,266747999,266780767,3,1,13870895980,73389,73389,2,2,2,266748003,15,3,338919,31899717,8235782,249915,36775,4435722003,6348390,231067883,11655
50242.72,1104,262144,64,237033,15619272054,26,103807218,4558,35,35,6381,1579,186,576,7401334,0,9,93283,21,117508164,1154,1,4,6654,295420793,17,1181618512,20,41331,567774,2,24393,576,270278973,49100296,5006935376,576,2292,0,3,1,2,2,7532,3,4979788961,4923275936,442738595,299979391,300012159,3,1,15598928364,73389,73389,2,2,2,299979395,15,3,382524,35952674,9255412,280042,41294,4979788961,7121292,261007825,11655
