timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5006.76,0,262144,64,9246,609457062,0,2078722,248,1,1,18378,83,0,576,68538,3,3495,4,0,100651962,1154,1,4,251,11034478,3,44073296,3,1862,95,2,15,576,2741455,138,226633436,576,68,3,1,2,2,579,3,225640262,195154929,5060698,11502395,11502395,3,1,598124572,73389,73389,2,2,2,11502399,4,3,16190,158115,88103,2096,1859,225640262,66442,2653411,996
10010.69,50,262144,64,23120,1524953714,1,8133662,530,6,6,18378,197,6,576,421338,3,9062,9,0,105647286,1154,1,4,251,28640118,3,114560472,8,4319,48906,2,3419,576,15804095,2855887,518133354,576,68,3,1,2,2,579,3,515555372,483304103,28015060,29112975,29112975,3,1,1513874732,73389,73389,2,2,2,29112979,4,3,44615,2309004,543124,15804,4311,515555372,405534,15261893,996
15014.87,50,262144,64,30523,2012312734,5,14635273,743,6,6,18378,248,6,576,466691,3,11899,9,0,107843298,1154,1,4,251,37565158,3,150260632,8,5606,49032,2,3419,576,18213085,2858818,673651864,576,68,3,1,2,2,579,3,670365438,636472971,37102284,38494086,38494086,3,1,2001692504,73389,73389,2,2,2,38494090,4,3,48300,2419171,577348,17516,5598,670365438,449175,17636886,996
20018.76,50,262144,64,37645,2481606052,5,17236198,949,6,6,18378,297,6,576,507380,3,14722,9,0,110099640,1154,1,4,251,46618955,3,186475820,8,6801,49082,2,3419,576,20503439,2858967,817542598,576,68,3,1,2,2,579,3,813594937,784495863,42152817,47496206,47496206,3,1,2469802744,73389,73389,2,2,2,47496210,4,3,54177,2519095,603248,18966,6793,813594937,488414,19901546,996
25023.32,50,262144,64,44985,2964498456,5,19742867,1165,7,7,18378,345,6,576,553195,3,17630,9,0,111957804,1154,1,4,251,55813161,3,223252644,8,8082,49319,2,3419,576,22932089,2859086,972495073,576,68,3,1,2,2,579,3,967841035,936614287,47265043,56789364,56789364,3,1,2953046960,73389,73389,2,2,2,56789368,4,3,55408,2629333,620780,20563,8073,967841035,532632,22312443,996
30027.80,50,262144,64,52324,3448302670,6,23239657,1377,8,8,18378,391,6,576,595117,3,20521,9,0,114479598,1154,1,4,251,64896999,3,259587996,8,9332,49461,2,3419,576,25330430,2859471,1123883378,576,68,3,1,2,2,579,3,1118542094,1088669794,53325843,66100621,66100621,3,1,3437232324,73389,73389,2,2,2,66100625,4,3,58606,2733189,648394,22116,9322,1118542094,573001,24683145,996
35034.08,50,262144,64,60762,4004432598,7,26360285,1620,8,8,18378,447,6,576,645354,3,23812,9,0,115674132,1154,1,4,251,75375841,3,301503364,8,10783,49676,2,3419,576,28083184,2859575,1299531392,576,68,3,1,2,2,579,3,1293391234,1263879930,59401898,76794167,76794167,3,1,3993296716,73389,73389,2,2,2,76794171,4,3,59868,2858357,677822,23957,10773,1293391234,621397,27406447,996
40038.37,50,262144,64,70857,4670072694,7,27991078,1906,8,8,18378,509,15,576,706497,3,27801,9,0,115674132,1154,1,4,251,88053333,3,352213332,8,12511,49970,2,3419,576,31306201,2859752,1510111862,576,68,3,1,2,2,579,3,1503025605,1473458064,64495038,89586580,89586580,3,1,4658502192,73389,73389,2,2,2,89586584,4,3,61939,3009948,708903,26145,12501,1503025605,680352,30598691,996
45043.35,50,262144,64,80581,5311097284,7,29833486,2171,8,8,18378,564,15,576,762737,3,31613,9,0,115963716,1154,1,4,251,100174326,3,400697304,8,14158,50082,2,3419,576,34319803,2859936,1710771593,576,68,3,1,2,2,579,3,1702785849,1675258113,69573470,101914208,101914208,3,1,5299538848,73389,73389,2,2,2,101914212,4,3,64635,3151339,740633,28168,14148,1702785849,734569,33580601,996
50047.14,50,262144,64,89630,5906340626,7,31981586,2416,8,8,18378,622,15,576,812949,3,35211,9,0,115963716,1154,1,4,251,111433779,3,445735116,8,15718,50155,2,3419,576,37041331,2860115,1899937521,576,68,3,1,2,2,579,3,1891101871,1862644365,74645044,113367895,113367895,3,1,5895130572,73389,73389,2,2,2,113367899,4,3,70348,3279672,768248,30025,15708,1891101871,782924,36274572,996
