timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5026.86,56,262144,64,16252,1070774158,0,5588376,389,8,8,16056,145,1,576,422267,4,6344,11,0,102823842,1154,1,4,257,20065797,3,80198576,10,3117,20510,2,7508,576,15659137,2868023,373801564,576,160,3,1,2,2,600,3,371892723,340250593,25214556,20367410,20400178,3,1,1059105352,73389,73389,2,2,2,20367414,3,3,56897,2107985,617935,17574,3107,371892723,404693,15042277,1178
10056.27,143,262144,64,35276,2323889804,3,18198727,816,10,10,16056,275,23,576,992708,4,13849,13,0,108543126,1154,1,4,257,43792286,3,175104532,12,6395,75595,2,7537,576,37501147,7061511,769158085,576,160,3,1,2,2,600,3,765090690,734708099,65221118,44482438,44498822,3,1,2313086808,73389,73389,2,2,2,44482442,3,3,94538,5127732,1410175,39748,6385,765090690,952960,36091124,1178
15086.28,228,262144,64,54678,3602598546,3,26892752,1229,10,10,16056,398,31,576,1560037,4,21495,13,0,111644088,1154,1,4,257,68021922,3,272087688,12,9724,131455,2,7537,576,59324510,10973025,1173258761,576,160,3,1,2,2,600,3,1167004949,1137413238,101167260,69074317,69074317,3,1,3591864516,73389,73389,2,2,2,69074321,3,3,112355,8057147,2103676,60776,9712,1167004949,1499261,57222300,1178
20090.76,286,262144,64,70205,4625798774,9,38784660,1582,10,10,16056,497,39,576,1925832,4,27581,13,0,113840100,1154,1,4,257,87277470,3,349109880,12,12378,160038,2,7537,576,74012433,13515105,1495537013,576,160,3,1,2,2,600,3,1487603195,1459438070,131318017,88753599,88753599,3,1,4615187180,73389,73389,2,2,2,88753603,3,3,128886,10021513,2542911,74682,12366,1487603195,1851150,71470926,1178
25113.05,321,262144,64,84787,5587405330,9,42451056,1935,17,17,16056,595,45,576,2184675,4,33346,13,0,114455466,1154,1,4,257,105571269,3,422285076,12,14891,175655,2,7537,576,85135324,15183232,1800068210,576,160,3,1,2,2,600,3,1790631048,1762229985,148559058,107210114,107259266,3,1,5574073992,73389,73389,2,2,2,107193734,3,3,159233,11308457,2918379,84312,14874,1790631048,2100363,82218878,1178
30129.84,372,262144,64,101661,6699184200,16,55182773,2298,24,24,16056,707,56,576,2544247,4,40006,13,0,115384548,1154,1,4,257,126675965,3,506639224,12,17819,213677,2,7537,576,100003480,17718139,2153732218,576,160,3,1,2,2,600,3,2142513324,2112332260,179769316,128615749,128632133,3,1,6688018980,73389,73389,2,2,2,128615753,3,3,193034,13201722,3424392,97054,17793,2142513324,2447193,96581694,1178
35162.72,487,262144,64,123148,8113316836,16,64579761,2755,24,24,16056,845,76,576,3180268,4,48439,13,0,116928996,1154,1,4,257,153352708,3,613410832,12,21502,263083,2,7537,576,125670752,22207805,2600217516,576,160,3,1,2,2,600,3,2586586770,2557440873,221082818,155821320,155837704,3,1,8102708672,73389,73389,2,2,2,155821324,3,3,210176,16476968,4176317,128476,21476,2586586770,3051792,121497616,1178
40167.12,565,262144,64,142777,9407590012,23,77906924,3151,24,24,16056,968,87,576,3645369,4,56171,13,0,117218580,1154,1,4,257,177861130,3,711444520,12,24859,317382,2,7537,576,145124741,25618596,3007532736,576,160,3,1,2,2,600,3,2991778391,2964850743,258636123,180695601,180695601,3,1,9396171284,73389,73389,2,2,2,180695605,3,3,221876,18992156,4722856,145896,24833,2991778391,3499473,140404544,1178
45171.29,565,262144,64,154061,10151490260,23,78954771,3463,24,24,16056,1042,87,576,3711193,4,60620,13,0,117218580,1154,1,4,257,191966272,3,767800512,12,26814,317515,2,7537,576,148918627,25618708,3242844804,576,160,3,1,2,2,600,3,3226027939,3199040427,263735197,195001375,195001375,3,1,10140071532,73389,73389,2,2,2,195001379,3,3,222192,19150674,4754246,148001,26788,3226027939,3563192,144167333,1178
50176.27,567,262144,64,168976,11135246086,23,82129612,3613,25,25,16056,1137,87,576,3807429,4,66512,13,0,117508164,1154,1,4,257,210616892,3,842467568,12,29380,317936,2,7537,576,154561068,25618906,3553779654,576,160,3,1,2,2,600,3,3535546594,3508746227,272929866,213914483,213914483,3,1,11123553148,73389,73389,2,2,2,213914487,3,3,230422,19385222,4816667,151433,29353,3535546594,3655996,149747429,1178
55180.40,568,262144,64,183423,12087076200,26,86940218,3692,27,27,16056,1226,87,576,3892725,4,72185,13,0,117508164,1154,1,4,257,228586605,3,914346420,12,31865,318152,2,7537,576,159682093,25619699,3855305890,576,160,3,1,2,2,600,3,3835715624,3808455557,283202069,232221827,232221827,3,1,12075535036,73389,73389,2,2,2,232221831,3,3,238159,19597701,4868300,154484,31836,3835715624,3738241,154817140,1178
60185.10,568,262144,64,198392,13073055776,27,88696718,3770,28,28,16056,1331,87,576,3977064,4,78074,13,0,117508164,1154,1,4,257,247282476,3,989129904,12,34452,318344,2,7537,576,164419711,25619834,4167384258,576,160,3,1,2,2,600,3,4146409818,4118687721,290028930,251192723,251192723,3,1,13062021628,73389,73389,2,2,2,251192727,3,3,244122,19808697,4910912,157374,34422,4146409818,3819690,159512384,1178
65190.00,568,262144,64,213417,14064635928,27,92330090,3869,29,29,16056,1424,87,576,4071485,4,84016,13,0,117508164,1154,1,4,257,266046391,3,1064185564,12,37039,318726,2,7537,576,169766183,25619987,4481371923,576,160,3,1,2,2,600,3,4458990823,4431036572,299386129,270248969,270248969,3,1,14052946420,73389,73389,2,2,2,270248973,3,3,251788,20039477,4970682,160584,37008,4458990823,3910901,164799349,1178
70195.49,568,262144,64,228775,15074950672,29,96498454,4057,30,30,16056,1524,87,576,4170828,4,90060,13,0,117508164,1154,1,4,257,285176283,3,1140705132,12,39710,319033,2,7537,576,174611825,25620333,4805595582,576,160,3,1,2,2,600,3,4781778623,4749595172,308776125,289662677,289662677,3,1,15062459236,73389,73389,2,2,2,289662681,3,3,259663,20277331,5025872,163844,39678,4781778623,4006984,169590007,1178
75200.30,568,262144,64,241629,15923009370,30,98375560,4346,31,31,16056,1611,87,576,4244834,4,95118,13,0,117508164,1154,1,4,257,301134575,3,1204538300,12,42004,319209,2,7537,576,178556553,25620590,5082403030,576,160,3,1,2,2,600,3,5057356874,5017279474,314889986,305901319,305901319,3,1,15906868620,73389,73389,2,2,2,305901323,3,3,264720,20463658,5063251,166488,41971,5057356874,4078346,173497610,1178
80213.30,614,262144,64,255254,16819412378,30,100779605,4688,38,38,16056,1698,92,576,4430237,4,100464,13,0,117508164,1154,1,4,257,318100199,3,1272400796,12,44493,328286,2,7537,576,187072281,26617057,5382560894,576,160,3,1,2,2,600,3,5356097123,5300943980,327370347,323064386,323080770,3,1,16799348104,73389,73389,2,2,2,323064390,3,3,291372,21283890,5363357,173555,44453,5356097123,4256682,181713189,1178
85224.61,708,262144,64,276615,18226614738,39,126783798,5182,47,47,16056,1832,104,576,5057472,4,108861,21,2,117508164,1154,1,4,257,344760541,3,1378848264,20,48259,485401,2,21921,576,213078834,40063361,5838848777,576,160,3,1,2,2,600,3,5809911250,5744934506,396047076,350056521,350072905,3,1,18202939124,73389,73389,2,2,2,350056525,3,3,338240,27347581,6204448,215327,48210,5809911250,4842145,206878230,1178
90242.96,836,262144,64,302737,19949176276,39,133834866,5670,48,48,16056,2004,118,576,5819610,4,119130,21,2,117508164,1154,1,4,257,377258541,3,1509034164,20,52941,560804,2,21921,576,244265579,45277729,6404964939,576,160,3,1,2,2,600,3,6372960379,6288976861,441605764,383066729,383066729,3,1,19918617972,73389,73389,2,2,2,383050349,3,3,368124,31184335,7132772,250457,52891,6372960379,5569153,237132670,1178
95256.51,936,262144,64,326953,21546295294,41,142786148,6140,49,49,16056,2161,130,576,6536422,4,128627,21,2,117508164,1154,1,4,257,407327705,3,1629246184,20,57300,619373,2,21921,576,272363877,50357239,6932374101,576,160,3,1,2,2,600,3,6897525467,6793638610,485681783,413646072,413646072,3,1,21509595776,73389,73389,2,2,2,413646076,3,3,401385,34893186,8012016,282922,57249,6897525467,6253500,264351847,1178
100275.86,1060,262144,64,354617,23368103444,43,152411213,6617,55,55,16056,2339,153,576,7339048,4,139477,21,2,117508164,1154,1,4,257,441738888,3,1766826448,20,62222,691076,2,21921,576,305158611,55665027,7527675033,576,160,3,1,2,2,600,3,7489649219,7368462862,535615199,448573652,448606420,3,1,23325829936,73389,73389,2,2,2,448573656,3,3,443227,38950236,9028546,314249,62165,7489649219,7024799,296131267,1178
105299.32,1181,262144,64,384032,25305907928,46,163512092,7116,56,56,16056,2524,176,576,8227707,4,151054,21,2,117508164,1154,1,4,257,478330906,3,1913194188,20,67608,759011,2,21921,576,340810354,61791362,8182565003,576,160,3,1,2,2,600,3,8141071578,7981957877,591048105,485655284,485655284,3,1,25254074800,73389,73389,2,2,2,485655288,3,3,480937,43515865,10073641,354121,67550,8141071578,7873586,330738505,1178
110331.85,1293,262144,64,408402,26911864626,47,174472690,7632,56,56,16056,2688,199,576,9001273,4,160594,21,2,117508164,1154,1,4,257,508407610,3,2033565856,20,72324,829060,2,21921,576,370581628,66951842,8751686841,576,160,3,1,2,2,600,3,8707173587,8492678131,639219516,516216528,516232912,3,1,26843259488,73389,73389,2,2,2,516216532,3,3,506857,47512753,10941394,384639,72267,8707173587,8616634,359639795,1178
115336.68,1313,262144,64,424112,27946999746,55,186119449,7984,56,56,16056,2786,203,612,9238648,4,166671,21,2,124013206,1226,1,4,257,527633753,3,2110535012,20,75518,843934,2,21921,612,379887324,67996516,9131811499,612,165,3,1,2,2,600,3,9085504814,8822697774,661923136,535864116,535864116,3,1,27864934064,73389,73389,2,2,2,535864120,3,3,518970,48536894,11163357,393081,75460,9085504814,8845567,368723854,1236
120341.56,1313,262144,64,437218,28810692698,55,187119380,8321,56,56,16056,2870,203,612,9329240,4,171755,21,2,124013206,1226,1,4,257,543711183,3,2174844732,20,78303,844214,2,21921,612,383675193,67996643,9456007050,612,165,3,1,2,2,600,3,9408246111,9099199944,667054551,552170897,552170897,3,1,28712886676,73389,73389,2,2,2,552170901,3,3,520905,48760654,11196979,396222,78245,9408246111,8933018,372478274,1236
125346.72,1344,262144,64,452679,29829651124,62,197366191,8658,63,63,16056,2972,207,612,9638694,4,177795,21,2,124013206,1226,1,4,257,562711877,3,2250847508,20,81459,869414,2,21921,612,395437389,70010413,9833782552,612,165,3,1,2,2,600,3,9784173785,9424481496,692022295,571456963,571456963,3,1,29715762108,73389,73389,2,2,2,571456967,3,3,564028,50360019,11658594,407250,81394,9784173785,9231444,383779264,1236
130351.01,1344,262144,64,463709,30556338126,64,200828927,8953,65,65,16056,3043,207,612,9713341,4,182099,21,2,124013206,1226,1,4,257,576309839,3,2305239356,20,83688,869579,2,21921,612,398826560,70011272,10105824228,612,165,3,1,2,2,600,3,10055033617,9656848816,699160040,585218191,585218191,3,1,30431345964,73389,73389,2,2,2,585218195,3,3,570248,50540422,11689598,409823,83621,10055033617,9303518,387137680,1236
