timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5046.86,123,262144,64,23583,1553728302,5,11470465,438,14,14,1424,198,13,576,814767,0,13,9202,15,1,104102838,1154,1,4,10537,29085486,25,116083816,14,4400,43402,2,10673,576,27694921,4989679,527730950,576,2180,0,3,1,2,2,11922,3,524884806,492407424,46179815,29664442,29664442,3,1,1542551016,73389,73389,2,2,2,29664446,19,3,72232,3775568,1221008,29327,4384,524884806,785440,26469528,12074
10062.06,234,262144,64,51193,3372287092,6,21426557,897,17,17,1424,376,29,576,1676134,0,13,20089,15,1,109761792,1154,1,4,10537,63583531,25,254140332,14,9129,97488,2,10673,576,60594204,10515080,1101214726,576,2180,0,3,1,2,2,11922,3,1095225551,1064702814,96489151,64622631,64671783,3,1,3359524876,73389,73389,2,2,2,64606251,19,3,105417,7825688,2214970,59915,9112,1095225551,1616219,58371688,12074
15076.18,368,262144,64,81757,5387262670,8,34004563,1452,18,18,1424,577,56,576,2638521,0,13,32001,16,1,116301564,1154,1,4,10537,101311067,25,405114712,15,14385,167689,2,12423,576,96282921,16359462,1738025402,576,2180,0,3,1,2,2,11922,3,1728574897,1699295636,152510499,103395245,103395245,3,1,5376552772,73389,73389,2,2,2,103395249,19,3,154966,12230892,3410471,92824,14365,1728574897,2545697,92863721,12074
20116.63,494,262144,64,106975,7049336866,10,44487898,1936,19,19,1424,741,72,576,3418071,0,13,41914,16,1,117508164,1154,1,4,10537,132670649,25,530617816,15,18713,243877,2,12423,576,126078487,21420747,2262746806,576,2180,0,3,1,2,2,11922,3,2250432612,2222390537,200235037,135361195,135361195,3,1,7038782172,73389,73389,2,2,2,135361199,19,3,173904,15988906,4203914,120620,18692,2250432612,3297451,121864231,12074
25120.16,516,262144,64,122341,8061068782,19,55666888,2295,20,20,1424,840,76,576,3621406,0,13,48009,16,1,117508164,1154,1,4,10537,152020210,25,608080840,15,21348,263147,2,12423,576,135173973,22483001,2581974234,576,2180,0,3,1,2,2,11922,3,2568135511,2540771847,223069870,154817578,154833962,3,1,8050514088,73389,73389,2,2,2,154817582,19,3,184129,16858599,4414810,128488,21326,2568135511,3492918,130750095,12074
30124.09,516,262144,64,134980,8894421874,19,56774132,2632,20,20,1424,920,76,576,3688297,0,13,52985,16,1,117508164,1154,1,4,10537,167815153,25,671195944,15,23526,263363,2,12423,576,138900815,22483124,2845612138,576,2180,0,3,1,2,2,11922,3,2830603548,2803226623,228172289,170847546,170847546,3,1,8884072424,73389,73389,2,2,2,170847550,19,3,189369,17029056,4448793,130852,23504,2830603548,3557445,134443118,12074
35128.44,556,262144,64,150353,9906310892,25,66075232,2977,26,26,1424,1015,83,576,3987823,0,13,59014,16,1,117508164,1154,1,4,10537,186912737,25,747650948,15,26183,272356,2,12423,576,150656936,24271837,3167104390,576,2180,0,3,1,2,2,11922,3,3150474131,3121740271,251872473,190314280,190314280,3,1,9895490624,73389,73389,2,2,2,190297900,19,3,218598,18473241,4844679,141404,26155,3150474131,3846419,145803225,12074
40132.32,556,262144,64,161485,10639646368,27,69611785,3272,28,28,1424,1088,83,576,4049080,0,13,63397,16,1,117508164,1154,1,4,10537,200860026,25,803440104,15,28101,272647,2,12423,576,154006304,24271964,3398416929,576,2180,0,3,1,2,2,11922,3,3380753738,3352537988,259006785,204403188,204419572,3,1,10628965808,73389,73389,2,2,2,204403192,19,3,225935,18625960,4890595,143689,28071,3380753738,3905391,149106767,12074
45136.58,556,262144,64,176233,11612156032,27,70544712,3504,29,29,1424,1185,83,576,4132210,0,13,69226,16,1,117508164,1154,1,4,10537,219273168,25,877092672,15,30652,272966,2,12423,576,158321154,24272028,3707247860,576,2180,0,3,1,2,2,11922,3,3688214173,3658942835,264587420,223105463,223105463,3,1,11601484108,73389,73389,2,2,2,223105467,19,3,234866,18835023,4947657,146648,30621,3688214173,3985562,153364587,12074
50142.51,557,262144,64,198545,13083480962,27,72442940,3668,29,29,1424,1326,83,576,4276490,0,13,78025,16,1,117508164,1154,1,4,10537,247083673,25,988334692,15,34558,273520,2,12423,576,166063189,24272369,4181210945,576,2180,0,3,1,2,2,11922,3,4160029048,4122836504,274804708,251362596,251362596,3,1,13070855024,73389,73389,2,2,2,251362600,19,3,237154,19188066,5002448,151669,34527,4160029048,4124821,161051761,12074
