timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5008.77,0,262144,64,10108,666552394,0,1311091,310,1,1,21553,94,0,576,82800,2,3814,4,101255262,1154,1,4,189,12073805,3,48272244,3,2048,310,2,9,576,3487687,97,248241730,576,99,3,1,2,2,509,3,247135777,212981069,5099537,12612189,12612189,3,1,655833860,73389,73389,2,2,2,12612193,3,3,79087,189558,150696,2397,2045,247135777,80403,3336966,1038
10014.75,1,262144,64,22116,1457635254,0,1905660,609,1,1,21553,207,0,576,166843,2,8669,4,105381834,1154,1,4,189,27332791,3,109331164,3,4166,648,2,9,576,7684390,321,495377494,576,99,3,1,2,2,509,3,493107539,462069991,10211487,27821242,27821242,3,1,1446704616,73389,73389,2,2,2,27821246,3,3,84885,391963,186172,5226,4163,493107539,161617,7498286,1038
15019.56,1,262144,64,35918,2366808536,0,2104913,788,1,1,21553,275,0,576,262183,2,14087,4,109737660,1154,1,4,189,44568856,3,178275424,3,6500,1029,2,9,576,12268133,538,783951615,576,99,3,1,2,2,509,3,780402231,748097092,15351903,45319737,45319737,3,1,2356626356,73389,73389,2,2,2,45319741,3,3,91333,616115,225489,8322,6497,780402231,253861,12042930,1038
20024.51,8,262144,64,50060,3298360586,3,7647104,941,4,4,21553,368,0,576,362875,2,19642,7,114190014,1154,1,4,189,62185889,3,248678700,6,8938,1418,2,46,576,17140615,2403,1077853308,576,99,3,1,2,2,509,3,1072962522,1041721705,26148138,63219640,63219640,3,1,3287421312,73389,73389,2,2,2,63219644,3,3,101804,855021,307625,11682,8932,1072962522,351193,16833521,1038
25030.23,8,262144,64,61710,4066560726,3,8466072,1289,4,4,21553,459,0,576,432912,2,24278,7,116928996,1154,1,4,189,76740385,3,306961540,6,10943,1561,2,46,576,21142617,2509,1318145015,576,99,3,1,2,2,509,3,1312149286,1283203928,31245510,77998391,78014775,3,1,4055916364,73389,73389,2,2,2,77998395,3,3,101872,1031483,334796,14330,10937,1312149286,418582,20808579,1038
30051.10,43,262144,64,74651,4918752476,4,13045758,1620,11,11,21553,536,7,576,654105,2,29376,11,116928996,1154,1,4,189,92930936,3,371659216,10,13174,12680,2,1321,576,30322273,1286613,1588966051,576,99,3,1,2,2,509,3,1581642354,1551765319,46866495,94387092,94387092,3,1,4908128816,73389,73389,2,2,2,94387096,3,3,127615,2053081,654773,22830,13161,1581642354,631275,29666203,1038
35069.18,121,262144,64,89923,5926785472,6,22443598,1971,12,12,21553,629,15,576,1140977,2,35391,11,117508164,1154,1,4,189,111984948,3,447939792,10,15789,71636,2,1321,576,49285657,4849396,1907445517,576,99,3,1,2,2,509,3,1898362269,1869104389,79802284,113736091,113768859,3,1,5914276764,73389,73389,2,2,2,113736095,3,3,141063,4561722,1184741,39266,15775,1898362269,1101711,48100074,1038
40102.53,198,262144,64,104998,6917962294,6,30385438,2315,12,12,21553,728,25,576,1615545,2,41305,11,117508164,1154,1,4,189,130755280,3,522891764,10,18367,111048,2,1321,576,67586613,8388129,2219967017,576,99,3,1,2,2,509,3,2209145409,2180872402,110886814,132818245,132851013,3,1,6906548772,73389,73389,2,2,2,132818249,3,3,159010,7020705,1759763,54974,18354,2209145409,1560571,65825192,1038
45118.91,279,262144,64,120236,7922825918,6,37273090,2677,12,12,21553,824,37,576,2106736,2,47284,11,117508164,1154,1,4,189,149659165,3,598572164,10,20977,154345,2,1321,576,86487777,12091001,2537475035,576,99,3,1,2,2,509,3,2524909871,2497340393,141803123,152140953,152173721,3,1,7911329588,73389,73389,2,2,2,152140957,3,3,182422,9577705,2328294,71555,20963,2524909871,2035181,84159336,1038
50136.02,347,262144,64,136206,8974443228,6,44010328,3053,12,12,21553,925,51,576,2613393,2,53544,11,117508164,1154,1,4,189,169526960,3,677978692,10,23715,214131,2,1321,576,105359021,15698821,2870279475,576,99,3,1,2,2,509,3,2855905065,2828929615,172306160,172357033,172357033,3,1,8961713780,73389,73389,2,2,2,172340653,3,3,200403,12112546,2887454,88987,23701,2855905065,2524406,102470528,1038
