event,start_value,end_value,diff,description
AnalyzePatchRangesMicroseconds,0,32850,32850,Total time spent analyzing index of patch parts
ArenaAllocBytes,0,2097152,2097152,Number of bytes allocated for memory Arena (used for GROUP BY and similar operations)
ArenaAllocChunks,0,512,512,Number of chunks allocated for memory Arena (used for GROUP BY and similar operations)
AsyncLoaderWaitMicroseconds,5183356,5183356,0,Total time a query was waiting for async loader jobs.
AsyncLoggingConsoleTotalMessages,54,90,36,How many messages (accepted or dropped) have been sent to the async queue for the console log
AsyncLoggingErrorFileLogTotalMessages,3,39,36,How many messages (accepted or dropped) have been sent to the async queue for the error file log
AsyncLoggingFileLogTotalMessages,54,90,36,How many messages (accepted or dropped) have been sent to the async queue for the file log
CommonBackgroundExecutorTaskExecuteStepMicroseconds,1361,26164,24803,Time spent in executeStep() for Common executor tasks.
CommonBackgroundExecutorTaskResetMicroseconds,23,81,58,Time spent resetting task for Common executor.
CompileExpressionsBytes,0,8192,8192,Number of bytes used for expressions compilation.
CompileExpressionsMicroseconds,0,78097,78097,Total time spent for compilation of expressions to LLVM code.
CompileFunction,0,1,1,Number of times a compilation of generated LLVM code (to create fused function for complex expressions) was initiated.
CompressedReadBufferBlocks,90,3426816,3426726,"Number of compressed blocks (the blocks of data that are compressed independent of each other) read from compressed sources (files, network)."
CompressedReadBufferBytes,4224850,225796419930,225792195080,"Number of uncompressed bytes (the number of bytes after decompression) read from compressed sources (files, network)."
ContextLock,1344,12941,11597,Number of times the lock of Context was acquired or tried to acquire. This is global lock.
ContextLockWaitMicroseconds,12,227,215,Context lock wait time in microseconds
CreatedReadBufferOrdinary,187,5006,4819,Number of times ordinary read buffer was created for reading data (while choosing among other read methods).
DiskReadElapsedMicroseconds,678191,226294380,225616189,Total time spent waiting for read syscall. This include reads from page cache.
DiskWriteElapsedMicroseconds,11,11,0,Total time spent waiting for write syscall. This include writes to page cache.
FailedQuery,0,18,18,"Number of total failed queries, both internal and user queries."
FailedSelectQuery,0,18,18,"Same as FailedQuery, but only for SELECT queries."
FileOpen,244,290,46,Number of files opened.
FilteringMarksWithPrimaryKeyMicroseconds,0,87,87,Time spent filtering parts by PK.
FunctionExecute,0,1107685,1107685,"Number of SQL ordinary function calls (SQL functions are called on per-block basis, so this number represents the number of blocks)."
GlobalThreadPoolExpansions,660,1263,603,Counts the total number of times new threads have been added to the global thread pool. This metric indicates the frequency of expansions in the global thread pool to accommodate increased processing demands.
