event,value,description
RecomputeWeight,708,Number of weight recomputes triggered at all FairPolicyNodes
FairPolicyDequeue,7423029,Number of dequeues invoked at all FairPolicyNodes
SchedulerNodeUpdate,380,Number of SchedulerNodeInfo update due to query starting in the GREEDY module.
Query,392,"Number of queries to be interpreted and potentially executed. Does not include queries that failed to parse or were rejected due to AST size limits, quota limits or limits on the number of simultaneously running queries. May include internal queries initiated by ClickHouse itself. Does not count subqueries."
SelectQuery,392,"Same as Query, but only for SELECT queries."
InitialQuery,392,"Same as Query, but only counts initial queries (see is_initial_query)."
QueriesWithSubqueries,971,Count queries with all subqueries
SelectQueriesWithSubqueries,971,Count SELECT queries with all subqueries
QueryTimeMicroseconds,40370329272,Total time of all queries.
SelectQueryTimeMicroseconds,40370329272,Total time of SELECT queries.
FileOpen,1983,Number of files opened.
Seek,33526,Number of times the 'lseek' function was called.
ReadBufferFromFileDescriptorRead,401454,Number of reads (read/pread) from a file descriptor. Does not include sockets.
ReadBufferFromFileDescriptorReadBytes,3371701236633,"Number of bytes read from file descriptors. If the file is compressed, this will show the compressed data size."
WriteBufferFromFileDescriptorWrite,1,Number of writes (write/pwrite) to a file descriptor. Does not include sockets.
WriteBufferFromFileDescriptorWriteBytes,60,"Number of bytes written to file descriptors. If the file is compressed, this will show compressed data size."
ReadCompressedBytes,3342482885784,"Number of bytes (the number of bytes before decompression) read from compressed sources (files, network)."
CompressedReadBufferBlocks,166416343,"Number of compressed blocks (the blocks of data that are compressed independent of each other) read from compressed sources (files, network)."
CompressedReadBufferBytes,10963535016361,"Number of uncompressed bytes (the number of bytes after decompression) read from compressed sources (files, network)."
OpenedFileCacheHits,340767,"Number of times a file has been found in the opened file cache, so we didn't have to open it again."
OpenedFileCacheMisses,1881,"Number of times a file has been found in the opened file cache, so we had to open it again."
OpenedFileCacheMicroseconds,4053978,Amount of time spent executing OpenedFileCache methods.
IOBufferAllocs,689150,Number of allocations of IO buffers (for ReadBuffer/WriteBuffer).
IOBufferAllocBytes,72685958721,Number of bytes allocated for IO buffers (for ReadBuffer/WriteBuffer).
ArenaAllocChunks,24337,Number of chunks allocated for memory Arena (used for GROUP BY and similar operations)
ArenaAllocBytes,100167680,Number of bytes allocated for memory Arena (used for GROUP BY and similar operations)
FunctionExecute,56451771,"Number of SQL ordinary function calls (SQL functions are called on per-block basis, so this number represents the number of blocks)."
TableFunctionExecute,2,Number of table function calls.
MarkCacheHits,342082,"Number of times an entry has been found in the mark cache, so we didn't have to load a mark file."
MarkCacheMisses,143,"Number of times an entry has not been found in the mark cache, so we had to load a mark file in memory, which is a costly operation, adding to query latency."
QueryConditionCacheHits,4891,Number of times an entry has been found in the query condition cache (and reading of marks can be skipped). Only updated for SELECT queries with SETTING use_query_condition_cache = 1.
QueryConditionCacheMisses,4989,Number of times an entry has not been found in the query condition cache (and reading of mark cannot be skipped). Only updated for SELECT queries with SETTING use_query_condition_cache = 1.
CreatedReadBufferOrdinary,342668,Number of times ordinary read buffer was created for reading data (while choosing among other read methods).
DiskReadElapsedMicroseconds,7068499356,Total time spent waiting for read syscall. This include reads from page cache.
DiskWriteElapsedMicroseconds,8,Total time spent waiting for write syscall. This include writes to page cache.
NetworkReceiveElapsedMicroseconds,1613620128,"Total time spent waiting for data to receive or receiving data from network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkSendElapsedMicroseconds,116857,"Total time spent waiting for data to send to network or sending data to network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkReceiveBytes,403753,"Total number of bytes received from network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkSendBytes,787759,"Total number of bytes send to network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
GlobalThreadPoolExpansions,6882,Counts the total number of times new threads have been added to the global thread pool. This metric indicates the frequency of expansions in the global thread pool to accommodate increased processing demands.
GlobalThreadPoolShrinks,5245,"Counts the total number of times the global thread pool has shrunk by removing threads. This occurs when the number of idle threads exceeds max_thread_pool_free_size, indicating adjustments in the global thread pool size in response to decreased thread utilization."
GlobalThreadPoolThreadCreationMicroseconds,122128520,Total time spent waiting for new threads to start.
GlobalThreadPoolLockWaitMicroseconds,3157029,Total time threads have spent waiting for locks in the global thread pool.
GlobalThreadPoolJobs,26647,Counts the number of jobs that have been pushed to the global thread pool.
GlobalThreadPoolJobWaitTimeMicroseconds,66601704,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
LocalThreadPoolExpansions,25667,Counts the total number of times threads have been borrowed from the global thread pool to expand local thread pools.
LocalThreadPoolShrinks,25619,Counts the total number of times threads have been returned to the global thread pool from local thread pools.
LocalThreadPoolThreadCreationMicroseconds,128936173,Total time local thread pools have spent waiting to borrow a thread from the global pool.
LocalThreadPoolLockWaitMicroseconds,4722784,Total time threads have spent waiting for locks in the local thread pools.
LocalThreadPoolJobs,40458,Counts the number of jobs that have been pushed to the local thread pools.
LocalThreadPoolBusyMicroseconds,1829097245171,Total time threads have spent executing the actual work.
LocalThreadPoolJobWaitTimeMicroseconds,79989094,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
AnalyzePatchRangesMicroseconds,1073782,Total time spent analyzing index of patch parts
CompileFunction,2,Number of times a compilation of generated LLVM code (to create fused function for complex expressions) was initiated.
CompileExpressionsMicroseconds,87792,Total time spent for compilation of expressions to LLVM code.
CompileExpressionsBytes,16384,Number of bytes used for expressions compilation.
JoinBuildTableRowCount,768,Total number of rows in the build table for a JOIN operation.
JoinProbeTableRowCount,113587075008,Total number of rows in the probe table for a JOIN operation.
JoinResultRowCount,454348300032,Total number of rows in the result of a JOIN operation.
JoinReorderMicroseconds,3585,Total time spent executing JOIN reordering algorithm.
JoinOptimizeMicroseconds,6830140,Total time spent executing JOIN plan optimizations.
QueryPlanOptimizeMicroseconds,7924318,Total time spent executing query plan optimizations.
SelectedParts,4940,Number of data parts selected to read from a MergeTree table.
SelectedPartsTotal,4940,Number of total data parts before selecting which ones to read from a MergeTree table.
SelectedRanges,4940,Number of (non-adjacent) ranges in all data parts selected to read from a MergeTree table.
SelectedMarks,27887820,Number of marks (index granules) selected to read from a MergeTree table.
SelectedMarksTotal,27887820,Number of total marks (index granules) before selecting which ones to read from a MergeTree table.
SelectedRows,228014425329,Number of rows SELECTed from all tables.
SelectedBytes,10954293408393,Number of bytes (uncompressed; for columns as they stored in memory) SELECTed from all tables.
RowsReadByMainReader,228014402760,Number of rows read from MergeTree tables by the main reader (after PREWHERE step).
RowsReadByPrewhereReaders,228014402760,Number of rows read from MergeTree tables (in total) by prewhere readers.
LoadedDataParts,34,Number of data parts loaded by MergeTree tables during initialization.
LoadedDataPartsMicroseconds,37340,Microseconds spent by MergeTree tables for loading data parts during initialization.
FilteringMarksWithPrimaryKeyMicroseconds,26017,Time spent filtering parts by PK.
WaitMarksLoadMicroseconds,45354014,Time spent loading marks
LoadedMarksFiles,143,Number of mark files loaded.
LoadedMarksCount,807422,Number of marks loaded (total across columns).
LoadedMarksMemoryBytes,3661568,Size of in-memory representations of loaded marks.
MergingSortedMilliseconds,304528,Total time spent while merging sorted columns
CommonBackgroundExecutorTaskExecuteStepMicroseconds,27615,Time spent in executeStep() for Common executor tasks.
CommonBackgroundExecutorTaskResetMicroseconds,248,Time spent resetting task for Common executor.
ContextLock,666970,Number of times the lock of Context was acquired or tried to acquire. This is global lock.
ContextLockWaitMicroseconds,754429,Context lock wait time in microseconds
RWLockAcquiredReadLocks,1437,Number of times a read lock was acquired (in a heavy RWLock).
RWLockReadersWaitMilliseconds,24,Total time spent waiting for a read lock to be acquired (in a heavy RWLock).
PartsLockHoldMicroseconds,30237,Total time spent holding data parts lock in MergeTree tables
PartsLockWaitMicroseconds,20,Total time spent waiting for data parts lock in MergeTree tables
PartsLocks,306,Number of times data parts lock has been acquired for MergeTree tables
SharedPartsLockHoldMicroseconds,116738,Total time spent holding shared data parts lock in MergeTree tables
SharedPartsLockWaitMicroseconds,947,Total time spent waiting for shared data parts lock in MergeTree tables
SharedPartsLocks,31147,Number of times shared data parts lock has been acquired for MergeTree tables
RealTimeMicroseconds,1909714228085,Total (wall clock) time spent in processing (queries and other tasks) threads (note that this is a sum).
UserTimeMicroseconds,157613462030,"Total time spent in processing (queries and other tasks) threads executing CPU instructions in user mode. This includes time CPU pipeline was stalled due to main memory access, cache misses, branch mispredictions, hyper-threading, etc."
SystemTimeMicroseconds,4994991930,"Total time spent in processing (queries and other tasks) threads executing CPU instructions in OS kernel mode. This is time spent in syscalls, excluding waiting time during blocking syscalls."
SoftPageFaults,452614040,"The number of soft page faults in query execution threads. Soft page fault usually means a miss in the memory allocator cache, which requires a new memory mapping from the OS and subsequent allocation of a page of physical memory."
OSCPUWaitMicroseconds,306776780322,"Total time a thread was ready for execution but waiting to be scheduled by OS, from the OS point of view."
OSCPUVirtualTimeMicroseconds,162603967888,CPU time spent seen by OS. Does not include involuntary waits due to virtualization.
OSReadChars,3374493443714,"Number of bytes read from filesystem, including page cache, as well as network and other files."
OSWriteChars,3128,"Number of bytes written to filesystem, including page cache, as well as network and other files."
ThreadPoolReaderPageCacheHit,27014818,Number of times the read inside ThreadPoolReader was done from the page cache.
ThreadPoolReaderPageCacheHitBytes,3370526051725,Number of bytes read inside ThreadPoolReader when it was done from the page cache.
ThreadPoolReaderPageCacheHitElapsedMicroseconds,6946543441,Time spent reading data from page cache in ThreadPoolReader.
SynchronousReadWaitMicroseconds,7112649721,Time spent in waiting for synchronous reads in asynchronous local read.
MainConfigLoads,1,Number of times the main configuration was reloaded.
ServerStartupMilliseconds,105,Time elapsed from starting server to listening to sockets in milliseconds
MergerMutatorsGetPartsForMergeElapsedMicroseconds,37873,Time spent to take data parts snapshot to build ranges from them.
MergerMutatorPrepareRangesForMergeElapsedMicroseconds,3125,Time spent to prepare parts ranges which can be merged according to merge predicate.
MergerMutatorSelectPartsForMergeElapsedMicroseconds,6570,Time spent to select parts from ranges which can be merged.
MergerMutatorRangesForMergeCount,333,Amount of candidate ranges for merge
MergerMutatorPartsInRangesForMergeCount,1415,Amount of candidate parts for merge
AsyncLoaderWaitMicroseconds,467,Total time a query was waiting for async loader jobs.
LogDebug,1,Number of log messages with level Debug
LogInfo,48,Number of log messages with level Info
LogWarning,2,Number of log messages with level Warning
LoggerElapsedNanoseconds,1895394,Cumulative time spend in logging
InterfaceHTTPSendBytes,558175,Number of bytes sent through HTTP interfaces
InterfaceHTTPReceiveBytes,402472,Number of bytes received through HTTP interfaces
InterfaceNativeSendBytes,229584,Number of bytes sent through native interfaces
InterfaceNativeReceiveBytes,1281,Number of bytes received through native interfaces
HTTPServerConnectionsCreated,203,Number of created server HTTP connections
HTTPServerConnectionsReused,303,Number of reused server HTTP connections
HTTPServerConnectionsPreserved,380,Number of preserved server HTTP connections. Connection kept alive successfully
HTTPServerConnectionsExpired,85,Number of expired server HTTP connections.
HTTPServerConnectionsReset,8,Number of reset server HTTP connections. Server closes connection
ConcurrencyControlSlotsAcquired,20554,Total number of CPU slots acquired
