event,start_value,end_value,diff,description
AnalyzePatchRangesMicroseconds,1073782,1413683,339901,Total time spent analyzing index of patch parts
ArenaAllocBytes,100167680,123236352,23068672,Number of bytes allocated for memory Arena (used for GROUP BY and similar operations)
ArenaAllocChunks,24337,29969,5632,Number of chunks allocated for memory Arena (used for GROUP BY and similar operations)
AsyncLoaderWaitMicroseconds,467,467,0,Total time a query was waiting for async loader jobs.
AsyncLoggingConsoleTotalMessages,52,52,0,How many messages (accepted or dropped) have been sent to the async queue for the console log
AsyncLoggingErrorFileLogTotalMessages,2,2,0,How many messages (accepted or dropped) have been sent to the async queue for the error file log
AsyncLoggingFileLogTotalMessages,52,52,0,How many messages (accepted or dropped) have been sent to the async queue for the file log
CommonBackgroundExecutorTaskExecuteStepMicroseconds,27615,29753,2138,Time spent in executeStep() for Common executor tasks.
CommonBackgroundExecutorTaskResetMicroseconds,248,259,11,Time spent resetting task for Common executor.
CompileExpressionsBytes,16384,16384,0,Number of bytes used for expressions compilation.
CompileExpressionsMicroseconds,87792,87792,0,Total time spent for compilation of expressions to LLVM code.
CompileFunction,2,2,0,Number of times a compilation of generated LLVM code (to create fused function for complex expressions) was initiated.
CompressedReadBufferBlocks,166416343,204986229,38569886,"Number of compressed blocks (the blocks of data that are compressed independent of each other) read from compressed sources (files, network)."
CompressedReadBufferBytes,10963535016361,13504518858173,2540983841812,"Number of uncompressed bytes (the number of bytes after decompression) read from compressed sources (files, network)."
ConcurrencyControlDownscales,20554,20554,0,Total number of CPU downscaling events
ConcurrencyControlPreemptedMicroseconds,35980356283,35980356283,0,Total time a query was waiting due to preemption of CPU slots.
ConcurrencyControlPreemptions,649969,649969,0,Total number of CPU preemptions
ConcurrencyControlSlotsAcquired,20554,20554,0,Total number of CPU slots acquired
ConcurrencyControlUpscales,20554,20554,0,Total number of CPU upscaling events
ConcurrencyControlWaitMicroseconds,14043934974,14043934974,0,Total time a query was waiting on resource requests for CPU slots.
ContextLock,666970,821868,154898,Number of times the lock of Context was acquired or tried to acquire. This is global lock.
ContextLockWaitMicroseconds,754429,1042872,288443,Context lock wait time in microseconds
CreatedReadBufferOrdinary,342668,415496,72828,Number of times ordinary read buffer was created for reading data (while choosing among other read methods).
DiskReadElapsedMicroseconds,7068499356,8728904036,1660404680,Total time spent waiting for read syscall. This include reads from page cache.
DiskWriteElapsedMicroseconds,8,8,0,Total time spent waiting for write syscall. This include writes to page cache.
FairPolicyDequeue,7423029,7423029,0,Number of dequeues invoked at all FairPolicyNodes
FileOpen,1983,2437,454,Number of files opened.
FilterTransformPassedBytes,1258657,1258657,0,Number of bytes that passed the filter in the query
FilterTransformPassedRows,20582,20582,0,Number of rows that passed the filter in the query
FilteringMarksWithPrimaryKeyMicroseconds,26017,34653,8636,Time spent filtering parts by PK.
FunctionExecute,56451771,69566398,13114627,"Number of SQL ordinary function calls (SQL functions are called on per-block basis, so this number represents the number of blocks)."
GlobalThreadPoolExpansions,6882,8383,1501,Counts the total number of times new threads have been added to the global thread pool. This metric indicates the frequency of expansions in the global thread pool to accommodate increased processing demands.
GlobalThreadPoolJobWaitTimeMicroseconds,66601704,80453431,13851727,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
GlobalThreadPoolJobs,26647,33656,7009,Counts the number of jobs that have been pushed to the global thread pool.
GlobalThreadPoolLockWaitMicroseconds,3157029,4153427,996398,Total time threads have spent waiting for locks in the global thread pool.
GlobalThreadPoolShrinks,5245,6746,1501,"Counts the total number of times the global thread pool has shrunk by removing threads. This occurs when the number of idle threads exceeds max_thread_pool_free_size, indicating adjustments in the global thread pool size in response to decreased thread utilization."
GlobalThreadPoolThreadCreationMicroseconds,122128520,147358540,25230020,Total time spent waiting for new threads to start.
HTTPServerConnectionsCreated,203,246,43,Number of created server HTTP connections
HTTPServerConnectionsExpired,85,98,13,Number of expired server HTTP connections.
HTTPServerConnectionsPreserved,380,468,88,Number of preserved server HTTP connections. Connection kept alive successfully
HTTPServerConnectionsReset,8,9,1,Number of reset server HTTP connections. Server closes connection
HTTPServerConnectionsReused,303,379,76,Number of reused server HTTP connections
IOBufferAllocBytes,72685958721,88369061209,15683102488,Number of bytes allocated for IO buffers (for ReadBuffer/WriteBuffer).
IOBufferAllocs,689150,835727,146577,Number of allocations of IO buffers (for ReadBuffer/WriteBuffer).
InitialQuery,392,481,89,"Same as Query, but only counts initial queries (see is_initial_query)."
InterfaceHTTPReceiveBytes,402472,493208,90736,Number of bytes received through HTTP interfaces
InterfaceHTTPSendBytes,558175,675239,117064,Number of bytes sent through HTTP interfaces
InterfaceNativeReceiveBytes,1281,1281,0,Number of bytes received through native interfaces
InterfaceNativeSendBytes,229584,229584,0,Number of bytes sent through native interfaces
JoinBuildTableRowCount,768,948,180,Total number of rows in the build table for a JOIN operation.
JoinOptimizeMicroseconds,6830140,7646641,816501,Total time spent executing JOIN plan optimizations.
JoinProbeTableRowCount,113587075008,140209045713,26621970705,Total number of rows in the probe table for a JOIN operation.
JoinReorderMicroseconds,3585,4400,815,Total time spent executing JOIN reordering algorithm.
JoinResultRowCount,454348300032,560836182852,106487882820,Total number of rows in the result of a JOIN operation.
LoadedDataParts,34,34,0,Number of data parts loaded by MergeTree tables during initialization.
LoadedDataPartsMicroseconds,37340,37340,0,Microseconds spent by MergeTree tables for loading data parts during initialization.
LoadedMarksCount,807422,807422,0,Number of marks loaded (total across columns).
LoadedMarksFiles,143,143,0,Number of mark files loaded.
LoadedMarksMemoryBytes,3661568,3661568,0,Size of in-memory representations of loaded marks.
LocalThreadPoolBusyMicroseconds,1829097245171,2339057293963,509960048792,Total time threads have spent executing the actual work.
LocalThreadPoolExpansions,25667,32587,6920,Counts the total number of times threads have been borrowed from the global thread pool to expand local thread pools.
LocalThreadPoolJobWaitTimeMicroseconds,79989094,98178057,18188963,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
LocalThreadPoolJobs,40458,47854,7396,Counts the number of jobs that have been pushed to the local thread pools.
LocalThreadPoolLockWaitMicroseconds,4722784,5600361,877577,Total time threads have spent waiting for locks in the local thread pools.
LocalThreadPoolShrinks,25619,32539,6920,Counts the total number of times threads have been returned to the global thread pool from local thread pools.
LocalThreadPoolThreadCreationMicroseconds,128936173,155977236,27041063,Total time local thread pools have spent waiting to borrow a thread from the global pool.
LogDebug,1,1,0,Number of log messages with level Debug
LogInfo,48,48,0,Number of log messages with level Info
LogWarning,2,2,0,Number of log messages with level Warning
LoggerElapsedNanoseconds,1895394,1895394,0,Cumulative time spend in logging
MainConfigLoads,1,1,0,Number of times the main configuration was reloaded.
MarkCacheHits,342082,414910,72828,"Number of times an entry has been found in the mark cache, so we didn't have to load a mark file."
MarkCacheMisses,143,143,0,"Number of times an entry has not been found in the mark cache, so we had to load a mark file in memory, which is a costly operation, adding to query latency."
MemoryWorkerRun,33526,40317,6791,Number of runs done by MemoryWorker in background
MemoryWorkerRunElapsedMicroseconds,12070050,14750674,2680624,Total time spent by MemoryWorker for background work
MergerMutatorPartsInRangesForMergeCount,1415,1445,30,Amount of candidate parts for merge
MergerMutatorPrepareRangesForMergeElapsedMicroseconds,3125,3230,105,Time spent to prepare parts ranges which can be merged according to merge predicate.
MergerMutatorRangesForMergeCount,333,340,7,Amount of candidate ranges for merge
MergerMutatorSelectPartsForMergeElapsedMicroseconds,6570,6747,177,Time spent to select parts from ranges which can be merged.
MergerMutatorsGetPartsForMergeElapsedMicroseconds,37873,38660,787,Time spent to take data parts snapshot to build ranges from them.
MergingSortedMilliseconds,304528,359462,54934,Total time spent while merging sorted columns
NetworkReceiveBytes,403753,494489,90736,"Total number of bytes received from network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkReceiveElapsedMicroseconds,1613620128,1964012100,350391972,"Total time spent waiting for data to receive or receiving data from network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkSendBytes,787759,904823,117064,"Total number of bytes send to network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkSendElapsedMicroseconds,116857,153236,36379,"Total time spent waiting for data to send to network or sending data to network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
OSCPUVirtualTimeMicroseconds,162603967888,200858707440,38254739552,CPU time spent seen by OS. Does not include involuntary waits due to virtualization.
OSCPUWaitMicroseconds,306776780322,376727074534,69950294212,"Total time a thread was ready for execution but waiting to be scheduled by OS, from the OS point of view."
OSReadChars,3374493443714,4154906176958,780412733244,"Number of bytes read from filesystem, including page cache, as well as network and other files."
OSWriteChars,3128,3840,712,"Number of bytes written to filesystem, including page cache, as well as network and other files."
OpenedFileCacheHits,340767,413146,72379,"Number of times a file has been found in the opened file cache, so we didn't have to open it again."
OpenedFileCacheMicroseconds,4053978,6288103,2234125,Amount of time spent executing OpenedFileCache methods.
OpenedFileCacheMisses,1881,2330,449,"Number of times a file has been found in the opened file cache, so we had to open it again."
PartsLockHoldMicroseconds,30237,30287,50,Total time spent holding data parts lock in MergeTree tables
PartsLockWaitMicroseconds,20,20,0,Total time spent waiting for data parts lock in MergeTree tables
PartsLocks,306,314,8,Number of times data parts lock has been acquired for MergeTree tables
QueriesWithSubqueries,971,1193,222,Count queries with all subqueries
Query,392,481,89,"Number of queries to be interpreted and potentially executed. Does not include queries that failed to parse or were rejected due to AST size limits, quota limits or limits on the number of simultaneously running queries. May include internal queries initiated by ClickHouse itself. Does not count subqueries."
QueryConditionCacheHits,4891,6035,1144,Number of times an entry has been found in the query condition cache (and reading of marks can be skipped). Only updated for SELECT queries with SETTING use_query_condition_cache = 1.
QueryConditionCacheMisses,4989,6133,1144,Number of times an entry has not been found in the query condition cache (and reading of mark cannot be skipped). Only updated for SELECT queries with SETTING use_query_condition_cache = 1.
QueryPlanOptimizeMicroseconds,7924318,8980145,1055827,Total time spent executing query plan optimizations.
QueryTimeMicroseconds,40370329272,48616019434,8245690162,Total time of all queries.
RWLockAcquiredReadLocks,1437,1623,186,Number of times a read lock was acquired (in a heavy RWLock).
RWLockReadersWaitMilliseconds,24,24,0,Total time spent waiting for a read lock to be acquired (in a heavy RWLock).
ReadBufferFromFileDescriptorRead,401454,490740,89286,Number of reads (read/pread) from a file descriptor. Does not include sockets.
ReadBufferFromFileDescriptorReadBytes,3371701236633,4151576820649,779875584016,"Number of bytes read from file descriptors. If the file is compressed, this will show the compressed data size."
ReadCompressedBytes,3342482885784,4117350643069,774867757285,"Number of bytes (the number of bytes before decompression) read from compressed sources (files, network)."
RealTimeMicroseconds,1909714228085,2436136402324,526422174239,Total (wall clock) time spent in processing (queries and other tasks) threads (note that this is a sum).
RecomputeWeight,708,708,0,Number of weight recomputes triggered at all FairPolicyNodes
RowsReadByMainReader,228014402760,280817738136,52803335376,Number of rows read from MergeTree tables by the main reader (after PREWHERE step).
RowsReadByPrewhereReaders,228014402760,280817738136,52803335376,Number of rows read from MergeTree tables (in total) by prewhere readers.
SchedulerNodeUpdate,380,380,0,Number of SchedulerNodeInfo update due to query starting in the GREEDY module.
Seek,33526,40317,6791,Number of times the 'lseek' function was called.
SelectQueriesWithSubqueries,971,1193,222,Count SELECT queries with all subqueries
SelectQuery,392,481,89,"Same as Query, but only for SELECT queries."
SelectQueryTimeMicroseconds,40370329272,48616019434,8245690162,Total time of SELECT queries.
SelectedBytes,10954293408393,13493653828858,2539360420465,Number of bytes (uncompressed; for columns as they stored in memory) SELECTed from all tables.
SelectedMarks,27887820,34346052,6458232,Number of marks (index granules) selected to read from a MergeTree table.
SelectedMarksTotal,27887820,34346052,6458232,Number of total marks (index granules) before selecting which ones to read from a MergeTree table.
SelectedParts,4940,6084,1144,Number of data parts selected to read from a MergeTree table.
SelectedPartsTotal,4940,6084,1144,Number of total data parts before selecting which ones to read from a MergeTree table.
SelectedRanges,4940,6084,1144,Number of (non-adjacent) ranges in all data parts selected to read from a MergeTree table.
SelectedRows,228014425329,280817761022,52803335693,Number of rows SELECTed from all tables.
ServerStartupMilliseconds,105,105,0,Time elapsed from starting server to listening to sockets in milliseconds
SharedPartsLockHoldMicroseconds,116738,145446,28708,Total time spent holding shared data parts lock in MergeTree tables
SharedPartsLockWaitMicroseconds,947,1249,302,Total time spent waiting for shared data parts lock in MergeTree tables
SharedPartsLocks,31147,37149,6002,Number of times shared data parts lock has been acquired for MergeTree tables
