event,start_value,end_value,diff,description
AnalyzePatchRangesMicroseconds,1413683,1482790,69107,Total time spent analyzing index of patch parts
ArenaAllocBytes,123236352,146305024,23068672,Number of bytes allocated for memory Arena (used for GROUP BY and similar operations)
ArenaAllocChunks,29969,35601,5632,Number of chunks allocated for memory Arena (used for GROUP BY and similar operations)
AsyncLoaderWaitMicroseconds,467,467,0,Total time a query was waiting for async loader jobs.
AsyncLoggingConsoleTotalMessages,52,52,0,How many messages (accepted or dropped) have been sent to the async queue for the console log
AsyncLoggingErrorFileLogTotalMessages,2,2,0,How many messages (accepted or dropped) have been sent to the async queue for the error file log
AsyncLoggingFileLogTotalMessages,52,52,0,How many messages (accepted or dropped) have been sent to the async queue for the file log
CommonBackgroundExecutorTaskExecuteStepMicroseconds,29753,30450,697,Time spent in executeStep() for Common executor tasks.
CommonBackgroundExecutorTaskResetMicroseconds,259,261,2,Time spent resetting task for Common executor.
CompileExpressionsBytes,16384,16384,0,Number of bytes used for expressions compilation.
CompileExpressionsMicroseconds,87792,87792,0,Total time spent for compilation of expressions to LLVM code.
CompileFunction,2,2,0,Number of times a compilation of generated LLVM code (to create fused function for complex expressions) was initiated.
CompressedReadBufferBlocks,204986229,243564924,38578695,"Number of compressed blocks (the blocks of data that are compressed independent of each other) read from compressed sources (files, network)."
CompressedReadBufferBytes,13504518858173,16046091131461,2541572273288,"Number of uncompressed bytes (the number of bytes after decompression) read from compressed sources (files, network)."
ConcurrencyControlDownscales,20554,30382,9828,Total number of CPU downscaling events
ConcurrencyControlPreemptedMicroseconds,35980356283,50854224768,14873868485,Total time a query was waiting due to preemption of CPU slots.
ConcurrencyControlPreemptions,649969,872828,222859,Total number of CPU preemptions
ConcurrencyControlSlotsAcquired,20554,30382,9828,Total number of CPU slots acquired
ConcurrencyControlUpscales,20554,30382,9828,Total number of CPU upscaling events
ConcurrencyControlWaitMicroseconds,14043934974,19215155196,5171220222,Total time a query was waiting on resource requests for CPU slots.
ContextLock,821911,977246,155335,Number of times the lock of Context was acquired or tried to acquire. This is global lock.
ContextLockWaitMicroseconds,1042872,1060674,17802,Context lock wait time in microseconds
CreatedReadBufferOrdinary,415496,496154,80658,Number of times ordinary read buffer was created for reading data (while choosing among other read methods).
DiskReadElapsedMicroseconds,8728904036,9332280786,603376750,Total time spent waiting for read syscall. This include reads from page cache.
DiskWriteElapsedMicroseconds,8,8,0,Total time spent waiting for write syscall. This include writes to page cache.
FairPolicyDequeue,7423029,10826377,3403348,Number of dequeues invoked at all FairPolicyNodes
FileOpen,2437,2922,485,Number of files opened.
FilterTransformPassedBytes,1258657,1258657,0,Number of bytes that passed the filter in the query
FilterTransformPassedRows,20582,20582,0,Number of rows that passed the filter in the query
FilteringMarksWithPrimaryKeyMicroseconds,34653,39327,4674,Time spent filtering parts by PK.
FunctionExecute,69566398,82681025,13114627,"Number of SQL ordinary function calls (SQL functions are called on per-block basis, so this number represents the number of blocks)."
GlobalThreadPoolExpansions,8383,8383,0,Counts the total number of times new threads have been added to the global thread pool. This metric indicates the frequency of expansions in the global thread pool to accommodate increased processing demands.
GlobalThreadPoolJobWaitTimeMicroseconds,80453800,83914684,3460884,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
GlobalThreadPoolJobs,33661,39341,5680,Counts the number of jobs that have been pushed to the global thread pool.
GlobalThreadPoolLockWaitMicroseconds,4153427,4356948,203521,Total time threads have spent waiting for locks in the global thread pool.
GlobalThreadPoolShrinks,6746,6746,0,"Counts the total number of times the global thread pool has shrunk by removing threads. This occurs when the number of idle threads exceeds max_thread_pool_free_size, indicating adjustments in the global thread pool size in response to decreased thread utilization."
GlobalThreadPoolThreadCreationMicroseconds,147358540,147358540,0,Total time spent waiting for new threads to start.
HTTPServerConnectionsCreated,247,283,36,Number of created server HTTP connections
HTTPServerConnectionsExpired,99,120,21,Number of expired server HTTP connections.
HTTPServerConnectionsPreserved,468,556,88,Number of preserved server HTTP connections. Connection kept alive successfully
HTTPServerConnectionsReset,10,11,1,Number of reset server HTTP connections. Server closes connection
HTTPServerConnectionsReused,379,447,68,Number of reused server HTTP connections
IOBufferAllocBytes,88375353043,105403816000,17028462957,Number of bytes allocated for IO buffers (for ReadBuffer/WriteBuffer).
IOBufferAllocs,835733,997960,162227,Number of allocations of IO buffers (for ReadBuffer/WriteBuffer).
InitialQuery,482,571,89,"Same as Query, but only counts initial queries (see is_initial_query)."
InterfaceHTTPReceiveBytes,493458,589079,95621,Number of bytes received through HTTP interfaces
InterfaceHTTPSendBytes,692329,809295,116966,Number of bytes sent through HTTP interfaces
InterfaceNativeReceiveBytes,1281,1281,0,Number of bytes received through native interfaces
InterfaceNativeSendBytes,229584,229584,0,Number of bytes sent through native interfaces
JoinBuildTableRowCount,948,1128,180,Total number of rows in the build table for a JOIN operation.
JoinOptimizeMicroseconds,7646641,7862267,215626,Total time spent executing JOIN plan optimizations.
