event,value,description
RecomputeWeight,333,Number of weight recomputes triggered at all FairPolicyNodes
FairPolicyDequeue,3057569,Number of dequeues invoked at all FairPolicyNodes
SchedulerNodeUpdate,176,Number of SchedulerNodeInfo update due to query starting in the GREEDY module.
Query,90,"Number of queries to be interpreted and potentially executed. Does not include queries that failed to parse or were rejected due to AST size limits, quota limits or limits on the number of simultaneously running queries. May include internal queries initiated by ClickHouse itself. Does not count subqueries."
SelectQuery,90,"Same as Query, but only for SELECT queries."
InitialQuery,90,"Same as Query, but only counts initial queries (see is_initial_query)."
QueriesWithSubqueries,223,Count queries with all subqueries
SelectQueriesWithSubqueries,223,Count SELECT queries with all subqueries
QueryTimeMicroseconds,4328870930,Total time of all queries.
SelectQueryTimeMicroseconds,4328870930,Total time of SELECT queries.
FileOpen,1081,Number of files opened.
Seek,7000,Number of times the 'lseek' function was called.
ReadBufferFromFileDescriptorRead,71126,Number of reads (read/pread) from a file descriptor. Does not include sockets.
ReadBufferFromFileDescriptorReadBytes,783123183273,"Number of bytes read from file descriptors. If the file is compressed, this will show the compressed data size."
WriteBufferFromFileDescriptorWrite,1,Number of writes (write/pwrite) to a file descriptor. Does not include sockets.
WriteBufferFromFileDescriptorWriteBytes,60,"Number of bytes written to file descriptors. If the file is compressed, this will show compressed data size."
ReadCompressedBytes,775375676213,"Number of bytes (the number of bytes before decompression) read from compressed sources (files, network)."
CompressedReadBufferBlocks,38582773,"Number of compressed blocks (the blocks of data that are compressed independent of each other) read from compressed sources (files, network)."
CompressedReadBufferBytes,2541836547233,"Number of uncompressed bytes (the number of bytes after decompression) read from compressed sources (files, network)."
OpenedFileCacheHits,82827,"Number of times a file has been found in the opened file cache, so we didn't have to open it again."
OpenedFileCacheMisses,999,"Number of times a file has been found in the opened file cache, so we had to open it again."
OpenedFileCacheMicroseconds,160756,Amount of time spent executing OpenedFileCache methods.
IOBufferAllocs,168418,Number of allocations of IO buffers (for ReadBuffer/WriteBuffer).
IOBufferAllocBytes,17540039058,Number of bytes allocated for IO buffers (for ReadBuffer/WriteBuffer).
ArenaAllocChunks,5632,Number of chunks allocated for memory Arena (used for GROUP BY and similar operations)
ArenaAllocBytes,23068672,Number of bytes allocated for memory Arena (used for GROUP BY and similar operations)
FunctionExecute,13114627,"Number of SQL ordinary function calls (SQL functions are called on per-block basis, so this number represents the number of blocks)."
MarkCacheHits,83260,"Number of times an entry has been found in the mark cache, so we didn't have to load a mark file."
MarkCacheMisses,143,"Number of times an entry has not been found in the mark cache, so we had to load a mark file in memory, which is a costly operation, adding to query latency."
QueryConditionCacheHits,1098,Number of times an entry has been found in the query condition cache (and reading of marks can be skipped). Only updated for SELECT queries with SETTING use_query_condition_cache = 1.
QueryConditionCacheMisses,1190,Number of times an entry has not been found in the query condition cache (and reading of mark cannot be skipped). Only updated for SELECT queries with SETTING use_query_condition_cache = 1.
CreatedReadBufferOrdinary,83846,Number of times ordinary read buffer was created for reading data (while choosing among other read methods).
DiskReadElapsedMicroseconds,512957906,Total time spent waiting for read syscall. This include reads from page cache.
DiskWriteElapsedMicroseconds,10,Total time spent waiting for write syscall. This include writes to page cache.
NetworkReceiveElapsedMicroseconds,2810,"Total time spent waiting for data to receive or receiving data from network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkSendElapsedMicroseconds,20120,"Total time spent waiting for data to send to network or sending data to network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkReceiveBytes,95871,"Total number of bytes received from network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkSendBytes,108960,"Total number of bytes send to network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
GlobalThreadPoolExpansions,1225,Counts the total number of times new threads have been added to the global thread pool. This metric indicates the frequency of expansions in the global thread pool to accommodate increased processing demands.
GlobalThreadPoolThreadCreationMicroseconds,574755,Total time spent waiting for new threads to start.
GlobalThreadPoolLockWaitMicroseconds,148212,Total time threads have spent waiting for locks in the global thread pool.
GlobalThreadPoolJobs,6562,Counts the number of jobs that have been pushed to the global thread pool.
GlobalThreadPoolJobWaitTimeMicroseconds,4123655,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
LocalThreadPoolExpansions,5884,Counts the total number of times threads have been borrowed from the global thread pool to expand local thread pools.
LocalThreadPoolShrinks,5836,Counts the total number of times threads have been returned to the global thread pool from local thread pools.
LocalThreadPoolThreadCreationMicroseconds,1133392,Total time local thread pools have spent waiting to borrow a thread from the global pool.
LocalThreadPoolLockWaitMicroseconds,503075,Total time threads have spent waiting for locks in the local thread pools.
LocalThreadPoolJobs,9898,Counts the number of jobs that have been pushed to the local thread pools.
LocalThreadPoolBusyMicroseconds,86874965437,Total time threads have spent executing the actual work.
LocalThreadPoolJobWaitTimeMicroseconds,3595460,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
AnalyzePatchRangesMicroseconds,48808,Total time spent analyzing index of patch parts
CompileFunction,2,Number of times a compilation of generated LLVM code (to create fused function for complex expressions) was initiated.
CompileExpressionsMicroseconds,76888,Total time spent for compilation of expressions to LLVM code.
CompileExpressionsBytes,16384,Number of bytes used for expressions compilation.
JoinBuildTableRowCount,180,Total number of rows in the build table for a JOIN operation.
JoinProbeTableRowCount,26621970705,Total number of rows in the probe table for a JOIN operation.
JoinResultRowCount,106487882820,Total number of rows in the result of a JOIN operation.
JoinReorderMicroseconds,654,Total time spent executing JOIN reordering algorithm.
JoinOptimizeMicroseconds,146963,Total time spent executing JOIN plan optimizations.
QueryPlanOptimizeMicroseconds,254699,Total time spent executing query plan optimizations.
SelectedParts,1144,Number of data parts selected to read from a MergeTree table.
SelectedPartsTotal,1144,Number of total data parts before selecting which ones to read from a MergeTree table.
SelectedRanges,1144,Number of (non-adjacent) ranges in all data parts selected to read from a MergeTree table.
SelectedMarks,6458232,Number of marks (index granules) selected to read from a MergeTree table.
SelectedMarksTotal,6458232,Number of total marks (index granules) before selecting which ones to read from a MergeTree table.
SelectedRows,52803335626,Number of rows SELECTed from all tables.
SelectedBytes,2539360411957,Number of bytes (uncompressed; for columns as they stored in memory) SELECTed from all tables.
RowsReadByMainReader,52803335376,Number of rows read from MergeTree tables by the main reader (after PREWHERE step).
RowsReadByPrewhereReaders,52803335376,Number of rows read from MergeTree tables (in total) by prewhere readers.
LoadedDataParts,34,Number of data parts loaded by MergeTree tables during initialization.
LoadedDataPartsMicroseconds,14766,Microseconds spent by MergeTree tables for loading data parts during initialization.
FilteringMarksWithPrimaryKeyMicroseconds,6098,Time spent filtering parts by PK.
WaitMarksLoadMicroseconds,2588755,Time spent loading marks
LoadedMarksFiles,143,Number of mark files loaded.
LoadedMarksCount,807422,Number of marks loaded (total across columns).
LoadedMarksMemoryBytes,3661568,Size of in-memory representations of loaded marks.
MergingSortedMilliseconds,61395,Total time spent while merging sorted columns
CommonBackgroundExecutorTaskExecuteStepMicroseconds,13775,Time spent in executeStep() for Common executor tasks.
CommonBackgroundExecutorTaskResetMicroseconds,154,Time spent resetting task for Common executor.
ContextLock,156805,Number of times the lock of Context was acquired or tried to acquire. This is global lock.
ContextLockWaitMicroseconds,8232,Context lock wait time in microseconds
RWLockAcquiredReadLocks,486,Number of times a read lock was acquired (in a heavy RWLock).
PartsLockHoldMicroseconds,13430,Total time spent holding data parts lock in MergeTree tables
PartsLockWaitMicroseconds,8,Total time spent waiting for data parts lock in MergeTree tables
PartsLocks,259,Number of times data parts lock has been acquired for MergeTree tables
SharedPartsLockHoldMicroseconds,26593,Total time spent holding shared data parts lock in MergeTree tables
SharedPartsLockWaitMicroseconds,166,Total time spent waiting for shared data parts lock in MergeTree tables
SharedPartsLocks,8207,Number of times shared data parts lock has been acquired for MergeTree tables
RealTimeMicroseconds,95523795747,Total (wall clock) time spent in processing (queries and other tasks) threads (note that this is a sum).
UserTimeMicroseconds,29775986306,"Total time spent in processing (queries and other tasks) threads executing CPU instructions in user mode. This includes time CPU pipeline was stalled due to main memory access, cache misses, branch mispredictions, hyper-threading, etc."
SystemTimeMicroseconds,949420875,"Total time spent in processing (queries and other tasks) threads executing CPU instructions in OS kernel mode. This is time spent in syscalls, excluding waiting time during blocking syscalls."
SoftPageFaults,89420041,"The number of soft page faults in query execution threads. Soft page fault usually means a miss in the memory allocator cache, which requires a new memory mapping from the OS and subsequent allocation of a page of physical memory."
OSCPUWaitMicroseconds,2791974292,"Total time a thread was ready for execution but waiting to be scheduled by OS, from the OS point of view."
OSCPUVirtualTimeMicroseconds,30724593816,CPU time spent seen by OS. Does not include involuntary waits due to virtualization.
OSReadChars,783676610080,"Number of bytes read from filesystem, including page cache, as well as network and other files."
OSWriteChars,712,"Number of bytes written to filesystem, including page cache, as well as network and other files."
ThreadPoolReaderPageCacheHit,6278737,Number of times the read inside ThreadPoolReader was done from the page cache.
ThreadPoolReaderPageCacheHitBytes,782930987079,Number of bytes read inside ThreadPoolReader when it was done from the page cache.
ThreadPoolReaderPageCacheHitElapsedMicroseconds,504916607,Time spent reading data from page cache in ThreadPoolReader.
SynchronousReadWaitMicroseconds,516828885,Time spent in waiting for synchronous reads in asynchronous local read.
MainConfigLoads,1,Number of times the main configuration was reloaded.
ServerStartupMilliseconds,104,Time elapsed from starting server to listening to sockets in milliseconds
MergerMutatorsGetPartsForMergeElapsedMicroseconds,21534,Time spent to take data parts snapshot to build ranges from them.
MergerMutatorPrepareRangesForMergeElapsedMicroseconds,2198,Time spent to prepare parts ranges which can be merged according to merge predicate.
MergerMutatorSelectPartsForMergeElapsedMicroseconds,4385,Time spent to select parts from ranges which can be merged.
MergerMutatorRangesForMergeCount,290,Amount of candidate ranges for merge
MergerMutatorPartsInRangesForMergeCount,1236,Amount of candidate parts for merge
AsyncLoaderWaitMicroseconds,144,Total time a query was waiting for async loader jobs.
LogDebug,1,Number of log messages with level Debug
LogInfo,48,Number of log messages with level Info
LogWarning,2,Number of log messages with level Warning
LoggerElapsedNanoseconds,1942302,Cumulative time spend in logging
InterfaceHTTPSendBytes,108960,Number of bytes sent through HTTP interfaces
InterfaceHTTPReceiveBytes,95871,Number of bytes received through HTTP interfaces
HTTPServerConnectionsCreated,33,Number of created server HTTP connections
HTTPServerConnectionsReused,72,Number of reused server HTTP connections
HTTPServerConnectionsPreserved,88,Number of preserved server HTTP connections. Connection kept alive successfully
HTTPServerConnectionsExpired,17,Number of expired server HTTP connections.
HTTPServerConnectionsReset,1,Number of reset server HTTP connections. Server closes connection
ConcurrencyControlSlotsAcquired,8016,Total number of CPU slots acquired
ConcurrencyControlWaitMicroseconds,4178449650,Total time a query was waiting on resource requests for CPU slots.
ConcurrencyControlPreemptedMicroseconds,9140531240,Total time a query was waiting due to preemption of CPU slots.
ConcurrencyControlPreemptions,186187,Total number of CPU preemptions
ConcurrencyControlUpscales,8016,Total number of CPU upscaling events
ConcurrencyControlDownscales,8016,Total number of CPU downscaling events
MemoryWorkerRun,7000,Number of runs done by MemoryWorker in background
MemoryWorkerRunElapsedMicroseconds,2455098,Total time spent by MemoryWorker for background work
AsyncLoggingConsoleTotalMessages,52,How many messages (accepted or dropped) have been sent to the async queue for the console log
AsyncLoggingFileLogTotalMessages,52,How many messages (accepted or dropped) have been sent to the async queue for the file log
AsyncLoggingErrorFileLogTotalMessages,2,How many messages (accepted or dropped) have been sent to the async queue for the error file log
