event,start_value,end_value,diff,description
AnalyzePatchRangesMicroseconds,0,48808,48808,Total time spent analyzing index of patch parts
ArenaAllocBytes,0,23068672,23068672,Number of bytes allocated for memory Arena (used for GROUP BY and similar operations)
ArenaAllocChunks,0,5632,5632,Number of chunks allocated for memory Arena (used for GROUP BY and similar operations)
AsyncLoaderWaitMicroseconds,144,144,0,Total time a query was waiting for async loader jobs.
AsyncLoggingConsoleTotalMessages,52,52,0,How many messages (accepted or dropped) have been sent to the async queue for the console log
AsyncLoggingErrorFileLogTotalMessages,2,2,0,How many messages (accepted or dropped) have been sent to the async queue for the error file log
AsyncLoggingFileLogTotalMessages,52,52,0,How many messages (accepted or dropped) have been sent to the async queue for the file log
CommonBackgroundExecutorTaskExecuteStepMicroseconds,1854,13775,11921,Time spent in executeStep() for Common executor tasks.
CommonBackgroundExecutorTaskResetMicroseconds,26,154,128,Time spent resetting task for Common executor.
CompileExpressionsBytes,0,16384,16384,Number of bytes used for expressions compilation.
CompileExpressionsMicroseconds,0,76888,76888,Total time spent for compilation of expressions to LLVM code.
CompileFunction,0,2,2,Number of times a compilation of generated LLVM code (to create fused function for complex expressions) was initiated.
CompressedReadBufferBlocks,95,38582773,38582678,"Number of compressed blocks (the blocks of data that are compressed independent of each other) read from compressed sources (files, network)."
CompressedReadBufferBytes,2605781,2541836547233,2541833941452,"Number of uncompressed bytes (the number of bytes after decompression) read from compressed sources (files, network)."
ConcurrencyControlDownscales,0,8016,8016,Total number of CPU downscaling events
ConcurrencyControlPreemptedMicroseconds,0,9140531240,9140531240,Total time a query was waiting due to preemption of CPU slots.
ConcurrencyControlPreemptions,0,186187,186187,Total number of CPU preemptions
ConcurrencyControlSlotsAcquired,0,8016,8016,Total number of CPU slots acquired
ConcurrencyControlUpscales,0,8016,8016,Total number of CPU upscaling events
ConcurrencyControlWaitMicroseconds,0,4178449650,4178449650,Total time a query was waiting on resource requests for CPU slots.
ContextLock,1236,156805,155569,Number of times the lock of Context was acquired or tried to acquire. This is global lock.
ContextLockWaitMicroseconds,4,8232,8228,Context lock wait time in microseconds
CreatedReadBufferOrdinary,300,83846,83546,Number of times ordinary read buffer was created for reading data (while choosing among other read methods).
