event,start_value,end_value,diff,description
AnalyzePatchRangesMicroseconds,0,30535,30535,Total time spent analyzing index of patch parts
ArenaAllocBytes,0,23068672,23068672,Number of bytes allocated for memory Arena (used for GROUP BY and similar operations)
ArenaAllocChunks,0,5632,5632,Number of chunks allocated for memory Arena (used for GROUP BY and similar operations)
AsyncLoaderWaitMicroseconds,157,157,0,Total time a query was waiting for async loader jobs.
AsyncLoggingConsoleTotalMessages,52,52,0,How many messages (accepted or dropped) have been sent to the async queue for the console log
AsyncLoggingErrorFileLogTotalMessages,2,2,0,How many messages (accepted or dropped) have been sent to the async queue for the error file log
AsyncLoggingFileLogTotalMessages,52,52,0,How many messages (accepted or dropped) have been sent to the async queue for the file log
CommonBackgroundExecutorTaskExecuteStepMicroseconds,2458,14350,11892,Time spent in executeStep() for Common executor tasks.
CommonBackgroundExecutorTaskResetMicroseconds,75,149,74,Time spent resetting task for Common executor.
CompileExpressionsBytes,0,16384,16384,Number of bytes used for expressions compilation.
CompileExpressionsMicroseconds,0,86819,86819,Total time spent for compilation of expressions to LLVM code.
CompileFunction,0,2,2,Number of times a compilation of generated LLVM code (to create fused function for complex expressions) was initiated.
CompressedReadBufferBlocks,95,38577943,38577848,"Number of compressed blocks (the blocks of data that are compressed independent of each other) read from compressed sources (files, network)."
CompressedReadBufferBytes,2605781,2541513854693,2541511248912,"Number of uncompressed bytes (the number of bytes after decompression) read from compressed sources (files, network)."
ConcurrencyControlDownscales,0,9327,9327,Total number of CPU downscaling events
ConcurrencyControlPreemptedMicroseconds,0,14029452179,14029452179,Total time a query was waiting due to preemption of CPU slots.
ConcurrencyControlPreemptions,0,203342,203342,Total number of CPU preemptions
ConcurrencyControlSlotsAcquired,0,9327,9327,Total number of CPU slots acquired
ConcurrencyControlUpscales,0,9327,9327,Total number of CPU upscaling events
ConcurrencyControlWaitMicroseconds,0,4753073800,4753073800,Total time a query was waiting on resource requests for CPU slots.
ContextLock,1591,157109,155518,Number of times the lock of Context was acquired or tried to acquire. This is global lock.
ContextLockWaitMicroseconds,9,12594,12585,Context lock wait time in microseconds
CreatedReadBufferOrdinary,300,81137,80837,Number of times ordinary read buffer was created for reading data (while choosing among other read methods).
DiskReadElapsedMicroseconds,406812,578113351,577706539,Total time spent waiting for read syscall. This include reads from page cache.
DiskWriteElapsedMicroseconds,9,9,0,Total time spent waiting for write syscall. This include writes to page cache.
FairPolicyDequeue,0,3283774,3283774,Number of dequeues invoked at all FairPolicyNodes
FileOpen,357,1000,643,Number of files opened.
FilteringMarksWithPrimaryKeyMicroseconds,0,6538,6538,Time spent filtering parts by PK.
FunctionExecute,0,13114627,13114627,"Number of SQL ordinary function calls (SQL functions are called on per-block basis, so this number represents the number of blocks)."
GlobalThreadPoolExpansions,671,1316,645,Counts the total number of times new threads have been added to the global thread pool. This metric indicates the frequency of expansions in the global thread pool to accommodate increased processing demands.
GlobalThreadPoolJobWaitTimeMicroseconds,2803655,5445267,2641612,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
GlobalThreadPoolJobs,705,6495,5790,Counts the number of jobs that have been pushed to the global thread pool.
GlobalThreadPoolLockWaitMicroseconds,146,179778,179632,Total time threads have spent waiting for locks in the global thread pool.
GlobalThreadPoolThreadCreationMicroseconds,35347,1026837,991490,Total time spent waiting for new threads to start.
