timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlSlotsAcquired,ConcurrencyControlWaitMicroseconds,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MemoryAllocatedWithoutCheck,MemoryAllocatedWithoutCheckBytes,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5038.70,4,8192,2,8982,591298872,1,0,54,45,150359,4,2179,4,10997868,92,1,3,1351,3048,2,568,45,5410,3257248,3589168,421407,176971355,45,109,2,1,4,4,880,1,176202140,173029735,4384649,13429674,13429674,2,1,590905656,73389,73389,4,4,4,13429674,20,3,14401,510637,216048,5502,1346,176202140,144857,3373783,515
10055.67,4,8192,2,18861,1242179892,1,0,54,45,314578,4,4873,4,10997868,92,1,3,2804,6174,2,568,45,11222,6717664,7973937,874243,368267567,45,109,2,1,4,4,880,1,366649756,363311567,9609212,28220935,28220935,2,1,1241721140,73389,73389,4,4,4,28220935,20,3,14413,1015960,348494,12593,2799,366649756,301985,7626168,515
15067.94,4,8192,2,36230,2386845524,2,10503811,54,45,594213,4,9614,5,10997868,92,1,4,5356,10510,2,578,45,21432,29943672,16142304,1739985,704100181,45,109,2,1,4,4,880,1,701014428,697985654,19500334,54219679,54236063,2,1,2385665876,73389,73389,4,4,4,54219679,20,3,21853,1965149,594662,23075,5350,701014428,571138,15548028,515
20076.87,4,8192,2,54613,3597964660,2,10503811,54,45,895494,4,14628,5,10997868,92,1,4,8059,17984,2,578,45,32252,70452160,24694626,2658610,1059939152,45,109,2,1,4,4,880,1,1055302044,1051995580,29896505,81758519,81774903,2,1,3597374836,73389,73389,4,4,4,81758519,20,3,26209,2936127,855137,34038,8053,1055302044,861456,23838864,515
25090.24,4,8192,2,73042,4812363904,2,10503811,54,45,1194953,4,19653,5,10997868,92,1,4,10766,23044,2,578,45,43076,76894336,33272195,3547559,1416168661,45,109,2,1,4,4,880,1,1409982876,1406978499,40295196,109352544,109368928,2,1,4811511936,73389,73389,4,4,4,109352544,20,3,33657,3900727,1145142,44517,10760,1409982876,1150436,32126791,515
30101.94,4,8192,2,91876,6053570680,2,10503811,54,45,1505284,4,24789,5,10997868,92,1,4,13535,29138,2,578,45,54160,100275200,41877957,4407778,1780815737,45,109,2,1,4,4,880,1,1773052316,1769805761,50708291,137558810,137575194,2,1,6052587640,73389,73389,4,4,4,137558810,20,3,37904,4846781,1413582,54939,13529,1773052316,1450345,40464563,515
35107.96,4,8192,2,116790,7695094500,2,10503811,54,45,1854196,4,31584,5,10997868,92,1,4,17196,39214,2,578,45,68828,211279016,50510195,4973007,2262692038,45,109,2,1,4,4,880,1,2252906908,2249691906,61169941,174867659,174884043,2,1,7694176996,73389,73389,4,4,4,174867659,20,3,42798,5743124,1657296,64723,17190,2252906908,1789473,48853485,515
40118.86,4,8192,2,140454,9254432868,2,10503811,54,45,2189939,4,38037,5,10997868,92,1,4,20672,43544,2,578,45,82736,236255488,59303170,5501741,2720222453,45,109,2,1,4,4,880,1,2708513180,2705465917,71590822,210319083,210319083,2,1,9254039652,73389,73389,4,4,4,210319083,20,3,48133,6622562,1857345,74304,20666,2708513180,2115635,57446772,515
45130.23,4,8192,2,158479,10442090116,2,10503811,54,45,2500422,4,42954,5,10997868,92,1,4,23320,51034,2,578,45,93336,276330976,67844271,6428779,3068819547,45,109,2,1,4,4,880,1,3055591836,3052643615,82001405,237300867,237317251,2,1,10441238148,73389,73389,4,4,4,237300867,20,3,53756,7589808,2144756,85102,23315,3055591836,2415320,65699969,515
50140.18,4,8192,2,176411,11623393680,2,10503811,55,45,2788563,4,47895,5,11263320,92,1,4,25957,57721,2,578,45,103892,316588672,76378155,7361012,3415311616,45,109,2,1,4,4,880,1,3400568658,3397969636,92385699,264157612,264173996,2,1,11622934928,73389,73389,4,4,4,264157612,20,3,57236,8532370,2388065,94973,25951,3400568658,2693590,73992660,515
55158.70,4,8192,2,194641,12824485808,2,10503811,55,45,3080046,4,52869,5,11263320,92,1,4,28635,64696,2,578,45,114620,390709644,84960392,8282617,3767863927,45,109,2,1,4,4,880,1,3751579474,3748988564,102788517,291450692,291467076,2,1,12823830448,73389,73389,4,4,4,291450692,20,3,59799,9484642,2600364,105945,28629,3751579474,2974101,82362826,515
60171.72,4,8192,2,212700,14014636732,2,10503811,55,45,3385209,4,57792,5,11263320,92,1,4,31289,72301,2,578,45,125240,413951740,93560135,9167572,4117257088,45,109,2,1,4,4,880,1,4099444562,4096982684,113198951,318504045,318504045,2,1,14013457084,73389,73389,4,4,4,318487661,20,3,63291,10432512,2826840,118232,31283,4099444562,3266977,90736557,515
65187.40,4,8192,2,232267,15303881396,2,10503811,55,45,3688930,4,63131,5,11263320,92,1,4,34165,76471,2,578,45,136752,455005012,102037888,10093887,4495852335,45,109,2,1,4,4,880,1,4476407634,4473841476,123611436,347808039,347808039,2,1,15303553716,73389,73389,4,4,4,347808039,20,3,67781,11413957,3055130,129459,34159,4476407634,3559471,98987085,515
70200.61,4,8192,2,250726,16520246720,2,10503811,55,45,3970738,4,68165,5,11263320,92,1,4,36878,81054,2,578,45,147612,495420056,110614308,11007025,4853016217,45,109,2,1,4,4,880,1,4832005970,4829408578,134003581,375451216,375451216,2,1,16519853504,73389,73389,4,4,4,375451216,20,3,68865,12329157,3274110,140138,36873,4832005970,3830600,107343597,515
75206.76,4,8192,2,281713,18562159736,2,10503811,56,45,4342133,4,76618,5,11263320,92,1,4,41430,84186,2,578,45,165852,642365656,119371805,11258017,5452119934,45,109,2,1,4,4,880,1,5428645714,5426327099,144475232,421858330,421858330,2,1,18561766520,73389,73389,4,4,4,421858330,20,3,71563,13134701,3410904,148561,41424,5428645714,4193572,115964560,515
80212.57,4,8192,2,313184,20635792176,2,10503811,56,45,4708237,4,85251,5,11528772,92,1,4,46054,84417,2,578,45,184360,703788160,128474924,11258289,6060676483,45,109,2,1,4,4,880,1,6034722642,6032529882,154922281,468986340,468986340,2,1,20634678064,73389,73389,4,4,4,468969956,20,3,74167,13793285,3518017,157763,46048,6034722642,4550474,124960550,515
85217.70,4,8192,2,344712,22712901332,2,10503811,57,45,5113629,4,93903,5,11794224,92,1,4,50684,84658,2,578,45,202876,714453376,137541110,11259027,6669436471,45,109,2,1,4,4,880,1,6640997668,6639643748,165409204,516185919,516202303,2,1,22712180436,73389,73389,4,4,4,516185919,20,3,74403,14500893,3631493,167405,50678,6640997668,4946224,133913061,515
90223.38,4,8192,2,383246,25252069060,2,10503811,57,45,5606573,4,104412,5,11794224,92,1,4,56347,84953,2,578,45,225584,949590868,146191660,11259919,7414837274,45,109,2,1,4,4,880,1,7383389476,7381909634,175995197,573892787,573909171,2,1,25251282628,73389,73389,4,4,4,573892787,20,3,74605,15351739,3744005,174875,56341,7383389476,5431698,142450680,515
