timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlSlotsAcquired,ConcurrencyControlWaitMicroseconds,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MemoryAllocatedWithoutCheck,MemoryAllocatedWithoutCheckBytes,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5010.24,1,8192,2,36555,2408144724,2,27,54,45,372284,8,9702,5,10997868,92,1,4,5405,126,2,17,45,21656,166500776,8925850,670,710140879,45,37,2,1,4,4,398,1,707305884,704182081,10438754,54711199,54727583,2,1,2407292756,73389,73389,4,4,4,54711199,9,3,19425,692193,185509,6132,5399,707305884,366152,8741086,185
10015.34,1,8192,2,72265,4761176980,2,27,54,45,715662,8,19440,5,10997868,92,1,4,10652,195,2,17,45,42672,280556104,17901446,1136,1400773356,45,37,2,1,4,4,398,1,1395171740,1392064879,20862446,108183247,108199631,2,1,4760062868,73389,73389,4,4,4,108183247,9,3,20639,1336493,305944,12208,10646,1395171740,703454,17596759,185
15020.84,1,8192,2,107904,7109556180,2,27,54,45,1054450,8,29160,5,10997868,92,1,4,15891,243,2,17,45,63648,378272688,26883100,1851,2090223987,45,37,2,1,4,4,398,1,2081857948,2078547212,31296154,161556991,161573375,2,1,7108507604,73389,73389,4,4,4,161556991,9,3,21129,1973932,378739,18208,15885,2081857948,1036242,26505165,185
20037.21,1,8192,2,139383,9183978360,2,27,54,45,1370549,8,37746,5,10997868,92,1,4,20517,2948,2,17,45,82176,492304408,35706872,247347,2699033217,45,37,2,1,4,4,398,1,2688197020,2684877977,41695890,208707418,208723802,2,1,9183126392,73389,73389,4,4,4,208707418,9,3,21613,2694011,480653,25475,20511,2688197020,1345074,35227619,185
25051.49,1,8192,2,157813,10398177688,2,27,54,45,1662747,8,42773,5,10997868,92,1,4,23224,7779,2,17,45,93004,498776920,44094464,1285542,3055403068,45,37,2,1,4,4,398,1,3043008924,3039812078,52081925,236311794,236311794,2,1,10397718936,73389,73389,4,4,4,236311794,9,3,25462,3649808,698591,36956,23218,3043008924,1625791,43397263,185
30059.99,1,8192,2,175794,11582692516,2,27,55,45,1967622,8,47729,5,11263320,92,1,4,25865,12680,2,17,45,103568,505081048,52508969,2294427,3402410248,45,37,2,1,4,4,398,1,3388510034,3386028794,62495063,263234075,263234075,2,1,11581578404,73389,73389,4,4,4,263217691,9,3,26481,4648025,978749,49902,25859,3388510034,1917720,51530999,185
35072.29,1,8192,2,194158,12792831920,2,27,55,45,2284472,8,52737,5,11263320,92,1,4,28564,20068,2,17,45,114372,562522096,61019155,3275158,3757583648,45,37,2,1,4,4,398,1,3742142290,3739747246,72928013,290729796,290746180,2,1,12792111024,73389,73389,4,4,4,290729796,9,3,30089,5646578,1275310,61080,28558,3742142290,2223392,59743214,185
40077.55,1,8192,2,213668,14078341032,2,27,55,45,2615735,8,58056,5,11263320,92,1,4,31431,24950,2,17,45,125844,569331760,69476292,4236203,4135119806,45,37,2,1,4,4,398,1,4118056786,4115613047,83352808,319951870,319951870,2,1,14077882280,73389,73389,4,4,4,319951870,9,3,34299,6670032,1507250,71855,31425,4118056786,2543880,67968554,185
45082.01,1,8192,2,253718,16717392240,2,27,55,45,3101475,8,68979,5,11263320,92,1,4,37317,25409,2,17,45,149444,820986208,78049721,4237463,4909702846,45,37,2,1,4,4,398,1,4889546578,4887033423,93947730,379931796,379931796,2,1,16716999024,73389,73389,4,4,4,379931796,9,3,34401,7513784,1645800,78881,37311,4889546578,3022594,76403557,185
50087.12,1,8192,2,293120,19313710668,2,27,56,45,3510625,8,79779,5,11528772,92,1,4,43104,25815,2,17,45,172628,987249040,86712339,4238439,5671258393,45,37,2,1,4,4,398,1,5648060242,5646055476,104442046,438939033,438939033,2,1,19312596556,73389,73389,4,4,4,438922649,9,3,34504,8246919,1744706,85724,43098,5648060242,3424901,84967526,185
