timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
7537.58,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,2097278,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
9541.05,0,253952,62,11868,781557906,0,1536953,0,32,3,3,15900,122,0,567,52663,0,9,4626,18,14,98175169,1136,1,0,4,376,14600478,5,58337296,17,17,0,14,51,567,0,0,3835629,323,275983270,0,567,60,0,3,1,14,14,753,3,276463420,248714570,5373082,14858956,14858956,1,3,1,772665744,73389,73389,14,14,14,14858960,2,3,82578,53806,178231,2325,276463420,52663,3657561,766
11544.47,0,253952,62,21375,1407130452,1,3921297,0,63,4,4,15900,200,0,567,93178,0,9,8387,19,14,99755815,1136,1,0,4,376,26489265,5,105892400,18,18,0,14,61,567,0,0,6932731,653,483602820,0,567,60,0,3,1,14,14,753,3,483703230,445703651,10854877,26883924,26883924,1,3,1,1397964080,73389,73389,14,14,14,26883928,2,3,91022,95393,238202,4074,483703230,93178,6694823,766
13548.11,0,253952,62,32132,2116167446,2,5432284,0,114,4,4,15900,233,0,567,133296,0,9,12591,19,14,102253477,1136,1,0,4,376,39932260,5,159729040,18,18,0,14,61,567,0,0,10429436,1050,697269373,0,567,60,0,3,1,14,14,753,3,697092588,668963920,15861341,40520113,40520113,1,3,1,2107045908,73389,73389,14,14,14,40520117,2,3,93041,136613,299196,5779,697092588,133296,10130682,766
15551.80,0,253952,62,42003,2765595096,3,7160198,0,126,5,5,15900,317,0,567,176507,0,9,16484,19,14,103520407,1136,1,0,4,376,52223366,5,208828876,18,19,0,14,61,567,0,0,13727784,1406,910008208,0,567,60,0,3,1,14,14,753,3,909703005,873876731,20887638,52987449,52987449,1,3,1,2755347380,73389,73389,14,14,14,52987453,2,3,100752,180958,361206,7573,909703005,176507,13367150,766
17555.30,0,253952,62,53769,3540794112,3,7188687,0,131,5,5,15900,413,0,567,226568,0,9,21132,19,14,105402703,1136,1,0,4,376,66910695,5,267578160,18,19,0,14,61,567,0,0,17701867,1768,1151712167,0,567,60,0,3,1,14,14,753,3,1152411226,1118063437,24890649,67885206,67885206,1,3,1,3530030744,73389,73389,14,14,14,67885210,2,3,102934,232351,410217,9626,1152411226,226568,17292379,766
19559.01,0,253952,62,65370,4305505470,3,7431801,0,138,6,6,15900,452,0,567,277373,0,9,25670,19,14,107333263,1136,1,0,4,376,81387064,5,325548256,18,20,0,14,61,567,0,0,21704900,2089,1391605347,0,567,60,0,3,1,14,14,753,3,1391131099,1358670897,29137102,82600580,82600580,1,3,1,4295230192,73389,73389,14,14,14,82600584,2,3,108579,284469,478177,11536,1391131099,277373,21227604,766
21562.45,0,253952,62,76507,5038529128,3,9342712,0,149,6,6,15900,545,0,567,329904,0,9,30067,19,14,108901843,1136,1,0,4,376,95275554,5,381102216,18,20,0,14,61,567,0,0,25751249,2441,1623789324,0,567,60,0,3,1,14,14,753,3,1624301775,1589715863,35006722,96669230,96669230,1,3,1,5026799992,73389,73389,14,14,14,96669234,2,3,120740,338365,552106,13506,1624301775,329904,25200160,766
23566.82,1,253952,62,87614,5770805372,3,11062305,0,165,6,6,15900,625,0,567,383894,0,9,34443,19,14,111085789,1136,1,0,4,376,109120726,5,436482904,18,20,0,14,61,567,0,0,29826870,2820,1863509899,0,567,60,0,3,1,14,14,753,3,1863155907,1820791101,40890118,110729244,110729244,1,3,1,5757920720,73389,73389,14,14,14,110729248,2,3,141318,393719,605093,15506,1863155907,383894,29222158,766
25570.67,1,253952,62,95388,6285265494,4,13336172,0,211,7,7,15900,655,0,567,417584,0,9,37494,19,14,115103767,1136,1,0,4,376,118875724,5,475438376,18,21,0,14,61,567,0,0,32568077,3115,2024284749,0,567,60,0,3,1,14,14,753,3,2023823517,1982814556,45904738,120590636,120590636,1,3,1,6270713104,73389,73389,14,14,14,120590640,2,3,145784,428311,643116,16793,2023823517,417584,31926237,766
