timestamp_ms,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MergingSortedMilliseconds,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
31915.84,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,2097278,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0
33919.32,253952,62,24078,1585167144,0,0,0,0,32,32,4873,118,675,120199,43,2591,47,67,140034434,1352,1,0,46,46,14,180,675,0,0,0,2212773,147,515739990,0,675,364,2,1,14,14,360,1,517995312,467142897,2467669,35675211,35675211,1,2,1,1568988388,73389,73389,14,14,14,35658827,7,3,461242,122345,794672,3971,517995312,120199,1418199,1697
35922.78,253952,62,48012,3162453618,0,0,0,0,32,32,4873,122,675,208823,43,9338,47,67,140565338,1352,1,0,46,46,14,180,675,0,0,0,6492134,212,978205073,0,675,364,2,1,14,14,360,1,979106608,928281434,9004741,71517692,71517692,1,2,1,3146057552,73389,73389,14,14,14,71501308,7,3,466745,213283,912770,7489,979106608,208823,5579635,1697
37926.97,253952,62,71919,4737982686,1,1000177,0,1,32,32,4873,125,675,300602,43,16025,47,67,141361694,1352,1,0,46,46,14,180,675,0,0,0,10777090,304,1436873040,0,675,364,2,1,14,14,360,1,1439300400,1388844071,23699301,107319213,107335597,1,2,1,4722045372,73389,73389,14,14,14,107319213,7,3,481180,307582,1059309,11000,1439300400,300602,9718240,1697
39930.80,253952,62,95363,6282637682,1,1000177,0,1,32,32,4873,129,675,395389,43,22640,47,67,141892598,1352,1,0,46,46,14,180,675,0,0,0,15254751,409,1887152442,0,675,364,2,1,14,14,360,1,1890319152,1840330298,34636446,142428732,142445116,1,2,1,6266864208,73389,73389,14,14,14,142428732,7,3,497425,404924,1220761,14441,1890319152,395389,14034623,1697
41934.68,253952,62,118813,7827685894,1,1000177,0,1,32,32,4873,133,675,494583,43,29252,47,67,142423502,1352,1,0,46,46,14,180,675,0,0,0,19683719,485,2340053307,0,675,364,2,1,14,14,360,1,2342255408,2292097200,44582840,177546443,177546443,1,2,1,7811322596,73389,73389,14,14,14,177530059,7,3,505541,506670,1357355,17889,2342255408,494583,18327171,1697
43938.92,253952,62,142358,9378960026,1,1000177,0,1,32,32,4873,137,675,582190,43,35894,47,67,142942340,1352,1,0,46,46,14,180,675,0,0,0,24041670,569,2793739644,0,675,364,2,1,14,14,360,1,2794715952,2745573522,53672370,212803418,212803418,1,2,1,9363350392,73389,73389,14,14,14,212803418,7,3,513641,596756,1489435,21341,2794715952,582190,22553224,1697
45943.12,253952,62,166072,10941516274,1,1000177,0,1,32,32,4873,141,675,678432,43,42581,47,67,144004148,1352,1,0,46,46,14,180,675,0,0,0,28407517,1218,3250147745,0,675,364,2,1,14,14,360,1,3250686928,3202152137,63268922,248316060,248332444,1,2,1,10925906640,73389,73389,14,14,14,248316060,7,3,520193,695435,1621197,24823,3250686928,678432,26787487,1697
47947.17,253952,62,189550,12488399494,1,1000177,0,1,32,32,4873,145,675,779003,43,49202,47,67,144535052,1352,1,0,46,46,14,180,675,0,0,0,32792624,1260,3700555655,0,675,364,2,1,14,14,360,1,3702885328,3654412696,69939320,283474731,283474731,1,2,1,12472888164,73389,73389,14,14,14,283474731,7,3,523844,798394,1751263,28273,3702885328,779003,31042703,1697
49951.63,253952,62,213636,14075394054,1,1000177,0,1,32,32,4873,149,675,876223,43,55991,47,67,145065956,1352,1,0,46,46,14,180,675,0,0,0,37073559,1389,4166688187,0,675,364,2,1,14,14,360,1,4166486992,4118319643,75964123,319532363,319548747,1,2,1,14059423972,73389,73389,14,14,14,319532363,7,3,527097,897916,1856699,31810,4166486992,876223,35218375,1697
51956.00,253952,62,237623,15656166002,1,1000177,0,1,32,32,4873,152,675,977776,43,62699,47,67,145596860,1352,1,0,46,46,14,180,675,0,0,0,41452982,1432,4625092957,0,675,364,2,1,14,14,360,1,4628122576,4580383866,90174548,355464956,355481340,1,2,1,15640458064,73389,73389,14,14,14,355464956,7,3,532099,1001954,1978339,35333,4628253648,977803,39476335,1697
53960.30,253952,62,261398,17222513414,1,1000177,0,1,32,32,4873,156,675,1078773,43,69401,47,67,146127764,1352,1,0,46,46,14,180,675,0,0,0,45827399,1537,5084541523,0,675,364,2,1,14,14,360,1,5086088144,5038345402,104453776,391065995,391065995,1,2,1,17206903780,73389,73389,14,14,14,391065995,7,3,541778,1105198,2083671,38826,5086088144,1078773,43745589,1697
55964.74,253952,62,284929,18773135494,1,1000177,0,1,32,32,4873,160,675,1181745,43,76040,47,67,146658668,1352,1,0,46,46,14,180,675,0,0,0,50205120,1598,5537441083,0,675,364,2,1,14,14,360,1,5538679760,5491563312,113874693,426312619,426312619,1,2,1,18757755236,73389,73389,14,14,14,426312619,7,3,545585,1210566,2212844,42279,5538679760,1181745,47994310,1697
