timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
410033.86,0,253952,62,8200,539627410,0,1248062,81,3,3,3433,111,0,558,77143,0,24,3203,12,1,95758857,1118,1,0,4,730,10048107,9,40127728,11,17,0,8,1102,558,0,0,4542966,132603,200634908,0,558,499,0,3,1,14,14,1455,3,200854591,172762881,5900070,10192119,10224887,1,3,1,529990220,73389,73389,14,14,14,10192123,8,3,43377,78864,171019,1731,200854591,77143,4372109,1753
412040.53,0,253952,62,16407,1080039354,0,2723496,150,3,3,3433,141,4,558,146132,0,24,6407,12,1,97375701,1118,1,0,4,730,20305225,9,81156084,11,17,0,8,1102,558,0,0,8985261,243635,372124869,0,558,499,0,3,1,14,14,1455,3,372160609,342744025,11918075,20595071,20595071,1,3,1,1070943724,73389,73389,14,14,14,20595075,8,3,47090,149451,242556,3107,372160609,146132,8743036,1753
414047.42,10,253952,62,24892,1638597910,0,4013332,229,3,3,3433,228,4,567,216754,0,24,9762,12,1,100361302,1136,1,0,4,730,30828954,9,123186648,11,17,0,8,1102,567,0,0,13601017,371504,551559964,0,567,509,0,3,1,14,14,1455,3,552199189,519001723,17937287,31317511,31317511,1,3,1,1628510604,73389,73389,14,14,14,31317515,8,3,49124,221844,348238,4673,552199189,216754,13253290,1779
416057.03,10,253952,62,33197,2185347920,0,5442894,306,3,3,3433,259,4,567,281833,0,24,13009,12,1,101893684,1136,1,0,4,730,41198305,9,164664224,11,17,0,8,1102,567,0,0,18143378,454007,721218109,0,567,509,0,3,1,14,14,1455,3,720842706,690809790,23974265,41835151,41851535,1,3,1,2175427884,73389,73389,14,14,14,41835155,8,3,55038,288532,454196,6035,720842706,281833,17689864,1779
418064.30,10,253952,62,41504,2732603048,0,6735914,390,3,3,3433,299,4,585,349104,0,24,16276,12,1,106484717,1172,1,0,4,730,51565303,9,206261212,11,17,0,8,1102,585,0,0,22771039,592923,895220194,0,585,526,0,3,1,14,14,1455,3,894359999,863166887,30007313,52367016,52367016,1,3,1,2723084864,73389,73389,14,14,14,52367020,8,3,57852,357574,533855,7463,894359999,349104,22238045,1838
420072.35,10,253952,62,49911,3286165006,0,8037567,468,3,3,3433,375,4,594,417951,0,24,19598,12,1,109842118,1190,1,0,4,730,62035317,9,248076728,11,17,0,8,1102,594,0,0,27414435,676958,1074145776,0,594,533,0,3,1,14,14,1455,3,1073244403,1038003953,36020800,62970450,62970450,1,3,1,3274463432,73389,73389,14,14,14,62970454,8,3,60992,428212,605226,8982,1073244403,417951,26810246,1871
422079.50,11,253952,62,58565,3855624772,0,9287670,550,3,3,3433,415,5,603,489970,0,24,22971,12,1,112921072,1208,1,0,4,730,72775383,9,291101532,11,17,0,8,1102,603,0,0,32128746,756836,1261694511,0,603,539,0,3,1,14,14,1455,3,1260610981,1217693850,42047890,73895531,73911915,1,3,1,3842567644,73389,73389,14,14,14,73895535,8,3,67203,501937,705090,10506,1260610981,489970,31424883,1902
424086.91,11,253952,62,67344,4434531402,0,10437258,641,3,3,3433,494,5,612,563911,0,24,26447,12,1,116547067,1226,1,0,4,730,83724236,9,334832288,11,17,0,8,1102,612,0,0,36936812,845561,1453266822,0,612,547,0,3,1,14,14,1455,3,1452265848,1400839421,48076474,84984008,84984008,1,3,1,4419168448,73389,73389,14,14,14,84984012,8,3,69638,577707,804262,12140,1452265848,563911,36133967,1933
426097.21,11,253952,62,76392,5030710686,0,11723309,730,3,3,3433,535,5,612,634136,0,24,29981,12,1,117838129,1226,1,0,4,730,94994207,9,379976828,11,17,0,8,1102,612,0,0,41624607,878597,1648741246,0,612,547,0,3,1,14,14,1455,3,1648338806,1589247327,54068351,96398450,96398450,1,3,1,5012719432,73389,73389,14,14,14,96398454,8,3,70413,649655,892297,13731,1648338806,634136,40733911,1933
428107.65,11,253952,62,85451,5627840120,0,12969521,821,3,3,3433,614,5,621,709689,2,24,33553,12,1,120546726,1244,1,0,4,730,106240402,9,424961608,11,17,0,8,1102,621,0,0,46376062,931660,1846785224,0,619,557,2,3,1,14,14,1455,3,1845279350,1777951138,60112923,107821084,107821084,1,3,1,5606696400,73389,73389,14,14,14,107821088,8,3,71741,726988,983032,15409,1845279350,709689,45394823,1964
