timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MergingSortedMilliseconds,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
171202.53,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,15,0,9,0,2097278,2,1,0,9,12,0,0,182,0,0,0,0,0,0,4928,0,0,0,2,1,14,14,403,1,0,0,140,0,0,1,2,1,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0
173207.16,1,0,0,21247,1398814240,0,0,0,0,1,1,4043,117,0,643,125418,24,1985,11,0,132862813,1287,1,0,10,15,0,9,226,643,0,0,0,1981457,11645,460321729,0,643,429,2,1,14,14,403,1,461013188,412497463,1994090,31462808,31479192,1,2,1,1384363552,73389,73389,14,14,14,31462808,9,3,404168,127476,797966,3535,461013188,125418,1183575,1904
175213.79,1,253952,62,38729,2550632054,12,12768356,0,47,32,32,4043,120,0,675,245735,24,6695,42,11,140299886,1352,1,0,41,46,7,9,346,675,0,0,0,6290180,746668,793613820,0,675,446,2,1,14,14,403,1,800455472,749471437,36657516,57611167,57611167,1,2,1,2534891348,73389,73389,14,14,14,57611167,9,3,508015,250266,1151030,6126,800455472,245735,5139388,1986
177221.06,1,253952,62,50388,3319228962,30,32426797,0,66,32,32,4043,122,0,675,295327,24,9986,42,11,140830790,1352,1,0,41,46,7,9,346,675,0,0,0,8811319,838098,1025187527,0,675,446,2,1,14,14,403,1,1024981808,974102224,71520441,75080768,75080768,1,2,1,3302832896,73389,73389,14,14,14,75064384,9,3,513407,301145,1214852,7839,1024981808,295327,7596855,1986
179228.42,1,253952,62,66304,4367874430,30,34369623,0,117,36,36,4043,125,0,675,410023,24,14448,42,11,141096242,1352,1,0,41,50,7,9,346,675,0,0,0,13095773,1582062,1328501903,0,675,446,2,1,14,14,403,1,1331297072,1280692129,79595147,98915109,98915109,1,2,1,4352264796,73389,73389,14,14,14,98915109,9,3,541466,418274,1412169,10176,1331297072,410023,11684140,1986
181237.44,1,253952,62,82213,5415795694,32,40144885,0,178,36,36,4043,127,0,675,529301,24,18940,42,11,141361694,1352,1,0,41,50,7,9,346,675,0,0,0,17457701,2263446,1636149113,0,675,446,2,1,14,14,403,1,1637219120,1587000031,90933701,122735225,122735225,1,2,1,5399629004,73389,73389,14,14,14,122718841,9,3,555114,540048,1582119,12510,1637219120,529301,15876274,1986
183242.31,1,253952,62,97683,6435212106,32,42735714,0,232,37,37,4043,130,0,675,633868,24,23370,42,11,141892598,1352,1,0,41,51,7,9,346,675,0,0,0,21559818,2864498,1932384674,0,675,446,2,1,14,14,403,1,1935276848,1885078277,99463994,145897822,145897822,1,2,1,6418783272,73389,73389,14,14,14,145881438,9,3,570948,646939,1757975,14784,1935276848,633868,19802674,1986
185248.05,1,253952,62,108878,7173134858,35,47524486,0,253,37,37,4043,131,0,675,680173,24,26432,42,11,142158050,1352,1,0,41,51,7,9,346,675,0,0,0,23867070,2864667,2150321485,0,675,446,2,1,14,14,403,1,2151021360,2100801692,106570589,162665070,162665070,1,2,1,7156542184,73389,73389,14,14,14,162648686,9,3,573561,694520,1822923,16430,2151021360,680173,22045073,1986
187257.01,1,253952,62,121551,8008185270,35,49011208,0,283,38,38,4043,133,1,675,744723,24,29999,42,11,142423502,1352,1,0,41,52,7,9,346,675,0,0,0,26695731,2914806,2393446315,0,675,446,2,1,14,14,403,1,2394684208,2344830711,111014040,181650191,181650191,1,2,1,7992608404,73389,73389,14,14,14,181650191,9,3,582283,760776,1910102,18289,2394684208,744723,24786667,1986
189265.77,1,253952,62,137057,9029960978,35,51093555,0,322,40,40,4043,136,1,675,846478,24,34396,42,11,142942340,1352,1,0,41,54,7,9,346,675,0,0,0,30684873,3995998,2691518994,0,675,446,2,1,14,14,403,1,2693266224,2643555838,118625441,204870132,204870132,1,2,1,9013564912,73389,73389,14,14,14,204853748,9,3,596952,864883,2080934,20567,2693266224,846478,28605124,1986
