timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,QueryTimeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectQueryTimeMicroseconds,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
85868.98,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,2097278,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0
87874.55,0,253952,62,10008,658466412,1,2019272,0,70,4,4,5622,118,0,576,75244,0,27,3893,18,23,98792058,1154,1,0,4,691,12243498,10,48973992,17,18,133,13,96,576,0,0,4698797,20806,239393047,0,576,483,0,3,1,14,14,1208,0,3,239974344,210088976,6739140,12483720,12483720,1,3,1,0,648301504,73389,73389,14,14,14,12467340,7,3,69908,76974,187496,2057,239974344,75244,4511515,1794
89879.67,0,253952,62,18447,1214915262,2,4123362,0,128,4,4,5622,142,0,576,122044,0,27,7188,18,23,101241456,1154,1,0,4,691,22784385,10,91137540,17,18,133,13,96,576,0,0,8359068,21172,415479788,0,576,483,0,3,1,14,14,1208,0,3,416524670,385162389,12501293,23191491,23191491,1,3,1,0,1205105596,73389,73389,14,14,14,23175111,7,3,70723,125061,252491,3454,416524670,122044,8106944,1794
91885.76,0,253952,62,26153,1721667732,2,5781206,0,164,5,5,5622,220,0,585,167906,0,27,10262,18,23,103998527,1172,1,0,4,691,32436870,10,129682972,17,19,133,13,96,585,0,0,11712258,21266,580641669,0,585,486,0,3,1,14,14,1208,0,3,580716279,544791429,17503507,32933050,32933050,1,3,1,0,1712518632,73389,73389,14,14,14,32933054,7,3,77698,172097,307406,4883,580716279,167906,11405362,1817
93891.78,2,253952,62,36291,2390089678,2,7015857,0,252,5,5,5622,259,0,603,235408,0,27,14228,18,23,109446246,1208,1,0,4,691,45074106,10,180231804,17,19,133,13,96,603,0,0,16484303,28405,784414187,0,603,506,0,3,1,14,14,1208,0,3,784363105,755269606,23524711,45782807,45782807,1,3,1,0,2380705996,73389,73389,14,14,14,45782811,7,3,81633,241235,376026,6539,784363105,235408,16108991,1874
95897.37,2,253952,62,46645,3071472866,2,8051697,0,347,5,5,5622,358,0,621,314776,0,27,18324,18,23,113281643,1244,1,0,4,691,57979407,10,231917628,17,19,133,13,96,621,0,0,21449862,33415,1003599874,0,621,522,0,3,1,14,14,1208,0,3,1003446282,970354242,29527249,58854192,58854192,1,3,1,0,3060418016,73389,73389,14,14,14,58854196,7,3,86051,322485,491890,8416,1003446282,314776,20958890,1942
97902.56,2,253952,62,54072,3560218310,3,10283243,0,391,5,5,5622,378,0,630,358733,0,27,21217,18,23,116059691,1262,1,0,4,691,67226075,10,268904300,17,19,133,13,96,630,0,0,24771056,37131,1153249483,0,630,525,0,3,1,14,14,1208,0,3,1152199030,1124382590,35082303,68249528,68249528,1,3,1,0,3548975488,73389,73389,14,14,14,68249532,7,3,88303,367525,556856,9600,1152199030,358733,24215254,1965
99911.12,4,253952,62,61698,4063133006,3,11631817,0,444,6,6,5622,455,0,630,410903,0,27,24249,18,23,117941987,1262,1,0,4,691,76735138,10,306940552,17,20,133,13,96,630,0,0,28496478,73849,1314586946,0,630,525,0,3,1,14,14,1208,0,3,1313394276,1282794058,40182311,77910882,77910882,1,3,1,0,4051365896,73389,73389,14,14,14,77910886,7,3,98415,421028,650855,10985,1313394276,410903,27846824,1965
101917.84,4,253952,62,70937,4671479752,3,12655935,0,547,6,6,5622,494,0,630,486722,0,27,27863,18,23,119233049,1262,1,0,4,691,88281989,10,353127956,17,20,133,13,96,630,0,0,33443703,123773,1516591100,0,630,525,0,3,1,14,14,1208,0,3,1515204020,1474336332,46187633,89606011,89606011,1,3,1,0,4659512604,73389,73389,14,14,14,89606015,7,3,100614,498666,740800,12612,1515204020,486722,32704293,1965
103928.52,5,253952,62,79802,5255581486,3,13879402,0,639,6,6,5622,582,0,630,558371,0,27,31386,18,23,120475847,1262,1,0,4,691,99343143,10,397372572,17,20,133,13,96,630,0,0,38196869,189397,1702246356,0,630,525,0,3,1,14,14,1208,0,3,1700936357,1658233380,52189069,100840229,100840229,1,3,1,0,5243691940,73389,73389,14,14,14,100840233,7,3,104105,572095,838555,14212,1700936357,558371,37359890,1965
