timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
13226.81,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,2097278,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0
15230.43,0,253952,62,8954,589958570,0,848250,0,21,3,3,4963,104,0,558,42949,0,15,3486,16,96675873,1118,1,0,4,609,11010959,4,43914732,15,17,27,12,244,558,0,0,3112796,81,219255481,0,558,163,0,3,1,14,14,1015,3,219387924,188576381,3962198,11168682,11168682,1,3,1,580771496,73389,73389,14,14,14,11168686,6,3,80182,43929,159012,1852,219387924,42949,2953911,911
17233.90,0,253952,62,20620,1357686970,1,1875671,0,26,3,3,4963,201,0,558,90645,0,15,8098,16,98292717,1118,1,0,4,609,25560130,4,102176056,15,17,27,12,244,558,0,0,7086437,167,462320992,0,558,163,0,3,1,14,14,1015,3,462958817,430340546,8962142,25925460,25925460,1,3,1,1348123952,73389,73389,14,14,14,25925464,6,3,82265,92904,213015,3923,462958817,90645,6873695,911
19238.15,0,253952,62,32525,2140852406,1,1897204,0,30,3,3,4963,243,0,576,138472,0,15,12750,16,103114529,1154,1,0,4,609,40397424,4,161525292,15,17,27,12,244,576,0,0,11078963,256,707524624,0,576,170,0,3,1,14,14,1015,3,707223065,676713035,12976534,40999567,40999567,1,3,1,2131977516,73389,73389,14,14,14,40999571,6,3,84208,141948,283003,5901,707223065,138472,10796387,945
21241.55,0,253952,62,43991,2896004510,1,3473272,0,42,4,4,4963,339,0,585,187136,0,15,17277,17,106447857,1172,1,0,4,609,54676068,4,218704272,16,18,27,12,253,585,0,0,15133976,376,944983814,0,585,172,0,3,1,14,14,1015,3,944927971,914694411,18607569,55506267,55506267,1,3,1,2886325916,73389,73389,14,14,14,55506271,6,3,87908,191886,345022,7913,944927971,187136,14789536,966
23245.26,0,253952,62,55567,3658751686,1,5588238,0,53,4,4,4963,399,0,585,237380,0,15,21821,17,108354285,1172,1,0,4,609,69137471,4,276549884,16,18,27,12,253,585,0,0,19202697,528,1192350665,0,585,172,0,3,1,14,14,1015,3,1192922127,1155119101,24791126,70158264,70158264,1,3,1,3648229760,73389,73389,14,14,14,70158268,6,3,91489,243351,394018,9948,1192922127,237380,18809410,966
25249.02,0,253952,62,63667,4192742512,2,7353910,0,96,4,4,4963,452,0,585,271913,0,15,25010,17,110562363,1172,1,0,4,609,79244735,4,316978940,16,18,27,12,253,585,0,0,22039307,607,1360612832,0,585,172,0,3,1,14,14,1015,3,1359770289,1323171419,29392526,80425826,80425826,1,3,1,4182142984,73389,73389,14,14,14,80425830,6,3,93768,278741,452026,11321,1359770289,271913,21588129,966
27252.79,1,253952,62,74908,4933185214,2,9433026,0,117,5,5,4963,546,0,585,321502,0,15,29445,17,112432593,1172,1,0,4,609,93273889,4,372966320,16,19,27,12,253,585,0,0,26055894,705,1594732410,0,585,172,0,3,1,14,14,1015,3,1594281357,1556824983,35403706,94637614,94637614,1,3,1,4921155960,73389,73389,14,14,14,94637618,6,3,98287,329646,510047,13308,1594281357,321502,25546841,966
29256.76,1,253952,62,86303,5684082440,2,11594329,0,131,5,5,4963,587,0,594,372315,0,15,33896,17,115777789,1190,1,0,4,609,107494165,4,429847248,16,19,27,12,253,594,0,0,30130219,886,1830187917,0,594,198,0,3,1,14,14,1015,3,1829706228,1793459725,41369082,109060235,109060235,1,3,1,5671132252,73389,73389,14,14,14,109060239,6,3,101947,381730,576013,15196,1829706228,372315,29555345,988
31260.99,2,253952,62,97638,6430030288,2,13366431,0,154,5,5,4963,682,0,630,426815,0,15,38381,17,123727103,1262,1,0,4,609,121628232,4,486512928,16,19,27,12,253,630,0,0,34249539,1020,2071238365,0,630,218,0,3,1,14,14,1015,3,2071264540,2028314474,47615416,123397062,123397062,1,3,1,6416647256,73389,73389,14,14,14,123397066,6,3,111478,437555,662071,17257,2071264540,426815,33588761,1076
