timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MergingSortedMilliseconds,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,QueryTimeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectQueryTimeMicroseconds,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
594001.61,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,2097278,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0
596006.78,3,0,0,19535,1285820252,0,0,0,0,1,1,5937,117,594,125237,22,1824,15,91,122489018,1190,1,0,14,15,0,13,300,594,0,0,0,1968521,20359,422834250,0,594,474,2,1,14,14,412,0,1,423919812,379269904,1990013,28905189,28921573,1,2,1,0,1271828316,73389,73389,14,14,14,28905189,9,3,372198,127273,855593,3252,423919812,125237,1113037,1982
598012.17,3,253952,62,32644,2149721878,22,23304122,0,30,24,24,5937,119,675,191165,22,5036,38,130,140299886,1352,1,0,37,38,8,13,409,675,0,0,0,4583312,21791,682427198,0,675,528,2,1,14,14,412,0,1,683146032,632234310,32912464,48502551,48502551,1,2,1,0,2134112244,73389,73389,14,14,14,48502551,9,3,489696,194805,1166597,5231,683146032,191165,3416928,2211
600020.55,3,253952,62,47803,3148756594,22,24486243,0,70,27,27,5937,122,675,294018,22,9275,38,130,140565338,1352,1,0,37,41,8,13,409,675,0,0,0,8262933,819226,974069727,0,675,528,2,1,14,14,412,0,1,975174448,924290660,39140541,71206396,71206396,1,2,1,0,3133081424,73389,73389,14,14,14,71206396,9,3,506234,299881,1315608,7459,975174448,294018,6947669,2211
602035.64,3,253952,62,63500,4183049678,23,27817829,0,113,27,27,5937,124,675,405565,22,13675,38,130,141096242,1352,1,0,37,41,8,13,409,675,0,0,0,12383349,2419038,1275406154,0,675,528,2,1,14,14,412,0,1,1277295408,1226623242,49266625,94704865,94721249,1,2,1,0,4167014060,73389,73389,14,14,14,94704865,9,3,518968,418811,1456997,9764,1277295408,405565,10926830,2211
604043.18,3,253952,62,78880,5196302398,24,32803260,0,154,30,30,5937,127,675,523164,22,18034,38,130,141361694,1352,1,0,37,44,8,13,409,675,0,0,0,16474103,3750696,1571112951,0,675,528,2,1,14,14,412,0,1,1572993840,1522854958,59253482,117746741,117746741,1,2,1,0,5180135708,73389,73389,14,14,14,117730357,9,3,540438,538779,1626692,12020,1572993840,523164,14848039,2211
606049.88,3,253952,62,95017,6259696774,25,37419450,0,199,31,31,5937,129,675,650342,22,22544,38,130,141892598,1352,1,0,37,45,8,13,409,675,0,0,0,20921052,4907126,1877967947,0,675,528,2,1,14,14,412,0,1,1883896624,1833675835,72360876,141914795,141914795,1,2,1,0,6243530084,73389,73389,14,14,14,141898411,9,3,553156,668486,1835799,14392,1883896624,650342,19086022,2211
608060.50,3,253952,62,111754,7362678202,26,42543217,0,251,31,31,5937,132,675,771349,22,27275,38,130,142423502,1352,1,0,37,45,8,13,409,675,0,0,0,25420549,5941724,2205393388,0,675,528,2,1,14,14,412,0,1,2206333744,2156196072,84355665,166973618,166990002,1,2,1,0,7346839192,73389,73389,14,14,14,166973618,9,3,564970,791983,2056135,16852,2206333744,771349,23365324,2211
610067.82,3,253952,62,128738,8481581570,26,45726189,0,285,33,33,5937,135,675,890882,22,32072,38,130,142688954,1352,1,0,37,47,8,13,409,675,0,0,0,29888420,6931297,2532443473,0,675,528,2,1,14,14,412,0,1,2533096240,2483159052,94664857,192403240,192419624,1,2,1,0,8465742560,73389,73389,14,14,14,192403240,9,3,579100,914078,2236487,19345,2533096240,890882,27651998,2211
612076.86,3,253952,62,146020,9620280118,28,50869956,0,326,34,34,5937,137,675,1020605,22,36893,38,130,142942340,1352,1,0,37,48,8,13,409,675,0,0,0,34446404,7791880,2863690310,0,675,528,2,1,14,14,412,0,1,2865756976,2816164130,106952260,218273071,218289455,1,2,1,0,9604015124,73389,73389,14,14,14,218273071,9,3,591241,1046415,2424862,21883,2865756976,1020605,32022759,2211
614083.92,3,253952,62,163779,10790180418,30,56152973,0,354,37,37,5937,140,675,1144890,22,41900,38,130,143738696,1352,1,0,37,51,8,13,409,675,0,0,0,39058004,8875029,3201976542,0,675,528,2,1,14,14,412,0,1,3206515664,3157921288,120855216,244875864,244892248,1,2,1,0,10774538016,73389,73389,14,14,14,244875864,9,3,614824,1173302,2641785,24486,3206515664,1144890,36417577,2211
616091.81,3,253952,62,179845,11848656286,30,57725467,0,359,40,40,5937,143,675,1268238,22,46445,38,130,144004148,1352,1,0,37,54,8,13,409,675,0,0,0,43588611,9611400,3511344916,0,675,528,2,1,14,14,412,0,1,3515845584,3467410766,136030374,268923197,268939581,1,2,1,0,11832620668,73389,73389,14,14,14,268923197,9,3,640099,1300305,2875602,26846,3515845584,1268238,40714534,2211
618098.36,3,253952,62,196530,12948229842,30,57725467,0,359,40,40,5937,146,675,1387550,22,51161,38,130,144535052,1352,1,0,37,54,8,13,409,675,0,0,0,48188869,9960832,3834615923,0,675,528,2,1,14,14,412,0,1,3837103056,3788805156,147056731,293916484,293932868,1,2,1,0,12932325296,73389,73389,14,14,14,293916484,9,3,650711,1422187,3079135,29297,3837103056,1387550,45110830,2211
620104.97,3,253952,62,213467,14064318470,30,57725467,0,359,40,40,5937,149,675,1505460,22,55946,38,130,145065956,1352,1,0,37,54,8,13,409,675,0,0,0,52723847,10013833,4162206724,0,675,528,2,1,14,14,412,0,1,4163079120,4115046849,155856373,319286603,319302987,1,2,1,0,14048610532,73389,73389,14,14,14,319286603,9,3,661844,1542567,3235720,31784,4163079120,1505460,49489998,2211
622110.65,3,253952,62,232491,15317977086,30,57725467,0,359,40,40,5937,152,675,1628282,22,61301,38,130,145596860,1352,1,0,37,54,8,13,409,675,0,0,0,57439637,10083868,4525716774,0,675,528,2,1,14,14,412,0,1,4529294288,4481520551,166989890,347787781,347804165,1,2,1,0,15302662364,73389,73389,14,14,14,347787781,9,3,676703,1667958,3411806,34578,4529294288,1628282,54029880,2211
624115.95,3,253952,62,249731,16453923122,30,57725467,0,359,40,40,5937,154,675,1743467,22,66113,38,130,145862312,1352,1,0,37,54,8,13,409,675,0,0,0,61846232,10105082,4857896142,0,675,528,2,1,14,14,412,0,1,4861299664,4813527195,176369302,373600268,373616652,1,2,1,0,16438411792,73389,73389,14,14,14,373600268,9,3,687801,1785671,3592398,37111,4861299664,1743467,58256070,2211
626120.73,3,253952,62,266417,17553308828,30,57725467,0,359,40,40,5937,157,675,1842164,22,70826,38,130,146393216,1352,1,0,37,54,8,13,409,675,0,0,0,65967505,10107230,5179442933,0,675,528,2,1,14,14,412,0,1,5182557136,5135016200,184444983,398571138,398587522,1,2,1,0,17537130072,73389,73389,14,14,14,398571138,9,3,694868,1886626,3740310,39562,5182557136,1842164,62229588,2211
628125.54,3,253952,62,283462,18676463278,30,57725467,0,359,40,40,5937,160,675,1934621,22,75641,38,130,146658668,1352,1,0,37,54,8,13,409,675,0,0,0,70187561,10107400,5508200304,0,675,528,2,1,14,14,412,0,1,5510892496,5463260138,195325339,424105097,424121481,1,2,1,0,18660624268,73389,73389,14,14,14,424105097,9,3,702199,1981228,3877593,42067,5510892496,1934621,66312522,2211
630130.33,3,253952,62,300634,19807526882,30,57725467,0,359,40,40,5937,163,675,2021859,22,80489,38,130,147189572,1352,1,0,37,54,8,13,409,675,0,0,0,74237580,10107467,5837353356,0,675,528,2,1,14,14,412,0,1,5840280395,5793897622,203174941,449827472,449827472,1,2,1,0,19792408768,73389,73389,14,14,14,449827472,9,3,706571,2070543,4012532,44584,5840280395,2021859,70227763,2211
632134.95,3,253952,62,317519,20919483434,30,57725467,0,359,40,40,5937,167,675,2108013,22,85313,38,130,147720476,1352,1,0,37,54,8,13,409,675,0,0,0,78276204,10107636,6164305604,0,675,528,2,1,14,14,412,0,1,6164977001,6118910039,211203019,475101446,475101446,1,2,1,0,20904463624,73389,73389,14,14,14,475101446,9,3,715469,2158738,4152983,47068,6164977001,2108013,74126086,2211
634139.89,3,253952,62,334615,22045843820,30,57725467,0,359,40,40,5937,171,675,2197912,22,90162,38,130,148251380,1352,1,0,37,54,8,13,409,675,0,0,0,82249683,10107840,6491560539,0,675,528,2,1,14,14,412,0,1,6493384714,6448066720,218310667,500706974,500706974,1,2,1,0,22031106856,73389,73389,14,14,14,500706974,9,3,721396,2250730,4252836,49580,6493384714,2197912,77999877,2211
