timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
393900.31,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,2097278,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0
395907.05,1,253952,62,7884,518905968,0,1206021,0,85,3,3,4514,111,0,558,80584,0,2,3077,7,95746791,1118,1,0,4,714,9630652,8,38522608,6,17,3,283,558,0,0,4583995,153559,195214147,0,558,538,0,3,1,14,14,1279,3,195562721,166211261,5924685,9798903,9798903,1,3,1,508803288,73389,73389,14,14,14,9784682,7,3,79105,82257,275563,1693,195562721,80584,4308612,1763
397913.36,1,253952,62,15909,1047064578,0,2600805,0,156,3,3,4514,137,0,558,152214,0,2,6208,7,97013721,1118,1,0,4,714,19677643,8,78581268,6,17,3,283,558,0,0,9050737,272024,362778513,0,558,538,0,3,1,14,14,1279,3,363093257,332432033,11892400,19958254,19958254,1,3,1,1037829240,73389,73389,14,14,14,19958258,7,3,80807,155674,358412,3030,363093257,152214,8692672,1763
399918.14,1,253952,62,21588,1421101686,1,5288321,0,177,3,3,4514,200,0,567,183199,0,2,8473,7,100080143,1136,1,0,4,714,26764191,8,107056764,6,17,3,283,567,0,0,11450093,281535,486746741,0,567,541,0,3,1,14,14,1279,3,486316360,450037920,16985632,27162452,27162452,1,3,1,1412447536,73389,73389,14,14,14,27162456,7,3,82607,187724,388193,4110,486316360,183199,11062334,1786
401931.62,1,253952,62,28965,1907384202,1,6329927,0,242,4,4,4514,222,0,576,237714,0,2,11345,8,103461600,1154,1,0,4,714,35927530,8,143645496,7,18,3,294,576,0,0,15110033,345982,637127714,0,576,548,0,3,1,14,14,1279,3,637075955,603528660,21742917,36490093,36490093,1,3,1,1897484868,73389,73389,14,14,14,36490097,7,3,91288,243627,468168,5310,637075955,237714,14642453,1810
403941.62,1,253952,62,37323,2457143662,1,7726227,0,317,4,4,4514,309,1,594,309490,0,2,14676,8,107995485,1190,1,0,4,714,46362429,8,185449716,7,18,3,294,594,0,0,19675193,433093,804911778,0,594,557,0,3,1,14,14,1279,3,804424517,776475885,27765096,47073269,47073269,1,3,1,2447810020,73389,73389,14,14,14,47073273,7,3,94414,317181,551310,6774,804424517,309490,19124645,1864
405951.61,1,253952,62,45643,3005492078,1,9133154,0,390,4,4,4514,340,8,594,375827,0,2,17919,8,109515801,1190,1,0,4,714,56727365,8,226909460,7,18,3,294,594,0,0,24215421,521382,986156749,0,594,557,0,3,1,14,14,1279,3,985891731,949395746,33789554,57586591,57602975,1,3,1,2994502764,73389,73389,14,14,14,57586595,7,3,98029,385376,633465,8237,985891731,375827,23582896,1864
407959.19,1,253952,62,53962,3553835288,1,10390317,0,472,4,4,4514,381,8,594,439780,0,2,21189,8,111410163,1190,1,0,4,714,67124631,8,268498524,7,18,3,294,594,0,0,28903609,632664,1157385827,0,594,557,0,3,1,14,14,1279,3,1156947448,1121819534,39842781,68149065,68149065,1,3,1,3543751412,73389,73389,14,14,14,68149069,7,3,103037,451052,726444,9642,1156947448,439780,28178278,1864
409965.14,2,253952,62,62233,4098091622,1,11676818,0,552,4,4,4514,454,8,594,500933,0,2,24454,8,112363377,1190,1,0,4,714,77463627,8,309725532,7,18,3,294,594,0,0,33538804,749853,1323306011,0,594,557,0,3,1,14,14,1279,3,1322564213,1293304649,45862249,78619712,78619712,1,3,1,4088225056,73389,73389,14,14,14,78619716,7,3,105139,513848,805205,11039,1322564213,500933,32733889,1864
411972.33,2,253952,62,70329,4631844436,1,13191286,0,617,4,4,4514,488,8,594,561199,0,2,27639,8,113968155,1190,1,0,4,714,87586709,8,350346836,7,18,3,294,594,0,0,37970876,838943,1494791325,0,594,557,0,3,1,14,14,1279,3,1493488445,1461255352,51888966,88887274,88887274,1,3,1,4622138280,73389,73389,14,14,14,88887278,7,3,109703,575742,888270,12421,1493488445,561199,37084058,1864
