timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,QueryTimeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectQueryTimeMicroseconds,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
9648.39,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,2097278,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
11652.01,0,253952,62,9331,614351926,0,1316155,23,3,3,8278,105,0,558,45174,0,18,3632,18,10,96362157,1118,1,0,4,382,11449041,6,45796164,17,17,14,59,558,0,0,3111659,66,224293873,0,558,65,0,3,1,14,14,778,0,3,224817929,196082080,4428761,11645977,11645977,1,3,1,0,605590836,73389,73389,14,14,14,11645981,4,3,79941,46172,152959,1906,224817929,45174,2958829,779
13655.73,0,253952,62,19848,1306743264,1,2876839,74,3,3,8278,193,0,567,91589,0,18,7794,18,10,99442099,1136,1,0,4,382,24585525,6,98277504,17,17,14,59,567,0,0,6558171,140,452878528,0,567,68,0,3,1,14,14,778,0,3,452734653,414163236,9434138,24952771,24952771,1,3,1,0,1297544124,73389,73389,14,14,14,24952775,4,3,82918,93737,208014,3843,452734653,91589,6350436,797
15659.19,0,253952,62,29901,1969329198,2,4606366,82,4,4,8278,220,0,567,131763,0,18,11712,19,10,101939761,1136,1,0,4,382,37142625,6,148505744,18,18,14,65,567,0,0,9907847,222,648337619,0,567,68,0,3,1,14,14,778,0,3,648588185,622959620,14513069,37689999,37689999,1,3,1,0,1959879980,73389,73389,14,14,14,37690003,4,3,85562,134955,260083,5411,648588185,131763,9648175,797
17663.02,0,253952,62,41840,2753467986,2,4632062,87,4,4,8278,318,0,621,181940,10,18,16421,19,10,112785615,1244,1,0,4,382,51989721,6,207893912,18,18,14,65,621,0,0,13879185,320,905691975,0,611,90,10,3,1,14,14,778,0,3,906291409,869954187,18510446,52765180,52765180,1,3,1,0,2743789392,73389,73389,14,14,14,52765184,4,3,87236,186476,318018,7615,906291409,181940,13561722,906
19666.91,0,253952,62,53571,3525023016,2,4688330,92,5,5,8278,416,0,648,230898,10,18,21054,19,10,119143264,1298,1,0,4,382,66591065,6,266364260,18,19,14,65,648,0,0,17886771,395,1143447087,0,638,102,10,3,1,14,14,778,0,3,1143920342,1113064106,22575116,67574984,67591368,1,3,1,0,3513899200,73389,73389,14,14,14,67574988,4,3,90791,236718,372904,9648,1143920342,230898,17514572,971
21671.02,0,253952,62,64984,4277099890,2,6833114,108,5,5,8278,455,0,648,284939,10,18,25522,19,10,121061758,1298,1,0,4,382,80875610,6,323502440,18,19,14,65,648,0,0,21953312,470,1380121546,0,638,102,10,3,1,14,14,778,0,3,1379660758,1349586368,28663457,82063141,82063141,1,3,1,0,4267283364,73389,73389,14,14,14,82063145,4,3,94922,292129,437821,11536,1379660758,284939,21516350,971
23674.76,0,253952,62,76242,5018982486,2,8385434,125,5,5,8278,546,0,657,339397,10,18,29968,19,10,124756095,1316,1,0,4,382,94901384,6,379605536,18,19,14,65,657,0,0,25962587,537,1618297157,0,647,106,10,3,1,14,14,778,0,3,1617820808,1583587403,34296834,96305538,96305538,1,3,1,0,5007888008,73389,73389,14,14,14,96305542,4,3,98495,347995,509870,13539,1617820808,339397,25453722,992
25678.90,0,253952,62,84333,5552057706,3,10736628,170,6,6,8278,606,0,657,377723,10,18,33141,19,10,126927975,1316,1,0,4,382,104945067,6,419715656,18,20,14,65,657,0,0,28768174,579,1794283244,0,647,106,10,3,1,14,14,778,0,3,1793709484,1751899078,39502151,106526107,106526107,1,3,1,0,5539357596,73389,73389,14,14,14,106526111,4,3,105133,387305,559831,15017,1793709484,377723,28209468,992
27682.71,0,253952,62,95694,6302222892,3,12562465,188,6,6,8278,658,0,657,433727,10,18,37611,19,10,130004805,1316,1,0,4,382,119186743,6,476682300,18,20,14,65,657,0,0,32876467,696,2028677676,0,647,106,10,3,1,14,14,778,0,3,2028335276,1987810185,45436244,120937933,120937933,1,3,1,0,6287920580,73389,73389,14,14,14,120921553,4,3,107563,444623,624834,16924,2028335276,433727,32252906,992
