timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
194373.56,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,2097278,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0
196385.19,0,253952,62,7117,468024490,1,2782233,25,4,4,5919,104,0,558,65879,0,27,2770,11,95445141,1118,1,0,4,4070,8695824,7,34718532,10,18,178,6,6186,558,0,0,3864351,176922,178856619,0,558,614,0,3,1,14,14,4755,3,178974184,150224169,6821062,8820181,8820181,1,3,1,458649444,73389,73389,14,14,14,8820185,7,3,80288,67296,247510,1549,178974184,65879,3616976,2322
198390.45,0,253952,62,13783,907397194,2,5398517,59,4,4,5919,119,0,567,107716,0,27,5355,11,99140449,1136,1,0,4,4070,16989815,7,67959260,10,18,178,6,6186,567,0,0,7014058,235729,317018458,0,567,625,0,3,1,14,14,4755,3,316750817,288649988,12640882,17265245,17265245,1,3,1,897792772,73389,73389,14,14,14,17265249,7,3,85194,110284,308371,2634,316750817,107716,6705948,2355
200401.75,0,253952,62,20556,1353166884,2,6811863,77,5,5,5919,187,0,567,149390,0,27,8054,11,100721095,1136,1,0,4,4070,25441280,7,101700460,10,19,180,6,6186,567,0,0,10063933,303215,457224039,0,567,625,0,3,1,14,14,4755,3,457363005,428931313,17172163,25821123,25837507,1,3,1,1342698428,73389,73389,14,14,14,25821127,7,3,90784,153085,358702,3856,457363005,149390,9705611,2355
202410.17,0,253952,62,28855,1900163176,2,8477550,128,5,5,5919,219,0,567,210253,0,27,11306,11,102880909,1136,1,0,4,4070,35823072,7,143292288,10,19,180,6,6186,567,0,0,14330767,460977,629743914,0,567,625,0,3,1,14,14,4755,3,629336452,601085484,23247927,36350829,36367213,1,3,1,1890243140,73389,73389,14,14,14,36350833,7,3,93457,215543,438142,5240,629336452,210253,13893178,2355
204418.18,2,253952,62,37446,2465994330,2,10095495,183,5,5,5919,298,0,567,277609,0,27,14708,11,104135773,1136,1,0,4,4070,46546362,7,186120844,10,19,180,6,6186,567,0,0,18649268,565683,811968581,0,567,625,0,3,1,14,14,4755,3,811373086,779198455,29278647,47243142,47243142,1,3,1,2456643416,73389,73389,14,14,14,47243146,7,3,98096,284553,539962,6796,811373086,277609,18110029,2355
206428.91,2,253952,62,46039,3031691104,2,11719162,238,5,5,5919,332,2,576,339866,0,27,18071,11,107226327,1154,1,0,4,4070,57279185,7,229052064,10,19,180,6,6186,576,0,0,22980075,629966,990791027,0,576,630,0,3,1,14,14,4755,3,990020116,957033495,35285300,58129422,58145806,1,3,1,3022729976,73389,73389,14,14,14,58129426,7,3,103317,348421,616467,8239,990020116,339866,22364512,2389
208438.34,2,253952,62,54075,3562380510,2,13409954,285,5,5,5919,407,2,576,403318,0,27,21261,11,110025639,1154,1,0,4,4070,67297792,7,269126712,10,19,180,6,6186,576,0,0,27241131,721586,1156296049,0,576,630,0,3,1,14,14,4755,3,1155495071,1124417486,41276214,68324971,68324971,1,3,1,3552898524,73389,73389,14,14,14,68324975,7,3,106514,413416,683868,9652,1155495071,403318,26558326,2389
210451.32,2,253952,62,62469,4114396122,2,14971635,349,5,5,5919,444,2,576,462724,0,27,24548,11,110978853,1154,1,0,4,4070,77785183,7,311140732,10,19,180,6,6186,576,0,0,31591686,851730,1331593721,0,576,630,0,3,1,14,14,4755,3,1330360576,1298248565,47341159,78928849,78945233,1,3,1,4104300180,73389,73389,14,14,14,78928853,7,3,112719,474356,761594,11067,1330360576,462724,30831319,2389
212458.31,3,253952,62,70915,4671038272,2,16416937,421,5,5,5919,518,2,576,525341,0,27,27896,11,112535367,1154,1,0,4,4070,88328422,7,353313688,10,19,180,6,6186,576,0,0,36086868,963252,1505593917,0,576,630,0,3,1,14,14,4755,3,1504842190,1473562562,53379107,89638779,89655163,1,3,1,4661216540,73389,73389,14,14,14,89638783,7,3,114962,538599,840616,12551,1504842190,525341,35247656,2389
