timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
445287.25,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,2097278,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0
447294.87,0,253952,62,7862,517138394,0,1148970,65,3,3,5220,110,0,558,71195,0,12,3070,16,129,95421009,1118,1,0,4,730,9629952,8,38455112,15,17,12,280,558,0,0,4413565,106513,195498867,0,558,523,0,3,1,14,14,1276,3,195596334,165603799,5649615,9768294,9768294,1,3,1,507951320,73389,73389,14,14,14,9768298,7,3,81970,72649,258549,1688,195596334,71195,4155176,1828
449302.24,0,253952,62,16299,1072913202,0,2417015,144,3,3,5220,143,0,558,134017,0,12,6368,16,129,96700005,1118,1,0,4,730,20158969,8,80571240,15,17,12,280,558,0,0,9097292,218730,370442705,0,558,523,0,3,1,14,14,1276,3,370495152,340735038,11705474,20447615,20447615,1,3,1,1063276012,73389,73389,14,14,14,20447619,7,3,87990,137077,362229,3092,370495152,134017,8735404,1828
451308.00,0,253952,62,22539,1483450554,1,4348530,182,3,3,5220,210,0,558,174048,0,12,8848,16,129,97665285,1118,1,0,4,730,27933609,8,111734436,15,17,12,280,558,0,0,12085820,237370,505329197,0,558,523,0,3,1,14,14,1276,3,504876742,470145461,16641398,28333908,28333908,1,3,1,1473363248,73389,73389,14,14,14,28333912,7,3,90898,178193,410280,4260,504876742,174048,11675985,1828
453313.89,0,253952,62,28248,1859791590,3,6982862,212,5,5,5220,222,0,558,204002,0,12,11068,17,129,99523449,1118,1,0,4,730,35073856,8,140295424,16,19,12,290,558,0,0,14571533,237418,619574082,0,558,523,0,3,1,14,14,1276,3,619916100,588549097,21614162,35576907,35576907,1,3,1,1849999196,73389,73389,14,14,14,35576911,7,3,96172,208951,464280,5172,619916100,204002,14107797,1828
455327.59,1,253952,62,34984,2302810666,3,8693037,252,6,6,5220,293,0,567,247507,0,12,13740,17,129,101674309,1136,1,0,4,730,43438686,8,173754744,16,20,12,290,567,0,0,17954357,268219,758821753,0,567,527,0,3,1,14,14,1276,3,758423301,728036099,26882324,44077600,44093984,1,3,1,2292035232,73389,73389,14,14,14,44077604,7,3,101010,253649,530148,6373,758423301,247507,17424873,1850
457335.42,1,253952,62,42849,2820435252,3,10019443,334,6,6,5220,324,0,567,313551,0,12,16803,17,129,102917107,1136,1,0,4,730,53228643,8,212849908,16,20,12,290,567,0,0,22533469,432409,929206111,0,567,527,0,3,1,14,14,1276,3,929288949,891269091,32908800,54007575,54040343,1,3,1,2808393932,73389,73389,14,14,14,54007579,7,3,102041,321287,620459,7748,929288949,313551,21913842,1850
459349.00,1,253952,62,50560,3329547940,3,11339432,411,6,6,5220,361,0,567,372517,0,12,19847,17,129,105113119,1136,1,0,4,730,62895164,8,251580656,16,20,12,290,567,0,0,27108019,586709,1079930208,0,567,527,0,3,1,14,14,1276,3,1079591308,1051511387,38887585,63828451,63828451,1,3,1,3319079484,73389,73389,14,14,14,63828455,7,3,105188,381695,707315,8976,1079591308,372517,26401698,1850
461365.18,5,253952,62,57874,3812292922,3,12719879,481,6,6,5220,432,0,567,442299,0,12,22758,17,129,106959217,1136,1,0,4,730,72062662,8,288250648,16,20,12,290,567,0,0,31596488,764758,1243140804,0,567,527,0,3,1,14,14,1276,3,1241997332,1203438717,44981255,73110814,73110814,1,3,1,3801762360,73389,73389,14,14,14,73110818,7,3,108909,453073,800245,10361,1241997332,442299,30797392,1850
463370.44,6,253952,62,63678,4193954928,4,15039267,510,6,6,5220,450,0,567,475822,0,12,25012,17,129,107622847,1136,1,0,4,730,79258971,8,317035884,16,20,12,290,567,0,0,34258510,791630,1363108548,0,567,527,0,3,1,14,14,1276,3,1362387710,1323841444,49509867,80425826,80442210,1,3,1,4182142984,73389,73389,14,14,14,80425830,7,3,110531,487429,842175,11327,1362387710,475822,33417589,1850
465379.47,7,253952,62,70632,4652515716,4,16612860,545,7,7,5220,516,0,567,530061,0,12,27772,17,129,109505143,1136,1,0,4,730,87962713,8,351850852,16,21,12,290,567,0,0,37925221,929542,1508394895,0,567,527,0,3,1,14,14,1276,3,1507803390,1468210531,55354507,89253755,89253755,1,3,1,4640343324,73389,73389,14,14,14,89237375,7,3,119060,542932,917127,12573,1507803390,530061,37009487,1850
467388.23,7,253952,62,78148,5147883604,4,18276995,593,7,7,5220,551,6,567,589637,0,12,30712,17,129,111049591,1136,1,0,4,730,97328749,8,389314996,16,21,12,290,567,0,0,42101185,1115986,1661757117,0,567,527,0,3,1,14,14,1276,3,1661015479,1624230803,61374261,98769812,98786196,1,3,1,5136030256,73389,73389,14,14,14,98769816,7,3,123065,603904,994642,13824,1661015479,589637,41108085,1850
