timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
211221.25,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,2097278,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0
213231.37,0,253952,62,8288,545394578,1,2325979,0,82,4,4,4689,110,0,558,77355,0,17,3235,12,96386289,1118,1,0,4,1636,10145619,10,40582476,11,18,0,7,1531,558,0,0,4512133,130119,202289879,0,558,509,0,3,1,14,14,2254,3,202246420,174586849,6944912,10306807,10306807,1,3,1,535953996,73389,73389,14,14,14,10306811,8,3,82630,79058,277293,1738,202246420,77355,4234997,1679
215241.85,0,253952,62,16996,1119267490,1,3647002,0,160,4,4,4689,143,0,558,144547,0,17,6640,12,97689417,1118,1,0,4,1636,21011902,10,84047608,11,18,0,7,1531,558,0,0,9121077,247116,384201589,0,558,509,0,3,1,14,14,2254,3,384501862,354956004,12942112,21344417,21360801,1,3,1,1109909716,73389,73389,14,14,14,21344421,8,3,87641,148031,365931,3201,384501862,144547,8755489,1679
217246.68,0,253952,62,23477,1546166120,2,6018628,0,192,4,4,4689,209,0,558,182165,0,17,9211,12,99849231,1118,1,0,4,1636,29091878,10,116367512,11,18,0,7,1531,558,0,0,11930298,269493,521034722,0,558,509,0,3,1,14,14,2254,3,520835261,489578556,18173588,29554072,29554072,1,3,1,1536811776,73389,73389,14,14,14,29554076,8,3,93603,186829,420625,4385,520835261,182165,11510120,1679
219253.66,0,253952,62,31923,2102820336,2,7319400,0,245,5,5,4689,239,0,567,239215,0,17,12521,12,102903587,1136,1,0,4,1636,39672986,10,158627328,11,19,0,7,1531,567,0,0,16022333,321210,695746355,0,567,514,0,3,1,14,14,2254,3,695121041,664693189,23611988,40264002,40264002,1,3,1,2093728136,73389,73389,14,14,14,40264006,8,3,100958,245499,507305,5788,695121041,239215,15515637,1709
221263.43,0,253952,62,41063,2703979190,2,8557337,0,329,5,5,4689,326,0,576,307846,0,17,16135,12,105319899,1154,1,0,4,1636,51055320,10,204156552,11,19,0,7,1531,576,0,0,20735403,398739,886881961,0,576,521,0,3,1,14,14,2254,3,886591058,854098414,29621494,51815993,51832377,1,3,1,2694431668,73389,73389,14,14,14,51815997,8,3,103968,315911,601976,7424,886591058,307846,20134226,1741
223273.04,0,253952,62,49737,3274682730,2,9961387,0,404,5,5,4689,360,0,576,375068,0,17,19521,12,106623027,1154,1,0,4,1636,61846513,10,247386052,11,19,0,7,1531,576,0,0,25300294,475691,1065977889,0,576,521,0,3,1,14,14,2254,3,1065639111,1034093304,35639547,62778160,62778160,1,3,1,3264464352,73389,73389,14,14,14,62778164,8,3,107360,384803,688558,8867,1065639111,375068,24612717,1741
225277.17,1,253952,62,55698,3667828422,3,12431336,0,427,5,5,4689,418,0,576,406132,0,17,21884,12,108794907,1154,1,0,4,1636,69308386,10,277233544,11,19,0,7,1531,576,0,0,27764507,478215,1187324584,0,576,521,0,3,1,14,14,2254,3,1186367990,1157419073,40584072,70346680,70363064,1,3,1,3658027392,73389,73389,14,14,14,70346684,8,3,111741,416746,723170,9906,1186367990,406132,27042412,1741
227282.15,1,253952,62,61820,4070668724,3,13694309,0,460,5,5,4689,433,0,576,438798,0,17,24259,12,110085969,1154,1,0,4,1636,76937871,10,307686560,11,19,0,7,1531,576,0,0,30222373,478293,1318220773,0,576,521,0,3,1,14,14,2254,3,1317706687,1284848675,44303784,78085517,78085517,1,3,1,4060446916,73389,73389,14,14,14,78085521,8,3,115026,450271,763919,10952,1317706687,438798,29459625,1741
229287.31,1,253952,62,68481,4510304982,4,16104604,0,484,6,6,4689,498,1,585,480652,0,17,26922,12,113397352,1172,1,0,4,1636,85260351,10,341041404,11,20,0,7,1531,585,0,0,33340773,490408,1454749666,0,585,529,0,3,1,14,14,2254,3,1453965714,1423039213,49843775,86542647,86542647,1,3,1,4499365708,73389,73389,14,14,14,86526267,8,3,134746,493277,825937,12125,1453965714,480652,32516138,1769
