timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
7431.91,0,253952,62,8807,580011062,1,1720430,50,3,3,5229,101,0,567,42796,18,18,3434,18,25,98175169,1136,1,4,687,10810828,5,43243312,17,17,14,64,567,2959298,55,213886063,549,44,18,3,1,14,14,1085,3,214151200,185287338,4679494,10982425,10982425,1,3,1,571086132,73389,73389,14,14,14,10982429,4,3,80847,43852,162182,1809,214151200,42796,2797240,717
9435.40,0,253952,62,20611,1357362598,1,3730929,87,4,4,5229,197,0,567,96310,18,18,8098,19,25,99743749,1136,1,4,687,25549268,5,102197072,18,18,14,70,567,6759091,290,467475608,549,44,18,3,1,14,14,1085,3,467715537,430029610,10489245,25931493,25931493,1,3,1,1348437668,73389,73389,14,14,14,25931497,4,3,85642,98692,232120,3945,467715537,96310,6527256,717
11438.90,0,253952,62,29856,1966066362,2,6197494,124,5,5,5229,218,0,567,134982,18,18,11686,19,25,101626045,1136,1,4,687,37063536,5,148124684,18,19,14,70,567,9820209,368,650004482,549,44,18,3,1,14,14,1085,3,649593339,621888886,16017097,37626622,37626622,1,3,1,1956584376,73389,73389,14,14,14,37626626,4,3,89746,138321,287152,5386,649593339,134982,9533467,717
13442.91,0,253952,62,40634,2675888378,3,7648939,169,5,5,5229,308,0,567,182707,18,18,15958,19,25,103194625,1136,1,4,687,50528394,5,202113576,18,19,14,70,567,13372057,476,882697969,549,44,18,3,1,14,14,1085,3,882141370,845568693,21018326,51267129,51267129,1,3,1,2665890740,73389,73389,14,14,14,51267133,4,3,91299,187275,336102,7345,882141370,182707,13036514,717
15446.51,0,253952,62,50405,3319052012,4,9443437,182,6,6,5229,391,0,567,228087,18,18,19813,19,25,104461555,1136,1,4,687,62704093,5,250751776,18,20,14,70,567,16622392,556,1083031339,549,44,18,3,1,14,14,1085,3,1082347494,1048047076,26063069,63634002,63634002,1,3,1,3308968136,73389,73389,14,14,14,63634006,4,3,94272,233779,385992,9041,1082347494,228087,16237079,717
17450.35,0,253952,62,62394,4108600104,4,9470801,187,6,6,5229,432,0,567,284071,18,18,24494,19,25,106416247,1136,1,4,687,77669314,5,310612696,18,20,14,70,567,20600936,671,1330035581,549,44,18,3,1,14,14,1085,3,1329198308,1296738810,30069789,78812446,78812446,1,3,1,4098247224,73389,73389,14,14,14,78812450,4,3,96103,291019,454911,11021,1329198308,284071,20146861,717
19454.44,5,253952,62,73817,4861899440,4,9488206,191,7,7,5229,529,0,576,338929,18,18,29018,19,25,110340828,1154,1,4,687,91949508,5,367668816,18,21,14,70,576,24580002,760,1567472793,558,47,18,3,1,14,14,1085,3,1567406432,1533608180,34066228,93312669,93312669,1,3,1,4852258820,73389,73389,14,14,14,93312673,4,3,102242,347288,513790,13044,1567406432,338929,24067198,736
21457.98,5,253952,62,84829,5586867010,4,11397616,202,7,7,5229,587,0,603,391234,18,18,33335,19,25,117299725,1208,1,4,687,105654995,5,422619980,18,21,14,70,603,28632392,836,1806501504,585,59,18,3,1,14,14,1085,3,1805795516,1762578462,40028002,107213161,107213161,1,3,1,5575084404,73389,73389,14,14,14,107213165,4,3,106972,401013,578688,15024,1805795516,391234,28054828,791
23461.73,5,253952,62,96114,6332654760,4,13122983,216,7,7,5229,665,0,603,441754,18,18,37790,19,25,121607287,1208,1,4,687,119747274,5,478989096,18,21,14,70,603,32708466,911,2034572767,585,59,18,3,1,14,14,1085,3,2034740206,1997219593,45764942,121505981,121505981,1,3,1,6317459076,73389,73389,14,14,14,121489601,4,3,111362,452895,637581,16922,2034740206,441754,32072159,791
25465.76,5,253952,62,103803,6838781208,5,15398127,264,7,7,5229,734,0,603,477820,18,18,40846,19,25,121619353,1208,1,4,687,129392277,5,517504476,18,21,14,70,603,35450818,1008,2201631179,585,59,18,3,1,14,14,1085,3,2201271326,2156975636,50846242,131272116,131272116,1,3,1,6826150064,73389,73389,14,14,14,131272120,4,3,114366,489930,675618,18339,2201271326,477820,34776588,791
27469.32,5,253952,62,114946,7572825514,5,17083044,282,8,8,5229,777,0,603,531181,18,18,45204,19,25,121933069,1208,1,4,687,143306958,5,573163124,18,22,14,70,603,39567021,1074,2434823228,585,59,18,3,1,14,14,1085,3,2434094074,2388017889,56265205,145385600,145385600,1,3,1,7560051232,73389,73389,14,14,14,145385604,4,3,118820,544720,739557,20210,2434094074,531181,38828997,791
29473.87,5,253952,62,125974,8299333180,5,19120336,297,8,8,5229,869,0,603,583462,18,18,49552,19,25,122234719,1208,1,4,687,157028603,5,628049856,18,22,14,70,603,43635896,1139,2661330534,585,59,18,3,1,14,14,1085,3,2660470378,2617347300,62677979,159318860,159318860,1,3,1,8284580752,73389,73389,14,14,14,159318864,4,3,120318,598421,786497,22128,2660470378,583462,42851085,791
31477.72,5,253952,62,137270,9043344164,5,21006680,326,8,8,5229,911,0,603,638631,18,18,53969,19,25,122234719,1208,1,4,687,171137530,5,684550120,18,22,14,70,603,47777418,1194,2902959339,585,59,18,3,1,14,14,1085,3,2901911441,2851563278,68781196,173628952,173628952,1,3,1,9028705536,73389,73389,14,14,14,173628956,4,3,122208,655048,836398,24082,2901911441,638631,46942852,791
33481.46,5,253952,62,145728,9600205644,6,23462325,374,8,8,5229,985,0,657,677834,18,18,57303,19,25,131854517,1316,1,4,687,181653497,5,726613988,18,22,14,70,657,50795854,1274,3081964959,639,75,18,3,1,14,14,1085,3,3080680022,3027610528,74253865,184294048,184294048,1,3,1,9583290528,73389,73389,14,14,14,184294052,4,3,123460,695299,878400,25587,3080680022,677834,49919403,899
35485.68,5,253952,62,156371,10301204432,6,25144169,402,9,9,5229,1077,0,711,729661,18,18,61511,19,25,141333611,1424,1,4,687,194893333,5,779573332,18,23,14,70,711,54660534,1388,3313878761,693,92,18,3,1,14,14,1085,3,3312728626,3248857968,79800558,197737947,197754331,1,3,1,10282373276,73389,73389,14,14,14,197737951,4,3,126519,748484,940339,27552,3312728626,729661,53722276,1020
37489.44,5,253952,62,164704,10850540728,7,26967094,439,9,9,5229,1100,0,720,768266,18,18,64752,19,25,142832616,1442,1,4,687,205280034,5,821120136,18,23,14,70,720,57636373,1416,3489475778,702,95,18,3,1,14,14,1085,3,3488697032,3422335688,84598666,208271527,208271527,1,3,1,10830119436,73389,73389,14,14,14,208271531,4,3,126932,788064,971307,28953,3488697032,768266,56667268,1037
39493.71,5,253952,62,175306,11548490560,7,29342766,468,10,10,5229,1189,0,747,819181,20,18,68929,19,25,147271133,1496,1,4,687,218431958,5,873727832,18,24,14,70,747,61554927,1523,3718493656,727,108,20,3,1,14,14,1085,3,3716915277,3642793895,90866619,221643857,221643857,1,3,1,11525480596,73389,73389,14,14,14,221643861,4,3,133518,840407,1040159,30888,3716915277,819181,60517114,1095
41498.47,5,253952,62,186580,12291445864,7,31111075,498,10,10,5229,1233,0,747,868277,20,18,73348,19,25,147584849,1496,1,4,687,232555268,5,930156340,18,24,14,70,747,65718001,1621,3950537160,727,108,20,3,1,14,14,1085,3,3948832723,3876512292,96823005,235951790,235951790,1,3,1,12269493112,73389,73389,14,14,14,235951794,4,3,134886,890927,1097080,32759,3948832723,868277,64623422,1095
43502.91,5,253952,62,194049,12784735038,8,33437353,535,10,10,5229,1301,0,774,904380,20,18,76300,19,25,153021624,1550,1,4,687,241834135,5,967336540,18,24,14,70,774,68408366,1660,4114597099,754,124,20,3,1,14,14,1085,3,4112788286,4032996651,101839399,245363066,245363066,1,3,1,12758879464,73389,73389,14,14,14,245363070,4,3,136331,928015,1129149,34153,4112788286,904380,67281822,1155
45506.75,5,253952,62,205204,13520011974,8,35146704,570,11,11,5229,1350,0,801,959180,20,18,80666,19,25,158458730,1604,1,4,687,255725619,5,1022902476,18,25,14,70,801,72620016,1725,4355594368,781,138,20,3,1,14,14,1085,3,4353238017,4264668355,107760045,259486457,259486457,1,3,1,13493295796,73389,73389,14,14,14,259486461,4,3,140990,984349,1218141,36116,4353238017,959180,71404642,1213
47510.94,5,253952,62,216304,14251250298,8,36934414,604,11,11,5229,1439,0,855,1013695,20,18,85040,19,25,167414780,1712,1,4,687,269542596,5,1078170384,18,25,14,70,855,76800516,1843,4591542091,835,166,20,3,1,14,14,1085,3,4589688761,4495662849,113611144,273501637,273501637,1,3,1,14221233188,73389,73389,14,14,14,273485257,4,3,142990,1040403,1293016,38096,4589688761,1013695,75510420,1329
49514.84,5,253952,62,224580,14795556794,9,39167113,646,11,11,5229,1511,0,855,1054756,20,18,88301,19,25,167438912,1712,1,4,687,279838370,5,1119353480,18,25,14,70,855,79847475,1901,4772515032,835,166,20,3,1,14,14,1085,3,4769497872,4667625342,119005879,283925291,283925291,1,3,1,14764115164,73389,73389,14,14,14,283925295,4,3,143868,1082631,1329846,39624,4769497872,1054756,78520662,1329
51519.38,5,253952,62,235197,15495382550,9,40775614,677,12,12,5229,1556,0,855,1106384,20,18,92443,19,25,168042212,1712,1,4,687,293053831,5,1172150772,18,26,14,70,855,83792297,2015,4997365893,835,166,20,3,1,14,14,1085,3,4995780216,4888531062,124559834,297348488,297348488,1,3,1,15462121408,73389,73389,14,14,14,297348492,4,3,148536,1135696,1403737,41452,4995780216,1106384,82391749,1329
53523.96,5,253952,62,246220,16222165836,9,42660980,705,12,12,5229,1644,0,855,1161921,20,18,96804,19,25,168042212,1712,1,4,687,306834090,5,1227271716,18,26,14,70,855,87955225,2098,5237838025,835,166,20,3,1,14,14,1085,3,5235449674,5117847605,130545423,311293814,311293814,1,3,1,16187278360,73389,73389,14,14,14,311293818,4,3,149421,1192828,1456645,43472,5235449674,1161921,86501928,1329
