timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
570231.35,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,2097278,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0
572241.40,0,253952,62,7224,475374690,0,828006,0,39,3,3,10263,103,0,567,60611,0,13,2811,18,0,97282285,1136,1,0,4,434,8814873,7,35194760,17,17,14,64,567,0,0,3729679,59290,179874604,0,567,282,0,3,1,14,14,876,3,179989109,152599598,4609105,8957286,8957286,1,3,1,465778904,73389,73389,14,14,14,8957290,6,3,81101,62037,205827,1557,179989109,60611,3523991,1254
574251.84,0,253952,62,15320,1008488006,0,2293765,0,104,3,3,10263,132,0,567,130542,0,13,5971,18,0,99188713,1136,1,0,4,434,18893618,7,75574472,17,17,14,64,567,0,0,8137226,226927,350014361,0,567,282,0,3,1,14,14,876,3,350488297,320249050,10640646,19196398,19229166,1,3,1,998212728,73389,73389,14,14,14,19196402,6,3,88813,133634,282630,2926,350488297,130542,7854908,1254
576268.73,2,253952,62,23498,1547192462,0,3849131,0,167,3,3,10263,214,0,567,202546,0,13,9221,18,0,101312329,1136,1,0,4,434,29115742,7,116462968,17,17,14,64,567,0,0,12552406,327966,526945559,0,567,282,0,3,1,14,14,876,3,526464228,490104946,16698471,29564423,29564423,1,3,1,1537350028,73389,73389,14,14,14,29564427,6,3,91690,207406,376012,4447,526464228,202546,12176870,1254
578275.32,2,253952,62,31667,2085077840,0,5297132,0,225,3,3,10263,249,0,567,268291,0,13,12417,18,0,102265543,1136,1,0,4,434,39324132,7,157296528,17,17,14,64,567,0,0,16885319,469536,686476625,0,567,282,0,3,1,14,14,876,3,685959600,659252050,22601953,39918223,39918223,1,3,1,2074895660,73389,73389,14,14,14,39901843,6,3,98102,274649,464373,5747,685959600,268291,16421589,1254
580282.01,2,253952,62,37077,2441220312,1,8118877,0,244,3,3,10263,300,0,567,297150,0,13,14562,18,0,103544539,1136,1,0,4,434,46065280,7,184261120,17,17,14,64,567,0,0,19072618,469681,802315403,0,567,282,0,3,1,14,14,876,3,802240192,771609357,27610610,46755940,46755940,1,3,1,2431308912,73389,73389,14,14,14,46755944,6,3,101249,304313,504822,6740,802240192,297150,18568521,1254
582290.64,3,253952,62,45049,2966183032,1,9336570,0,303,4,4,10263,333,0,567,362291,0,13,17681,19,0,104799403,1136,1,0,4,434,56030668,7,223993604,18,18,14,73,567,0,0,23342570,598559,966713577,0,567,282,0,3,1,14,14,876,3,966344396,936760988,33172107,56863980,56863980,1,3,1,2956075024,73389,73389,14,14,14,56847600,6,3,110841,370975,594917,8070,966344396,362291,22748548,1254
584301.28,3,253952,62,52992,3488653974,1,10791258,0,372,4,4,10263,404,0,567,427769,0,13,20835,19,0,106404181,1136,1,0,4,434,65951516,7,263806064,18,18,14,73,567,0,0,27738259,758248,1131146369,0,567,282,0,3,1,14,14,876,3,1130090434,1101028184,39208302,66927186,66927186,1,3,1,3480213704,73389,73389,14,14,14,66927190,6,3,115669,438020,687394,9469,1130090434,427769,27051922,1254
586310.77,3,253952,62,61136,4026710852,1,12180320,0,444,4,4,10263,442,0,567,495426,0,13,24036,19,0,109167295,1136,1,0,4,434,76147172,7,304588688,18,18,14,73,567,0,0,32255622,939833,1300743431,0,567,282,0,3,1,14,14,876,3,1299910313,1270620734,45273739,77251648,77251648,1,3,1,4017085728,73389,73389,14,14,14,77251652,6,3,124330,507358,791605,10852,1299910313,495426,31465255,1254
588321.85,6,253952,62,69652,4587337222,1,13517772,0,523,4,4,10263,504,0,585,567521,0,13,27381,19,0,113372491,1172,1,0,4,434,86727598,7,346846052,18,18,14,73,585,0,0,36837279,1042477,1480723774,0,585,302,0,3,1,14,14,876,3,1479318142,1447295555,51281964,88031432,88031432,1,3,1,4577634496,73389,73389,14,14,14,88031436,6,3,129849,581151,895432,12360,1479318142,567521,35943266,1318
