timestamp_ms,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MergingSortedMilliseconds,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,QueryTimeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectQueryTimeMicroseconds,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
439815.29,0,0,0,0,0,0,0,0,0,0,0,39,3,0,0,23,0,13,0,2097278,2,1,0,13,14,0,0,284,0,0,0,0,0,0,6893,0,0,0,2,1,14,14,425,0,1,0,0,200,0,0,1,2,1,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0
441820.47,0,0,22070,1453027886,0,0,0,0,1,1,3360,117,3,666,127340,23,2060,15,0,137732348,1334,1,0,14,15,0,13,974,666,0,0,0,1984171,761,476574803,0,666,386,2,1,14,14,425,0,1,478707908,428460973,1985836,32664873,32681257,1,2,1,0,1437254412,73389,73389,14,14,14,32664873,9,3,352274,129435,699323,3670,478707908,127340,1284941,1755
443825.98,253952,62,40787,2686301498,10,10716434,0,20,26,26,3360,120,3,675,252248,23,7256,40,52,140299886,1352,1,0,39,40,24,13,1125,675,0,0,0,6720191,503531,833731241,0,675,390,2,1,14,14,425,0,1,840039216,789155799,31302013,60693074,60693074,1,2,1,0,2670495256,73389,73389,14,14,14,60693074,9,3,453600,256935,1069130,6428,840039216,252248,5651315,1777
445834.81,253952,62,60560,3989312030,14,14723046,0,29,26,26,3360,124,3,675,354829,23,12874,40,52,141096242,1352,1,0,39,40,24,13,1125,675,0,0,0,11098428,610614,1212442872,0,675,390,2,1,14,14,425,0,1,1220672304,1169974434,54032605,90306205,90322589,1,2,1,0,3973473020,73389,73389,14,14,14,90306205,9,3,463151,361992,1226606,9332,1220672304,354829,9872258,1777
447842.89,253952,62,77018,5073743462,21,25214550,0,81,26,26,3360,126,3,675,481359,23,17470,40,52,141361694,1352,1,0,39,40,24,13,1125,675,0,0,0,15888486,1244763,1534117358,0,675,390,2,1,14,14,425,0,1,1537211184,1487072263,87891652,114957587,114957587,1,2,1,0,5057412932,73389,73389,14,14,14,114941203,9,3,477109,491104,1410863,11747,1537211184,481359,14478226,1777
449849.75,253952,62,93371,6151293614,21,29030999,0,115,31,31,3360,129,3,675,605334,23,22097,40,52,141892598,1352,1,0,39,45,24,13,1125,675,0,0,0,20474195,2107488,1847784819,0,675,390,2,1,14,14,425,0,1,1852308272,1802011167,101093295,139445129,139461513,1,2,1,0,6135585676,73389,73389,14,14,14,139445129,9,3,504112,619723,1643828,14151,1852308272,605334,18831114,1777
451855.25,253952,62,113996,7510406270,24,32031373,0,115,31,31,3360,132,3,675,705320,23,27884,40,52,142423502,1352,1,0,39,45,24,13,1125,675,0,0,0,24903218,2111346,2246812910,0,675,390,2,1,14,14,425,0,1,2249325360,2199352208,111982312,170334053,170334053,1,2,1,0,7494698332,73389,73389,14,14,14,170334053,9,3,511006,722230,1777458,17180,2249325360,705320,23126681,1777
453860.68,253952,62,134142,8837861730,25,33031579,0,116,31,31,3360,136,3,675,810967,23,33599,40,52,142688954,1352,1,0,39,45,24,13,1125,675,0,0,0,29429350,2134329,2635231459,0,675,390,2,1,14,14,425,0,1,2637167408,2587388367,124219964,200504240,200504240,1,2,1,0,8822186560,73389,73389,14,14,14,200504240,9,3,520332,830569,1933988,20139,2637167408,810967,27496469,1777
455868.42,253952,62,151602,9988225686,27,35985466,0,151,31,31,3360,138,3,675,934080,23,38471,40,52,143207792,1352,1,0,39,45,24,13,1125,675,0,0,0,34077116,2749839,2973856702,0,675,390,2,1,14,14,425,0,1,2973006362,2923653814,144255346,226652599,226652599,1,2,1,0,9972714356,73389,73389,14,14,14,226652599,9,3,531806,956272,2150422,22702,2973006362,934080,31927977,1777
457881.90,253952,62,167081,11007907550,27,37952013,0,183,33,33,3360,141,3,675,1051514,23,42856,40,52,144004148,1352,1,0,39,47,24,13,1125,675,0,0,0,38624749,4192800,3270932418,0,675,390,2,1,14,14,425,0,1,3270347728,3221615274,154953671,249829421,249829421,1,2,1,0,10991773628,73389,73389,14,14,14,249813037,9,3,556465,1076121,2371293,24973,3270347728,1051514,36254868,1777
