timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
459948.83,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,2097278,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0
461954.62,0,253952,62,7077,465390984,0,1142274,0,62,3,3,4826,105,0,558,73135,99,2756,14,74,95433075,1118,1,0,4,7102,8615074,9,34460296,13,17,170,10,4204,558,0,0,4224008,169832,179052601,0,558,630,3,1,14,14,7762,3,179688463,149363634,5518397,8771029,8771029,1,3,1,456093540,73389,73389,14,14,14,8771033,9,3,82301,74746,266369,1560,179688463,73135,3957786,1845
463965.15,0,253952,62,12429,818323602,1,3949188,0,77,3,3,4826,108,0,558,99213,99,4834,14,74,97617021,1118,1,0,4,7102,15320477,9,61217448,13,17,170,10,4204,558,0,0,6457400,169983,287613791,0,558,630,3,1,14,14,7762,3,287379313,260584685,10558153,15555276,15555276,1,3,1,808874384,73389,73389,14,14,14,15555280,9,3,86862,101667,312395,2387,287379313,99213,6145234,1845
465982.13,4,253952,62,20100,1323258336,1,5223539,0,124,4,4,4826,193,0,558,161453,99,7889,15,74,98570235,1118,1,0,4,7102,24900346,9,99536712,14,18,170,10,4420,558,0,0,10647582,389451,455998889,0,558,630,3,1,14,14,7762,3,455609178,419278396,16241939,25272259,25272259,1,3,1,1314157500,73389,73389,14,14,14,25272263,9,3,93817,165572,379343,3856,455609178,161453,10268623,1845
467992.95,4,253952,62,27424,1805452078,1,6831114,0,167,4,4,4826,219,0,558,216352,99,10754,15,74,99523449,1118,1,0,4,7102,34043771,9,136175084,14,18,170,10,4420,558,0,0,14804437,610763,597812437,0,558,630,3,1,14,14,7762,3,597667628,571091377,22174167,34546874,34546874,1,3,1,1795585512,73389,73389,14,14,14,34530494,9,3,103462,221926,473048,5000,597667628,216352,14331931,1845
469998.84,11,253952,62,33892,2230931638,2,9147197,0,202,4,4,4826,286,0,567,264630,99,13306,15,74,101988025,1136,1,0,4,7102,42069556,9,168278224,14,18,170,10,4420,567,0,0,18081418,736090,731919865,0,567,636,3,1,14,14,7762,3,731759715,705040700,27930128,42736271,42736271,1,3,1,2222286124,73389,73389,14,14,14,42736275,9,3,107953,271509,536102,6165,731759715,264630,17545983,1879
472009.27,12,253952,62,39749,2617551170,2,10675154,0,211,5,5,4826,302,0,576,302524,99,15601,15,74,105634798,1154,1,0,4,7102,49392149,9,197568596,14,19,170,10,4420,576,0,0,20840427,772817,857835875,0,576,649,3,1,14,14,7762,3,858246182,826940926,32256760,50146984,50146984,1,3,1,2607643200,73389,73389,14,14,14,50146988,9,3,113537,310487,584311,7173,858246182,302524,20256884,1913
474020.67,12,253952,62,46864,3085420456,2,12597947,0,234,5,5,4826,340,0,585,358679,99,18380,15,74,108342881,1172,1,0,4,7102,58242338,9,232904744,14,19,170,10,4420,585,0,0,24809732,914392,1009742719,0,585,661,3,1,14,14,7762,3,1008842600,974487442,38284738,59139197,59139197,1,3,1,3075238276,73389,73389,14,14,14,59139201,9,3,116980,368081,659201,8420,1008842600,358679,24151447,1947
476026.62,12,253952,62,52442,3452700252,3,14820236,0,263,5,5,4826,388,0,594,391130,99,20592,15,74,111771407,1190,1,0,4,7102,65191767,9,260767068,14,19,170,10,4420,594,0,0,27376730,957604,1124090109,0,594,666,3,1,14,14,7762,3,1123092168,1090303309,43110667,66193780,66193780,1,3,1,3442076592,73389,73389,14,14,14,66193784,9,3,119759,401480,696157,9382,1123092168,391130,26681590,1985
478032.55,13,253952,62,57801,3805826170,3,16720389,0,294,5,5,4826,423,0,594,422678,99,22694,15,74,113689901,1190,1,0,4,7102,71874813,9,287434496,14,19,170,10,4420,594,0,0,29757682,977537,1236164888,0,594,666,3,1,14,14,7762,3,1235610091,1201547830,47409716,72980186,72980186,1,3,1,3794969704,73389,73389,14,14,14,72980190,9,3,127577,433889,748264,10328,1235610091,422678,29010535,1985
