timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
392881.00,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,2097278,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0
394888.68,1,253952,62,8197,539430802,0,1294395,75,3,3,6338,110,0,558,74481,0,22,3204,15,96072573,1118,1,0,4,1324,10048500,8,40194000,14,17,11,272,558,0,0,4510538,122174,201160800,0,558,527,0,3,1,14,14,1951,3,201511737,172732663,5913807,10192119,10192119,1,3,1,529990220,73389,73389,14,14,14,10192123,8,3,81957,79058,248016,1739,201511737,74481,4262691,1662
396896.04,2,253952,62,16596,1093028958,0,2656628,145,3,3,6338,143,0,567,138886,0,22,6489,15,99163127,1136,1,0,4,1324,20535434,8,82141736,14,17,11,272,567,0,0,9085361,226309,377578324,0,567,533,0,3,1,14,14,1951,3,377230113,346892258,11936521,20844705,20844705,1,3,1,1083924692,73389,73389,14,14,14,20844709,8,3,84345,145166,344898,3160,377230113,138886,8740819,1693
398900.93,2,253952,62,23828,1569157190,0,3811383,200,3,3,6338,218,0,567,188764,0,22,9351,15,100707575,1136,1,0,4,1324,29550058,8,118135512,14,17,11,272,567,0,0,12692209,313014,534709535,0,567,533,0,3,1,14,14,1951,3,534618574,497047124,16771973,29988248,29988248,1,3,1,1559388928,73389,73389,14,14,14,29988252,8,3,88426,196457,417799,4524,534618574,188764,12274912,1693
400907.88,2,253952,62,29766,1959902670,1,6590010,238,3,3,6338,227,0,567,218369,0,22,11664,15,101986571,1136,1,0,4,1324,36969225,8,147812136,14,17,11,272,567,0,0,15201400,313084,652318948,0,567,533,0,3,1,14,14,1951,3,651998794,619744548,22058323,37522285,37522285,1,3,1,1951158852,73389,73389,14,14,14,37522289,8,3,95941,226941,465793,5446,651998794,218369,14736214,1693
402915.11,4,253952,62,37842,2491657002,1,7813160,307,4,4,6338,310,0,585,281373,0,22,14869,16,106215624,1172,1,0,4,1324,46999412,8,187997648,15,18,11,285,585,0,0,19630722,411831,817011933,0,585,549,0,3,1,14,14,1951,3,817310324,787498299,27795859,47720437,47736821,1,3,1,2481462756,73389,73389,14,14,14,47720441,8,3,103719,291574,556635,6878,817310324,281373,19074865,1761
404924.07,4,253952,62,46161,3039348648,1,9212464,383,4,4,6338,342,0,585,349178,0,22,18125,16,108399570,1172,1,0,4,1324,57385509,8,229542036,15,18,11,285,585,0,0,24187994,492502,990924549,0,585,549,0,3,1,14,14,1951,3,990410345,959696152,33816920,58270845,58270845,1,3,1,3030083972,73389,73389,14,14,14,58270849,8,3,107186,360997,639595,8269,990410345,349178,23549355,1761
406931.56,5,253952,62,54383,3581358998,1,10580395,462,4,4,6338,412,2,594,417589,0,22,21372,16,111817225,1190,1,0,4,1324,67630010,8,270455456,15,18,11,285,594,0,0,28772651,583112,1163258902,0,594,565,0,3,1,14,14,1951,3,1162311076,1130514446,39842009,68677671,68677671,1,3,1,3571238924,73389,73389,14,14,14,68677675,8,3,109791,431048,704842,9730,1162311076,417589,28068942,1791
408944.87,6,253952,62,62476,4115180656,1,11821593,545,4,4,6338,451,2,594,487785,0,22,24559,16,114001171,1190,1,0,4,1324,77766912,8,311067648,15,18,11,285,594,0,0,33439354,702855,1332243718,0,594,565,0,3,1,14,14,1951,3,1331741553,1298707100,45817441,78943074,78943074,1,3,1,4105039880,73389,73389,14,14,14,78943078,8,3,147082,502864,878761,11106,1331741553,487785,32561911,1791
410953.16,6,253952,62,70612,4651229128,1,13256272,619,4,4,6338,492,2,594,555406,0,22,27746,16,115907599,1190,1,0,4,1324,87908650,8,351634600,15,18,11,285,594,0,0,37992875,776285,1503248348,0,594,565,0,3,1,14,14,1951,3,1502080631,1467338847,51904760,89245563,89245563,1,3,1,4640769308,73389,73389,14,14,14,89245567,8,3,152684,572075,977497,12501,1502080631,555406,37016862,1791
412965.62,6,253952,62,78756,5187476106,1,14710087,683,4,4,6338,559,2,594,621199,0,22,30968,16,117138331,1190,1,0,4,1324,98099823,8,392334760,15,18,11,285,594,0,0,42513225,852197,1668404547,0,594,565,0,3,1,14,14,1951,3,1666805932,1636187976,57946703,99566595,99566595,1,3,1,5177462972,73389,73389,14,14,14,99566599,8,3,156321,639448,1077515,13890,1666805932,621199,41437373,1791
414974.72,6,253952,62,86872,5723384260,1,16012137,763,4,4,6338,603,3,594,689832,0,22,34159,16,118055347,1190,1,0,4,1324,108249059,8,432931672,15,18,11,285,594,0,0,47131846,967643,1835990582,0,594,565,0,3,1,14,14,1951,3,1834890723,1804907888,63967081,109860448,109876832,1,3,1,5712743328,73389,73389,14,14,14,109860452,8,3,160483,709740,1170691,15266,1834890723,689832,45962976,1791
416982.14,6,253952,62,95048,6261740456,1,17410060,834,4,4,6338,668,3,594,760177,0,22,37380,16,119310211,1190,1,0,4,1324,118409233,8,473572420,15,18,11,285,594,0,0,51705030,1054423,2006750499,0,594,565,0,3,1,14,14,1951,3,2005077764,1974603482,70008703,120214248,120214248,1,3,1,6251140928,73389,73389,14,14,14,120214252,8,3,167410,781684,1273674,16705,2005077764,760177,50433341,1791
418988.78,6,253952,62,103258,6803253958,1,18767944,916,4,4,6338,707,3,594,828149,0,22,40612,16,120540943,1190,1,0,4,1324,128707786,8,514831144,15,18,11,285,594,0,0,56297114,1118592,2174691395,0,594,565,0,3,1,14,14,1951,3,2173502429,2145086123,76013538,130627107,130627107,1,3,1,6791757628,73389,73389,14,14,14,130610727,8,3,171065,851285,1364858,18072,2173502429,828149,54934412,1791
421005.95,7,253952,62,111712,7359232478,1,19997286,996,4,4,6338,774,3,612,899850,0,22,43949,16,123435491,1226,1,0,4,1324,139230955,8,556923820,15,18,11,285,612,0,0,60992448,1215127,2352047322,0,612,581,0,3,1,14,14,1951,3,2350549816,2320200996,82029997,141316779,141316779,1,3,1,7347620572,73389,73389,14,14,14,141300399,8,3,175092,924729,1454743,19567,2350549816,899850,59540034,1861
423012.58,7,253952,62,120184,7917729972,1,21238823,1087,4,4,6338,818,3,621,969683,0,22,47283,16,124934701,1244,1,0,4,1324,149858862,8,599306176,15,18,11,285,621,0,0,65746508,1292957,2527599617,0,621,588,0,3,1,14,14,1951,3,2525770596,2495958311,88088730,152063351,152063351,1,3,1,7907294284,73389,73389,14,14,14,152063355,8,3,178695,996223,1543735,21001,2525770596,969683,64205287,1892
425020.56,7,253952,62,128842,8487336672,1,22430169,1178,4,4,6338,885,3,621,1038894,0,22,50703,16,124934701,1244,1,0,4,1324,160653348,8,642613392,15,18,11,285,621,0,0,70530852,1347118,2710615423,0,621,588,0,3,1,14,14,1951,3,2708235593,2675413297,94104154,163009134,163009134,1,3,1,8476475000,73389,73389,14,14,14,163009138,8,3,182151,1067121,1624731,22532,2708235593,1038894,68908810,1892
427028.79,7,253952,62,137669,9067982758,1,23687508,1261,4,4,6338,932,3,621,1107892,0,22,54154,16,124934701,1244,1,0,4,1324,171637154,8,686548616,15,18,11,285,621,0,0,75252658,1411668,2895855637,0,621,588,0,3,1,14,14,1951,3,2893159729,2858359685,100139217,174167909,174167909,1,3,1,9056731300,73389,73389,14,14,14,174167913,8,3,186276,1137752,1724676,24044,2893159729,1107892,73530853,1892
429034.04,7,253952,62,146495,9649625116,1,24995822,1341,4,4,6338,997,3,621,1176741,0,22,57633,16,124958833,1244,1,0,4,1324,182665464,8,730597200,15,18,11,285,621,0,0,79872536,1437715,3078603190,0,621,588,0,3,1,14,14,1951,3,3075984911,3041774985,106086010,185336591,185352975,1,3,1,9637502764,73389,73389,14,14,14,185336595,8,3,195174,1208242,1811741,25584,3075984911,1176741,78063850,1892
431038.74,8,253952,62,154981,10209853986,1,26508017,1380,4,4,6338,1044,3,621,1235705,0,22,60961,16,125248417,1244,1,0,4,1324,193234995,8,772939980,15,18,11,285,621,0,0,83801751,1437814,3257815322,0,621,588,0,3,1,14,14,1951,3,3255424440,3218412594,111476024,196089196,196089196,1,3,1,10196638224,73389,73389,14,14,14,196089200,8,3,199571,1268643,1876837,27058,3255424440,1235705,81928140,1892
