timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,QueryTimeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectQueryTimeMicroseconds,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
240528.68,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,2097278,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0
242534.05,1,253952,62,7019,461891546,1,2348977,53,4,4,2668,103,0,558,69593,0,28,2734,17,183,95421009,1118,1,0,4,2028,8580482,9,34257412,16,18,12,286,558,0,0,3741602,162122,176012738,0,558,537,0,3,1,14,14,4478,0,3,175998040,148278285,6246950,8703334,8703334,1,3,1,0,452573400,73389,73389,14,14,14,8703338,11,3,84217,70964,242447,1520,175998040,69593,3499292,1734
244539.68,1,253952,62,12502,823107730,2,5012031,77,4,4,2668,109,0,558,100668,0,28,4869,17,183,96989589,1118,1,0,4,2028,15433161,9,61732644,16,18,12,286,558,0,0,6106863,162437,288691555,0,558,537,0,3,1,14,14,4478,0,3,288585501,261974468,11275283,15653580,15653580,1,3,1,0,813986192,73389,73389,14,14,14,15653584,11,3,85054,102932,284368,2394,288585501,100668,5822719,1734
246549.57,1,253952,62,18262,1201572436,2,6438950,98,4,4,2668,175,1,558,137117,0,28,7155,17,183,97653219,1118,1,0,4,2028,22598309,9,90328768,16,18,12,286,558,0,0,8696238,171495,409828721,0,558,537,0,3,1,14,14,4478,0,3,409495763,381226097,15298485,22921599,22921599,1,3,1,0,1191923180,73389,73389,14,14,14,22921603,11,3,89247,140304,328285,3457,409495763,137117,8368285,1734
248559.42,1,253952,62,25257,1662832266,2,8231259,128,5,5,2668,197,1,558,201075,0,28,9885,17,183,99233865,1118,1,0,4,2028,31349604,9,125269260,16,19,12,286,558,0,0,12627374,352459,559051071,0,558,537,0,3,1,14,14,4478,0,3,558579626,526180738,21201399,31806872,31806872,1,3,1,0,1653957376,73389,73389,14,14,14,31806876,11,3,94072,205716,415055,4645,558579626,201075,12212794,1734
250567.15,1,253952,62,32468,2137294658,2,10256184,154,5,5,2668,280,1,567,268617,0,28,12762,17,183,101360593,1136,1,0,4,2028,40327882,9,161311528,16,19,12,286,567,0,0,16544214,433313,702858616,0,567,544,0,3,1,14,14,4478,0,3,702509311,675571955,27065533,40919806,40936190,1,3,1,0,2127829944,73389,73389,14,14,14,40919810,11,3,97449,274752,492979,5910,702509311,268617,16051860,1761
252577.73,2,253952,62,39626,2608886942,2,12125100,182,5,5,2668,304,1,567,335984,0,28,15554,17,183,102591325,1136,1,0,4,2028,49259619,9,197038476,16,19,12,286,567,0,0,20464555,601738,861791756,0,567,544,0,3,1,14,14,4478,0,3,861168020,824454637,33167564,49979270,49979270,1,3,1,0,2598922072,73389,73389,14,14,14,49979274,11,3,101440,343638,580001,7175,861168020,335984,19885324,1761
254583.49,2,253952,62,46578,3067002942,2,13587422,223,5,5,2668,325,2,567,390625,0,28,18275,17,183,103846189,1136,1,0,4,2028,57948815,9,231795260,16,19,12,286,567,0,0,24043967,704102,1002068555,0,567,544,0,3,1,14,14,4478,0,3,1001179852,968443259,38305448,58792974,58792974,1,3,1,0,3057234680,73389,73389,14,14,14,58792978,11,3,106523,399565,651045,8302,1001179852,390625,23393830,1761
256593.70,4,253952,62,52458,3453959400,3,16130822,236,6,6,2668,391,2,567,429458,0,28,20612,17,183,105137251,1136,1,0,4,2028,65287750,9,261151000,16,20,12,286,567,0,0,26722551,734055,1123044931,0,567,544,0,3,1,14,14,4478,0,3,1122714249,1090400782,43562112,66236899,66236899,1,3,1,0,3444318780,73389,73389,14,14,14,66236903,11,3,115187,439436,708942,9352,1122714249,429458,26014617,1761
258603.65,5,253952,62,59820,3939270942,3,17800259,284,6,6,2668,418,2,567,494034,0,28,23486,17,183,106717897,1136,1,0,4,2028,74491764,9,297838024,16,20,12,286,567,0,0,30892590,908190,1273606535,0,567,544,0,3,1,14,14,4478,0,3,1272471138,1243103114,49570656,75572732,75572732,1,3,1,0,3929782096,73389,73389,14,14,14,75572736,11,3,120843,505414,806966,10559,1272471138,494034,30086784,1761
