timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
298500.01,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,2097278,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,2,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0
300505.82,1,253952,62,7014,461262216,1,2303752,58,4,4,6421,106,0,558,77707,0,8,2728,11,95746791,1118,1,0,4,3677,8533954,16,34135816,10,18,6,1096,558,0,0,3961073,243847,178679159,0,558,563,0,3,1,14,14,4333,3,179044960,148062374,6499942,8689109,8689109,1,3,1,451833700,73389,73389,14,14,14,8689113,11,3,85685,79188,311051,1555,179044960,77707,3650169,1964
302512.84,1,253952,62,12220,804626578,2,5167110,72,4,4,6421,108,0,558,104018,0,8,4750,11,97930737,1118,1,0,4,3677,15061431,16,60189632,10,18,6,1096,558,0,0,6136738,245516,282495229,0,558,563,0,3,1,14,14,4333,3,283300578,256266232,11534331,15276748,15293132,1,3,1,794390928,73389,73389,14,14,14,15276752,11,3,88636,106253,344928,2355,283300578,104018,5792040,1964
304527.29,2,253952,62,20467,1346996332,2,6263779,140,5,5,6421,193,0,558,176841,0,8,8033,11,98883951,1118,1,0,4,3677,25370762,16,101418560,10,19,6,1096,558,0,0,10597394,373437,460705744,0,558,563,0,3,1,14,14,4333,3,460815159,426688268,17186575,25733170,25733170,1,3,1,1338124872,73389,73389,14,14,14,25733174,11,3,94475,180789,438906,3896,460815159,176841,10158895,1964
306538.89,2,253952,62,28939,1905052834,2,7549219,219,5,5,6421,227,0,558,246739,0,8,11342,11,100464597,1118,1,0,4,3677,35915530,16,143662120,10,19,6,1096,558,0,0,15280545,501707,633460902,0,558,563,0,3,1,14,14,4333,3,633130189,602780389,23289066,36445259,36445259,1,3,1,1894301532,73389,73389,14,14,14,36428879,11,3,99013,252365,522988,5291,633130189,246739,14758143,1964
308543.31,3,253952,62,34838,2293206212,3,9574288,239,5,5,6421,283,1,567,280171,0,8,13671,11,103496275,1136,1,0,4,3677,43263291,16,172988536,10,19,6,1096,567,0,0,17749450,503071,758473581,0,567,566,0,3,1,14,14,4333,3,758048814,724881876,27783664,43913760,43913760,1,3,1,2283515552,73389,73389,14,14,14,43913764,11,3,103975,286710,571929,6360,758048814,280171,17178204,1989
310548.06,4,253952,62,42570,2802790206,3,11342958,296,6,6,6421,313,1,567,334172,0,8,16693,11,105088987,1136,1,0,4,3677,52906277,16,211625108,10,20,6,1096,567,0,0,21611371,530901,919066843,0,567,566,0,3,1,14,14,4333,3,918357339,885160892,33437576,53724729,53724729,1,3,1,2793685940,73389,73389,14,14,14,53724733,11,3,110782,342050,646854,7655,918357339,334172,20965361,1989
312555.67,4,253952,62,48638,3202972382,4,13960687,314,7,7,6421,370,1,567,366738,0,8,19108,11,107309131,1136,1,0,4,3677,60527608,16,241981304,10,21,6,1096,567,0,0,24203727,540351,1038236598,0,567,566,0,3,1,14,14,4333,3,1037953405,1011321209,38660222,61407937,61407937,1,3,1,3193212756,73389,73389,14,14,14,61407941,11,3,117711,375485,697761,8684,1037953405,366738,23506906,1989
314562.99,4,253952,62,57313,3774923926,4,15145741,403,7,7,6421,406,1,576,434699,0,8,22518,11,111292569,1154,1,0,4,3677,71351234,16,285404936,10,21,6,1096,576,0,0,28982528,608816,1220981779,0,576,574,0,3,1,14,14,4333,3,1220490895,1191276242,44677653,72418812,72418812,1,3,1,3764926288,73389,73389,14,14,14,72402432,11,3,119660,445081,776759,10164,1220490895,434699,28206895,2020
316569.92,4,253952,62,65924,4342415714,4,16440587,490,7,7,6421,484,1,576,501311,0,8,25927,11,112861149,1154,1,0,4,3677,82119627,16,328349332,10,21,6,1096,576,0,0,33692034,654065,1401311433,0,576,574,0,3,1,14,14,4333,3,1400404093,1369944068,50714149,83325350,83325350,1,3,1,4332918232,73389,73389,14,14,14,83325354,11,3,122560,513373,862763,11700,1400404093,501311,32830568,2020
