timestamp_ms,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MergingSortedMilliseconds,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
236208.17,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,2097278,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,14,14,515,1,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0
238213.55,0,0,20969,1380329780,0,0,0,0,1,1,4831,117,0,639,130095,23,1958,10,18,131875832,1280,1,0,9,15,0,8,455,639,0,0,0,1990120,883,453505517,0,639,394,2,1,14,14,515,1,455377092,407041201,1991851,31047175,31047175,1,2,1,1365354804,73389,73389,14,14,14,31030791,10,3,341613,132297,716578,3492,455377092,130095,1273628,1737
240220.51,253952,62,43131,2840714238,0,148756,0,21,21,21,4831,121,0,675,241314,23,7954,30,18,140565338,1352,1,0,29,35,11,8,566,675,0,0,0,6288484,17114,881717606,0,675,407,2,1,14,14,515,1,885127984,834265078,12739045,64192773,64209157,1,2,1,2824482012,73389,73389,14,14,14,64192773,10,3,424593,246033,998987,6772,885127984,241314,5289744,1846
242226.16,253952,62,58264,3838045018,17,19778925,0,74,21,21,4831,123,0,675,356819,23,12220,30,18,140830790,1352,1,0,29,35,11,8,566,675,0,0,0,10441509,691914,1174687015,0,675,407,2,1,14,14,515,1,1176369968,1125800832,63232555,86872042,86872042,1,2,1,3822369848,73389,73389,14,14,14,86872042,10,3,437919,364039,1166711,8994,1176369968,356819,9275215,1846
244236.41,253952,62,69043,4548439342,19,23596539,0,94,21,21,4831,125,0,675,412877,23,15239,30,18,141361694,1352,1,0,29,35,11,8,566,675,0,0,0,12578183,700920,1382123911,0,675,407,2,1,14,14,515,1,1384119088,1333484962,69900390,103018857,103018857,1,2,1,4532829708,73389,73389,14,14,14,103018857,10,3,442691,421345,1235653,10579,1384119088,412877,11343034,1846
246248.66,253952,62,80456,5300118038,19,25084800,0,127,21,21,4831,127,0,675,477702,23,18462,30,18,141361694,1352,1,0,29,35,11,8,566,675,0,0,0,15226701,707477,1603598324,0,675,407,2,1,14,14,515,1,1603140400,1553192270,74060532,120101719,120118103,1,2,1,5284475636,73389,73389,14,14,14,120101719,10,3,446640,487679,1316451,12250,1603140400,477702,13910852,1846
248265.25,253952,62,94499,6225749126,19,26834785,0,163,25,25,4831,129,0,675,598146,23,22411,30,18,141892598,1352,1,0,29,39,11,8,566,675,0,0,0,19035784,1616824,1873735877,0,675,407,2,1,14,14,515,1,1873935152,1823787299,81094227,141128363,141144747,1,2,1,6209647972,73389,73389,14,14,14,141128363,10,3,459703,611720,1485700,14316,1873935152,598146,17550822,1846
250280.12,253952,62,108811,7168743946,20,31631793,0,203,25,25,4831,131,0,675,720142,23,26414,30,18,142158050,1352,1,0,29,39,11,8,566,675,0,0,0,23048179,2534022,2147678987,0,675,407,2,1,14,14,515,1,2149579568,2099505849,90611454,162566766,162566766,1,2,1,7152937704,73389,73389,14,14,14,162566766,10,3,467299,736129,1645673,16419,2149579568,720142,21403373,1846
252287.91,253952,62,122788,8089518754,21,35890112,0,238,27,27,4831,134,0,675,845751,23,30396,30,18,142423502,1352,1,0,29,41,11,8,566,675,0,0,0,26952044,3578045,2414140137,0,675,407,2,1,14,14,515,1,2418408240,2368589650,101212039,183483040,183499424,1,2,1,8073253760,73389,73389,14,14,14,183483040,10,3,476502,864060,1811365,18470,2418408240,845751,25141662,1846
254293.63,253952,62,137321,9047262482,25,42298195,0,290,29,29,4831,136,0,675,960452,23,34486,30,18,142942340,1352,1,0,29,43,11,8,566,675,0,0,0,30789758,4194217,2694884671,0,675,407,2,1,14,14,515,1,2698378032,2648619770,111621952,205263348,205263348,1,2,1,9030866416,73389,73389,14,14,14,205246964,10,3,484448,981019,1968511,20606,2698378032,960452,28822353,1846
256301.08,253952,62,148630,9792390886,27,45893171,0,302,29,29,4831,138,0,675,1020988,23,37661,30,18,143207792,1352,1,0,29,43,11,8,566,675,0,0,0,33253337,4229844,2915967729,0,675,407,2,1,14,14,515,1,2915957552,2866427571,118607356,222188403,222204787,1,2,1,9776289732,73389,73389,14,14,14,222188403,10,3,488439,1042994,2037298,22266,2915957552,1020988,31217240,1846
258311.20,253952,62,163980,10803618606,27,47364617,0,352,32,32,4831,141,4,675,1136852,23,41972,30,18,143738696,1352,1,0,29,46,11,8,566,675,0,0,0,37308890,5128571,3209405318,0,675,407,2,1,14,14,515,1,3210709968,3161909744,125282069,245185001,245185001,1,2,1,10788140044,73389,73389,14,14,14,245185001,10,3,495423,1161296,2182686,24518,3210709968,1136852,35127526,1846
260320.80,253952,62,179059,11796879538,28,51949490,0,401,33,33,4831,143,4,675,1264019,23,46232,30,18,144004148,1352,1,0,29,47,11,8,566,675,0,0,0,41523812,6005329,3499598576,0,675,407,2,1,14,14,515,1,3500903376,3452192040,135249810,267753900,267770284,1,2,1,11781171600,73389,73389,14,14,14,267753900,10,3,513343,1290901,2368666,26732,3500903376,1264019,39156596,1846
262333.52,253952,62,194429,12810007802,29,56077543,0,454,33,33,4831,145,4,675,1389395,23,50532,30,18,144535052,1352,1,0,29,47,11,8,566,675,0,0,0,45646624,6786583,3797923229,0,675,407,2,1,14,14,515,1,3796995024,3748399494,144682671,290775074,290791458,1,2,1,12794103256,73389,73389,14,14,14,290775074,10,3,521523,1418720,2543492,28991,3796995024,1389395,43104729,1846
264340.84,253952,62,209470,13801043818,29,59939114,0,509,34,34,4831,148,4,675,1521715,23,54809,30,18,145065956,1352,1,0,29,48,11,8,566,675,0,0,0,49842822,7723117,4087589160,0,675,407,2,1,14,14,515,1,4086402000,4038080726,155043536,313309046,313325430,1,2,1,13785598024,73389,73389,14,14,14,313309046,10,3,537125,1553473,2722929,31199,4086402000,1521715,47121614,1846
266346.34,253952,62,221993,14626263830,32,65130836,0,542,34,34,4831,150,4,675,1600620,23,58323,30,18,145331408,1352,1,0,29,48,11,8,566,675,0,0,0,52778757,7972205,4328475092,0,675,407,2,1,14,14,515,1,4327312336,4279351289,163600378,332064791,332064791,1,2,1,14610850804,73389,73389,14,14,14,332064791,10,3,538597,1634093,2810921,33037,4327312336,1600620,49969670,1846
268361.67,253952,62,235867,15540288430,32,67105941,0,573,36,36,4831,152,4,675,1711697,23,62225,30,18,145596860,1352,1,0,29,50,11,8,566,675,0,0,0,56296303,8396878,4593886663,0,675,407,2,1,14,14,515,1,4594306000,4546523112,169703566,352841801,352841801,1,2,1,15524318348,73389,73389,14,14,14,352825417,10,3,548975,1747191,2955448,35074,4594306000,1711697,53342811,1846
270367.45,253952,62,250419,16499277342,32,69420751,0,614,37,37,4831,155,5,675,1832486,23,66355,30,18,145862312,1352,1,0,29,51,11,8,566,675,0,0,0,60200426,9099376,4874114735,0,675,407,2,1,14,14,515,1,4874800080,4826920391,176969507,374630301,374630301,1,2,1,16483733244,73389,73389,14,14,14,374630301,10,3,555992,1871060,3106557,37214,4874800080,1832486,57095963,1846
272373.88,253952,62,261002,17196561158,35,74274919,0,636,37,37,4831,156,5,675,1884116,23,69293,30,18,146127764,1352,1,0,29,51,11,8,566,675,0,0,0,62370492,10111465,5079066603,0,675,407,2,1,14,14,515,1,5078092752,5030752234,184017439,390476171,390476171,1,2,1,17180951524,73389,73389,14,14,14,390476171,10,3,558445,1923964,3161553,38765,5078092752,1884116,59211114,1846
274390.24,253952,62,273122,17995370162,35,75620069,0,679,39,39,4831,158,5,675,1971777,23,72728,30,18,146658668,1352,1,0,29,53,11,8,566,675,0,0,0,65299106,10365343,5311436777,0,675,407,2,1,14,14,515,1,5311400912,5264184581,188644250,408617516,408633900,1,2,1,17979170704,73389,73389,14,14,14,408617516,10,3,587561,2013373,3321253,40545,5311400912,1971777,61980145,1846
276401.45,253952,62,286649,18885962334,35,79834347,0,702,42,42,4831,161,5,675,2105060,23,76577,30,18,146658668,1352,1,0,29,56,11,8,566,675,0,0,0,68920977,11837442,5571480914,0,675,407,2,1,14,14,515,1,5571058507,5524486585,198897015,428872397,428888781,1,2,1,18870385468,73389,73389,14,14,14,428872397,10,3,610042,2148841,3480364,42530,5571058507,2105060,65443025,1846
278409.00,253952,62,300584,19804250082,38,87189101,0,742,43,43,4831,163,5,675,2223468,23,80481,30,18,147189572,1352,1,0,29,57,11,8,566,675,0,0,0,72670493,13284338,5836882514,0,675,407,2,1,14,14,515,1,5839625035,5792892430,212185915,449745552,449761936,1,2,1,19788804288,73389,73389,14,14,14,449745552,10,3,638630,2269413,3707480,44579,5839625035,2223468,68965546,1846
