timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,QueryTimeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectQueryTimeMicroseconds,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
288669.32,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,2097278,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,3,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0
290676.94,1,253952,62,6156,405032328,2,3623416,0,47,5,5,4796,102,0,567,74497,0,27,2404,11,97246087,1136,1,0,4,2321,7492216,8,29968864,10,19,5,1152,567,0,0,3949348,258949,164817233,0,567,599,0,3,1,14,14,4647,0,3,164941077,130248956,7827337,7615957,7632341,1,3,1,0,396029796,73389,73389,14,14,14,7615961,10,3,45292,75944,203220,1435,164941077,74497,3746264,2089
292688.13,2,253952,62,12769,840919558,2,5455453,0,91,5,5,4796,123,0,567,129161,0,27,4981,11,98802601,1136,1,0,4,2321,15746547,8,62986188,10,19,5,1152,567,0,0,8059317,468628,291494628,0,567,599,0,3,1,14,14,4647,0,3,291220458,267599616,13913248,15987293,15987293,1,3,1,0,831339268,73389,73389,14,14,14,15987297,10,3,49908,132091,268120,2445,291220458,129161,7791463,2089
294696.32,2,253952,62,19775,1301355836,2,7080215,0,136,5,5,4796,166,0,567,193796,0,27,7720,11,99779947,1136,1,0,4,2321,24429464,8,97717856,10,19,5,1152,567,0,0,12232050,639452,445866547,0,567,599,0,3,1,14,14,4647,0,3,445726427,412663662,19879150,24842401,24842401,1,3,1,0,1290952916,73389,73389,14,14,14,24826021,10,3,54479,198406,374737,3716,445726427,193796,11857721,2089
296705.01,3,253952,62,26738,1760494382,2,8863350,0,186,5,5,4796,227,0,567,253915,0,27,10489,11,101022745,1136,1,0,4,2321,33180643,8,132657912,10,19,5,1152,567,0,0,16382110,780831,587992579,0,567,599,0,3,1,14,14,4647,0,3,587697462,557253453,25938978,33670330,33670330,1,3,1,0,1750857192,73389,73389,14,14,14,33670334,10,3,60408,260122,462794,4933,587697462,253915,15919862,2089
298717.56,4,253952,62,33880,2230145206,2,10415164,0,249,5,5,4796,259,0,567,318383,0,27,13277,11,102615457,1136,1,0,4,2321,42085502,8,168148572,10,19,5,1152,567,0,0,20631217,1046039,737929869,0,567,599,0,3,1,14,14,4647,0,3,737616611,705036793,31974488,42703503,42703503,1,3,1,0,2220582188,73389,73389,14,14,14,42703507,10,3,63442,326189,543614,6148,737616611,318383,20088298,2089
300722.97,4,253952,62,40599,2673317100,2,11875406,0,303,5,5,4796,326,0,567,372380,0,27,15950,11,104196103,1136,1,0,4,2321,50499049,8,201996196,10,19,5,1152,567,0,0,24459323,1147311,872141042,0,567,599,0,3,1,14,14,4647,0,3,871427851,844403819,37371772,51236520,51236520,1,3,1,0,2664299072,73389,73389,14,14,14,51236524,10,3,68055,381615,615474,7307,871427851,372380,23844677,2089
302732.38,4,253952,62,45640,3005554306,3,14571586,0,312,5,5,4796,338,0,567,403123,0,27,17920,11,105438901,1136,1,0,4,2321,56785990,8,227079348,10,19,5,1152,567,0,0,26833428,1147432,977189239,0,567,599,0,3,1,14,14,4647,0,3,976641038,949118258,42442371,57613326,57613326,1,3,1,0,2995892984,73389,73389,14,14,14,57613330,10,3,91781,413238,729489,8140,976641038,403123,26104859,2089
304740.56,4,253952,62,53668,3533873326,3,15824865,0,386,6,6,4796,409,2,576,474329,0,27,21096,11,108750284,1154,1,0,4,2321,66778247,8,267112988,10,20,5,1152,576,0,0,31368861,1295116,1146249258,0,576,606,0,3,1,14,14,4647,0,3,1145534671,1115671527,48354246,67764485,67764485,1,3,1,0,3523753252,73389,73389,14,14,14,67764489,10,3,97236,486180,829392,9579,1145534671,474329,30540556,2120
306746.41,5,253952,62,61544,4053751190,3,17012184,0,463,6,6,4796,447,2,576,543693,0,27,24195,11,110596382,1154,1,0,4,2321,76638019,8,306552076,10,20,5,1152,576,0,0,35961383,1446851,1311829754,0,576,606,0,3,1,14,14,4647,0,3,1311819744,1278987960,54258539,77781969,77781969,1,3,1,0,4044662420,73389,73389,14,14,14,77781973,10,3,98880,557241,905578,10932,1311819744,543693,35057056,2120
308752.42,5,253952,62,66838,4401688186,4,19766107,0,482,6,6,4796,490,2,576,572150,0,27,26266,11,111561662,1154,1,0,4,2321,83238717,8,332825772,10,20,5,1152,576,0,0,38241716,1447577,1421461223,0,576,606,0,3,1,14,14,4647,0,3,1420099751,1388812125,59299671,84460164,84460164,1,3,1,0,4391928560,73389,73389,14,14,14,84460168,10,3,101940,586535,945624,11855,1420099751,572150,37297436,2120
