timestamp_ms,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MergingSortedMilliseconds,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
362532.56,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,2097278,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
364537.08,253952,62,23137,1523220250,0,0,0,0,32,32,9461,118,0,675,123603,14,2336,47,88,139768982,1352,1,0,46,46,14,231,675,0,0,0,2065264,16,493354515,0,675,376,2,1,14,14,312,1,500169520,449015119,2141487,34260154,34276538,1,2,1,1507446776,73389,73389,14,14,14,34260154,5,3,449441,125757,769596,3835,500169520,123603,1295760,1796
366541.95,253952,62,44392,2923886038,0,476094,0,5,32,32,9461,121,0,675,228650,14,8297,47,88,140565338,1352,1,0,46,46,14,231,675,0,0,0,6574751,228,903750426,0,675,376,2,1,14,14,312,1,909507376,858507047,13358440,66088999,66105383,1,2,1,2907915956,73389,73389,14,14,14,66088999,5,3,476444,233389,953046,6958,909507376,228650,5621968,1796
368546.40,253952,62,65671,4326124690,2,2476388,0,5,32,32,9461,124,0,675,332896,14,14266,47,88,141096242,1352,1,0,46,46,14,231,675,0,0,0,10963611,589,1317456849,0,675,376,2,1,14,14,312,1,1319238448,1268487216,25491595,97966996,97983380,1,2,1,4310547824,73389,73389,14,14,14,97966996,5,3,486190,340096,1087671,10084,1319238448,332896,9876387,1796
370550.69,253952,62,86582,5703980642,2,2476388,0,5,32,32,9461,128,1,675,429097,14,20189,47,88,141627146,1352,1,0,46,46,14,231,675,0,0,0,15384029,695,1720023191,0,675,376,2,1,14,14,312,1,1721367344,1671239475,36116380,129273712,129290096,1,2,1,5688043328,73389,73389,14,14,14,129273712,5,3,513288,438678,1224832,13152,1721367344,429097,14159821,1796
372554.94,253952,62,108151,7125224734,2,2476388,0,5,32,32,9461,131,1,675,521640,14,26235,47,88,142158050,1352,1,0,46,46,14,231,675,0,0,0,19656747,870,2135953920,0,675,376,2,1,14,14,312,1,2136865584,2086787720,44882616,161577693,161577693,1,2,1,7109418492,73389,73389,14,14,14,161577693,5,3,533316,533545,1352730,16322,2136865584,521640,18304817,1796
374559.79,253952,62,129844,8554595290,2,2476388,0,5,32,32,9461,135,1,675,606087,14,32372,47,88,142688954,1352,1,0,46,46,14,231,675,0,0,0,23866243,1004,2553851115,0,675,376,2,1,14,14,312,1,2554067760,2504542290,53283892,194070090,194070090,1,2,1,8539083960,73389,73389,14,14,14,194070090,5,3,556089,620222,1470509,19505,2554067760,606087,22396705,1796
376564.03,253952,62,151480,9980230294,2,2476388,0,5,32,32,9461,138,1,675,696257,14,38440,47,88,143207792,1352,1,0,46,46,14,231,675,0,0,0,28132842,1107,2969258178,0,675,376,2,1,14,14,312,1,2970647066,2921286011,66640824,226472375,226472375,1,2,1,9964784500,73389,73389,14,14,14,226472375,5,3,578102,712753,1626901,22685,2970778138,696287,26507080,1796
378568.68,253952,62,172825,11386204498,2,2476388,0,5,32,32,9461,142,1,675,796108,14,44477,47,88,144004148,1352,1,0,46,46,14,231,675,0,0,0,32359153,1168,3379258993,0,675,376,2,1,14,14,312,1,3380710352,3332181255,75909005,258424100,258440484,1,2,1,11370660400,73389,73389,14,14,14,258424100,5,3,606515,814865,1781563,25815,3380710352,796108,30578897,1796
380572.90,253952,62,194116,12789229582,2,2476388,0,5,32,32,9461,145,1,675,899602,14,50450,47,88,144535052,1352,1,0,46,46,14,231,675,0,0,0,36740701,1192,3790470724,0,675,376,2,1,14,14,312,1,3790834640,3742327536,85463564,290310289,290326673,1,2,1,12773652716,73389,73389,14,14,14,290310289,5,3,622879,920745,1911439,28944,3790834640,899602,34830754,1796
