timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
402572.01,0,253952,62,7324,481904158,0,1060870,60,3,3,5559,106,0,558,70991,0,11,2853,16,58,95758857,1118,1,0,4,509,8935857,7,35678680,15,17,12,126,558,0,0,4175887,102413,182970161,0,558,459,0,3,1,14,14,1011,3,183602921,154599240,5310423,9063782,9096550,1,3,1,471316696,73389,73389,14,14,14,9063786,7,3,78784,72504,242423,1583,183602921,70991,3933607,1573
404578.52,0,253952,62,15303,1007325630,0,2413854,139,3,3,5559,135,0,558,140919,0,11,5975,16,58,97013721,1118,1,0,4,509,18918090,7,75607576,15,17,12,126,558,0,0,8743803,206559,350885402,0,558,459,0,3,1,14,14,1011,3,350563336,320017671,11343993,19188206,19188206,1,3,1,997786744,73389,73389,14,14,14,19188210,7,3,81929,144085,340439,2919,350563336,140919,8403671,1573
406585.34,1,253952,62,23299,1533559564,0,3774503,217,3,3,5559,219,0,558,210255,0,11,9147,16,58,97954869,1118,1,0,4,509,28871076,7,115419616,15,17,12,126,558,0,0,13293034,349348,513735591,0,558,459,0,3,1,14,14,1011,3,514272291,485402625,17358636,29314789,29331173,1,3,1,1524369060,73389,73389,14,14,14,29314793,7,3,87592,215054,430635,4340,514272291,210255,12862871,1573
408600.97,1,253952,62,31417,2068500784,0,5043345,302,3,3,5559,250,0,558,282937,0,11,12331,16,58,99318327,1118,1,0,4,509,39028031,7,156112124,15,17,12,126,558,0,0,17977280,440477,686556457,0,558,459,0,3,1,14,14,1011,3,686031159,653962012,23404301,39600894,39615119,1,3,1,2059246520,73389,73389,14,14,14,39600898,7,3,90162,289468,519556,5721,686031159,282937,17458365,1573
410607.73,2,253952,62,39476,2599358192,0,6429295,376,3,3,5559,283,0,567,352237,0,11,15484,16,58,101951827,1136,1,0,4,509,49096892,7,196387568,15,17,12,126,567,0,0,22529335,531594,850592475,0,567,466,0,3,1,14,14,1011,3,850425040,821133189,29416431,49813271,49813271,1,3,1,2590290124,73389,73389,14,14,14,49813275,7,3,92411,360368,597399,7052,850425040,352237,21932749,1607
412614.82,2,253952,62,47545,3130665838,0,7929297,446,3,3,5559,365,0,567,421906,0,11,18682,16,58,103194625,1136,1,0,4,509,59143695,7,236510160,15,17,12,126,567,0,0,27024053,604737,1019504016,0,567,466,0,3,1,14,14,1011,3,1018646806,988615630,35454122,60019615,60019615,1,3,1,3121020012,73389,73389,14,14,14,60019619,7,3,98599,431691,690218,8498,1018646806,421906,26334810,1607
414623.49,2,253952,62,55744,3671458444,0,9196725,529,3,3,5559,396,0,567,501414,0,11,21885,16,58,104775271,1136,1,0,4,509,69378666,7,277449980,15,17,12,126,567,0,0,31666730,717986,1194728015,0,567,466,0,3,1,14,14,1011,3,1193960533,1158875540,41478679,70416090,70416090,1,3,1,3661636712,73389,73389,14,14,14,70416094,7,3,109375,512887,829228,9911,1193960533,501414,30838657,1607
416637.93,3,253952,62,64065,4219667274,0,10578350,597,3,3,5559,476,0,576,573331,0,11,25189,16,58,107891276,1154,1,0,4,509,79769639,7,318949344,15,17,12,126,576,0,0,36218367,826676,1366119493,0,576,477,0,3,1,14,14,1011,3,1365810432,1331796428,47514010,80939763,80939763,1,3,1,4208867708,73389,73389,14,14,14,80939767,7,3,114284,586435,922696,11388,1365810432,573331,35297007,1635
418651.80,3,253952,62,72366,4766794638,0,11926768,678,3,3,5559,512,0,576,643211,0,11,28448,16,58,109725308,1154,1,0,4,509,90135830,7,360543320,15,17,12,126,576,0,0,40832741,926296,1537362172,0,576,477,0,3,1,14,14,1011,3,1536249096,1504244099,53560390,91453085,91453085,1,3,1,4755560452,73389,73389,14,14,14,91453089,7,3,118628,657936,1035188,12764,1536249096,643211,39799060,1635
420658.67,3,253952,62,80838,5324827008,0,13177534,756,3,3,5559,553,1,576,720665,0,11,31767,16,58,110364806,1154,1,0,4,509,100713337,7,402853348,15,17,12,126,576,0,0,45536549,1031649,1719339318,0,576,477,0,3,1,14,14,1011,3,1717789048,1679801101,59601532,102181558,102181558,1,3,1,5313441048,73389,73389,14,14,14,102181562,7,3,126582,737090,1132279,14249,1717789048,720665,44405956,1635
422666.10,3,253952,62,89296,5881362706,0,14426789,844,3,3,5559,630,1,576,794478,0,11,35094,16,58,111028436,1154,1,0,4,509,111181043,7,444724172,15,17,12,126,576,0,0,50247563,1088824,1894185087,0,576,477,0,3,1,14,14,1011,3,1893352201,1855625916,65605290,112832429,112848813,1,3,1,5867286340,73389,73389,14,14,14,112832433,7,3,132989,812559,1219084,15736,1893352201,794478,49030353,1635
424673.58,3,253952,62,97670,6433801428,0,15612960,942,3,3,5559,667,1,585,866584,0,11,38377,16,58,114361366,1172,1,0,4,509,121629016,7,486516064,15,17,12,126,585,0,0,55048142,1156203,2067192662,0,585,488,0,3,1,14,14,1011,3,2065552988,2029635913,71641467,123462154,123462154,1,3,1,6420032040,73389,73389,14,14,14,123462158,7,3,135175,886288,1317942,17132,2065552988,866584,53732250,1663
