timestamp_ms,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MergingSortedMilliseconds,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
158763.68,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,2097278,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0
160768.90,0,0,19912,1310792776,0,0,0,0,1,1,3893,117,1,603,124803,17,1859,16,303,124525652,1208,1,0,15,15,0,14,559,603,0,0,0,1997185,49,432140379,0,603,366,2,1,14,14,417,1,432046276,386538096,1997750,29468278,29484662,1,2,1,1296604232,73389,73389,14,14,14,29468278,9,3,379409,127041,784390,3314,432046276,124803,1212954,1737
162773.65,253952,62,40556,2670909296,1,1366951,0,5,17,17,3893,120,1,675,239246,17,7193,32,323,140299886,1352,1,0,31,31,7,14,633,675,0,0,0,6284598,131103,834392952,0,675,387,2,1,14,14,417,1,835582768,784641572,12182047,60342977,60342977,1,2,1,2655090988,73389,73389,14,14,14,60342977,9,3,494464,244108,1112709,6394,835582768,239246,5172201,1937
164779.82,253952,62,60357,3976008222,1,2142883,0,21,17,17,3893,124,1,675,342627,17,12831,32,323,141096242,1352,1,0,31,31,7,14,633,675,0,0,0,10533037,276555,1208899003,0,675,387,2,1,14,14,417,1,1216740144,1166104593,43513665,90011293,90011293,1,2,1,3960496892,73389,73389,14,14,14,90011293,9,3,510117,350192,1271372,9302,1216740144,342627,9262194,1937
166787.19,253952,62,78367,5162682430,7,13112906,0,31,17,17,3893,126,1,675,458239,17,17837,32,323,141361694,1352,1,0,31,31,7,14,633,675,0,0,0,15341333,988877,1559820436,0,675,387,2,1,14,14,417,1,1563294512,1513044993,82941940,116968501,116984885,1,2,1,5146614044,73389,73389,14,14,14,116968501,9,3,540152,468380,1482766,11946,1563294512,458239,13859278,1937
168794.64,253952,62,95553,6295089522,7,13441334,0,32,19,19,3893,129,1,675,575245,17,22692,32,323,141892598,1352,1,0,31,33,7,14,633,675,0,0,0,19972259,1724903,1890688982,0,675,387,2,1,14,14,417,1,1894251312,1844037404,97847814,142707260,142723644,1,2,1,6279119440,73389,73389,14,14,14,142707260,9,3,558583,587967,1707628,14471,1894251312,575245,18265513,1937
170807.48,253952,62,111543,7348850106,8,14864466,0,36,19,19,3893,132,1,675,690486,17,27214,32,323,142423502,1352,1,0,31,33,7,14,633,675,0,0,0,24494285,3980007,2197556866,0,675,387,2,1,14,14,417,1,2202139440,2152140116,114212644,166662322,166662322,1,2,1,7333142168,73389,73389,14,14,14,166662322,9,3,580081,705640,1923423,16820,2202139440,690486,22571910,1937
172812.14,253952,62,131529,8665554354,8,14864466,0,36,19,19,3893,135,1,675,795488,17,32831,32,323,142688954,1352,1,0,31,33,7,14,633,675,0,0,0,28892944,4295263,2583474194,0,675,387,2,1,14,14,417,1,2586704688,2537021539,123612513,196588908,196588908,1,2,1,8649911952,73389,73389,14,14,14,196588908,9,3,587744,813239,2062568,19754,2586704688,795488,26831596,1937
174819.55,253952,62,149787,9868746942,8,14960447,0,51,19,19,3893,138,1,675,907036,17,37976,32,323,143207792,1352,1,0,31,33,7,14,633,675,0,0,0,33435464,5020341,2935443270,0,675,387,2,1,14,14,417,1,2937977648,2888709968,168043723,223937173,223937173,1,2,1,9853235612,73389,73389,14,14,14,223937173,9,3,611564,927407,2225494,22434,2937977648,907036,31211358,1937
176824.15,253952,62,160607,10581238418,17,25366082,0,74,19,19,3893,140,1,675,966989,17,41033,32,323,143738696,1352,1,0,31,33,7,14,633,675,0,0,0,35973263,5080211,3146932116,0,675,387,2,1,14,14,417,1,3145698256,3096919170,187421788,240133140,240133140,1,2,1,10565858160,73389,73389,14,14,14,240133140,9,3,612018,988810,2277528,24022,3145698256,966989,33697224,1937
