timestamp_ms,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
563563.72,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,2097278,2,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0
565568.20,0,0,21141,1391601972,0,0,0,1,1,4413,117,639,124690,5,1974,16,1,131875832,1280,1,15,15,0,14,70,639,1993876,522,457438164,639,459,2,1,14,14,412,1,458653892,410335859,1995143,31292935,31309319,1,2,1,1376889140,73389,73389,14,14,14,31292935,9,3,402862,126836,796566,3517,458653892,124690,1197399,1881
567575.26,253952,62,39368,2592775010,12,12524286,42,25,25,4413,120,675,256414,5,6869,40,31,140299886,1352,1,39,39,10,14,179,675,6346170,734326,802386165,675,485,2,1,14,14,412,1,812645168,761796515,39380238,58551088,58567472,1,2,1,2576247872,73389,73389,14,14,14,58551088,9,3,536711,261080,1209745,6219,812645168,256414,5136659,1983
569579.70,253952,62,53665,3535052242,22,24717885,92,25,25,4413,122,675,354603,5,10878,40,31,140830790,1352,1,39,39,10,14,179,675,10272170,1103024,1087727047,675,485,2,1,14,14,412,1,1087896368,1037207025,57890738,79987332,79987332,1,2,1,3519442608,73389,73389,14,14,14,79987332,9,3,545497,361382,1358263,8319,1087896368,354603,8913622,1983
571588.45,253952,62,66304,4367874430,23,27651716,114,27,27,4413,125,675,428766,5,14467,40,31,141096242,1352,1,39,41,10,14,179,675,13199604,1226990,1330193333,675,485,2,1,14,14,412,1,1331297072,1280692129,63643413,98915109,98915109,1,2,1,4352264796,73389,73389,14,14,14,98915109,9,3,554617,437277,1477600,10176,1331297072,428766,11722481,1983
573603.80,253952,62,82311,5422483674,23,30912895,171,29,29,4413,127,675,567220,5,18970,40,31,141361694,1352,1,39,43,10,14,179,675,17613555,2033619,1635988609,675,485,2,1,14,14,412,1,1639316272,1588963864,73359410,122872330,122888714,1,2,1,5406382520,73389,73389,14,14,14,122872330,9,3,571751,578208,1655396,12526,1639316272,567220,15958768,1983
575610.58,253952,62,98022,6457694262,24,36432748,232,30,30,4413,130,675,692688,5,23417,40,31,141892598,1352,1,39,44,10,14,179,675,22040275,2883786,1940741850,675,485,2,1,14,14,412,1,1941568304,1891605187,85090693,146411759,146411759,1,2,1,6442117396,73389,73389,14,14,14,146411759,9,3,585343,706092,1829058,14832,1941568304,692688,20211977,1983
577617.83,253952,62,114017,7511782526,26,41019105,280,30,30,4413,132,675,813627,5,27889,40,31,142423502,1352,1,39,44,10,14,179,675,26419812,3585390,2248917400,675,485,2,1,14,14,412,1,2249718576,2199743634,95530648,170366821,170366821,1,2,1,7496140124,73389,73389,14,14,14,170366821,9,3,596292,829552,2005327,17183,2249718576,813627,24415415,1983
579622.35,253952,62,125898,8294397522,29,45966445,313,31,31,4413,134,675,896121,5,31239,40,31,142423502,1352,1,39,45,10,14,179,675,29364863,3833849,2478787974,675,485,2,1,14,14,412,1,2478177072,2428497217,104074291,188143844,188160228,1,2,1,8278329136,73389,73389,14,14,14,188143844,9,3,628755,913659,2189334,18926,2478177072,896121,27176554,1983
581636.87,253952,62,139236,9173560278,29,47457471,344,34,34,4413,136,675,996276,5,34988,40,31,142942340,1352,1,39,48,10,14,179,675,32842889,4225378,2735291955,675,485,2,1,14,14,412,1,2735340336,2685541168,109822254,208132263,208132263,1,2,1,9157098676,73389,73389,14,14,14,208115879,9,3,654288,1015836,2359496,20888,2735340336,996276,30484547,1983
