timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
495691.78,0,253952,62,5166,339837972,1,2978873,0,54,4,4,7240,94,0,558,69178,0,26,2010,8,95433075,1118,1,0,4,3885,6258111,9,25032444,7,18,3,2922,558,0,0,3081489,701916,142572113,0,558,640,0,3,1,14,14,4507,3,142448304,109631014,6750070,6364740,6364740,1,3,1,330966512,73389,73389,14,14,14,6364744,9,3,75741,70360,216335,1248,142448304,69178,2865265,2079
497697.66,0,253952,62,10384,682770100,2,5797611,0,96,4,4,7240,104,0,558,105428,0,26,4038,8,96386289,1118,1,0,4,3885,12762071,9,51048284,7,18,3,2922,558,0,0,5736989,967463,249130716,0,558,640,0,3,1,14,14,4507,3,249026241,217867917,12486126,12944631,12944631,1,3,1,673120844,73389,73389,14,14,14,12944635,9,3,77585,107611,263354,2082,249026241,105428,5473857,2079
499703.63,1,253952,62,15322,1007653798,2,7468507,0,128,4,4,7240,165,0,558,137133,0,26,5993,8,97351569,1118,1,0,4,3885,18892196,9,75504072,7,18,3,2922,558,0,0,8080728,1001911,354559471,0,558,640,0,3,1,14,14,4507,3,354223513,320227388,16535180,19194683,19194683,1,3,1,998123548,73389,73389,14,14,14,19194687,9,3,84164,140302,316365,3014,354223513,137133,7764688,2079
501717.80,1,253952,62,20206,1329903502,2,9025900,0,150,5,5,7240,172,0,558,164284,0,26,7916,8,99523449,1118,1,0,4,3885,25047282,9,100189128,7,19,3,2922,558,0,0,10423704,1148870,447897114,0,558,640,0,3,1,14,14,4507,3,447591821,421329799,20578943,25405490,25405490,1,3,1,1321085512,73389,73389,14,14,14,25405494,9,3,91500,168273,355368,3746,447591821,164284,10067765,2079
503727.68,1,253952,62,25614,1686494070,2,10579116,0,197,5,5,7240,194,0,567,222411,0,26,10018,8,103194625,1136,1,0,4,3885,31729905,9,126919620,7,19,3,2922,567,0,0,13558309,2203540,563894696,0,567,650,0,3,1,14,14,4507,3,563875430,533758821,26314221,32247081,32263465,1,3,1,1675996276,73389,73389,14,14,14,32230701,9,3,94941,227585,420037,4693,563875430,222411,13138843,2116
505739.05,2,253952,62,31027,2042181586,2,12897334,0,247,5,5,7240,257,0,567,270833,0,26,12178,8,103822057,1136,1,0,4,3885,38506391,9,154025564,7,19,3,2922,567,0,0,16693882,2915248,678588306,0,567,650,0,3,1,14,14,4507,3,678674030,645819791,32309818,39089116,39089116,1,3,1,2032634064,73389,73389,14,14,14,39089120,9,3,99316,277190,480358,5690,678674030,270833,16214228,2116
507755.32,2,253952,62,36563,2406593660,2,15181482,0,300,5,5,7240,277,0,567,316378,0,26,14334,8,104775271,1136,1,0,4,3885,45408995,9,181571360,7,19,3,2922,567,0,0,19913463,3615818,789549244,0,567,650,0,3,1,14,14,4507,3,788980242,760714184,38681044,46090673,46090673,1,3,1,2396715028,73389,73389,14,14,14,46090677,9,3,104268,323888,549184,6575,788980242,316378,19365117,2116
509761.12,2,253952,62,41572,2736769912,3,17680533,0,340,5,5,7240,336,0,567,351425,0,26,16346,8,105752617,1136,1,0,4,3885,51696241,9,206784964,7,19,3,2922,567,0,0,22481915,3816757,894731364,0,567,650,0,3,1,14,14,4507,3,893792921,864502196,43955624,52451095,52451095,1,3,1,2727456972,73389,73389,14,14,14,52451099,9,3,108447,359916,597040,7495,893792921,351425,21885819,2116
511775.77,2,253952,62,46704,3075924108,3,19141627,0,374,6,6,7240,351,0,567,390047,0,26,18344,8,107924497,1136,1,0,4,3885,58089675,9,232294220,7,20,3,2922,567,0,0,25091827,4072118,1000640742,0,567,650,0,3,1,14,14,4507,3,1000116830,971313834,48294401,58968880,58968880,1,3,1,3066381792,73389,73389,14,14,14,58968884,9,3,117188,399475,659668,8341,1000116830,390047,24433216,2116
513783.98,2,253952,62,52290,3444795450,3,21365048,0,430,6,6,7240,370,0,567,440211,0,26,20546,8,109167295,1136,1,0,4,3885,65113666,9,260454664,7,20,3,2922,567,0,0,28291451,4821515,1123275961,0,567,650,0,3,1,14,14,4507,3,1122096323,1087480113,54439374,66060105,66076489,1,3,1,3435125492,73389,73389,14,14,14,66060109,9,3,121521,450847,723297,9320,1122096323,440211,27569346,2116
