timestamp_ms,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MergingSortedMilliseconds,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
182772.62,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,1,0,2097278,2,1,0,1,0,0,0,13,0,0,0,0,0,0,0,0,0,0,2,1,14,14,399,1,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,13,3,0,0,0,0,0,0,0,0
184778.08,0,0,19859,1307053916,0,0,0,0,1,1,5500,117,0,603,124272,17,1854,7,1,124260200,1208,1,0,6,15,0,5,1351,603,0,0,0,1988852,3682,430303942,0,603,369,2,1,14,14,399,1,430997700,385488779,1993020,29396709,29396709,1,2,1,1292734300,73389,73389,14,14,14,29380325,13,3,378056,126241,818174,3306,430997700,124272,1170776,1722
186785.26,253952,62,34262,2256555482,18,19126855,0,39,20,20,5500,119,0,675,202497,17,5422,26,18,140299886,1352,1,0,25,34,6,5,1666,675,0,0,0,4918679,65191,714148972,0,675,391,2,1,14,14,399,1,714603312,663484122,30016489,50929098,50929098,1,2,1,2240880312,73389,73389,14,14,14,50929098,13,3,492876,206154,1122047,5471,714603312,202497,3796845,1907
188792.95,253952,62,49345,3250344010,18,20327942,0,75,25,25,5500,122,0,675,311530,17,9704,26,18,140830790,1352,1,0,25,39,6,5,1666,675,0,0,0,8877581,1259629,1000695475,0,675,391,2,1,14,14,399,1,1004534576,953953831,37864624,73512222,73528606,1,2,1,3234537768,73389,73389,14,14,14,73512222,13,3,508790,317443,1290693,7683,1004534576,311530,7587256,1907
190798.96,253952,62,61820,4072418294,23,27086007,0,107,25,25,5500,124,0,675,389782,17,13212,26,18,141096242,1352,1,0,25,39,6,5,1666,675,0,0,0,11861947,1678527,1244473523,0,675,391,2,1,14,14,399,1,1244789552,1194303099,48485961,92202431,92202431,1,2,1,4056906964,73389,73389,14,14,14,92202431,13,3,513812,397348,1384340,9516,1244789552,389782,10478089,1907
192807.52,253952,62,74603,4914677666,23,28762781,0,128,28,28,5500,126,0,675,475201,17,16817,26,18,141361694,1352,1,0,25,42,6,5,1666,675,0,0,0,14994378,2219093,1488654705,0,675,391,2,1,14,14,399,1,1491073840,1440513973,54234152,111335008,111351392,1,2,1,4898740352,73389,73389,14,14,14,111335008,13,3,522798,484591,1506760,11395,1491073840,475201,13488232,1907
194816.64,253952,62,89368,5887360294,24,32861358,0,171,29,29,5500,128,0,675,587519,17,20948,26,18,141627146,1352,1,0,25,43,6,5,1666,675,0,0,0,18933631,3272076,1773227011,0,675,391,2,1,14,14,399,1,1775106864,1724833421,63554939,133453347,133453347,1,2,1,5871947268,73389,73389,14,14,14,133453347,13,3,535026,599184,1668523,13562,1775106864,587519,17265876,1907
196827.20,253952,62,103392,6811722066,25,37575962,0,209,29,29,5500,131,0,675,695520,17,24937,26,18,142133918,1352,1,0,25,43,6,5,1666,675,0,0,0,22880665,4298563,2045331847,0,675,391,2,1,14,14,399,1,2045246256,1995149875,73396517,154424806,154447223,1,2,1,6794691464,73389,73389,14,14,14,154424806,13,3,540859,709484,1799173,15623,2045246256,695520,21082393,1907
198833.11,253952,62,115645,7619006038,27,41330067,0,241,29,29,5500,133,0,675,764770,17,28364,26,18,142423502,1352,1,0,25,43,6,5,1666,675,0,0,0,25633377,4517620,2281759252,0,675,391,2,1,14,14,399,1,2281175856,2231091324,81644536,172803719,172803719,1,2,1,7603363636,73389,73389,14,14,14,172803719,13,3,546542,780346,1874482,17423,2281175856,764770,23759903,1907
200847.90,253952,62,129347,8521758446,27,43759504,0,271,34,34,5500,135,0,675,860098,17,32243,26,18,142688954,1352,1,0,25,48,6,5,1666,675,0,0,0,29083727,5003955,2540364853,0,675,391,2,1,14,14,399,1,2544630576,2494977858,88547354,193310393,193326777,1,2,1,8505657292,73389,73389,14,14,14,193310393,13,3,569667,877679,2031812,19433,2544630576,860098,27053064,1907
202855.41,253952,62,145145,9562670666,29,48460619,0,311,34,34,5500,137,1,675,979835,17,36654,26,18,142942340,1352,1,0,25,48,6,5,1666,675,0,0,0,33442778,6172126,2848019023,0,675,391,2,1,14,14,399,1,2848979760,2799283392,100987249,216972702,216989086,1,2,1,9546798888,73389,73389,14,14,14,216972702,13,3,578620,999840,2217656,21755,2848979760,979835,31226427,1907
204867.24,253952,62,160850,10597175732,29,51983800,0,358,35,35,5500,140,1,675,1089241,17,41101,26,18,143738696,1352,1,0,25,49,6,5,1666,675,0,0,0,37746748,7276082,3148557049,0,675,391,2,1,14,14,399,1,3150285776,3101583716,111600378,240493588,240493588,1,2,1,10580996976,73389,73389,14,14,14,240477204,13,3,597555,1111637,2417785,24057,3150285776,1089241,35330416,1907
206876.78,253952,62,176544,11631260142,31,56369991,0,397,37,37,5500,143,1,675,1202372,17,45545,26,18,144004148,1352,1,0,25,51,6,5,1666,675,0,0,0,42073702,8243321,3452146577,0,675,391,2,1,14,14,399,1,3452406736,3403855394,122652115,263983865,264000249,1,2,1,11615290060,73389,73389,14,14,14,263983865,13,3,611398,1227224,2598184,26362,3452406736,1202372,39477132,1907
208884.32,253952,62,193057,12719561506,32,60425337,0,438,38,38,5500,145,1,675,1313146,17,50159,26,18,144535052,1352,1,0,25,52,6,5,1666,675,0,0,0,46378873,9111161,3768997519,0,675,391,2,1,14,14,399,1,3770256336,3721949256,133830391,288731392,288731392,1,2,1,12703460352,73389,73389,14,14,14,288715008,13,3,618088,1340567,2750060,28787,3770256336,1313146,43630608,1907
210891.83,253952,62,209381,13795211114,32,62677735,0,470,39,39,5500,148,1,675,1419664,17,54776,26,18,145065956,1352,1,0,25,53,6,5,1666,675,0,0,0,50738717,10207468,4084136923,0,675,391,2,1,14,14,399,1,4084829136,4036392334,144991222,313177974,313177974,1,2,1,13779109960,73389,73389,14,14,14,313161590,13,3,640107,1449621,2965785,31187,4084829136,1419664,47774900,1907
212901.18,253952,62,225845,14880035762,34,67422488,0,492,43,43,5500,151,1,675,1536114,17,59443,26,18,145331408,1352,1,0,25,57,6,5,1666,675,0,0,0,55192953,11392882,4400311522,0,675,391,2,1,14,14,399,1,4401630160,4353515239,161571133,337821164,337837548,1,2,1,14864131216,73389,73389,14,14,14,337821164,13,3,672778,1568556,3216042,33604,4401630160,1536114,51979045,1907
