timestamp_ms,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
496275.57,0,0,0,0,0,0,0,0,0,0,39,0,0,10,0,4,1,2097278,2,1,4,4,0,0,27,0,0,0,1966,0,0,2,1,14,14,454,1,0,0,91,0,0,1,2,1,0,0,0,0,0,0,0,13,3,0,0,0,0,0,0,0,0
498282.10,0,0,17325,1140189336,0,0,0,1,1,3540,117,522,132432,30,1618,7,1,107523206,1046,1,6,15,32,5,1194,522,1944291,41977,373682165,522,427,2,1,14,14,454,1,375029956,336131438,1987442,25659442,25659442,1,2,1,1128294552,73389,73389,14,14,14,25643058,13,3,329619,134436,785839,2879,375029956,132432,1158537,1632
500289.12,253952,62,30827,2030112062,23,23839354,47,25,25,3540,119,675,224081,30,4485,31,47,140299886,1352,1,30,39,50,5,1320,675,4653397,401431,648083967,675,518,2,1,14,14,454,1,648280880,597293391,33349491,45770741,45787125,1,2,1,2013912604,73389,73389,14,14,14,45770741,13,3,475876,227746,1174835,4965,648280880,224081,3478684,2092
502297.61,253952,62,41470,2731328038,23,25721751,87,26,26,3540,120,675,302820,30,7452,31,47,140299886,1352,1,30,40,50,5,1320,675,6639015,681268,852905374,675,518,2,1,14,14,454,1,853277488,802329391,37017940,61714915,61714915,1,2,1,2715456260,73389,73389,14,14,14,61714915,13,3,480978,307975,1275642,6529,853277488,302820,5363576,2092
504307.38,253952,62,52213,3439363066,23,28314385,128,27,27,3540,122,675,427984,30,10504,31,47,140830790,1352,1,30,41,50,5,1320,675,10332169,2401405,1059041155,675,518,2,1,14,14,454,1,1059846960,1009232665,45390190,77796194,77812578,1,2,1,3423032536,73389,73389,14,14,14,77796194,13,3,491087,434913,1410007,8105,1059846960,427984,8922454,2092
506322.85,253952,62,63305,4170270158,23,31273529,168,27,27,3540,124,675,547162,30,13633,31,47,141096242,1352,1,30,41,50,5,1320,675,13390130,3426775,1271609035,675,518,2,1,14,14,454,1,1273625392,1222893545,50923018,94426337,94426337,1,2,1,4154758828,73389,73389,14,14,14,94426337,13,3,497757,555963,1503097,9736,1273625392,547162,11887423,2092
508338.05,253952,62,74307,4895013558,24,35672878,205,28,28,3540,126,675,703067,30,16744,31,47,141361694,1352,1,30,42,50,5,1320,675,16668064,5138831,1483902773,675,518,2,1,14,14,454,1,1485044528,1434793632,61940218,110886607,110902991,1,2,1,4879010708,73389,73389,14,14,14,110886607,13,3,504903,713731,1634223,11349,1485044528,703067,15034314,2092
510344.86,253952,62,84495,5566145202,26,39160952,232,28,28,3540,127,675,764099,30,19563,31,47,141361694,1352,1,30,42,50,5,1320,675,19030599,5320001,1680997983,675,518,2,1,14,14,454,1,1681128240,1630915742,69175535,126144812,126161196,1,2,1,5550371728,73389,73389,14,14,14,126144812,13,3,506629,776066,1701324,12845,1681128240,764099,17329839,2092
512359.62,253952,62,95265,6276215154,26,41087499,275,30,30,3540,129,675,866012,30,22667,31,47,141892598,1352,1,30,44,50,5,1320,675,21259969,5828617,1887651000,675,518,2,1,14,14,454,1,1888615216,1838478671,73233144,142281276,142297660,1,2,1,6260376144,73389,73389,14,14,14,142281276,13,3,515988,879593,1808728,14428,1888615216,866012,19451891,2092
514373.70,253952,62,106711,7030321990,27,44649054,311,31,31,3540,131,675,986020,30,25877,31,47,142158050,1352,1,30,45,50,5,1320,675,25008499,7314116,2107567239,675,518,2,1,14,14,454,1,2109209392,2059087452,82967878,159402939,159419323,1,2,1,7013729316,73389,73389,14,14,14,159402939,13,3,529721,1004485,1941956,16111,2109209392,986020,23067297,2092
