timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,QueryTimeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectQueryTimeMicroseconds,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
130670.92,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,2097278,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0
132676.20,0,253952,62,9789,644114028,0,1203123,86,3,3,3634,118,0,567,75102,0,57,3815,13,97294351,1136,1,0,4,1089,11977417,6,47909668,12,17,9,200,567,0,0,4716464,130,231609530,0,567,562,0,3,1,14,14,1622,0,3,232066329,205780705,5918959,12180616,12197000,1,3,1,0,632540096,73389,73389,14,14,14,12164236,9,3,81466,76813,214218,1984,232066329,75102,4502441,1670
134681.45,0,253952,62,19754,1300908662,0,2436282,172,3,3,3634,158,0,567,139273,0,57,7728,13,99140449,1136,1,0,4,1089,24470563,6,97882252,12,17,9,200,567,0,0,9499606,325,440388384,0,567,562,0,3,1,14,14,1622,0,3,439986652,412484546,11934644,24835924,24835924,1,3,1,0,1291468080,73389,73389,14,14,14,24835928,9,3,84787,142637,299198,3654,439986652,139273,9200809,1670
136686.53,0,253952,62,29979,1973536056,0,3681944,264,3,3,3634,251,0,567,204337,0,57,11759,13,100407379,1136,1,0,4,1089,37182218,6,148664448,12,17,9,200,567,0,0,14269041,453,654045420,0,567,562,0,3,1,14,14,1622,0,3,653964771,624385507,17947495,37762012,37762012,1,3,1,0,1963624656,73389,73389,14,14,14,37762016,9,3,88005,209424,392075,5493,653964771,204337,13877571,1670
138691.70,0,253952,62,40431,2662472302,0,4979823,344,3,3,3634,293,0,576,267463,0,57,15860,13,103752482,1154,1,0,4,1089,50244378,6,200977512,12,17,9,200,576,0,0,18997342,600,869348804,0,576,569,0,3,1,14,14,1622,0,3,868799348,841289318,23970768,51011018,51011018,1,3,1,0,2651721000,73389,73389,14,14,14,50994638,9,3,90385,274173,477237,7232,868799348,267463,18520923,1696
140696.69,0,253952,62,50818,3346621478,0,6341879,424,3,3,3634,385,0,585,331877,0,57,19969,13,106505470,1172,1,0,4,1089,63201669,6,252742036,12,17,9,200,585,0,0,23650469,674,1089917709,0,585,575,0,3,1,14,14,1622,0,3,1089164048,1056773621,29983624,64151813,64168197,1,3,1,0,3335894308,73389,73389,14,14,14,64151817,9,3,93442,340296,555309,9109,1089164048,331877,23096183,1723
142701.46,0,253952,62,61228,4031834726,0,7653330,493,3,3,3634,426,0,594,392213,0,57,24035,13,109910762,1190,1,0,4,1089,76205532,6,304757364,12,17,9,200,594,0,0,28228186,789,1300970791,0,594,583,0,3,1,14,14,1622,0,3,1300149903,1272595138,35870982,77325376,77325376,1,3,1,0,4020919584,73389,73389,14,14,14,77325380,9,3,96918,402169,638272,10810,1300149903,392213,27591148,1750
144706.25,1,253952,62,67730,4460194074,1,10204169,521,3,3,3634,491,0,594,424055,0,57,26620,13,111515540,1190,1,0,4,1089,84332271,6,337200128,12,17,9,200,594,0,0,30704887,832,1441967089,0,594,583,0,3,1,14,14,1622,0,3,1440658284,1407458430,40896847,85567799,85567799,1,3,1,0,4449525580,73389,73389,14,14,14,85567803,9,3,100155,434873,679265,12012,1440658284,424055,30026955,1750
146710.84,1,253952,62,75779,4991433798,2,12210897,564,4,4,3634,516,0,594,468914,0,57,29766,14,113675354,1190,1,0,4,1089,94370542,6,377417412,13,18,9,210,594,0,0,34080017,895,1614183289,0,594,583,0,3,1,14,14,1622,0,3,1612733906,1574680144,46278186,95781891,95781891,1,3,1,0,4980658364,73389,73389,14,14,14,95781895,9,3,103199,480926,732137,13396,1612733906,468914,33349352,1750
148715.67,2,253952,62,83108,5474268936,2,13563849,590,5,5,3634,587,1,594,504929,0,57,32675,14,114954350,1190,1,0,4,1089,103512375,6,414049500,13,19,9,210,594,0,0,36978504,948,1762726625,0,594,583,0,3,1,14,14,1622,0,3,1761818640,1727184951,50514815,105037963,105037963,1,3,1,0,5461974108,73389,73389,14,14,14,105037967,9,3,107604,517969,778161,14666,1761818640,504929,36201935,1750
