timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MergingSortedMilliseconds,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,QueryTimeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectQueryTimeMicroseconds,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
306535.06,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,3,0,1,0,2097278,2,1,0,1,1,0,0,12,0,0,0,0,0,0,492,0,0,0,2,1,14,14,446,0,1,0,0,23,0,0,1,2,1,0,0,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0
308540.48,0,0,0,20348,1339366472,0,0,0,0,1,1,3751,117,615,121337,21,1901,9,0,126887228,1232,1,0,8,15,0,7,1917,615,0,0,0,1989690,840,440004648,0,615,400,2,1,14,14,446,0,1,441352388,394967731,1991358,30123638,30140022,1,2,1,0,1325440072,73389,73389,14,14,14,30123638,11,3,385676,123534,803590,3385,441352388,121337,1186191,1771
310545.93,2,253952,62,39467,2599263074,15,15207833,0,20,26,26,3751,120,675,247567,21,6896,34,39,140299886,1352,1,0,33,40,12,7,2033,675,0,0,0,6377588,477351,810793368,0,675,434,2,1,14,14,446,0,1,814349104,763713275,36284915,58698544,58714928,1,2,1,0,2582735936,73389,73389,14,14,14,58698544,11,3,507182,252411,1231230,6232,814349104,247567,5146612,1923
312553.36,2,253952,62,59967,3950183730,17,17207980,0,20,26,26,3751,123,675,354044,21,12655,34,39,140830790,1352,1,0,33,40,12,7,2033,675,0,0,0,10914040,547778,1207066610,0,675,434,2,1,14,14,446,0,1,1209269040,1158547881,49638484,89423628,89423628,1,2,1,0,3934639632,73389,73389,14,14,14,89423628,11,3,509431,361575,1350959,9245,1209269040,354044,9563509,1923
314560.39,2,253952,62,76710,5053558374,22,24418116,0,75,26,26,3751,126,675,491919,21,17386,34,39,141361694,1352,1,0,33,40,12,7,2033,675,0,0,0,15962354,1090971,1529399104,0,675,434,2,1,14,14,446,0,1,1531312944,1481166810,79414357,114482451,114498835,1,2,1,0,5037227844,73389,73389,14,14,14,114482451,11,3,521780,502131,1538102,11702,1531312944,491919,14424839,1923
316570.06,2,253952,62,93173,6138317486,22,28463203,0,151,27,27,3751,129,675,631728,21,22043,34,39,141892598,1352,1,0,33,41,12,7,2033,675,0,0,0,20651376,1345040,1847789369,0,675,434,2,1,14,14,446,0,1,1848507184,1798219780,88480981,139150217,139166601,1,2,1,0,6122609548,73389,73389,14,14,14,139150217,11,3,529395,644619,1722365,14122,1848507184,631728,18929756,1923
318578.34,2,253952,62,109634,7222945526,22,32444288,0,226,27,27,3751,132,675,779037,21,26700,34,39,142158050,1352,1,0,33,41,12,7,2033,675,0,0,0,25285649,1647255,2164723597,0,675,434,2,1,14,14,446,0,1,2165439280,2115272943,96648656,163793407,163809791,1,2,1,0,7206909908,73389,73389,14,14,14,163793407,11,3,535068,794805,1918960,16540,2165439280,779037,23367565,1923
320583.43,2,253952,62,123868,8160563086,26,38006549,0,283,29,29,3751,134,675,885326,21,30686,34,39,142423502,1352,1,0,33,43,12,7,2033,675,0,0,0,29167381,1891978,2439708413,0,675,434,2,1,14,14,446,0,1,2439248688,2389378097,108888220,185111089,185111089,1,2,1,0,8144887916,73389,73389,14,14,14,185111089,11,3,548670,903341,2063452,18629,2439248688,885326,27104936,1923
322590.33,2,253952,62,136485,8992208934,27,40556468,0,305,32,32,3751,136,675,965569,21,34238,34,39,142942340,1352,1,0,33,46,12,7,2033,675,0,0,0,32219333,1987731,2680206566,0,675,434,2,1,14,14,446,0,1,2682256176,2632521784,114846642,204012131,204012131,1,2,1,0,8975812868,73389,73389,14,14,14,203995747,11,3,561569,985398,2169298,20483,2682256176,965569,30051157,1923
324604.28,2,253952,62,154035,10148146758,27,44123748,0,357,33,33,3751,139,675,1103685,21,39188,34,39,143473244,1352,1,0,33,47,12,7,2033,675,0,0,0,36943910,2582432,3016915075,0,675,434,2,1,14,14,446,0,1,3018951632,2970315266,124954751,230281211,230297595,1,2,1,0,10132373284,73389,73389,14,14,14,230281211,11,3,574489,1126234,2351427,23055,3018951632,1103685,34593759,1923
326613.01,2,253952,62,173140,11407113790,28,48216899,0,378,36,36,3751,142,675,1230120,21,44565,34,39,144004148,1352,1,0,33,50,12,7,2033,675,0,0,0,41903648,2779808,3383976113,0,675,434,2,1,14,14,446,0,1,3387132880,3338305478,139613858,258888885,258905269,1,2,1,0,11391110940,73389,73389,14,14,14,258888885,11,3,605411,1255643,2562796,25864,3387132880,1230120,39342327,1923
328618.81,2,253952,62,192343,12672503350,29,49452988,0,386,37,37,3751,145,675,1350405,21,49964,34,39,144535052,1352,1,0,33,51,12,7,2033,675,0,0,0,46815062,2849778,3754059963,0,675,434,2,1,14,14,446,0,1,3756624848,3708220768,152674072,287660399,287660399,1,2,1,0,12656336660,73389,73389,14,14,14,287644015,11,3,628393,1378859,2776004,28683,3756624848,1350405,44040727,1923
330624.78,2,253952,62,211479,13933501998,31,53668986,0,410,37,37,3751,148,675,1470142,21,55349,34,39,145065956,1352,1,0,33,51,12,7,2033,675,0,0,0,51695198,2917229,4125984020,0,675,434,2,1,14,14,446,0,1,4124675024,4076781379,170748287,316309033,316325417,1,2,1,0,13917597452,73389,73389,14,14,14,316309033,11,3,638900,1501487,2954685,31491,4124675024,1470142,48742395,1923
332630.09,2,253952,62,230540,15189585446,32,57551211,0,429,39,39,3751,151,675,1587799,21,60713,34,39,145596860,1352,1,0,33,53,12,7,2033,675,0,0,0,56573892,2996951,4490290558,0,675,434,2,1,14,14,446,0,1,4492069840,4443978403,183404632,344859363,344875747,1,2,1,0,15173811972,73389,73389,14,14,14,344859363,11,3,657225,1621942,3173624,34294,4492069840,1587799,53402339,1923
334634.96,2,253952,62,249978,16470110514,34,61796530,0,459,40,40,3751,154,675,1700790,21,66179,34,39,145862312,1352,1,0,33,54,12,7,2033,675,0,0,0,61359970,3005647,4864169664,0,675,434,2,1,14,14,446,0,1,4865887184,4818322227,195200566,373960716,373977100,1,2,1,0,16454271504,73389,73389,14,14,14,373960716,11,3,665934,1737692,3355805,37146,4865887184,1700790,58006436,1923
