timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
18791.18,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,2097278,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
20794.99,0,253952,62,11179,736101952,0,1419139,10,3,3,5941,120,0,558,53507,0,10,4370,18,16,96374223,1118,1,0,4,491,13771574,7,55086296,17,17,14,60,558,0,0,3999744,98,266364282,0,558,253,0,3,1,14,14,916,3,266734454,234521645,5419903,13984571,13984571,1,3,1,727197724,73389,73389,14,14,14,13984575,3,3,80124,54918,178922,2249,266734454,53507,3820958,1090
22799.07,0,253952,62,22669,1492887250,0,3360755,23,3,3,5941,214,0,558,100672,0,10,8910,18,16,98582301,1118,1,0,4,491,28106649,7,112426596,17,17,14,60,558,0,0,8070016,237,502411765,0,558,253,0,3,1,14,14,916,3,502895373,472769146,11241750,28524039,28540423,1,3,1,1483250060,73389,73389,14,14,14,28524043,3,3,84317,103440,232877,4246,502895373,100672,7837428,1090
24802.72,0,253952,62,32163,2117306178,1,5605943,75,3,3,5941,240,0,558,140096,0,10,12586,18,16,99861297,1118,1,0,4,491,39882188,7,159464192,17,17,14,60,558,0,0,11364071,426,700889379,0,558,253,0,3,1,14,14,916,3,700850234,669322464,16969386,40542974,40542974,1,3,1,2108234680,73389,73389,14,14,14,40542978,3,3,86687,143968,278965,5821,700850234,140096,11085532,1090
26806.27,0,253952,62,42186,2777588184,1,7280996,91,4,4,5941,327,0,567,183274,0,10,16565,19,16,102880909,1136,1,0,4,491,52433544,7,209669528,18,18,14,69,567,0,0,14927078,572,908697625,0,567,275,0,3,1,14,14,916,3,909313918,877372552,21951926,53233209,53233209,1,3,1,2768126900,73389,73389,14,14,14,53233213,3,3,90110,188289,326588,7590,909313918,183274,14601055,1107
28810.17,0,253952,62,53659,3533283502,1,9243159,104,4,4,5941,394,0,567,232454,0,10,21068,19,16,104485687,1136,1,0,4,491,66752834,7,266946856,18,18,14,69,567,0,0,18993413,736,1150879297,0,567,275,0,3,1,14,14,916,3,1151089179,1115511092,28236392,67739909,67756293,1,3,1,3522475300,73389,73389,14,14,14,67739913,3,3,91914,238829,382529,9588,1151089179,232454,18611603,1107
30814.23,0,253952,62,64860,4272045912,1,11162083,122,4,4,5941,462,0,567,280875,0,10,25488,19,16,106669633,1136,1,0,4,491,80773592,7,323029880,18,18,14,69,567,0,0,23102443,828,1381577468,0,567,275,0,3,1,14,14,916,3,1381610813,1348215322,34206433,81945220,81945220,1,3,1,4261151472,73389,73389,14,14,14,81945224,3,3,93457,288532,438545,11481,1381610813,280875,22664772,1107
32817.96,0,253952,62,75011,4941066440,1,12595625,172,4,4,5941,549,0,567,327948,0,10,29501,19,16,108551929,1136,1,0,4,491,93428935,7,373715740,18,18,14,69,567,0,0,26776768,899,1599483751,0,567,275,0,3,1,14,14,916,3,1599009154,1559201540,39371302,94797136,94797136,1,3,1,4929451104,73389,73389,14,14,14,94797140,3,3,95809,336890,484503,13324,1599009154,327948,26293280,1107
34821.76,0,253952,62,84104,5539229564,2,15256954,196,5,5,5941,575,0,567,368141,0,10,33046,19,16,109842991,1136,1,0,4,491,104769892,7,419079568,18,19,14,69,567,0,0,29995077,942,1783410020,0,567,275,0,3,1,14,14,916,3,1782291315,1747501871,45250524,106299975,106299975,1,3,1,5527598732,73389,73389,14,14,14,106299979,3,3,99937,378175,536447,14784,1782291315,368141,29459769,1107
36825.26,0,253952,62,94356,6214917492,2,16538470,242,5,5,5941,665,0,567,415561,0,10,37093,19,16,111447769,1136,1,0,4,491,117553411,7,470213644,18,19,14,69,567,0,0,33675315,1002,1998414128,0,567,275,0,3,1,14,14,916,3,1997655744,1960539300,50211413,119266579,119266579,1,3,1,6201862140,73389,73389,14,14,14,119266583,3,3,101261,426950,581457,16619,1997655744,415561,33095136,1107
