timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
286253.44,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,2097278,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,3,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0
288263.89,0,253952,62,7384,485872516,1,2634063,45,4,4,5086,104,0,567,67879,0,31,2875,18,80,97294351,1136,1,0,4,3387,9008158,11,36032632,17,18,13,4317,567,0,0,4064143,230566,181853113,0,567,571,0,3,1,14,14,6792,3,182222690,156010540,6926007,9153894,9153894,1,3,1,476002520,73389,73389,14,14,14,9153898,11,3,84923,69504,259688,1573,182222690,67879,3804614,1868
290275.54,0,253952,62,14941,983010364,1,4369714,78,4,4,5086,128,0,567,126839,0,31,5821,18,80,99176647,1136,1,0,4,3387,18429282,11,73717128,17,18,13,4317,567,0,0,8134498,403882,339827311,0,567,571,0,3,1,14,14,6792,3,340046616,312393725,12905569,18725580,18725580,1,3,1,973730192,73389,73389,14,14,14,18725584,11,3,90617,130081,332552,2831,340046616,126839,7802253,1868
292289.05,1,253952,62,22507,1481365468,1,6241472,108,4,4,5086,202,1,567,187659,0,31,8832,18,80,100745227,1136,1,0,4,3387,27895022,11,111580088,17,18,13,4317,567,0,0,12210163,500898,500132476,0,567,571,0,3,1,14,14,6792,3,499677734,469244830,18939474,28309332,28309332,1,3,1,1472085296,73389,73389,14,14,14,28309336,11,3,95942,192535,416499,4212,499677734,187659,11794118,1868
294305.95,1,253952,62,30217,1988831974,1,7991057,153,4,4,5086,231,1,576,251004,0,31,11834,18,80,103742894,1154,1,0,4,3387,37483485,11,149869244,17,18,13,4317,576,0,0,16402822,658581,659752064,0,576,579,0,3,1,14,14,6792,3,659403720,629034301,25027170,38067275,38067275,1,3,1,1979498332,73389,73389,14,14,14,38067279,11,3,101675,257469,497237,5503,659403720,251004,15906201,1899
296316.44,2,253952,62,37789,2488473178,1,9693087,187,5,5,5086,299,1,576,313703,0,31,14846,19,80,106204358,1154,1,0,4,3387,46974372,11,187897488,18,19,13,4504,576,0,0,20560536,819040,818918066,0,576,579,0,3,1,14,14,6792,3,818918238,786253079,31048639,47677318,47677318,1,3,1,2479220568,73389,73389,14,14,14,47677322,11,3,106405,321760,567865,6862,818918238,313703,19993437,1899
298329.35,2,253952,62,45490,2995096474,2,12363395,238,5,5,5086,332,1,576,378208,0,31,17843,19,80,107809136,1154,1,0,4,3387,56523403,11,226093612,18,19,13,4504,576,0,0,24809520,963125,978263601,0,576,579,0,3,1,14,14,6792,3,977869138,945935832,38104892,57396460,57412844,1,3,1,2984615952,73389,73389,14,14,14,57396464,11,3,111970,387892,663721,8154,977869138,378208,24146717,1899
300335.38,2,253952,62,52946,3486870050,2,13851699,302,5,5,5086,394,3,576,439477,0,31,20791,19,80,110017214,1154,1,0,4,3387,65854001,11,263416004,18,19,13,4504,576,0,0,28997926,1122546,1129717772,0,576,579,0,3,1,14,14,6792,3,1129168793,1100644823,43922054,66877590,66877590,1,3,1,3476782744,73389,73389,14,14,14,66861210,11,3,116254,452087,763645,9438,1129168793,439477,28235351,1899
302340.34,2,253952,62,57823,3807454402,3,15881788,318,5,5,5086,410,3,576,467398,0,31,22691,19,80,110982494,1154,1,0,4,3387,71921254,11,287685016,18,19,13,4504,576,0,0,31097556,1122819,1233713234,0,576,579,0,3,1,14,14,6792,3,1233580013,1201645605,48051304,73031497,73031497,1,3,1,3796785908,73389,73389,14,14,14,73015117,11,3,118826,480777,806662,10277,1233580013,467398,30292052,1899
304347.28,4,253952,62,65821,4334700226,3,17803057,382,6,6,5086,477,3,576,533269,0,31,25875,19,80,112816526,1154,1,0,4,3387,81963372,11,327789000,18,20,13,4504,576,0,0,35456493,1240781,1397750335,0,576,579,0,3,1,14,14,6792,3,1396953247,1367463677,54434642,83184371,83184371,1,3,1,4325587324,73389,73389,14,14,14,83184375,11,3,128775,548359,909772,11661,1396953247,533269,34548046,1899
306355.05,5,253952,62,74204,4887008486,3,19114427,459,6,6,5086,521,3,576,604966,0,31,29160,19,80,113818004,1154,1,0,4,3387,92395303,11,369581212,18,20,13,4504,576,0,0,40076568,1383191,1571227324,0,576,579,0,3,1,14,14,6792,3,1570698033,1541416670,60487899,93798156,93798156,1,3,1,4875800208,73389,73389,14,14,14,93765392,11,3,131710,621909,990514,13089,1570698033,604966,39087562,1899
308359.76,6,253952,62,80540,5305333478,4,21187707,489,6,6,5086,572,3,576,642587,0,31,31659,19,80,115362452,1154,1,0,4,3387,100338122,11,401288044,18,20,13,4504,576,0,0,42818087,1387064,1702478169,0,576,579,0,3,1,14,14,6792,3,1700876879,1673217493,65304201,101837494,101837494,1,3,1,5295549720,73389,73389,14,14,14,101837498,11,3,136015,660559,1039614,14190,1700876879,642587,41780083,1899
310364.92,6,253952,62,88319,5818528568,4,22833823,539,7,7,5086,613,3,576,699461,0,31,34738,19,80,116858636,1154,1,0,4,3387,110087369,11,440349476,18,21,13,4504,576,0,0,46629795,1420337,1863975307,0,576,579,0,3,1,14,14,6792,3,1862500374,1834616736,70763815,111709681,111742449,1,3,1,5808903444,73389,73389,14,14,14,111709685,11,3,149273,718844,1122613,15518,1862500374,699461,45508937,1899
312370.85,6,253952,62,94174,6203496712,5,25483984,551,7,7,5086,656,3,576,731856,0,31,37048,19,80,116858636,1154,1,0,4,3387,117397259,11,469589036,18,21,13,4504,576,0,0,49003821,1420366,1990816202,0,576,579,0,3,1,14,14,6792,3,1988978685,1955861229,75814939,119106613,119122997,1,3,1,6193543908,73389,73389,14,14,14,119106617,11,3,152544,752110,1163608,16570,1988978685,731856,47842052,1899
314379.56,8,253952,62,103283,6803335844,5,26652012,639,8,8,5086,728,3,594,805869,0,31,40637,19,80,120113180,1190,1,0,4,3387,128717963,11,514871852,18,22,13,4504,594,0,0,53773664,1497154,2177743830,0,594,598,0,3,1,14,14,6792,3,2176027811,2145016808,81816246,130637902,130637902,1,3,1,6793170936,73389,73389,14,14,14,130637906,11,3,156426,827909,1255642,18153,2176027811,805869,52520056,1966
316388.26,8,253952,62,112202,7391266106,5,27930689,722,8,8,5086,771,8,594,878661,0,31,44135,19,80,120113180,1190,1,0,4,3387,139873347,11,559428852,18,22,13,4504,594,0,0,58494022,1535013,2361337227,0,594,598,0,3,1,14,14,6792,3,2359516220,2330259853,87843613,141935497,141935497,1,3,1,7380645876,73389,73389,14,14,14,141935501,11,3,161363,902467,1364591,19652,2359516220,878661,57131654,1966
318397.57,8,253952,62,121184,7981994202,5,29151862,806,8,8,5086,838,8,603,953876,0,31,47665,19,80,121555189,1208,1,0,4,3387,151051411,11,604140896,18,22,13,4504,603,0,0,63230006,1607615,2546851770,0,603,605,0,3,1,14,14,6792,3,2544891677,2516128739,93857091,153305105,153305105,1,3,1,7971865492,73389,73389,14,14,14,153305109,11,3,167004,979489,1460301,21211,2544891677,953876,61772132,1996
320402.01,8,253952,62,129117,8506295380,5,30362747,868,8,8,5086,884,8,612,1012662,0,31,50809,19,80,123054214,1226,1,0,4,3387,161012567,11,644050268,18,22,13,4504,612,0,0,67190833,1648016,2712300912,0,612,614,0,3,1,14,14,6792,3,2710004729,2681029562,98965541,163391999,163391999,1,3,1,8496383980,73389,73389,14,14,14,163392003,11,3,174083,1039815,1540292,22572,2710004729,1012662,65653134,2027
