timestamp_ms,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MergingSortedMilliseconds,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
476383.17,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,2097278,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0
478389.09,0,0,18821,1238762096,0,0,0,0,1,1,9618,117,567,126532,22,1757,16,26,116910020,1136,1,0,15,15,14,76,567,0,0,0,1991268,613,406188348,0,567,395,2,1,14,14,381,1,407666884,365280562,1992348,27850580,27866964,1,2,1,1225425520,73389,73389,14,14,14,27850580,8,3,356974,128602,804889,3128,407666884,126532,1186473,1660
480407.28,253952,62,33449,2203009262,11,13750090,0,31,17,17,9618,119,675,242535,22,5217,32,54,140299886,1352,1,0,31,31,14,462,675,0,0,0,5500870,1466004,696335504,0,675,442,2,1,14,14,381,1,698743600,647842271,26441384,49710649,49710649,1,2,1,2186282208,73389,73389,14,14,14,49688232,8,3,498843,246699,1210128,5350,698743600,242535,4290936,1955
482418.23,253952,62,45532,2999127982,12,17427472,0,63,19,19,9618,121,675,336455,22,8624,32,54,140565338,1352,1,0,31,33,14,462,675,0,0,0,8873519,3693707,928576286,0,675,442,2,1,14,14,381,1,931396400,880571117,37073578,67805001,67805001,1,2,1,2982699148,73389,73389,14,14,14,67788617,8,3,513195,349484,1344716,7125,931396400,336455,7529109,1955
484424.17,253952,62,56114,3696346262,17,24035833,0,96,19,19,9618,123,675,399803,22,11601,32,54,140830790,1352,1,0,31,33,14,462,675,0,0,0,11624073,4313728,1134849504,0,675,442,2,1,14,14,381,1,1135213360,1084345204,47757092,83642679,83659063,1,2,1,3680277876,73389,73389,14,14,14,83642679,8,3,515387,414266,1431809,8680,1135213360,399803,10192674,1955
486438.73,253952,62,67184,4425811562,17,25574626,0,123,22,22,9618,125,675,482235,22,14756,32,54,141361694,1352,1,0,31,36,14,462,675,0,0,0,14409639,5095162,1346773534,0,675,442,2,1,14,14,381,1,1348205360,1297628605,53072630,100231862,100231862,1,2,1,4409481032,73389,73389,14,14,14,100215478,8,3,525152,498396,1533036,10305,1348205360,482235,12877131,1955
488449.63,253952,62,78974,5202462782,18,30421651,0,158,24,24,9618,127,675,587484,22,18089,32,54,141361694,1352,1,0,31,38,14,462,675,0,0,0,17826161,6790242,1570897064,0,675,442,2,1,14,14,381,1,1574828848,1524623866,63206360,117877813,117894197,1,2,1,5186623772,73389,73389,14,14,14,117877813,8,3,545622,605565,1697143,12034,1574828848,587484,16129663,1955
490462.56,253952,62,89986,5928126994,20,35023355,0,197,24,24,9618,128,675,703835,22,21121,32,54,141627146,1352,1,0,31,38,14,462,675,0,0,0,20857271,8147039,1786479248,0,675,442,2,1,14,14,381,1,1787034416,1736771820,72603848,134376884,134393268,1,2,1,5912582896,73389,73389,14,14,14,134376884,8,3,553740,723813,1826413,13653,1787034416,703835,19031603,1955
492484.72,253952,62,100966,6651694054,21,39147509,0,245,25,25,9618,130,675,803994,22,24219,32,54,141892598,1352,1,0,31,39,14,462,675,0,0,0,24361172,9839005,1997209255,0,675,442,2,1,14,14,381,1,1998191408,1948303010,82663641,150810419,150826803,1,2,1,6635658436,73389,73389,14,14,14,150810419,8,3,559480,825788,1934645,15264,1998191408,803994,22427367,1955
494504.70,253952,62,112104,7385881254,21,41937001,0,284,25,25,9618,132,675,902725,22,27374,32,54,142423502,1352,1,0,31,39,14,462,675,0,0,0,27499635,11182271,2212014905,0,675,442,2,1,14,14,381,1,2213149488,2162946740,88691870,167503939,167503939,1,2,1,7369452420,73389,73389,14,14,14,167487555,8,3,564875,926387,2037858,16904,2213149488,902725,25462729,1955
496524.77,253952,62,123097,8109769378,23,46722151,0,318,27,27,9618,134,675,1004223,22,30476,32,54,142423502,1352,1,0,31,41,14,462,675,0,0,0,30689270,12981747,2424457772,0,675,442,2,1,14,14,381,1,2424306480,2374513919,100478096,183958176,183958176,1,2,1,8094159744,73389,73389,14,14,14,183958176,8,3,577604,1029657,2175623,18515,2424306480,1004223,28514683,1955
498531.02,253952,62,132792,8748857226,25,50357363,0,347,27,27,9618,135,675,1060179,22,33176,32,54,142688954,1352,1,0,31,41,14,462,675,0,0,0,32969632,13056857,2611455366,0,675,442,2,1,14,14,381,1,2611215152,2561333770,107507636,198485134,198485134,1,2,1,8733345896,73389,73389,14,14,14,198485134,8,3,577630,1086924,2241783,19941,2611215152,1060179,30728968,1955
500537.39,253952,62,142666,9399410566,26,52881520,0,382,28,28,9618,137,675,1120606,22,35976,32,54,142942340,1352,1,0,31,42,14,462,675,0,0,0,35326053,13147204,2801993974,0,675,442,2,1,14,14,381,1,2801138480,2751545866,112507388,213268203,213268203,1,2,1,9383080036,73389,73389,14,14,14,213251819,8,3,583501,1148718,2321545,21390,2801138480,1120606,33005712,1955
502550.17,253952,62,153117,10087719258,26,54870916,0,417,29,29,9618,139,675,1194812,22,38936,32,54,143473244,1352,1,0,31,43,14,462,675,0,0,0,38072122,13629012,3001692927,0,675,442,2,1,14,14,381,1,3001781200,2952699671,117813252,228915306,228915306,1,2,1,10071552568,73389,73389,14,14,14,228898922,8,3,589364,1224533,2415668,22924,3001781200,1194812,35657768,1955
504558.93,253952,62,164635,10846810138,27,57567615,0,450,31,31,9618,141,675,1281269,22,42190,32,54,144004148,1352,1,0,31,45,14,462,675,0,0,0,41186195,14966281,3222922697,0,675,442,2,1,14,14,381,1,3223292880,3174510620,125350792,246157690,246174074,1,2,1,10830938360,73389,73389,14,14,14,246157690,8,3,597197,1312764,2527388,24614,3223292880,1281269,38660239,1955
506574.14,253952,62,175861,11586499054,27,59694263,0,490,33,33,9618,142,675,1390898,22,45318,32,54,144004148,1352,1,0,31,47,14,462,675,0,0,0,43616089,16256291,3437327304,0,675,442,2,1,14,14,381,1,3439168464,3390677382,130991381,262976249,262976249,1,2,1,11570954956,73389,73389,14,14,14,262976249,8,3,606225,1424292,2642606,26261,3439168464,1390898,40975015,1955
508581.50,253952,62,187072,12324939478,30,64283453,0,535,34,34,9618,144,675,1489275,22,48470,32,54,144269600,1352,1,0,31,48,14,462,675,0,0,0,47547624,17616736,3654486385,0,675,442,2,1,14,14,381,1,3655306192,3606683281,141269470,279756007,279756007,1,2,1,12309264308,73389,73389,14,14,14,279756007,8,3,613841,1524537,2749749,27910,3655306192,1489275,44799517,1955
510587.60,253952,62,196430,12941676242,32,67994164,0,554,34,34,9618,146,675,1536032,22,51132,32,54,144535052,1352,1,0,31,48,14,462,675,0,0,0,49696081,17649825,3835844932,0,675,442,2,1,14,14,381,1,3835136976,3786867248,147917032,293769028,293785412,1,2,1,12925837232,73389,73389,14,14,14,293769028,8,3,613900,1572435,2798682,29282,3835136976,1536032,46899127,1955
512606.07,253952,62,207147,13648007334,33,71085338,0,600,37,37,9618,148,675,1643618,22,54167,32,54,144800504,1352,1,0,31,51,14,462,675,0,0,0,52607717,18557935,4042765501,0,675,442,2,1,14,14,381,1,4041706448,3993328455,154225931,309833923,309833923,1,2,1,13632692612,73389,73389,14,14,14,309833923,8,3,626841,1681736,2928853,30858,4041706448,1643618,49680677,1955
514622.96,253952,62,218422,14390907514,34,74005558,0,633,38,38,9618,149,675,1773405,22,57300,32,54,145065956,1352,1,0,31,52,14,462,675,0,0,0,55870119,19795876,4256778829,0,675,442,2,1,14,14,381,1,4258761680,4210516238,161595107,326718018,326718018,1,2,1,14374871896,73389,73389,14,14,14,326701634,8,3,631184,1813476,3047579,32514,4258761680,1773405,52824457,1955
516636.98,253952,62,229420,15115654222,34,77068216,0,666,38,38,9618,151,675,1879276,22,60406,32,54,145596860,1352,1,0,31,52,14,462,675,0,0,0,59120384,21723170,4469999789,0,675,442,2,1,14,14,381,1,4470180816,4422365619,168413203,343192513,343192513,1,2,1,15100470572,73389,73389,14,14,14,343192513,8,3,636885,1922190,3165203,34127,4470180816,1879276,55957196,1955
518653.06,253952,62,240788,15864383798,35,79796180,0,703,39,39,9618,153,675,1990075,22,63627,32,54,145596860,1352,1,0,31,53,14,462,675,0,0,0,62615916,23083963,4690174976,0,675,442,2,1,14,14,381,1,4689202128,4641214094,179636713,360209839,360209839,1,2,1,15849232916,73389,73389,14,14,14,360209839,8,3,645635,2034887,3295992,35798,4689202128,1990075,59322045,1955
520663.95,253952,62,252715,16650544354,35,83316868,0,736,41,41,9618,155,675,2114899,22,66988,32,54,146127764,1352,1,0,31,55,14,462,675,0,0,0,66107776,24630803,4919914942,0,675,442,2,1,14,14,381,1,4918971344,4871115518,189023772,378056272,378072656,1,2,1,16634475968,73389,73389,14,14,14,378056272,8,3,665509,2161766,3478727,37551,4918971344,2114899,62631133,1955
522669.54,253952,62,263149,17338063306,39,88941697,0,764,41,41,9618,157,675,2190772,22,69935,32,54,146393216,1352,1,0,31,55,14,462,675,0,0,0,68874337,25027658,5121738140,0,675,442,2,1,14,14,381,1,5119773648,5072058898,198025211,393697342,393697342,1,2,1,17322683048,73389,73389,14,14,14,393697342,8,3,666604,2239189,3574741,39083,5119773648,2190772,65301922,1955
524684.50,253952,62,274991,18118387850,39,90407089,0,789,42,42,9618,159,675,2280386,22,73274,32,54,146658668,1352,1,0,31,56,14,462,675,0,0,0,71946408,25469603,5348874510,0,675,442,2,1,14,14,381,1,5347707856,5300143005,203098552,411431246,411431246,1,2,1,18102974824,73389,73389,14,14,14,411431246,8,3,675394,2330647,3691989,40822,5347707856,2280386,68256876,1955
526697.18,253952,62,288272,18992870232,39,93077900,0,821,45,45,9618,161,675,2389007,22,77006,32,54,146924120,1352,1,0,31,59,14,462,675,0,0,0,75704941,26877763,5601447612,0,675,442,2,1,14,14,381,1,5602122571,5555761025,211118988,431309295,431309295,1,2,1,18977608980,73389,73389,14,14,14,431309295,8,3,694462,2441388,3884015,42767,5602122571,2389007,71823512,1955
528704.75,253952,62,302086,19903216058,41,97324475,0,865,45,45,9618,163,675,2510084,22,80887,32,54,147189572,1352,1,0,31,59,14,462,675,0,0,0,79692299,28010983,5867263066,0,675,442,2,1,14,14,381,1,5868591947,5821878314,220783104,451985842,452002226,1,2,1,19887377048,73389,73389,14,14,14,451985842,8,3,704658,2564792,4032665,44800,5868591947,2510084,75662351,1955
530710.45,253952,62,314902,20747179366,42,100450545,0,905,45,45,9618,167,675,2603164,22,84593,32,54,147720476,1352,1,0,31,59,14,462,675,0,0,0,83136516,28461687,6116186658,0,675,442,2,1,14,14,381,1,6114645353,6068553422,229315858,471183955,471183955,1,2,1,20732094020,73389,73389,14,14,14,471183955,8,3,708710,2659817,4155425,46684,6114645353,2603164,78983929,1955
532716.32,253952,62,326025,21480118074,43,103066782,0,936,45,45,9618,168,675,2660818,22,87689,32,54,147985928,1352,1,0,31,59,14,462,675,0,0,0,85583019,28463366,6330980486,0,675,442,2,1,14,14,381,1,6328554857,6282751982,234403926,487846866,487846866,1,2,1,21465262104,73389,73389,14,14,14,487846866,8,3,712974,2718876,4236440,48316,6328554857,2660818,81349510,1955
534722.04,253952,62,337636,22244889884,43,104508009,0,963,50,50,9618,171,675,2733279,22,91087,32,54,148516832,1352,1,0,31,64,14,462,675,0,0,0,88419134,28691211,6550966016,0,675,442,2,1,14,14,381,1,6551449610,6506207755,239245074,505220322,505236706,1,2,1,22229694168,73389,73389,14,14,14,505220322,8,3,741814,2792980,4374507,50023,6551449610,2733279,84047669,1955
