timestamp_ms,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MergingSortedMilliseconds,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,QueryTimeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectQueryTimeMicroseconds,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
174846.34,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,4,0,2097278,2,1,0,4,4,0,0,97,0,0,0,0,0,0,0,0,0,0,2,1,14,14,441,0,1,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0
176850.80,0,0,21571,1420059970,0,0,0,0,1,1,4850,117,657,126250,14,2014,13,0,135695714,1316,1,0,12,15,0,11,302,657,0,0,0,1979896,13110,465957518,0,657,451,2,1,14,14,441,0,1,468615364,418793322,1993378,31921560,31937944,1,2,1,0,1404548640,73389,73389,14,14,14,31921560,11,3,410055,128317,786574,3593,468615364,126250,1193419,2059
178863.40,253952,62,39555,2605030242,19,21029916,0,34,26,26,4850,120,675,246827,14,6922,38,77,140299886,1352,1,0,37,40,15,11,449,675,0,0,0,6475005,1186047,814986971,0,675,459,2,1,14,14,441,0,1,816184112,765402337,44564993,58846000,58846000,1,2,1,0,2588503104,73389,73389,14,14,14,58829616,11,3,518893,251368,1141639,6246,816184112,246827,5333601,2109
180870.88,253952,62,56302,3708667030,22,27726865,0,83,28,28,4850,123,675,365106,14,11654,38,77,140830790,1352,1,0,37,42,15,11,449,675,0,0,0,10788042,2456780,1136271373,0,675,459,2,1,14,14,441,0,1,1138883376,1087971433,60390184,83921207,83937591,1,2,1,0,3692533108,73389,73389,14,14,14,83921207,11,3,534134,372203,1340498,8708,1138883376,365106,9447938,2109
182878.23,253952,62,72995,4808764874,23,31582072,0,117,30,30,4850,126,675,481591,14,16371,38,77,141361694,1352,1,0,37,44,15,11,449,675,0,0,0,15187162,3763113,1458343741,0,675,459,2,1,14,14,441,0,1,1460009776,1409573492,72583520,108930878,108947262,1,2,1,0,4792958632,73389,73389,14,14,14,108930878,11,3,555534,491177,1532572,11158,1460009776,481591,13655154,2109
184882.95,253952,62,84805,5586726814,28,37918473,0,144,30,30,4850,127,675,532804,14,19647,38,77,141361694,1352,1,0,37,44,15,11,449,675,0,0,0,17587586,3817292,1686508753,0,675,459,2,1,14,14,441,0,1,1687288624,1636985105,81999738,126609597,126617789,1,2,1,0,5570822268,73389,73389,14,14,14,126609597,11,3,556648,543745,1611011,12892,1687288624,532804,15977232,2109
186890.00,253952,62,96767,6375181130,28,39665308,0,187,31,31,4850,129,675,593559,14,23021,38,77,141892598,1352,1,0,37,45,15,11,449,675,0,0,0,20176855,3830513,1917298090,0,675,459,2,1,14,14,441,0,1,1917713200,1867459255,86342246,144537950,144537950,1,2,1,0,6359669800,73389,73389,14,14,14,144537950,11,3,563271,605959,1684897,14650,1917713200,593559,18492726,2109
188898.21,253952,62,112182,7390993062,31,44565887,0,226,35,35,4850,132,675,699520,14,27389,38,77,142423502,1352,1,0,37,49,15,11,449,675,0,0,0,24173298,6019022,2215373687,0,675,459,2,1,14,14,441,0,1,2214722352,2164470562,97818630,167618627,167618627,1,2,1,0,7375219588,73389,73389,14,14,14,167618627,11,3,582258,714243,1863124,16916,2214722352,699520,22311102,2109
190903.37,253952,62,124562,8206310522,34,49456324,0,260,36,36,4850,134,675,765133,14,30873,38,77,142423502,1352,1,0,37,50,15,11,449,675,0,0,0,27045346,6359424,2452721126,0,675,459,2,1,14,14,441,0,1,2452749104,2402777183,106268829,186149314,186149314,1,2,1,0,8190569816,73389,73389,14,14,14,186149314,11,3,586799,781422,1954123,18732,2452749104,765133,25092260,2109
192913.17,253952,62,137912,9086259710,34,51080949,0,286,39,39,4850,136,675,850378,14,34628,38,77,142942340,1352,1,0,37,53,15,11,449,675,0,0,0,30299293,6940637,2709744587,0,675,459,2,1,14,14,441,0,1,2709650224,2660024453,111836867,206137733,206154117,1,2,1,0,9070060252,73389,73389,14,14,14,206137733,11,3,605589,868585,2077562,20692,2709650224,850378,28222891,2109
