timestamp_ms,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
149987.63,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,2097278,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
151992.19,0,0,21193,1395009844,0,0,0,1,1,4740,117,639,121870,44,1979,16,36,131875832,1280,1,15,15,7,14,92,639,1987215,12,457437670,639,368,2,1,14,14,367,1,459440324,411326662,1988012,31374855,31391239,1,2,1,1380493620,73389,73389,14,14,14,31374855,5,3,402778,123924,808882,3523,459440324,121870,1178423,1702
153998.67,253952,62,40787,2686301498,8,9469723,22,28,28,4740,120,675,253447,44,7256,43,55,140299886,1352,1,42,42,23,14,178,675,6784186,346794,832685155,675,393,2,1,14,14,367,1,840039216,789155799,29474181,60693074,60693074,1,2,1,2670495256,73389,73389,14,14,14,60693074,5,3,531023,258090,1251331,6428,840039216,253447,5533113,1794
156012.36,253952,62,59066,3890870342,10,12099835,43,28,28,4740,123,675,379177,44,12408,43,55,140830790,1352,1,42,42,23,14,178,675,11572768,685556,1188589895,675,393,2,1,14,14,367,1,1191967536,1141214374,57272875,88074107,88074107,1,2,1,3874539812,73389,73389,14,14,14,88057723,5,3,552347,386507,1476462,9113,1191967536,379177,10096371,1794
158019.18,253952,62,76894,5065616998,13,18238105,63,28,28,4740,126,675,508663,44,17435,43,55,141361694,1352,1,42,42,23,14,178,675,16613109,1254607,1531250791,675,393,2,1,14,14,367,1,1534851888,1484670416,84726186,114760979,114777363,1,2,1,5049483076,73389,73389,14,14,14,114760979,5,3,568947,518667,1699961,11729,1534851888,508663,14913751,1794
160023.95,253952,62,96635,6366530378,15,20309054,73,28,28,4740,129,675,620920,44,22985,43,55,141892598,1352,1,42,42,23,14,178,675,21303342,1372389,1912729853,675,393,2,1,14,14,367,1,1915091760,1864929340,97908163,144341342,144341342,1,2,1,6350298152,73389,73389,14,14,14,144324958,5,3,578742,633579,1848305,14630,1915091760,620920,19455841,1794
162029.60,253952,62,116162,7653153602,15,20558170,96,28,28,4740,133,675,723078,44,28529,43,55,142423502,1352,1,42,42,23,14,178,675,25744567,1433059,2288422985,675,393,2,1,14,14,367,1,2290875184,2241051495,138016663,173579800,173579800,1,2,1,7636524852,73389,73389,14,14,14,173557383,5,3,594899,738237,2004520,17497,2290875184,723078,23741023,1794
164035.12,253952,62,127311,8387530794,26,33338430,112,28,28,4740,134,675,776427,44,31625,43,55,142423502,1352,1,42,42,23,14,178,675,28007408,1445548,2505180573,675,393,2,1,14,14,367,1,2505571120,2455741530,185937993,190269446,190269446,1,2,1,8371855624,73389,73389,14,14,14,190269446,5,3,598807,792810,2067801,19135,2505571120,776427,25940680,1794
166041.36,253952,62,145252,9569683018,26,34839098,154,31,31,4740,137,675,901501,44,36683,43,55,142942340,1352,1,42,45,23,14,178,675,32611373,1744281,2850472178,675,393,2,1,14,14,367,1,2850814768,2801362020,193479409,217136542,217136542,1,2,1,9554007848,73389,73389,14,14,14,217136542,5,3,613588,920657,2261880,21769,2850814768,901501,30350750,1794
168047.75,253952,62,163756,10788673090,27,39460147,195,32,32,4740,140,675,1031099,44,41894,43,55,143738696,1352,1,42,46,23,14,178,675,37345470,1976008,3204398356,675,393,2,1,14,14,367,1,3206384592,3157529065,204775151,244843096,244859480,1,2,1,10773096224,73389,73389,14,14,14,244843096,5,3,630163,1053072,2456469,24485,3206384592,1031099,34890446,1794
