timestamp_ms,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MergingSortedMilliseconds,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,QueryTimeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectQueryTimeMicroseconds,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
534310.40,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,2,0,12,0,2097278,2,1,0,12,14,0,12,181,0,0,0,0,0,0,6927,0,0,0,2,1,14,14,447,0,1,0,0,83,0,0,1,2,1,0,0,73389,73389,14,14,14,0,9,3,0,0,0,0,0,0,0,0
536315.80,0,0,21046,1385376052,0,0,0,0,1,1,5082,117,0,639,127223,2,1965,14,0,131875832,1280,1,0,13,15,0,12,189,639,0,0,0,1996132,2906,456521379,0,639,430,2,1,14,14,447,0,1,456949956,408547073,2000247,31145479,31161863,1,2,1,0,1370401076,73389,73389,14,14,14,31145479,9,3,352390,129467,725492,3504,456949956,127223,1270739,1906
538324.27,253952,62,37751,2486272394,17,19065187,0,46,22,22,5082,120,0,675,253794,2,6428,35,34,140299886,1352,1,0,34,36,7,12,280,675,0,0,0,6336200,1127527,779323544,0,675,452,2,1,14,14,447,0,1,781581104,730681649,35672806,56146958,56146958,1,2,1,0,2469745256,73389,73389,14,14,14,56130574,9,3,440384,258532,1064351,5982,781581104,253794,5272088,2011
540330.89,253952,62,53709,3537935826,18,21768989,0,103,24,24,5082,122,0,675,386179,2,10892,35,34,140830790,1352,1,0,34,38,7,12,280,675,0,0,0,10651697,1760445,1088687439,0,675,452,2,1,14,14,447,0,1,1088813872,1038051365,44239276,80036484,80052868,1,2,1,0,3521605296,73389,73389,14,14,14,80036484,9,3,447406,393609,1250548,8326,1088813872,386179,9401550,2011
542337.69,253952,62,70518,4645635846,19,27581545,0,153,24,24,5082,125,0,675,513318,2,15641,35,34,141361694,1352,1,0,34,38,7,12,280,675,0,0,0,15241255,2308581,1410371141,0,675,452,2,1,14,14,447,0,1,1412299568,1361908170,56083226,105226379,105226379,1,2,1,0,4629960676,73389,73389,14,14,14,105226379,9,3,460030,523510,1458879,10794,1412299568,513318,13782947,2011
544342.54,253952,62,86288,5684447606,19,30610108,0,197,25,25,5082,128,0,675,622557,2,20108,35,34,141627146,1352,1,0,34,39,7,12,280,675,0,0,0,19341516,2608298,1713828359,0,675,452,2,1,14,14,447,0,1,1715600176,1665511530,65056720,128841695,128841695,1,2,1,0,5669034580,73389,73389,14,14,14,128841695,9,3,471828,635201,1626455,13108,1715600176,622557,17715789,2011
546349.17,253952,62,98588,6495053090,23,36163293,0,211,27,27,5082,130,0,675,696954,2,23573,35,34,141892598,1352,1,0,34,41,7,12,280,675,0,0,0,22104169,2643415,1951443199,0,675,452,2,1,14,14,447,0,1,1952709424,1902476099,73729651,147253376,147269760,1,2,1,0,6479148544,73389,73389,14,14,14,147253376,9,3,479903,712984,1711472,14917,1952709424,696954,20393540,2011
548358.30,253952,62,116550,7678581570,23,38839090,0,247,30,30,5082,133,0,675,831006,2,28637,35,34,142423502,1352,1,0,34,44,7,12,280,675,0,0,0,26783727,2922160,2298446430,0,675,452,2,1,14,14,447,0,1,2298346288,2248483760,83096986,174153240,174169624,1,2,1,0,7662742560,73389,73389,14,14,14,174153240,9,3,494841,849857,1933257,17554,2298346288,831006,24851500,2011
550365.71,253952,62,134745,8877645390,24,43396473,0,274,30,30,5082,136,0,675,970640,2,33766,35,34,142942340,1352,1,0,34,44,7,12,280,675,0,0,0,31620351,3331326,2646103529,0,675,452,2,1,14,14,447,0,1,2648832816,2599044696,96485677,201395009,201411393,1,2,1,0,8861380396,73389,73389,14,14,14,201395009,9,3,506106,992352,2138147,20228,2648832816,970640,29483425,2011
552372.32,253952,62,153408,10106790234,26,48062316,0,297,31,31,5082,139,0,675,1108188,2,39019,35,34,143473244,1352,1,0,34,45,7,12,280,675,0,0,0,36396189,3579679,3006708791,0,675,452,2,1,14,14,447,0,1,3006893008,2958214942,108406240,229341290,229357674,1,2,1,0,10091016760,73389,73389,14,14,14,229341290,9,3,518448,1132754,2337426,22963,3006893008,1108188,34060161,2011
554376.87,253952,62,165717,10917985542,29,52157242,0,317,31,31,5082,141,0,675,1173219,2,42482,35,34,144004148,1352,1,0,34,45,7,12,280,675,0,0,0,39214976,3595137,3244720369,0,675,452,2,1,14,14,447,0,1,3243871184,3195334731,115790170,247785739,247785739,1,2,1,0,10902572516,73389,73389,14,14,14,247785739,9,3,519291,1199413,2423767,24771,3243871184,1173219,36792723,2011
556382.43,253952,62,181506,11958307938,29,54007378,0,337,33,33,5082,143,0,675,1273562,2,46898,35,34,144004148,1352,1,0,34,47,7,12,280,675,0,0,0,42877283,3595514,3548700243,0,675,452,2,1,14,14,447,0,1,3547958224,3499417534,121503026,271431664,271431664,1,2,1,0,11942006868,73389,73389,14,14,14,271409247,9,3,526645,1302105,2551078,27091,3547958224,1273562,40327929,2011
558388.00,253952,62,198486,13077214614,29,57677345,0,374,33,33,5082,146,0,675,1390979,2,51695,35,34,144535052,1352,1,0,34,47,7,12,280,675,0,0,0,46935886,3595852,3875114112,0,675,452,2,1,14,14,447,0,1,3874851792,3826477401,129637712,296850935,296867319,1,2,1,0,13061441140,73389,73389,14,14,14,296850935,9,3,529185,1422094,2715183,29585,3874851792,1390979,44222612,2011
560392.77,253952,62,211190,13914308708,31,61216956,0,426,33,33,5082,148,0,675,1461845,2,55269,35,34,145065956,1352,1,0,34,47,7,12,280,675,0,0,0,49702942,3600464,4120460761,0,675,452,2,1,14,14,447,0,1,4119301072,4071157723,136059776,315877016,315893400,1,2,1,0,13898588704,73389,73389,14,14,14,315877016,9,3,535920,1494597,2791666,31450,4119301072,1461845,46913302,2011
