timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
242594.41,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,2097278,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
244599.65,0,253952,62,5127,336702900,0,1140267,25,2,2,9397,87,0,558,37185,0,45,1987,17,43,94853907,1118,1,0,4,1111,6214346,7,24857384,16,16,23,14,104,558,0,0,2334609,1824,137360677,0,558,357,0,3,1,14,14,1602,3,138050690,108681261,3476057,6303522,6303522,1,3,1,327783176,73389,73389,14,14,14,6303526,6,3,76946,38054,165703,1199,138050690,37185,2168994,1398
246606.85,0,253952,62,10788,710465310,0,2528407,43,2,2,9397,95,0,558,69871,0,45,4195,17,43,97303305,1118,1,0,4,1111,13287002,7,53148008,16,16,23,14,104,558,0,0,4947858,25973,252427888,0,558,357,0,3,1,14,14,1602,3,252886945,226380932,7502963,13493051,13493051,1,3,1,700786716,73389,73389,14,14,14,13476671,6,3,87381,71646,220679,2095,252886945,69871,4727372,1398
248614.75,3,253952,62,17913,1178374590,0,4270831,74,3,3,9397,175,0,567,128074,0,45,7017,18,43,99709738,1136,1,0,4,1111,22156803,7,88562608,17,17,23,14,119,567,0,0,8878425,168490,408220634,0,567,369,0,3,1,14,14,1602,3,408014123,373615141,13320653,22489582,22489582,1,3,1,1169458296,73389,73389,14,14,14,22489586,6,3,97033,131404,311528,3461,408014123,128074,8567228,1436
250629.47,3,253952,62,24892,1638247996,0,5896706,100,3,3,9397,200,0,567,180341,0,45,9746,18,43,101893684,1136,1,0,4,1111,30861663,7,123446652,17,17,23,14,119,567,0,0,12825520,290030,547846469,0,567,369,0,3,1,14,14,1602,3,547370072,518753138,19004518,31319670,31319670,1,3,1,1628622872,73389,73389,14,14,14,31319674,6,3,104070,185035,389696,4582,547370072,180341,12436303,1436
252642.55,5,253952,62,31948,2103517588,0,8345234,131,3,3,9397,275,8,576,232152,0,45,12561,18,43,104985692,1154,1,0,4,1111,39670663,7,158682652,17,17,23,14,119,576,0,0,16771346,474710,693408561,0,576,378,0,3,1,14,14,1602,3,693053028,665132343,25578907,40270479,40270479,1,3,1,2094064940,73389,73389,14,14,14,40270483,6,3,111101,238302,462844,5849,693053028,232152,16309120,1470
254647.74,5,253952,62,38810,2555119982,0,9781929,170,3,3,9397,298,8,585,282075,0,45,15215,18,43,108065499,1172,1,0,4,1111,48129935,7,192519740,17,17,23,14,119,585,0,0,20265864,560645,844307238,0,585,387,0,3,1,14,14,1602,3,843952333,807612666,30594067,48932853,48949237,1,3,1,2544508388,73389,73389,14,14,14,48932857,6,3,114589,289566,510870,7059,843952333,282075,19755744,1501
256656.28,6,253952,62,44793,2949417882,1,12420330,191,4,4,9397,343,8,585,317250,0,45,17590,19,43,109597881,1172,1,0,4,1111,55659498,7,222637992,18,18,23,14,128,585,0,0,23025627,595891,963900759,0,585,387,0,3,1,14,14,1602,3,963050786,931709161,36026910,56519916,56519916,1,3,1,2939035664,73389,73389,14,14,14,56519920,6,3,119105,325754,557822,8070,963050786,317250,22468669,1501
258670.00,9,253952,62,52617,3464693340,1,14135829,228,4,4,9397,389,9,585,374256,0,45,20676,19,43,110273577,1172,1,0,4,1111,65464367,7,261857468,18,18,23,14,128,585,0,0,27166352,754768,1126768396,0,585,387,0,3,1,14,14,1602,3,1125892898,1093607363,42036400,66447732,66447732,1,3,1,3455282096,73389,73389,14,14,14,66447736,6,3,123010,384255,632664,9407,1125892898,374256,26534715,1501
260678.74,11,253952,62,60498,3984331782,1,15887207,265,4,4,9397,429,9,585,432688,0,45,23755,19,43,112143807,1172,1,0,4,1111,75297030,7,301059008,18,18,23,14,128,585,0,0,31332988,886184,1292587252,0,585,387,0,3,1,14,14,1602,3,1291422602,1257381017,48082478,76436766,76436766,1,3,1,3974711864,73389,73389,14,14,14,76436770,6,3,127884,444284,697602,10765,1291422602,432688,30636571,1501
