timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,QueryTimeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectQueryTimeMicroseconds,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
63444.12,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,2097278,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0
65448.83,1,253952,62,9721,639947164,0,1345258,59,3,3,4558,115,0,558,64294,0,30,3792,18,12,96712071,1118,1,0,4,1196,11965794,7,47798604,17,17,14,75,558,0,0,4253917,98,237068830,0,558,342,0,3,1,14,14,1665,0,3,238212490,204088272,5599711,12137497,12137497,1,3,1,0,631149876,73389,73389,14,14,14,12137501,7,3,82873,65939,220814,2019,238212490,64294,4033277,1572
67453.58,1,253952,62,16298,1072847666,1,3818369,81,4,4,4558,175,0,558,95149,0,30,6404,19,12,97954869,1118,1,0,4,1196,20159535,7,80638140,18,18,14,82,558,0,0,6826159,131,372322954,0,558,342,0,3,1,14,14,1665,0,3,372046690,340658885,10626006,20447615,20447615,1,3,1,0,1063276012,73389,73389,14,14,14,20447619,7,3,86702,97750,260937,3164,372046690,95149,6565491,1572
69458.81,1,253952,62,26767,1762696576,1,5318782,150,4,4,4558,216,0,558,156541,0,30,10496,19,12,100138815,1118,1,0,4,1196,33217850,7,132871400,18,18,14,82,558,0,0,11326580,695,585876188,0,558,342,0,3,1,14,14,1665,0,3,586192805,557620842,16644175,33725515,33725515,1,3,1,0,1753726812,73389,73389,14,14,14,33725519,7,3,94902,160739,334736,4891,586192805,156541,10992308,1572
71463.93,2,253952,62,37181,2448048122,1,6881872,215,4,4,4558,307,0,567,217468,0,30,14622,19,12,102929173,1136,1,0,4,1196,46227250,7,184909000,18,18,14,82,567,0,0,15793545,777,800655476,0,567,348,0,3,1,14,14,1665,0,3,800522283,773480583,22671728,46903396,46903396,1,3,1,0,2438976624,73389,73389,14,14,14,46903400,7,3,100616,223286,418540,6716,800522283,217468,15375653,1598
73467.82,2,253952,62,44730,2945264982,2,8601182,251,4,4,4558,326,0,567,258535,0,30,17545,19,12,104787337,1136,1,0,4,1196,55643467,7,222509180,18,18,14,82,567,0,0,18794561,821,966796350,0,567,348,0,3,1,14,14,1665,0,3,966024258,930200668,27391297,56454380,56454380,1,3,1,0,2935627792,73389,73389,14,14,14,56454384,7,3,106553,265468,477438,8030,966024258,258535,18317880,1598
75473.21,2,253952,62,54095,3562472564,3,10551042,305,6,6,4558,410,9,567,309892,0,30,21271,19,12,106669633,1136,1,0,4,1196,67330533,7,269322132,18,20,14,82,567,0,0,22799350,891,1153889043,0,567,348,0,3,1,14,14,1665,0,3,1153888729,1124359449,33346687,68325415,68325415,1,3,1,0,3552921612,73389,73389,14,14,14,68325419,7,3,113374,318222,545457,9630,1153888729,309892,22254826,1598
77477.72,2,253952,62,63077,4154024822,3,11550194,362,6,6,4558,442,9,567,359529,0,30,24766,19,12,108021025,1136,1,0,4,1196,78505751,7,314023004,18,20,14,82,567,0,0,26585437,984,1340384213,0,567,348,0,3,1,14,14,1665,0,3,1340197009,1310914564,38129291,79692864,79692864,1,3,1,0,4144028960,73389,73389,14,14,14,79692868,7,3,122216,369187,612449,11126,1340197009,359529,25974085,1598
79482.94,2,253952,62,70857,4667562966,4,14331785,387,7,7,4558,510,9,567,404411,0,30,27875,19,12,110434225,1136,1,0,4,1196,88302550,7,353210200,18,21,14,82,567,0,0,29780798,1015,1502910985,0,567,348,0,3,1,14,14,1665,0,3,1501937958,1472377502,44032028,89579276,89579276,1,3,1,0,4658122384,73389,73389,14,14,14,89579280,7,3,142875,415212,676369,12501,1501937958,404411,29105658,1598
81487.95,2,253952,62,81267,5352290388,4,15767376,456,7,7,4558,553,9,567,470214,0,30,31926,19,12,111049591,1136,1,0,4,1196,101255760,7,404893736,18,21,14,82,567,0,0,34370634,1122,1720678865,0,567,348,0,3,1,14,14,1665,0,3,1719872031,1688065830,50129475,102734740,102734740,1,3,1,0,5342206512,73389,73389,14,14,14,102734744,7,3,148558,482643,766465,14265,1719872031,470214,33605606,1598
83492.65,2,253952,62,91607,6032550950,4,17256005,516,7,7,4558,642,9,567,533713,0,30,36019,19,12,112099333,1136,1,0,4,1196,114161532,7,456646128,18,21,14,82,567,0,0,38852094,1197,1939939551,0,567,348,0,3,1,14,14,1665,0,3,1938569509,1902408347,56099054,115808284,115824668,1,3,1,0,6022030800,73389,73389,14,14,14,115808288,7,3,155334,547786,848420,16118,1938569509,533713,38005308,1598
85497.81,2,253952,62,101783,6705345560,4,18855738,574,7,7,4558,686,9,567,593848,0,30,40009,19,12,115103767,1136,1,0,4,1196,126883076,7,507403124,18,21,14,82,567,0,0,43298388,1539,2148353192,0,567,348,0,3,1,14,14,1665,0,3,2146530137,2114508764,62143604,128727007,128727007,1,3,1,0,6693804396,73389,73389,14,14,14,128727011,7,3,159812,609459,918649,17807,2146530137,593848,42381567,1598
87503.51,2,253952,62,111912,7372598514,5,21161728,643,8,8,4558,773,9,567,662174,0,30,44016,20,12,115103767,1136,1,0,4,1196,139524964,7,558035372,19,22,14,92,567,0,0,48016365,13626,2362632335,0,567,348,0,3,1,14,14,1665,0,3,2361391633,2324796121,69178384,141548314,141548314,1,3,1,0,7360512360,73389,73389,14,14,14,141548318,7,3,168697,679511,1022862,19623,2361391633,662174,46995538,1598
89507.94,2,253952,62,121147,7981576000,5,22252869,714,8,8,4558,822,9,567,719789,0,30,47644,20,12,115103767,1136,1,0,4,1196,151049424,7,604132960,19,22,14,92,567,0,0,52132405,13692,2558007669,0,567,348,0,3,1,14,14,1665,0,3,2557102470,2516908142,74383174,153236966,153236966,1,3,1,0,7968322264,73389,73389,14,14,14,153236970,7,3,174506,738623,1091935,21235,2557102470,719789,51042689,1598
91513.67,3,253952,62,128083,8438957140,6,24831293,735,9,9,4558,872,9,576,759468,0,30,50376,20,12,116602928,1154,1,0,4,1196,159697306,7,638724640,19,23,14,92,576,0,0,55001282,13814,2705808669,0,576,356,0,3,1,14,14,1665,0,3,2704420291,2661007802,79829937,162023935,162023935,1,3,1,0,8425244652,73389,73389,14,14,14,162023939,7,3,179636,779297,1142977,22463,2704420291,759468,53860650,1625
93519.29,10,253952,62,137975,9090086828,6,26160933,813,9,9,4558,955,11,576,828770,0,30,54283,20,12,116602928,1154,1,0,4,1196,172035314,7,688012020,19,23,14,92,576,0,0,59704722,24514,2916033296,0,576,356,0,3,1,14,14,1665,0,3,2913771375,2866334188,85873139,174521880,174521880,1,3,1,0,9075137792,73389,73389,14,14,14,174521884,7,3,181288,850288,1224987,24237,2913771375,828770,58482282,1625
95525.55,10,253952,62,147824,9738362270,6,27173633,910,9,9,4558,999,11,576,901163,0,30,58142,20,12,116602928,1154,1,0,4,1196,184340949,7,737299280,19,23,14,92,576,0,0,64701820,31407,3118145253,0,576,356,0,3,1,14,14,1665,0,3,3115416247,3070320255,91884840,187003441,187003441,1,3,1,0,9724178964,73389,73389,14,14,14,187003445,7,3,188423,924423,1298065,25874,3115416247,901163,63406512,1625
97530.47,11,253952,62,155905,10270818328,7,29006990,973,9,9,4558,1054,11,576,959965,0,30,61312,20,12,116916644,1154,1,0,4,1196,194371853,7,777487412,19,23,14,92,576,0,0,68548344,38345,3295113363,0,576,356,0,3,1,14,14,1665,0,3,3293030155,3238603804,97569294,197191242,197191242,1,3,1,0,10253944616,73389,73389,14,14,14,197191246,7,3,193228,984649,1372101,27357,3293030155,959965,67179157,1625
99536.45,11,253952,62,162717,10719759288,7,30763161,1007,10,10,4558,1095,11,576,1002238,0,30,63994,20,12,116916644,1154,1,0,4,1196,202881057,7,811459508,19,24,14,92,576,0,0,71754598,59511,3436977991,0,576,356,0,3,1,14,14,1665,0,3,3433974521,3379813634,102549943,205841106,205841106,1,3,1,0,10703737544,73389,73389,14,14,14,205841110,7,3,209633,1028049,1451145,28518,3433974521,1002238,70306476,1625
101543.10,11,253952,62,171549,11301975852,7,31788965,1100,10,10,4558,1136,11,576,1071305,0,30,67467,20,12,116916644,1154,1,0,4,1196,213938359,7,855753436,19,24,14,92,576,0,0,76694941,109067,3620057405,0,576,356,0,3,1,14,14,1665,0,3,3616870238,3563301732,108552936,217024013,217024013,1,3,1,0,11285248708,73389,73389,14,14,14,217024017,7,3,211139,1098870,1537067,30007,3616870238,1071305,75161078,1625
103550.02,12,253952,62,180210,11872466922,7,32962324,1186,10,10,4558,1215,11,585,1143217,0,30,70871,20,12,118357797,1172,1,0,4,1196,224637205,7,898548820,19,24,14,92,585,0,0,81495442,180126,3807167624,0,585,365,0,3,1,14,14,1665,0,3,3804191479,3743443347,114585308,227957286,227957286,1,3,1,0,11853778904,73389,73389,14,14,14,227957290,7,3,215058,1172556,1630307,31600,3804191479,1143217,79868526,1658
105556.73,12,253952,62,188432,12413475794,7,34139437,1267,10,10,4558,1252,11,585,1212168,0,30,74103,20,12,118357797,1172,1,0,4,1196,234961857,7,939847428,19,24,14,92,585,0,0,86225559,316701,3980280286,0,585,365,0,3,1,14,14,1665,0,3,3976870511,3913841264,120594482,238362397,238362397,1,3,1,0,12394844676,73389,73389,14,14,14,238362401,7,3,217758,1243187,1708374,33000,3976870511,1212168,84520743,1658
107563.71,12,253952,62,197126,12986177816,7,35174315,1363,10,10,4558,1326,11,585,1282049,0,30,77533,20,12,118357797,1172,1,0,4,1196,245781840,7,983127360,19,24,14,92,585,0,0,91151102,375583,4162806588,0,585,365,0,3,1,14,14,1665,0,3,4159214527,4094768396,126613461,249336630,249336630,1,3,1,0,12965504792,73389,73389,14,14,14,249336634,7,3,219749,1314914,1810357,34550,4159214527,1282049,89344490,1658
109571.72,13,253952,62,206327,13594085414,7,36154959,1451,10,10,4558,1376,11,585,1356760,0,30,81154,20,12,118357797,1172,1,0,4,1196,257314517,7,1029128844,19,24,14,92,585,0,0,96184672,407614,4357703709,0,585,365,0,3,1,14,14,1665,0,3,4354182136,4286051007,132652851,261033030,261033030,1,3,1,0,13573717592,73389,73389,14,14,14,261033034,7,3,225490,1391446,1895343,36144,4354182136,1356760,94293278,1658
111578.91,13,253952,62,215962,14229325564,7,37149636,1544,10,10,4558,1421,11,585,1428863,0,30,84930,20,12,118357797,1172,1,0,4,1196,269324528,7,1077233528,19,24,14,92,585,0,0,101201022,414158,4562933132,0,585,365,0,3,1,14,14,1665,0,3,4559371001,4486443792,138658776,273213202,273229586,1,3,1,0,14207086536,73389,73389,14,14,14,273213206,7,3,233539,1465352,2002530,37816,4559371001,1428863,99202640,1658
113584.46,13,253952,62,225625,14866074940,7,38160176,1637,10,10,4558,1505,11,585,1501019,0,30,88735,20,12,118357797,1172,1,0,4,1196,281318286,7,1125208836,19,24,14,92,585,0,0,106214104,420395,4768987744,0,585,365,0,3,1,14,14,1665,0,3,4764806020,4687867311,144684218,285395533,285411917,1,3,1,0,14839715780,73389,73389,14,14,14,285379153,7,3,236487,1539361,2084540,39564,4764806020,1501019,104133922,1658
115589.87,15,253952,62,235414,15511081852,7,39250003,1732,10,10,4558,1548,11,594,1567866,0,30,92573,20,12,119855639,1190,1,0,4,1196,293533699,7,1174134796,19,24,14,92,594,0,0,111130282,438778,4973199138,0,594,369,0,3,1,14,14,1665,0,3,4968948548,4890975668,150716726,297815432,297815432,1,3,1,0,15485550528,73389,73389,14,14,14,297799052,7,3,241263,1607916,2164494,41213,4968948548,1567866,108970352,1686
